"the_geom","objectid","block_face","globalidte","globalid","globalid_1","ns_ew","street_1","from_sor_1","to_nore_1","side_1","location_i","total_sp_1","spaces_by_","space_reg","order_","metered","limits","reg_code","definition","enforce_be","enforce_en","enforce_da","meter_rate","permit_typ","notes","feet","enforcebeg","enforceend","parkingt","globalid_2","shape_len"
"MULTILINESTRING ((-122.27211856597941 37.797773248576114, -122.27166527319837 37.7975952165013))","944","731695","{3DC31B3A-A6FA-44F5-8BA6-21BFD27EB537}","{3DC31B3A-A6FA-44F5-8BA6-21BFD27EB537}","{3DC31B3A-A6FA-44F5-8BA6-21BFD27EB537}_","E-W","6th","WEBSTER PL","WEBSTER","South","6th from WEBSTER PL to WEBSTER , South","0.0","0.0","No Parking","0.0",,,,,,,,,,,"146.13650793",,,"0","{48BD4CC9-3E32-479F-B621-30EE53E27386}","146.136354134"
"MULTILINESTRING ((-122.27187059193831 37.80279704912848, -122.27201577086787 37.802852680619345))","945","132001","{B25F5831-C38E-4BA1-8126-01253C651FBC}","{A375E240-A677-4724-94D9-A2FA2800E254}","{A375E240-A677-4724-94D9-A2FA2800E254}_1","E-W","12th","BROADWAY","FRANKLIN","South","12th from BROADWAY to FRANKLIN , South","6.0","0.0","No Parking","1.0",,,,,,,,,,,"46.57943264",,,"0","{B5FB540E-A4B2-4956-A864-AF21C0EBDFF3}","46.5794165655"
"MULTILINESTRING ((-122.27127866007676 37.8025702262978, -122.27187059193831 37.80279704912848))","946","132001","{B25F5831-C38E-4BA1-8126-01253C651FBC}","{A375E240-A677-4724-94D9-A2FA2800E254}","{A375E240-A677-4724-94D9-A2FA2800E254}_2","E-W","12th","BROADWAY","FRANKLIN","South","12th from BROADWAY to FRANKLIN , South","6.0","3.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"189.9162037","8:00 AM","6:00 PM","0","{D1B2CC3F-F964-4EA8-AF3C-4DD2EC9B1D94}","189.916391452"
"MULTILINESTRING ((-122.27141921205231 37.80192726201402, -122.27130307200197 37.801882134944215))","947","131748","{5EE8C34D-D6EA-4F37-B9E9-CCF5AF0AF640}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}_1","E-W","11th","FRANKLIN","BROADWAY","North","11th from FRANKLIN to BROADWAY , North","6.0","0.0","No Parking","1.0",,,,,,,,,,,"37.36218142",,,"0","{D0052511-AB87-487A-9286-D461FA73845A}","37.3621346124"
"MULTILINESTRING ((-122.27155428957283 37.80197974744491, -122.27141921205231 37.80192726201402))","948","131748","{5EE8C34D-D6EA-4F37-B9E9-CCF5AF0AF640}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}_2","E-W","11th","FRANKLIN","BROADWAY","North","11th from FRANKLIN to BROADWAY , North","6.0","2.0","Yellow Curb","2.0",,,,,,,,,,,"43.45434268","8:00 AM","6:00 PM","0","{E74DF367-1D78-423D-96DD-6A7107ADE8A1}","43.4542871814"
"MULTILINESTRING ((-122.27191618927748 37.80212036370793, -122.2716422629356 37.80201392986621))","949","131748","{5EE8C34D-D6EA-4F37-B9E9-CCF5AF0AF640}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}_4","E-W","11th","FRANKLIN","BROADWAY","North","11th from FRANKLIN to BROADWAY , North","6.0","4.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"88.12134034","8:00 AM","6:00 PM","0","{F2BAB2C7-5537-4C3C-AC02-8470DB2973A8}","88.1213067072"
"MULTILINESTRING ((-122.27120316331393 37.80204201692228, -122.27113975140864 37.80214349283048))","950","131814","{21069A25-F1D8-4F58-A1C3-EA2FEFD592FA}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}_3","N-S","FRANKLIN","12th","11th","West","FRANKLIN from 12th to 11th , West","6.0","0.0","No Parking","3.0",,,,,,,,,,,"41.24237892",,,"0","{2A1FA0D7-4EBC-4544-8A3A-2FB7E35FCEBF}","41.2423319597"
"MULTILINESTRING ((-122.27130307200197 37.801882134944215, -122.271277803868 37.80192257122441))","951","131814","{21069A25-F1D8-4F58-A1C3-EA2FEFD592FA}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}_1","N-S","FRANKLIN","12th","11th","West","FRANKLIN from 12th to 11th , West","6.0","0.0","No Parking","1.0",,,,,,,,,,,"16.43442513","8:00 AM","6:00 PM","0","{D9C17F30-0EFF-450A-AD03-C87DA41E013A}","16.4342735258"
"MULTILINESTRING ((-122.27113975140864 37.80214349283048, -122.2710024157891 37.80236326529245))","952","131814","{21069A25-F1D8-4F58-A1C3-EA2FEFD592FA}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}_4","N-S","FRANKLIN","12th","11th","West","FRANKLIN from 12th to 11th , West","6.0","4.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"89.32083037","8:00 AM","6:00 PM","0","{145ED287-122F-4015-BAB7-4984C652E4E1}","89.3210402145"
"MULTILINESTRING ((-122.2710024157891 37.80236326529245, -122.27095144121542 37.80244483729373))","953","131814","{21069A25-F1D8-4F58-A1C3-EA2FEFD592FA}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}_5","N-S","FRANKLIN","12th","11th","West","FRANKLIN from 12th to 11th , West","6.0","0.0","No Parking","5.0",,,,,,,,,,,"33.15302043",,,"0","{9142AB9C-1820-4CD9-8CFA-0852F32F9D52}","33.152933211"
"MULTILINESTRING ((-122.27079584119963 37.80238474151703, -122.27085152484469 37.802295884890555))","954","131786","{E83937A9-3502-4EDD-8B67-2559C6E8547B}","{280DA9E8-4B7E-490D-AED9-4F51161EFE78}","{280DA9E8-4B7E-490D-AED9-4F51161EFE78}_5","N-S","FRANKLIN","11th","12th","East","FRANKLIN from 11th to 12th , East","8.0","0.0","No Parking","3.0",,,,,,,,,,,"36.1338941",,,"0","{E87891FB-0FA2-4F80-B560-7C11D2318269}","36.133754032"
"MULTILINESTRING ((-122.27070415146062 37.80234888849742, -122.27079584119963 37.80238474151703))","955","131787","{7A218DB7-A44B-4F81-93EB-679DE990DBCB}","{E34DD688-AE08-40AF-85D6-71984B96F257}","{E34DD688-AE08-40AF-85D6-71984B96F257}_1","E-W","12th","FRANKLIN","WEBSTER ST","South","12th from FRANKLIN to WEBSTER ST , South","13.0","0.0","No Parking","1.0",,,,,,,,,,,"29.5326491","8:00 AM","6:00 PM","0","{B7B5D3E6-3350-4DEA-B057-9E56BFD33D37}","29.5326794712"
"MULTILINESTRING ((-122.2697667487974 37.80198233070862, -122.26983471061664 37.802008906877425))","956","131787","{7A218DB7-A44B-4F81-93EB-679DE990DBCB}","{E34DD688-AE08-40AF-85D6-71984B96F257}","{E34DD688-AE08-40AF-85D6-71984B96F257}_5","E-W","12th","FRANKLIN","WEBSTER ST","South","12th from FRANKLIN to WEBSTER ST , South","13.0","0.0","No Parking","5.0",,,,,,,,,,,"21.89012226",,,"0","{95BACEB1-05A0-4018-9213-23610C56748C}","21.8903761667"
"MULTILINESTRING ((-122.27019842975072 37.80144619678038, -122.27012217278626 37.8014159549506))","957","131561","{85AAA8F0-CD17-4B1C-9781-36558D8C782A}","{36AF395D-33B3-42A5-BA3F-7EE05C41CDE4}","{36AF395D-33B3-42A5-BA3F-7EE05C41CDE4}_1","E-W","11th","WEBSTER","FRANKLIN","North","11th from WEBSTER to FRANKLIN , North","12.0","0.0","No Parking","1.0",,,,,,,,,,,"24.63085901",,,"0","{83504CED-D116-454B-8B5A-C3D8333C7213}","24.6306705386"
"MULTILINESTRING ((-122.270122402784 37.80141721766279, -122.27007435667818 37.801493820364854))","958","131618","{6E067474-5521-409A-8F29-4870777C84F5}","{49BC76A4-E4D1-46E4-BED8-DED740AF26FF}","{49BC76A4-E4D1-46E4-BED8-DED740AF26FF}_5","N-S","WEBSTER","12th","11th","West","WEBSTER from 12th to 11th , West","9.0","0.0","No Parking","5.0",,,,,,,,,,,"31.15623202",,,"0","{1B247FA4-1929-4CA0-A442-8C76B468C060}","31.156090861"
"MULTILINESTRING ((-122.26979263652328 37.80194298040618, -122.26976682471212 37.8019841337407))","959","131618","{6E067474-5521-409A-8F29-4870777C84F5}","{49BC76A4-E4D1-46E4-BED8-DED740AF26FF}","{49BC76A4-E4D1-46E4-BED8-DED740AF26FF}_1","N-S","WEBSTER","12th","11th","West","WEBSTER from 12th to 11th , West","9.0","0.0","No Parking","1.0",,,,,,,,,,,"16.73801341","8:00 AM","6:00 PM","0","{6EC9BFB3-1F4D-4D47-97F8-7143B00BDD3F}","16.7379866023"
"MULTILINESTRING ((-122.27091747336955 37.80258430102572, -122.27087519494111 37.80256809995512))","960","132058","{3D05AB1D-2F3B-4988-8361-5D9A216FF563}","{7C15931E-DA26-4B6E-8618-B8D84F170538}","{7C15931E-DA26-4B6E-8618-B8D84F170538}_1","E-W","12th","FRANKLIN","BROADWAY","North","12th from FRANKLIN to BROADWAY , North","9.0","0.0","No Parking","1.0",,,,,,,,,,,"13.56498677","8:00 AM","6:00 PM","0","{4899780A-7CEF-4E70-9FFC-13A1520018F7}","13.5647544202"
"MULTILINESTRING ((-122.27154739477717 37.80282568318145, -122.27136877987385 37.80275723923546))","961","132058","{3D05AB1D-2F3B-4988-8361-5D9A216FF563}","{7C15931E-DA26-4B6E-8618-B8D84F170538}","{7C15931E-DA26-4B6E-8618-B8D84F170538}_3","E-W","12th","FRANKLIN","BROADWAY","North","12th from FRANKLIN to BROADWAY , North","9.0","2.0","Yellow Curb","3.0",,,,,,,,,,,"57.30716648",,,"0","{DB5B3968-708C-40EC-91E8-F0ACC353F438}","57.3070892686"
"MULTILINESTRING ((-122.27087519494111 37.80256809995512, -122.27085852786013 37.80259540468878))","962","132116","{393C1C0A-2F12-4809-92BA-A80499F3E6EC}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}_1","N-S","FRANKLIN","13th","12th","West","FRANKLIN from 13th to 12th , West","7.0","2.0","No Parking","1.0",,,,,,,,,,,"11.04689191",,,"0","{849010A8-2F4A-4916-9C79-31DE054FFFD9}","11.0470191432"
"MULTILINESTRING ((-122.27062042981936 37.8029854887098, -122.27052964640212 37.80313422146329))","963","132116","{393C1C0A-2F12-4809-92BA-A80499F3E6EC}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}_5","N-S","FRANKLIN","13th","12th","West","FRANKLIN from 13th to 12th , West","7.0","0.0","No Parking","5.0",,,,,,,,,,,"60.17389972",,,"0","{75A49CE8-4A32-44DE-A3CD-052C8D5AC0A0}","60.174038344"
"MULTILINESTRING ((-122.27145987466142 37.80349621391569, -122.27160252574846 37.80355172438427))","964","132294","{4E2C8B2E-AB91-45B8-8399-0F8941F44650}","{4504FED3-C0F9-4B6A-B0E7-AF2BF70B1776}","{4504FED3-C0F9-4B6A-B0E7-AF2BF70B1776}_1","E-W","13th","BROADWAY","FRANKLIN","South","13th from BROADWAY to FRANKLIN , South","11.0","0.0","No Parking","1.0",,,,,,,,,,,"45.90342858",,,"0","{19AA6152-913F-4BF2-AF5B-AFC3722D7156}","45.9030975711"
"MULTILINESTRING ((-122.27052964640212 37.80313422146329, -122.27065641809567 37.80318355411971))","965","132294","{4E2C8B2E-AB91-45B8-8399-0F8941F44650}","{4504FED3-C0F9-4B6A-B0E7-AF2BF70B1776}","{4504FED3-C0F9-4B6A-B0E7-AF2BF70B1776}_4","E-W","13th","BROADWAY","FRANKLIN","South","13th from BROADWAY to FRANKLIN , South","11.0","0.0","No Parking","4.0",,,,,,,,,,,"40.79383483",,,"0","{C5DF685F-A0D5-49B0-905F-CD6D4428BDD0}","40.7937208649"
"MULTILINESTRING ((-122.27175885692365 37.803285078263464, -122.27184129084277 37.80314556383195))","966","132293","{0B32B5BE-DB73-47B2-AF39-4B7DAE62D58C}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}_3","N-S","BROADWAY","12th","13th","East","BROADWAY from 12th to 13th , East","4.0","2.0","Yellow Curb","3.0",,,,,,,,,,,"56.10603443",,,"0","{28150793-6C33-4642-88C3-0CA876C1E838}","56.1060678622"
"MULTILINESTRING ((-122.271911051055 37.80302749960184, -122.27194114673618 37.80297656395412))","967","132293","{0B32B5BE-DB73-47B2-AF39-4B7DAE62D58C}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}_1","N-S","BROADWAY","12th","13th","East","BROADWAY from 12th to 13th , East","4.0","0.0","No Parking","1.0",,,,,,,,,,,"20.48375797","8:00 AM","6:00 PM","0","{A536AB51-2340-4713-970A-EB7AD2694923}","20.4838665217"
"MULTILINESTRING ((-122.27017068144339 37.80229508217064, -122.26992478919104 37.80219928020623))","968","131846","{4AFE928F-A449-45DA-BFD9-647437FC6325}","{D85ABC0C-5082-4890-8142-69F0B6278576}","{D85ABC0C-5082-4890-8142-69F0B6278576}_2","E-W","12th","WEBSTER","FRANKLIN","North","12th from WEBSTER to FRANKLIN , North","9.0","2.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"79.14433194","8:00 AM","6:00 PM","0","{96EB7A20-4E84-42FB-B6D8-346BEAFF02CD}","79.144468598"
"MULTILINESTRING ((-122.27063199758747 37.80247407756656, -122.27057178721226 37.80245066578493))","969","131846","{4AFE928F-A449-45DA-BFD9-647437FC6325}","{D85ABC0C-5082-4890-8142-69F0B6278576}","{D85ABC0C-5082-4890-8142-69F0B6278576}_6","E-W","12th","WEBSTER","FRANKLIN","North","12th from WEBSTER to FRANKLIN , North","9.0","1.0","Meter","6.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"19.37237157","8:00 AM","6:00 PM","0","{FBCE4A98-63DE-4072-84ED-FBC3951E3A8A}","19.3721575471"
"MULTILINESTRING ((-122.27064316440226 37.80263323573051, -122.27067369169863 37.802583223955324))","970","132094","{1EF76F08-58FE-4DA3-A8AD-C28019300363}","{EA61F177-929F-4935-A2D2-FE700921A27B}","{EA61F177-929F-4935-A2D2-FE700921A27B}_2","N-S","FRANKLIN","12th","13th","East","FRANKLIN from 12th to 13th , East","8.0","1.0","Handicapped","2.0",,,,,,,,,,,"20.23392987","8:00 AM","6:00 PM","0","{2F2E8896-5C24-4E5C-A3DE-FF4D62CB759D}","20.2338419866"
"MULTILINESTRING ((-122.26969058607027 37.80210739731221, -122.2695687555572 37.802307167893005))","971","131933","{0738A5E1-5E8A-49B8-968C-F6F83DC21E49}","{DDDB633D-4FEF-461F-91CC-EAE7A40C9AF2}","{DDDB633D-4FEF-461F-91CC-EAE7A40C9AF2}_1","N-S","WEBSTER","13th","12th","West","WEBSTER from 13th to 12th , West","3.0","3.0","Meter","1.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"80.80982996","8:00 AM","6:00 PM","0","{4AD0B0B4-AA93-4045-81C9-3E9A4A916FEF}","80.8097377628"
"MULTILINESTRING ((-122.26934649260755 37.80267161809996, -122.26945955599193 37.802715560432524))","972","132095","{FCB228FF-762E-403C-A750-DC39313C7C88}","{60223DF7-B5C1-4F0B-9B28-6FC980A1CD4E}","{60223DF7-B5C1-4F0B-9B28-6FC980A1CD4E}_6","E-W","13th","FRANKLIN","WEBSTER ST","South","13th from FRANKLIN to WEBSTER ST , South","9.0","0.0","No Parking","6.0",,,,,,,,,,,"36.37369612",,,"0","{124D79A8-4983-42D4-A02C-49A5AF24181C}","36.373781204"
"MULTILINESTRING ((-122.27025959517873 37.803025802198334, -122.27037591130308 37.803071692765826))","973","132095","{FCB228FF-762E-403C-A750-DC39313C7C88}","{60223DF7-B5C1-4F0B-9B28-6FC980A1CD4E}","{60223DF7-B5C1-4F0B-9B28-6FC980A1CD4E}_1","E-W","13th","FRANKLIN","WEBSTER ST","South","13th from FRANKLIN to WEBSTER ST , South","9.0","0.0","No Parking","1.0",,,,,,,,,,,"37.53012679",,,"0","{8D578B75-0693-4B1B-8F46-F7FB89E31838}","37.5303148009"
"MULTILINESTRING ((-122.26706922284181 37.7991959777051, -122.26723981731178 37.79926385970774))","974","130551","{3974CDE7-922D-4A04-BD36-4098B221F7F3}","{05D10A5B-C3EE-4A6B-8675-0C1EA35C9E96}","{05D10A5B-C3EE-4A6B-8675-0C1EA35C9E96}_4","E-W","10th","ALICE","JACKSON","South","10th from ALICE to JACKSON , South","9.0","0.0","No Parking","4.0",,,,,,,,,,,"55.13964072",,,"0","{A785FA9B-D0F5-49A9-BE43-FABAADEE559B}","55.1397453594"
"MULTILINESTRING ((-122.27343866838915 37.80183868182258, -122.27320239477481 37.801749841534686))","975","731570","{B7CBEE05-6D86-4A6C-A0EC-37EC254233CF}","{76234D3D-04B0-4488-A5A7-96F26826E289}","{76234D3D-04B0-4488-A5A7-96F26826E289}_2","E-W","10th","BROADWAY","WASHINGTON","North","10th from BROADWAY to WASHINGTON , North","18.0","0.0","No Parking","2.0",,,,,,,,,,,"75.54062577","8:00 AM","6:00 PM","0","{940D3F34-12F6-4FDB-8512-866753BD415D}","75.5403883546"
"MULTILINESTRING ((-122.27410643591108 37.802089762865705, -122.27390839112533 37.80201529863208))","976","731570","{B7CBEE05-6D86-4A6C-A0EC-37EC254233CF}","{76234D3D-04B0-4488-A5A7-96F26826E289}","{76234D3D-04B0-4488-A5A7-96F26826E289}_4","E-W","10th","BROADWAY","WASHINGTON","North","10th from BROADWAY to WASHINGTON , North","18.0","0.0","No Parking","4.0",,,,,,,,,,,"63.31756766",,,"0","{74725866-F937-4852-B43A-59FA96D4BA32}","63.3175730559"
"MULTILINESTRING ((-122.27668129839715 37.803118043270466, -122.27654547058984 37.80306283082907))","977","132261","{6A1FD9CF-0A47-4F5D-851D-51232B2EE170}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}_1","E-W","10th","JEFFERSON","MLK JR WAY","North","10th from JEFFERSON to MLK JR WAY , North","22.0","0.0","No Parking","1.0",,,,,,,,,,,"44.09258577","8:00 AM","6:00 PM","0","{90BBC569-C221-4CA3-9375-66998E73DA9F}","44.092334595"
"MULTILINESTRING ((-122.27757661178113 37.80348199096298, -122.27749639714928 37.803449381188116))","978","132261","{6A1FD9CF-0A47-4F5D-851D-51232B2EE170}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}_5","E-W","10th","JEFFERSON","MLK JR WAY","North","10th from JEFFERSON to MLK JR WAY , North","22.0","0.0","No Parking","5.0",,,,,,,,,,,"26.03984288",,,"0","{696A98EB-B129-4E06-B144-1CE8DD04E7C3}","26.0396905965"
"MULTILINESTRING ((-122.27519810155506 37.80253440794154, -122.27496877668975 37.80244100387129))","979","131859","{B6AE758F-5153-4795-8AFA-31FF351BF0B3}","{260327B2-A8F7-4EB8-A743-E05350A8F0E1}","{260327B2-A8F7-4EB8-A743-E05350A8F0E1}_1","E-W","10th","WASHINGTON","CLAY","North","10th from WASHINGTON to CLAY , North","15.0","0.0","No Parking","1.0",,,,,,,,,,,"74.47469215",,,"0","{FDE72F07-FFB7-4CB4-AEBB-F357065D2D01}","74.4746953272"
"MULTILINESTRING ((-122.27496877668975 37.80244100387129, -122.27454970949097 37.80227031399905))","980","131859","{B6AE758F-5153-4795-8AFA-31FF351BF0B3}","{260327B2-A8F7-4EB8-A743-E05350A8F0E1}","{260327B2-A8F7-4EB8-A743-E05350A8F0E1}_2","E-W","10th","WASHINGTON","CLAY","North","10th from WASHINGTON to CLAY , North","15.0","15.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"136.09564387","8:00 AM","6:00 PM","0","{DB45F85B-D25A-4D3E-B6DC-FF612FF57E7B}","136.095521097"
"MULTILINESTRING ((-122.2738456213411 37.801835252350266, -122.27377845214413 37.80180967677955))","981","731511","{29F31A56-127A-4884-953D-8A694D69F681}","{5B9C34F3-D44F-4AC3-B1B1-B5CAE5F4B1B9}","{5B9C34F3-D44F-4AC3-B1B1-B5CAE5F4B1B9}_2","E-W","10th","WASHINGTON","BROADWAY","South","10th from WASHINGTON to BROADWAY , South","11.0","0.0","No Parking","2.0",,,,,,,,,,,"21.52501218",,,"0","{6BE38ACF-2B70-46C0-81D2-D1E8B2BFD89B}","21.5251257155"
"MULTILINESTRING ((-122.26891101697655 37.79992595149089, -122.26910726257624 37.8000025768709))","982","130779","{1AD39C8C-3FE6-4F8D-B382-25F4D0B89F86}","{4D74C419-8B02-4B52-B9D5-918E6BC6BD47}","{4D74C419-8B02-4B52-B9D5-918E6BC6BD47}_1","E-W","10th","HARRISON","ALICE","South","10th from HARRISON to ALICE , South","8.0","3.0","Meter","1.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"63.1932252","8:00 AM","6:00 PM","0","{D04E6044-FB9E-4786-9DED-A6926F9C7AAF}","63.1931359687"
"MULTILINESTRING ((-122.2683590746466 37.799863691742125, -122.26823969403551 37.79981685660251, -122.26823822399793 37.79981626764143, -122.2681050108552 37.7997617291763))","983","130842","{06D046BD-7E01-4073-9F29-058B22A6CF7C}","{DF0AA709-87E3-483E-9F37-6A264EB228FB}","{DF0AA709-87E3-483E-9F37-6A264EB228FB}_2","E-W","10th","ALICE","HARRISON","North","10th from ALICE to HARRISON , North","20.0","0.0","No Parking","2.0",,,,,,,,,,,"82.26328616",,,"0","{35C2EDF5-358A-4E2C-9616-D539BBDA3A9D}","82.263270137"
"MULTILINESTRING ((-122.26810412211606 37.799761370312034, -122.2679749258701 37.79970996347232))","984","130629","{450F4CA2-4EB9-4B9D-88FD-28AA12001F9F}","{38652AF7-70F2-4472-B6A9-CF549C0CCFFD}","{38652AF7-70F2-4472-B6A9-CF549C0CCFFD}_1","E-W","10th","JACKSON","ALICE","North","10th from JACKSON to ALICE , North","10.0","0.0","No Parking","1.0",,,,,,,,,,,"41.75814372",,,"0","{1DFF3AAF-54EF-4568-91B4-BE8DF960FA9A}","41.7583751793"
"MULTILINESTRING ((-122.26331164291182 37.80668414143916, -122.26308441584102 37.80642111289807, -122.26300678537527 37.80629600238948))","892","731646","{65250526-66F7-432E-B920-D207F8605849}","{073AE61F-4B08-4DDC-9FE5-F2CDEFACB9D3}","{073AE61F-4B08-4DDC-9FE5-F2CDEFACB9D3}_2","N-S","LAKESIDE","20th","JACKSON","West","LAKESIDE from 20th to JACKSON , West","8.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,"AKA LAKESIDE from JACKSON to 20TH , West","166.88981999","8:00 AM","6:00 PM","0","{327D811F-9854-47A9-982D-E29DFDD07041}","166.889727885"
"MULTILINESTRING ((-122.26368037322003 37.79959002743387, -122.26408890335338 37.79896865164137))","893","731647","{C7295F5B-B1C8-4103-89F1-ABDE87B0DBAA}","{257A1A7A-1537-4648-B13F-E52750A53099}","{257A1A7A-1537-4648-B13F-E52750A53099}_","N-S","OAK","11th","12th","East","OAK from 11th to 12th , East","0.0","0.0","No Parking","1.0",,,,,,,,,,,"255.19497445",,,"0","{E0A30458-7D61-4A07-A568-0F4DF3F818BD}","255.195274928"
"MULTILINESTRING ((-122.26404410244899 37.80767249779559, -122.26395881631021 37.807620556762785, -122.26381397727532 37.80745950166261, -122.26372278220441 37.80731539928763))","894","731648","{8A9B1B4D-68DB-410C-BB56-A9C3327A3BB4}","{A8A31C9E-0B5B-41BD-BBB5-A9CE55EF4F4F}","{A8A31C9E-0B5B-41BD-BBB5-A9CE55EF4F4F}_2","E-W","20th","HARRISON","LAKESIDE","South","20th from HARRISON to LAKESIDE , South","7.0","7.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"161.81592983","8:00 AM","6:00 PM","0","{1CE6E782-DAAC-42F3-A181-362A6B345A16}","161.815914729"
"MULTILINESTRING ((-122.26325307246789 37.807474550254675, -122.26302674864614 37.80664468508771, -122.26297955768993 37.80656737515017))","895","731649","{543897DF-540D-4909-8A78-B1AE37CE29E6}","{134197DE-2C63-486C-9818-C89EF8530306}","{134197DE-2C63-486C-9818-C89EF8530306}_3","N-S","LAKESIDE","JACKSON","20th","East","LAKESIDE from JACKSON to 20th , East","8.0","0.0","Unmarked","3.0",,,,,,,,,,,"340.44412437",,,"0","{E6C516C2-7D08-48EC-B1B7-93E6C3907E29}","340.444258393"
"MULTILINESTRING ((-122.27479380682016 37.79809879479978, -122.27384430406542 37.797670670940384))","896","731653","{1594A293-54B7-4806-A317-12B600211870}","{1594A293-54B7-4806-A317-12B600211870}","{1594A293-54B7-4806-A317-12B600211870}_","E-W","5th","BROADWAY","FRANKLIN","North","5th from BROADWAY to FRANKLIN , North","0.0","0.0","No Parking","0.0",,,,,,,,,,,"315.53921499",,,"0","{E1E5BDDB-1ACF-4CE0-8466-2860E47D9589}","315.539473811"
