"project_number","building_id","project_description","school_name","school_address","sed_approved_final_cost","fcrtosed","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"15WT","M110","Asbestos  abatement","P.S. 110 - MANHATTAN","285 DELANCY STREET","48877.00","2021-06-04T00:00:00.000","MANHATTAN","10002","40.715915","-73.979893","103","1","12","1004066","1003310140","Lower East Side"
"15YF","X157","Asbestos  abatement","P.S. 157 - BRONX","757 CAULDWELL AVENUE","57460.00","2021-06-04T00:00:00.000","BRONX","10456","40.819258","-73.908553","201","17","75","2004464","2026250001","Melrose South-Mott Haven North"
"15ZI","Q021","Asbestos  abatement","P.S. 21 - QUEENS","147-36 26TH AVENUE","51418.00","2021-06-04T00:00:00.000","QUEENS","11354","40.774512","-73.819284","407","19","1047","4108665","4048030001","Murray Hill"
"15V6","Q152","Asbestos  abatement","P.S. 152 - QUEENS","33-52 62 STREET","20316.00","2021-06-04T00:00:00.000","QUEENS","11377","40.753037","-73.900123","402","26","293","4027102","4011840014","Woodside"
"16AK","Q101","Asbestos  abatement","P.S. 101 - QUEENS","2 RUSSELL PLACE","165413.00","2021-06-04T00:00:00.000","QUEENS","11375","40.715462","-73.843974","406","29","723","4078312","4032700001","Forest Hills"
"16B3","M155","Asbestos  abatement","P.S. 155 - MANHATTAN","319 EAST 117 STREET","32986.00","2021-06-04T00:00:00.000","MANHATTAN","10035","40.797302","-73.936365","111","8","188","1052986","1016890005","East Harlem North"
"16BM","Q122","Asbestos  abatement","P.S. 122 - QUEENS","21-21 DITMARS BLVD","93902.00","2021-06-04T00:00:00.000","QUEENS","11105","40.780347","-73.916655","401","22","103","4019633","4008800001","Steinway"
"16CR","Q008","Asbestos  abatement","J.H.S. 8 - QUEENS","108-35 167 STREET","269594.00","2021-06-04T00:00:00.000","QUEENS","11433","40.69719","-73.787192","412","27","258","4216655","4101780001","South Jamaica"
"15G4","Q237","INTERIOR SPACES","J.H.S. 237 - QUEENS","46-21 COLDEN STREET","78357.00","2021-06-03T00:00:00.000","QUEENS","11355","40.749545","-73.822073","407","20","845","4116436","4051470001","Flushing"
"15HB","X152","Asbestos  abatement","P.S. 152 - BRONX","1007 EVERGREEN AVENUE","155862.00","2021-06-03T00:00:00.000","BRONX","10472","40.824054","-73.880039","209","17","52","2023336","2037110001","Soundview-Bruckner"
"15G2","Q164","LIBRARY RECONSTRUCTION AND UPGRADE","P.S. 164 - QUEENS","138-01 77 AVENUE","70311.00","2021-06-03T00:00:00.000","QUEENS","11367","40.720924","-73.823362","408","24","77902","4142980","4066060002","Kew Gardens Hills"
"15FX","M161","Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.","P.S. 161 - MANHATTAN","499 WEST 133 STREET","53076.00","2021-06-03T00:00:00.000","MANHATTAN","10027","40.81755","-73.953041","109","9","21303","1059645","1019710001","Manhattanville"
"15FZ","Q014","Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.","P.S. 14 - QUEENS","107-01 OTIS AVENUE","70117.00","2021-06-03T00:00:00.000","QUEENS","11368","40.74056","-73.854131","404","21","439","4437311","4019540037","Corona"
"15G1","Q052","Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.","P.S. 52 - QUEENS","178-37 146 TERRACE","36766.00","2021-06-03T00:00:00.000","QUEENS","11434","40.661122","-73.766733","413","31","320","4285972","4133530020","Springfield Gardens South-Brookville"
"15G5","Q263","Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.","P.S. /I.S 295 - QUEENS","222-14 JAMAICA AVENUE","95511.00","2021-06-03T00:00:00.000","QUEENS","11428","40.720619","-73.731997","413","23","568","4231378","4108130005","Queens Village"
"15FM","Q439","Leased Facility Improvements","3K Q000 - Q - QUEENS","101-49 WOODHAVEN BOULEVARD","7018150.00","2021-06-03T00:00:00.000","QUEENS","11416","40.683886","-73.845912","409","32","4001","4189324","4091020027","Woodhaven"
"15FT","K005","Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.","P.S. 5 - BROOKLYN","820 HANCOCK STREET","97693.00","2021-06-03T00:00:00.000","BROOKLYN","11233","40.685695","-73.922463","303","41","377","3039906","3014900001","Stuyvesant Heights"
"15FH","R093","Leased Facility Improvements","3K @ 2530 VICTORY BLVD","2530 VICTORY BOULEVARD","3217490.00","2021-06-03T00:00:00.000","STATEN IS","10314","40.609955","-74.147917","501","50","18901","5035399","5020990024","Westerleigh"
"15FU","K013","CAFETARIA/MULTI PURPOSE","P.S. 13 - BROOKLYN","557 PENNSYLVANIA AVENUE","19973.00","2021-06-03T00:00:00.000","BROOKLYN","11207","40.663673","-73.893754","305","42","1126","3085070","3038230001","East New York (Pennsylvania Ave)"
"15FG","R094","Leased Facility Improvements","3K @ 104 HOUSMAN AVE","104 HOUSMAN AVENUE","3205646.00","2021-06-03T00:00:00.000","STATEN IS","10303","40.634443","-74.148671","501","49","223","5155172","5011580103","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"15F7","M161","Code Compliance","P.S. 161 - MANHATTAN","499 WEST 133 STREET","158278.00","2021-06-03T00:00:00.000","MANHATTAN","10027","40.81755","-73.953041","109","9","21303","1059645","1019710001","Manhattanville"
"15F8","M092","Code Compliance","P.S. 92 - MANHATTAN","222 WEST 134 STREET","160646.00","2021-06-03T00:00:00.000","MANHATTAN","10030","40.815016","-73.945123","110","9","226","1058808","1019390011","Central Harlem North-Polo Grounds"
"15F9","M123","Code Compliance","P.S. 123 - MANHATTAN","301 WEST 140 STREET","161118.00","2021-06-03T00:00:00.000","MANHATTAN","10030","40.819767","-73.944433","110","9","22102","1060726","1020420035","Central Harlem North-Polo Grounds"
"15HA","X152","Asbestos  abatement","P.S. 152 - BRONX","1007 EVERGREEN AVENUE","154933.00","2021-06-03T00:00:00.000","BRONX","10472","40.824054","-73.880039","209","17","52","2023336","2037110001","Soundview-Bruckner"
"15G6","Q329","Indoor Building Improvement - Conversion of Administrative Space into Classrooms","EAST ELMHURST COMMUNITY SCHOOL","26-25 97TH STREET","106471.00","2021-06-03T00:00:00.000","QUEENS","11369","40.761557","-73.872239","403","21","361","4437125","4013770016","East Elmhurst"
"14JR","K305","Asbestos  abatement","P.S. 305 - BROOKLYN","344 MONROE STREET","12273.00","2021-06-03T00:00:00.000","BROOKLYN","11216","40.686076","-73.945229","303","36","265","3051458","3018190014","Bedford"
"14JN","K150","Asbestos  abatement","P.S. 150 - BROOKLYN","364 SACKMAN STREET","25237.00","2021-06-03T00:00:00.000","BROOKLYN","11212","40.66896","-73.904726","316","41","908","3084012","3037440009","Brownsville"
"14JT","K430","Asbestos  abatement","BROOKLYN TECH HS - K","29 FT GREENE PLACE","17198.00","2021-06-03T00:00:00.000","BROOKLYN","11217","40.688834","-73.976905","302","35","33","3058752","3020980013","Fort Greene"
"15F2","M271","Emergency Stabilization","P.S./I.S. 217 - MANHATTAN","645 MAIN STREET","18293.00","2021-06-03T00:00:00.000","MANHATTAN","10044","40.763894","-73.947916","108","5","23802","1084848","1013730001","Lenox Hill-Roosevelt Island"
"14JB","X026","Asbestos  abatement","I.S. 390 - BRONX","1930 ANDREWS AVENUE","33418.00","2021-06-03T00:00:00.000","BRONX","10453","40.854701","-73.913197","205","14","24502","2014692","2032160002","University Heights-Morris Heights"
"14JD","X058","Asbestos  abatement","P.S. 58 - BRONX","459 EAST 176 STREET","31442.00","2021-06-03T00:00:00.000","BRONX","10457","40.846162","-73.899264","206","15","395","2009540","2029090032","Claremont-Bathgate"
"14J7","K061","Asbestos  abatement","I.S. 61 - BROOKLYN","400 EMPIRE BLVD","27351.00","2021-06-03T00:00:00.000","BROOKLYN","11225","40.664007","-73.94922","309","40","329","3337872","3013160015","Prospect Lefferts Gardens-Wingate"
"14JM","K216","Asbestos  abatement","P.S. 216 - BROOKLYN","350 AVENUE X","17432.00","2021-06-03T00:00:00.000","BROOKLYN","11223","40.590564","-73.969964","315","47","37401","3195175","3071960001","Gravesend"
"15F5","K001","Asbestos  abatement","P.S. 1 - BROOKLYN","309 47 STREET","85568.00","2021-06-03T00:00:00.000","BROOKLYN","11220","40.649042","-74.012289","307","38","80","3011821","3007550022","Sunset Park West"
"15FF","R095","Leased Facility Improvements","3K @ 1 TELEPORT DRIVE","1 TELEPORT DRIVE","2716788.00","2021-06-03T00:00:00.000","STATEN IS","10314","40.604274","-74.178469","502","50","29103","5146615","5021650170","New Springville-Bloomfield-Travis"
"15F3","Q011","Building System Improvement - Reconstruction of Electrical Systems","P.S. 11 - QUEENS","54-25 SKILLMAN AVENUE","187424.00","2021-06-03T00:00:00.000","QUEENS","11377","40.745244","-73.90872","402","26","251","4000000","4012390001","Woodside"
"14IY","K221","Asbestos  abatement","P.S. 221 - BROOKLYN","791 EMPIRE BLVD","29685.00","2021-06-03T00:00:00.000","BROOKLYN","11213","40.663701","-73.936049","309","35","355","3038372","3014230014","Crown Heights South"
"14IU","X157","Asbestos  abatement","P.S. 157 - BRONX","757 CAULDWELL AVENUE","21010.00","2021-06-03T00:00:00.000","BRONX","10456","40.819258","-73.908553","201","17","75","2004464","2026250001","Melrose South-Mott Haven North"
"14IZ","X122","Asbestos  abatement","P.S. 310 - BRONX","260 WEST KINGSBRIDGE RD","29418.00","2021-06-03T00:00:00.000","BRONX","10463","40.872895","-73.905244","207","14","269","2096486","2032390041","Kingsbridge Heights"
"14IN","K297","Asbestos  abatement","P.S. 297 - BROOKLYN","700 PARK AVENUE","24332.00","2021-06-03T00:00:00.000","BROOKLYN","11206","40.697781","-73.947809","303","36","257","3048508","3017390011","Bedford"
"14IK","K116","Asbestos  abatement","P.S. 116 - BROOKLYN","515 KNICKERBOCKER AVENUE","29760.00","2021-06-03T00:00:00.000","BROOKLYN","11237","40.697779","-73.916521","304","37","433","3075909","3033170001","Bushwick North"
"14IP","K328","Asbestos  abatement","P.S. 328 - BROOKLYN","330 ALABAMA AVENUE","55869.00","2021-06-03T00:00:00.000","BROOKLYN","11207","40.668167","-73.897835","305","42","1134","3084283","3037680001","East New York (Pennsylvania Ave)"
"14J0","M043","Asbestos  abatement","URBAN ASSEMBLY SCHOOL FOR THE","509 WEST 129 STREET","27803.00","2021-06-03T00:00:00.000","MANHATTAN","10027","40.815256","-73.955325","109","7","219","1059723","1019840033","Manhattanville"
"14I8","R016","Asbestos  abatement","P.S. 16 - STATEN ISLAND","80 MONROE AVENUE","84617.00","2021-06-03T00:00:00.000","STATEN IS","10301","40.6397","-74.079141","501","49","11","5000291","5000180015","West New Brighton-New Brighton-St. George"
"14I7","R002","Asbestos  abatement","I.S. 2 - STATEN ISLAND","333 MIDLAND AVENUE","233552.00","2021-06-03T00:00:00.000","STATEN IS","10306","40.576725","-74.100726","502","50","11202","5053571","5036960100","New Dorp-Midland Beach"
"14IB","K721","Asbestos  abatement","BKLYN STUDIO SEC. SCL - BROOKL","8310 21ST AVE","15412.00","2021-06-03T00:00:00.000","BROOKLYN","11214","40.604879","-73.994404","311","47","288","3165232","3063290032","Bensonhurst West"
"14IC","X147","Emergency Stabilization","I.S. 313 - BRONX","1600 WEBSTER AVENUE","36294.00","2021-06-03T00:00:00.000","BRONX","10457","40.840878","-73.904754","203","16","167","2009400","2028970005","Claremont-Bathgate"
"14I6","M460","Asbestos  abatement","GRAMERCY ARTS HS - MANHATTAN","40 IRVING PLACE","17434.00","2021-06-03T00:00:00.000","MANHATTAN","10003","40.735494","-73.987659","106","2","50","1017828","1008720057","Gramercy"
"14I1","K191","Asbestos  abatement","P.S. 191 - BROOKLYN","1600 PARK PLACE","29706.00","2021-06-03T00:00:00.000","BROOKLYN","11233","40.672005","-73.924329","308","41","359","3036635","3013750012","Crown Heights North"
"14I2","K126","Asbestos  abatement","J.H.S. 126 - BROOKLYN","424 LEONARD STREET","857549.00","2021-06-03T00:00:00.000","BROOKLYN","11222","40.719819","-73.948625","301","33","499","3067788","3027120001","Greenpoint"
"14IF","M140","Asbestos  abatement","P.S. 140 - MANHATTAN","123 RIDGE STREET","21410.00","2021-06-03T00:00:00.000","MANHATTAN","10002","40.71925","-73.983056","103","1","2201","1004091","1003440001","Lower East Side"
"14IG","K218","Asbestos  abatement","I.S. 218 - BROOKLYN","370 FOUNTAIN AVENUE","54689.00","2021-06-03T00:00:00.000","BROOKLYN","11208","40.670724","-73.874208","305","42","1118","3095977","3042780001","East New York"
"14IH","R030","Asbestos  abatement","P.S. 30 - STATEN ISLAND","200 WARDWELL AVE","27922.00","2021-06-03T00:00:00.000","STATEN IS","10314","40.618439","-74.132645","501","50","201","5113069","5004230009","Westerleigh"
"14IL","X120","Asbestos  abatement","I.S. 301 - BRONX","890 CAULDWELL AVENUE","22789.00","2021-06-03T00:00:00.000","BRONX","10456","40.822474","-73.907194","203","16","185","2004496","2026310048","Morrisania-Melrose"
"14IM","K328","Asbestos  abatement","P.S. 328 - BROOKLYN","330 ALABAMA AVENUE","110095.00","2021-06-03T00:00:00.000","BROOKLYN","11207","40.668167","-73.897835","305","42","1134","3084283","3037680001","East New York (Pennsylvania Ave)"
"14IQ","M019","Asbestos  abatement","P.S. 19 - MANHATTAN","185 1ST AVENUE","12959.00","2021-06-03T00:00:00.000","MANHATTAN","10003","40.729636","-73.983818","103","2","40","1006478","1004530034","East Village"
"14IT","Q071","Asbestos  abatement","P.S. 71 - QUEENS","62-85 FOREST AVENUE","18048.00","2021-06-03T00:00:00.000","QUEENS","11385","40.711203","-73.905286","405","30","595","4083519","4034920007","Ridgewood"
"14IV","K167","Asbestos  abatement","NEW BRIDGES","1025 EASTERN PARKWAY","63245.00","2021-06-03T00:00:00.000","BROOKLYN","11213","40.669001","-73.934635","308","35","353","3037303","3013890035","Crown Heights North"
"14IX","X042","Asbestos  abatement","P.S. 42 - BRONX","1537 WASHINGTON AVENUE","44681.00","2021-06-03T00:00:00.000","BRONX","10457","40.838288","-73.902987","203","16","169","2009466","2029030023","Claremont-Bathgate"
"14I5","Q088","Asbestos  abatement","P.S. 88 - QUEENS","60-85 CATALPA AVENUE","64192.00","2021-06-03T00:00:00.000","QUEENS","11385","40.703779","-73.896374","405","30","585","4085173","4035340012","Ridgewood"
"14J1","K071","Asbestos  abatement","I.S. 71 - BROOKLYN","215 HEYWARD STREET","53212.00","2021-06-03T00:00:00.000","BROOKLYN","11206","40.703624","-73.953146","301","33","529","3061064","3022270001","Williamsburg"
"14HZ","X002","Asbestos  abatement","BRONX CNTR FOR SCIENCE & MATH","1365 FULTON AVENUE","107676.00","2021-06-03T00:00:00.000","BRONX","10456","40.833696","-73.902477","203","16","14701","2009617","2029250056","Claremont-Bathgate"
"14HR","R001","Asbestos  abatement","P.S. 1 - STATEN ISLAND","58 SUMMIT STREET","287455.00","2021-06-03T00:00:00.000","STATEN IS","10307","40.509037","-74.244118","503","51","24401","5107854","5078980001","Charleston-Richmond Valley-Tottenville"
"14HW","K023","Asbestos  abatement","P.S. 23 - BROOKLYN","545 WILLOUGHBY AVENUE","40725.00","2021-06-03T00:00:00.000","BROOKLYN","11206","40.69407","-73.94756","303","36","25901","3048818","3017590013","Bedford"
"14JA","K150","Asbestos  abatement","P.S. 150 - BROOKLYN","364 SACKMAN STREET","50642.00","2021-06-03T00:00:00.000","BROOKLYN","11212","40.66896","-73.904726","316","41","908","3084012","3037440009","Brownsville"
"14HQ","M152","Asbestos  abatement","P.S. 152 - MANHATTAN","93 NAGLE AVENUE","121816.00","2021-06-03T00:00:00.000","MANHATTAN","10040","40.860412","-73.927936","112","10","283","1064149","1021730001","Washington Heights North"
"15F0","K806","Building System Improvement - Heating Plant Upgrade","KHALIL GIBRAN INTERNATIONAL AC","362 SCHERMERHORN STREET","370521.00","2021-06-03T00:00:00.000","BROOKLYN","11217","40.686499","-73.979649","302","33","39","3331754","3001740001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"14I0","Q105","Asbestos  abatement","P.S. 105 - QUEENS","420 BEACH 51 STREET","290902.00","2021-06-03T00:00:00.000","QUEENS","11691","40.595779","-73.781876","414","31","97203","4302397","4159740003","Hammels-Arverne-Edgemere"
"14HO","K251","Asbestos  abatement","P.S. 251 - BROOKLYN","1037 EAST 54 STREET","87477.00","2021-06-03T00:00:00.000","BROOKLYN","11234","40.632524","-73.924417","318","46","722","3214729","3077580001","Flatlands"
"14JU","K033","Asbestos  abatement","K368 SPED - BROOKLYN","70 TOMPKINS AVENUE","85018.00","2021-06-03T00:00:00.000","BROOKLYN","11206","40.697152","-73.946641","303","36","257","3048517","3017430018","Bedford"
"14JV","R008","Asbestos  abatement","P.S. 8 - STATEN ISLAND","112 LINDENWOOD ROAD","35291.00","2021-06-03T00:00:00.000","STATEN IS","10308","40.547692","-74.151755","503","51","15601","5066295","5052210001","Great Kills"
"14HM","M510","Asbestos  abatement","CASCADES CTR FOR TCHING & LNG","198 FORSYTH STREET","114089.00","2021-06-03T00:00:00.000","MANHATTAN","10002","40.72252","-73.990728","103","1","3601","1005626","1004220072","Chinatown"
"14HN","X127","Asbestos  abatement","I.S. 127 - BRONX","1560 PURDY STREET","72188.00","2021-06-03T00:00:00.000","BRONX","10462","40.837931","-73.853524","209","18","222","2041247","2039480055","Parkchester"
"14J5","K296","Asbestos  abatement","I.S. 562 - BROOKLYN","125 COVERT STREET","25456.00","2021-06-03T00:00:00.000","BROOKLYN","11207","40.688387","-73.910276","304","37","413","3079027","3034160001","Bushwick South"
"14HP","K127","Asbestos  abatement","P.S. 127 - BROOKLYN","7805 7 AVENUE","145608.00","2021-06-03T00:00:00.000","BROOKLYN","11228","40.624132","-74.018826","310","43","206","3150481","3059730001","Dyker Heights"
"15EZ","K139","Building System Improvement - Reconstruction of Electrical Systems","P.S. 139 - BROOKLYN","330 RUGBY ROAD","470458.00","2021-06-03T00:00:00.000","BROOKLYN","11226","40.641937","-73.965523","314","40","1522","3328235","3051440064","Flatbush"
"14HD","X075","Emergency Stabilization","P.S. 75 - BRONX","984 FAILE STREET","459260.00","2021-06-03T00:00:00.000","BRONX","10459","40.822719","-73.889435","202","17","119","2006079","2027470001","Hunts Point"
"14HC","X081","Asbestos  abatement","P.S. 81 - BRONX","5550 RIVERDALE AVENUE","64218.00","2021-06-03T00:00:00.000","BRONX","10471","40.903553","-73.905229","208","11","337","2084806","2058501550","North Riverdale-Fieldston-Riverdale"
"14HF","K033","Asbestos  abatement","K368 SPED - BROOKLYN","70 TOMPKINS AVENUE","15216.00","2021-06-03T00:00:00.000","BROOKLYN","11206","40.697152","-73.946641","303","36","257","3048517","3017430018","Bedford"
"14H5","K805","Asbestos  abatement","BROOKLYN INTERNATIONAL HS - K","49 FLATBUSH AVENUE EXTENSION","29113.00","2021-06-03T00:00:00.000","BROOKLYN","11201","40.697339","-73.985016","302","33","15","3000216","3001200020","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
