"queens_condominium_property_boro_block_lot","queens_condominium_property_condo_section","queens_condominium_property_address","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","queens_condominium_property_neighborhood","queens_condominium_property_building_classification","queens_condominium_property_total_units","queens_condominium_property_year_built","queens_condominium_property_gross_sqft","queens_condominium_property_est_gross_income","queens_condominium_property_gross_income_per_sqft","queens_condominium_property_full_market_value","queens_condominium_property_market_value_per_sqft","_comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"4-00946-7501","100-R1","19-90 78 STREET","4","11370","40.771628","-73.89208","1","22","317","4430192","4009467501","Steinway                                                                   ","JACKSON HEIGHTS","R2-WALK-UP","16","1929","14361","193873","13.5","604002","42.1","4-01272-0025","35-42 73 STREET","JACKSON HEIGHTS","C1-WALK-UP","32","1929","25832","327582","12.68","1020000","39.5","1.5","4-01291-0060","37-33 80 STREET","JACKSON HEIGHTS","C1-WALK-UP","27","1922","20750","291790","14.06","909000","43.8","1.65"
"4-00946-7501","100-R2","78-03 19 DRIVE","4","11370","40.771988","-73.892043","1","22","317","4315145","4009477501","Steinway                                                                   ","JACKSON HEIGHTS","R2-WALK-UP","150","1929","134944","1821744","13.5","5669952","42","4-01272-0025","35-42 73 STREET","JACKSON HEIGHTS","C1-WALK-UP","32","1929","25832","327582","12.68","1020000","39.5","1.5","4-01291-0060","37-33 80 STREET","JACKSON HEIGHTS","C1-WALK-UP","27","1922","20750","291790","14.06","909000","43.8","1.6"
"4-00946-7501","100-R3","19-69 79 STREET","4","11370","40.772066","-73.891202","1","22","317","4021013","4009487501","Steinway                                                                   ","JACKSON HEIGHTS","R2-WALK-UP","70","1929","63140","852390","13.5","2650001","42","4-01272-0025","35-42 73 STREET","JACKSON HEIGHTS","C1-WALK-UP","32","1929","25832","327582","12.68","1020000","39.5","1.5","4-01291-0060","37-33 80 STREET","JACKSON HEIGHTS","C1-WALK-UP","27","1922","20750","291790","14.06","909000","43.8","1.6"
"4-00946-7501","100-R4","19-35 80 STREET","4","11370","40.772219","-73.890498","1","22","317","4021137","4009497501","Steinway                                                                   ","AIRPORT LA GUARDIA","R2-WALK-UP","34","1929","31445","424507","13.5","1319999","42","4-01272-0025","35-42 73 STREET","JACKSON HEIGHTS","C1-WALK-UP","32","1929","25832","327582","12.68","1020000","39.5","1.55","4-01291-0060","37-33 80 STREET","JACKSON HEIGHTS","C1-WALK-UP","27","1922","20750","291790","14.06","909000","43.8","1.65"
"4-00946-7501","100-R5","76-03 DITMARS BOULEVARD","4","11370","40.768566","-73.893258","1","22","317","4307278","4009727501","Steinway                                                                   ","JACKSON HEIGHTS","R2-WALK-UP","48","1929","39804","537354","13.5","1670004","42","4-01272-0025","35-42 73 STREET","JACKSON HEIGHTS","C1-WALK-UP","32","1929","25832","327582","12.68","1020000","39.5","1.35","4-01291-0060","37-33 80 STREET","JACKSON HEIGHTS","C1-WALK-UP","27","1922","20750","291790","14.06","909000","43.8","1.5"
"4-00946-7501","100-R6","77-03 DITMARS BOULEVARD","4","11370","40.768664","-73.89233","1","22","317","4021464","4009737501","Steinway                                                                   ","JACKSON HEIGHTS","R2-WALK-UP","92","1929","83680","1129680","13.5","3519996","42.1","4-01272-0025","35-42 73 STREET","JACKSON HEIGHTS","C1-WALK-UP","32","1929","25832","327582","12.68","1020000","39.5","1.35","4-01291-0060","37-33 80 STREET","JACKSON HEIGHTS","C1-WALK-UP","27","1922","20750","291790","14.06","909000","43.8","1.5"
"4-00946-7501","100-R7","21-59 78 STREET","4","11370","40.769555","-73.89169","1","22","317","4021572","4009747501","Steinway                                                                   ","JACKSON HEIGHTS","R2-WALK-UP","70","1929","58333","787495","13.5","2450009","42","4-01272-0025","35-42 73 STREET","JACKSON HEIGHTS","C1-WALK-UP","32","1929","25832","327582","12.68","1020000","39.5","1.4","4-01291-0060","37-33 80 STREET","JACKSON HEIGHTS","C1-WALK-UP","27","1922","20750","291790","14.06","909000","43.8","1.5"
"4-00946-7501","100-R8","22-35 75 STREET","4","11370","40.767793","-73.894213","1","22","317","4449243","4010077501","Steinway                                                                   ","JACKSON HEIGHTS","R2-WALK-UP","75","1929","64422","869697","13.5","2710003","42.1","4-01272-0025","35-42 73 STREET","JACKSON HEIGHTS","C1-WALK-UP","32","1929","25832","327582","12.68","1020000","39.5","1.25","4-01291-0060","37-33 80 STREET","JACKSON HEIGHTS","C1-WALK-UP","27","1922","20750","291790","14.06","909000","43.8","1.4"
"4-00946-7501","100-R9","22-31 76 STREET","4","11370","40.767902","-73.893285","1","22","317","4449252","4010087501","Steinway                                                                   ","JACKSON HEIGHTS","R2-WALK-UP","204","1929","174093","2350255","13.5","7319996","42","4-01272-0025","35-42 73 STREET","JACKSON HEIGHTS","C1-WALK-UP","32","1929","25832","327582","12.68","1020000","39.5","1.25","4-01291-0060","37-33 80 STREET","JACKSON HEIGHTS","C1-WALK-UP","27","1922","20750","291790","14.06","909000","43.8","1.35"
"4-01010-7501","73-R1","22-10 79 STREET","4","11370","40.768327","-73.890544","1","22","317","4449325","4010107501","Steinway                                                                   ","JACKSON HEIGHTS","R2-WALK-UP","257","1952","254910","3505012","13.75","10900029","42.8","4-01471-0012","37-16 84 STREET","JACKSON HEIGHTS","C1-WALK-UP","204","1926","180804","2431656","13.45","7570000","41.9","1.35","4-01455-0001","94-06 34 AVENUE","JACKSON HEIGHTS","D1-ELEVATOR","58","1959","52040","643744","12.37","1810000","34.8","1.3"
"4-01263-7501","96-R1","76-15 35 AVENUE","4","11372","40.751233","-73.89003","3","25","287","4029032","4012637501","Jackson Heights                                                            ","JACKSON HEIGHTS","R4-ELEVATOR","96","1939","128050","1728675","13.5","5380008","42","4-01262-0034","75-05 35 AVENUE","JACKSON HEIGHTS","D1-ELEVATOR","66","1930","75648","964069","12.74","3000000","39.7","0.05","4-01263-0044","34-35 35 AVENUE","JACKSON HEIGHTS","D1-ELEVATOR","122","1949","124600","1648764","13.23","5130000","41.2","0"
"4-01266-7501","95-R1","79-15 35 AVENUE","4","11372","40.751526","-73.88724","3","25","285","4029148","4012667501","Jackson Heights                                                            ","JACKSON HEIGHTS","R4-ELEVATOR","41","1939","50996","675697","13.25","2099996","41.2","4-01261-0054","34-35 74 STREET","JACKSON HEIGHTS","D1-ELEVATOR","42","1936","38000","523405","13.77","1630000","42.9","0.25","4-01246-0035","33-51 73 STREET","JACKSON HEIGHTS","D1-ELEVATOR","48","1936","49800","653600","13.12","2040000","41","0.3"
"4-01267-7501","602-R1","80-09 35 AVENUE","4","11372","40.751619","-73.886352","3","25","285","4029191","4012677501","Jackson Heights                                                            ","JACKSON HEIGHTS","R4-ELEVATOR","96","1942","120000","1500000","12.5","4220000","35.2","4-01261-0035","74-15 35 AVENUE","JACKSON HEIGHTS","D1-ELEVATOR","97","1935","97170","1183978","12.18","3330000","34.3","0.3","4-01263-0044","34-35 35 AVENUE","JACKSON HEIGHTS","D1-ELEVATOR","122","1949","124600","1648764","13.23","5130000","41.2","0.2"
"4-01268-7501","126-R1","34-44 82 STREET","4","11372","40.752806","-73.884877","3","25","283","4029201","4012687501","Jackson Heights                                                            ","JACKSON HEIGHTS","R4-ELEVATOR","52","1937","66083","908641","13.75","2829985","42.8","4-01260-0016","34-20 74 STREET","JACKSON HEIGHTS","D1-ELEVATOR","65","1937","66138","951080","14.38","2960000","44.8","0.4","4-01275-0061","35-15 75 STREET","JACKSON HEIGHTS","D1-ELEVATOR","59","1939","60000","769482","12.82","2160000","36","0.35"
"4-01270-7501","83-R1","35-20 LEVERICH STREET","4","11372","40.75025","-73.895406","3","25","291","4029273","4012707501","Jackson Heights                                                            ","JACKSON HEIGHTS","R4-ELEVATOR","214","1964","214300","3193070","14.9","10800015","50","4-01138-0030","31-16 68 STREET","JACKSON HEIGHTS","D1-ELEVATOR","74","1964","65810","929965","14.13","2900000","44.1","0.5","4-01453-0010","92-16 34 AVENUE","JACKSON HEIGHTS","D1-ELEVATOR","96","1963","59723","967925","16.21","3270000","55","1.1"
"4-01277-7501","66-R1","35-50 78 STREET","4","11372","40.751022","-73.888342","3","25","287","4029591","4012777501","Jackson Heights                                                            ","JACKSON HEIGHTS","R4-ELEVATOR","57","1937","64010","880137","13.75","2740017","42.8","4-01260-0016","34-20 74 STREET","JACKSON HEIGHTS","D1-ELEVATOR","65","1937","66138","951080","14.38","2960000","44.8","0.25","4-01275-0061","35-15 75 STREET","JACKSON HEIGHTS","D1-ELEVATOR","59","1939","60000","769482","12.82","2160000","36","0.1"
"4-01307-7501","279-R1","41-14 68 STREET","4","11377","40.744133","-73.896823","2","26","263","4030486","4013077501","Woodside                                                                   ","WOODSIDE","R2-WALK-UP","16","1986","15633","273577","17.5","1019998","65","4-01606-0052","40-37 97 STREET","CORONA","C1-WALK-UP","16","1990","12304","175895","14.3","595000","48.4","1.6","4-01317-0074","54-01 ROOSEVELT AVENUE","WOODSIDE","C7-WALK-UP","15","1961","9800","213287","21.76","883000","90","0.65"
"4-01310-7501","211-R1","41-28 71 STREET","4","11377","40.744073","-73.894052","2","26","265","4311920","4013107501","Elmhurst-Maspeth                                                           ","ELMHURST","R2-WALK-UP","16","1988","12682","177548","14","553001","43.6","4-01487-0011","40-10 77 STREET","ELMHURST","C1-WALK-UP","18","1961","10076","176037","17.47","658000","65","0.35","4-01285-0053","37-28 75 STREET","JACKSON HEIGHTS","C7-WALK-UP","16","1972","10010","142477","14.23","444000","44.4","0.35"
"4-01310-7503","387-R1","41-58 71 STREET","4","11377","40.743589","-73.893962","2","26","265","4463149","4013107503","Elmhurst-Maspeth                                                           ","ELMHURST","R4-ELEVATOR","20","1991","16000","236000","14.75","798006","49.9","4-01505-0076","40-23 ITHACA STREET","ELMHURST","D1-ELEVATOR","21","1991","19250","260493","13.53","811000","42.1","0.7","4-01566-0021","41-40 DENMAN STREET","ELMHURST","D1-ELEVATOR","122","1961","99180","1416012","14.28","4790000","48.3","1.1"
"4-01312-7501","287-R1","41-58 73 STREET","4","11377","40.743909","-73.891789","4","25","265","4030674","4013127501","Elmhurst-Maspeth                                                           ","ELMHURST","R2-WALK-UP","12","1987","7591","113865","15","384995","51","4-01505-0076","40-23 ITHACA STREET","ELMHURST","D1-ELEVATOR","21","1991","19250","260493","13.53","811000","42.1","0.6","4-01566-0021","41-40 DENMAN STREET","ELMHURST","D1-ELEVATOR","122","1961","99180","1416012","14.28","4790000","48.3","1"
"4-01336-7501","344-R1","61-20 WOODSIDE AVENUE","4","11377","40.744648","-73.902723","2","26","249","4031453","4013367501","Woodside                                                                   ","WOODSIDE","R2-WALK-UP","68","1992","45000","648000","14.4","2190006","48.7","4-01376-0032","26-49 96 STREET","EAST ELMHURST","C1-WALK-UP","84","1927","56584","763541","13.49","2380000","42.1","2","4-01344-0022","66-14 WOODSIDE AVENUE","WOODSIDE","C1-WALK-UP","40","1928","26544","456543","17.2","1710000","64","0.3"
"4-01337-7501","116-R1","62-10 WOODSIDE AVENUE","4","11377","40.744461","-73.902063","2","26","249","4031495","4013377501","Woodside                                                                   ","WOODSIDE","R4-ELEVATOR","63","1986","62254","996064","16","3370001","54","4-01307-0023","67-14 41 AVENUE","WOODSIDE","D7-ELEVATOR","90","1964","71700","1119665","15.62","3790000","53","0.25","4-01336-0052","40-14 62 STREET","WOODSIDE","D1-ELEVATOR","56","1963","42924","682230","15.89","2310000","54","0.05"
"4-01337-7502","483-R1","41-52 63 STREET","4","11377","40.743078","-73.901866","2","26","249","4530796","4013377502","Woodside                                                                   ","WOODSIDE","R4-ELEVATOR","24","2005","20298","426258","21","1769999","87","4-01332-0026","58-23 43 AVENUE","WOODSIDE","D1-ELEVATOR","35","1990","29636","600632","20.27","2250000","76","0.2","4-00040-0015","10-28 JACKSON AVENUE","LONG ISLAND CITY","D9-ELEVATOR","25","2005","24464","625842","25.6","2590000","106","2.65"
"4-01337-7503","504-R1","40 BEACH 62 STREET","4","11692","40.588613","-73.791048","14","31","964",,,"Hammels-Arverne-Edgemere                                                   ","WOODSIDE","R4-ELEVATOR","28","2005","19625","412125","21","1709997","87","4-01332-0026","58-23 43 AVENUE","WOODSIDE","D1-ELEVATOR","35","1990","29636","600632","20.27","2250000","76","0.2","4-00040-0015","10-28 JACKSON AVENUE","LONG ISLAND CITY","D9-ELEVATOR","25","2005","24464","625842","25.6","2590000","106","2.65"
"4-01349-7501","550-R1","69-07 43 AVENUE","4","11377","40.741735","-73.895272","2","26","483","4540113","4013497501","Elmhurst-Maspeth                                                           ","ELMHURST","R4-ELEVATOR","30","2006","22926","641928","28","2660002","116","4-00040-0015","10-28 JACKSON AVENUE","LONG ISLAND CITY","D9-ELEVATOR","25","2005","24464","625842","25.6","2590000","106","3.1","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","3.65"
"4-01433-7501","64-R1","85-11 34 AVENUE","4","11372","40.754055","-73.882042","3","25","281","4035224","4014337501","Jackson Heights                                                            ","JACKSON HEIGHTS","R4-ELEVATOR","89","1951","73800","1070100","14.5","3620008","49.1","4-01445-0034","84-09 35 AVENUE","JACKSON HEIGHTS","D1-ELEVATOR","84","1947","80754","1345570","16.66","4550000","56","0.15","4-01446-0033","85-05 35 AVENUE","JACKSON HEIGHTS","D1-ELEVATOR","90","1952","83238","1100592","13.22","3430000","41.2","0.15"
"4-01443-7501","99-R1","34-20 83 STREET","4","11372","40.753252","-73.88401","3","25","283","4035462","4014437501","Jackson Heights                                                            ","JACKSON HEIGHTS","R4-ELEVATOR","52","1929","60900","852600","14","2660005","43.7","4-01443-0033","82-15 35 AVENUE","JACKSON HEIGHTS","D1-ELEVATOR","49","1936","52422","720631","13.75","2240000","42.7","0","4-01443-0040","34-57 82 STREET","JACKSON HEIGHTS","D1-ELEVATOR","46","1936","51872","762322","14.7","2580000","49.7","0"
"4-01452-7501","219-R1","91-10 34 AVENUE","4","11372","40.754625","-73.876461","3","25","275","4311939","4014527501","Jackson Heights                                                            ","JACKSON HEIGHTS","R4-ELEVATOR","60","1928","49392","691488","14","2150001","43.5","4-01443-0033","82-15 35 AVENUE","JACKSON HEIGHTS","D1-ELEVATOR","49","1936","52422","720631","13.75","2240000","42.7","0.45","4-01452-0006","91-16 34 AVENUE","JACKSON HEIGHTS","D1-ELEVATOR","48","1929","38826","555852","14.32","1880000","48.4","0"
"4-01462-7501","223-R1","35-64 89 STREET","4","11372","40.750726","-73.877868","3","25","277","4449241","4014627501","Jackson Heights                                                            ","JACKSON HEIGHTS","R4-ELEVATOR","88","1927","82000","1168500","14.25","3950000","48.2","4-01451-0012","34-18 91 STREET","JACKSON HEIGHTS","D1-ELEVATOR","162","1927","95904","1544803","16.11","5220000","54","0.15","4-01443-0040","34-57 82 STREET","JACKSON HEIGHTS","D1-ELEVATOR","46","1936","51872","762322","14.7","2580000","49.7","0.35"
"4-01469-7501","499-R1","35-38 JUNCTION BOULEVARD","4","11368","40.753014","-73.871638","3","21","273","4534372","4014697501","Jackson Heights                                                            ","JACKSON HEIGHTS","R4-ELEVATOR","62","2006","46128","1153200","25","4780012","104","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","2.35","4-00531-0059","14-56 31 DRIVE","ASTORIA","D6-ELEVATOR","63","2001","61700","1369718","22.2","5670000","92","3.3"
"4-01486-7501","503-R1","40-24 76 STREET","4","11373","40.746585","-73.889497","4","25","267","4534014","4014867501","Elmhurst                                                                   ","ELMHURST","R4-ELEVATOR","12","2004","22574","541776","24","2350000","104","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","3.35","4-00531-0059","14-56 31 DRIVE","ASTORIA","D6-ELEVATOR","63","2001","61700","1369718","22.2","5670000","92","2.6"
"4-01492-7501","185-R1","81-09 41 AVENUE","4","11373","40.745916","-73.884193","4","25","26901","4307358","4014927501","Elmhurst                                                                   ","ELMHURST","R4-ELEVATOR","22","1987","20652","309780","15","1049995","51","4-01505-0076","40-23 ITHACA STREET","ELMHURST","D1-ELEVATOR","21","1991","19250","260493","13.53","811000","42.1","0.15","4-01492-0032","81-31 BAXTER AVENUE","ELMHURST","D7-ELEVATOR","53","1963","33600","525820","15.65","1780000","53","0"
"4-01505-7501","291-R1","40-35 ITHACA STREET","4","11373","40.745974","-73.882388","4","25","26901","4037178","4015057501","Elmhurst                                                                   ","ELMHURST","R4-ELEVATOR","65","1937","51890","778350","15","2630004","51","4-01504-0080","40-15 HAMPTON STREET","ELMHURST","D1-ELEVATOR","60","1939","57000","870784","15.28","2940000","52","0.05","4-01504-0074","40-25 HAMPTON STREET","ELMHURST","D1-ELEVATOR","60","1939","57000","884840","15.52","2990000","52","0.05"
"4-01509-7501","147-R1","82-01 BRITTON AVENUE","4","11373","40.742892","-73.882563","4","25","26902","4307385","4015097501","Elmhurst                                                                   ","ELMHURST","R4-ELEVATOR","82","1939","84057","1092741","13","3400007","40.4","4-01511-0032","89-05 ELMHURST AVENUE","ELMHURST","D1-ELEVATOR","107","1938","104646","1257630","12.02","3530000","33.7","0.4","4-01509-0017","81-11 PETTIT AVENUE","ELMHURST","D7-ELEVATOR","109","1957","106541","1493594","14.02","4650000","43.6","0.1"
