"pops_number","borough_name","borocode","community_district","address_number","street_name","zip_code","building_address_with_zip","tax_block","tax_lot","building_name","building_location","year_completed","building_constructed","public_space_type","developer","building_architect","principal_public_space","size_required","hour_of_access_required","amenities_required","other_required","permitted_amenities","physically_disabled","latitude","longitude","xcoordinate","ycoordinate","council_district","census_tract","bin","bbl","nta","geocoded_column"
"M050032","Manhattan","1","5","10","EAST 53 STREET","10022","10 EAST 53 STREET, New York, NY 10022","1288","7","HarperCollins","South side of East 53rd Street between Madison and Fifth Avenues","1971","Completed","Plaza; Through Block Arcade","Percy and Harold Uris","Emery Roth & Sons; TPG Architects, LLP (for alteration in 2014)","Emery Roth & Sons; Thomas Balsley Associates (for alteration in 2014); TPG Architecture, LLP (2015 Design Change)","Plaza 2890.00 sf; Through Block Arcade 3723.50 sf","24 Hours; Restricted Hours","Artwork; Bicycle Parking; Climate Control; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street","12' 5"" x 12' 8"" green screen, 2 brushed stainless steel canopies",,"Full/Partial","40.759813","-73.975317","991088","216098","4","102","1035709","1012880007","Midtown-Midtown South","POINT (-73.975317 40.759813)"
"M080057","Manhattan","1","8","351","EAST 84 STREET","10028","351 EAST 84 STREET, New York, NY 10028","1547","23","Adams Tower","Full blockfront on west side of First Avenue between East 84th and 85th Streets","1969","Completed","Plaza",,"Wechsler & Schimenti","Wechsler & Schimenti","Plaza 6694.95 sf","24 Hours","None",,,"Full/Partial","40.775988","-73.950441","997976","221994","5","146.01","1049968","1015470023","Yorkville","POINT (-73.950441 40.775988)"
"M080073","Manhattan","1","8","60","EAST END AVENUE","10028","60 EAST END AVENUE, New York, NY 10028","1579","23",,"Northwest corner of East End Avenue and East 82nd Street. Additional lots: 1579/19, 21, 22-26, 32, 34.","1972","Completed","Plaza",,"Russell M. Boak Associates; Philip Birnbaum","Russell M. Boak Associates; Philip Birnbaum","Plaza 7273.67 sf","24 Hours","None",,,"Full/Partial","40.772792","-73.946952","998943","220830","5","136","1051164","1015790023","Yorkville","POINT (-73.946952 40.772792)"
"M050111","Manhattan","1","5","172","MADISON AVENUE","10016","172 MADISON AVENUE, New York, NY 10016","863","7502",,"Northwest corner of East 33rd Street and Madison Avenue","2017","Completed","Public Plaza","Yitzhak Tessler","Karl Fischer","SCAPE Landscape Architecture","Public Plaza 3612.00 sf","24 Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.747406","-73.983637","988784","211577","4","74","1089701","1008637502","Midtown-Midtown South","POINT (-73.983637 40.747406)"
"M050103","Manhattan","1","5","425","FIFTH AVENUE","10016","425 FIFTH AVENUE, New York, NY 10016","868","7503",,"Northeast corner of East 38th Street and Fifth Avenue. Original BBL: 868/1,5,70.","2003","Completed","Pedestrian Circulation Space; Urban Plaza",,"Michael Graves, H. Thomas O'Hara Architects","Thomas Balsley Associates","Pedestrian Circulation Space 0.00 sf; Urban Plaza 2880.21 sf","24 Hours","Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature",,,"Full/Partial","40.750965","-73.982199","989182","212874","4","82","1085975","1008687503","Murray Hill-Kips Bay","POINT (-73.982199 40.750965)"
"M010006","Manhattan","1","1","33","MAIDEN LANE","10038","33 MAIDEN LANE, New York, NY 10038","67","23","Two Federal Reserve Plaza","Full blockfront on east side of Nassau Street between Maiden Lane and John Street","1984","Completed","Covered Pedestrian Space; Public Pedestrian Circulation Area","George Klein","Johnson/Burgee Architects","Johnson/Burgee Architects","Covered Pedestrian Space 4441.00 sf; Public Pedestrian Circulation Area 935.00 sf","24 Hours; Restricted Hours","Escalator; Lighting; Retail Frontage; Seating; Subway; Trees within Space",,,"Full/Partial","40.709123","-74.00848","981899","197629","1","15.02","1001109","1000670023","Battery Park City-Lower Manhattan","POINT (-74.00848 40.709123)"
"M010032","Manhattan","1","1","1","BATTERY PARK PLAZA","10004","1 BATTERY PARK PLAZA, New York, NY 10004","9","29",,"Full block bounded by Whitehall Street, State Street, Pearl Street and Bridge Street","1969","Completed","Plaza",,"Emery Roth & Sons","Emery Roth & Sons","Plaza 16337.00 sf","24 Hours","None",,,"Full/Partial","40.703347","-74.01373","980443","195525","1","9","1000021","1000090029","Battery Park City-Lower Manhattan","POINT (-74.01373 40.703347)"
"M050090","Manhattan","1","5","145","WEST 44 STREET","10036","145 WEST 44 STREET, New York, NY 10036","997","10","Millennium Broadway","North side of West 44th Street between Sixth Avenue and Broadway","1990","Completed","Through Block Connection","Harry Macklowe","Gruzen Samton Steinglass/ Perkins & Will","Gruzen Samton Steinglass/ Perkins & Will","Through Block Connection 3012.00 sf","Restricted Hours","Lighting; Plaque/Sign",,,"Full/Partial","40.757155","-73.984645","988504","215129","4","119","1085016","1009970010","Midtown-Midtown South","POINT (-73.984645 40.757155)"
"M070012","Manhattan","1","7","2","LINCOLN SQUARE","10023","2 LINCOLN SQUARE, New York, NY 10023","1118","1","Two Lincoln Square","East side of Columbus Avenue between West 65th and 66th Streets","1974","Completed","Covered Plaza; Mandatory Arcade; Special Permit Plaza; Through Block Arcade","Two Lincoln Square Associates","Schuman, Lichtenstein, Claman & Efron","Superstructures","Covered Plaza 6358.00 sf; Mandatory Arcade 2757.00 sf; Special Permit Plaza 580.00 sf; Through Block Arcade 0.00 sf","24 Hours; Restricted Hours","Artwork; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating","enclosed portion of Covered Plaza (Museum): skylight; unenclosed portion of Covered Plaza: information kiosk",,"Full/Partial","40.773157","-73.981428","989394","220959","6","149","1028159","1011180001","Lincoln Square","POINT (-73.98142800000001 40.773157)"
"M080034","Manhattan","1","8","50","EAST 89 STREET","10128","50 EAST 89 STREET, New York, NY 10128","1500","45","Park Regis","South side of East 89th Street between Park and Madison Avenues","1974","Completed","Landscaped Open Area; Plaza (Park-Like Open Space)",,"Philip Birnbaum","Philip Birnbaum","Landscaped Open Area 0.00 sf; Plaza (Park-Like Open Space) 8395.35 sf","24 Hours; Restricted Hours","Lighting; Other Required; Planting; Seating","children's play area",,"Full/Partial","40.78221","-73.956936","996176","224260","4","150.02","1046957","1015000045","Upper East Side-Carnegie Hill","POINT (-73.956936 40.78221)"
"M050061","Manhattan","1","5","101","PARK AVENUE","10178","101 PARK AVENUE, New York, NY 10178","1295","1",,"Full blockfront on the east side of Park Avenue between East 40th and 41st Streets","1983","Completed","Arcade; Sidewalk Widening; Urban Plaza","Kalikow & Co","Eli Attia","Eli Attia","Arcade 855.00 sf; Sidewalk Widening 1722.43 sf; Urban Plaza 13874.00 sf","24 Hours","Artwork; Lighting; Litter Receptacles; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space; Water Feature",,,"Full/Partial","40.750874","-73.977756","990413","212841","4","80","1036144","1012950001","Murray Hill-Kips Bay","POINT (-73.977756 40.750874)"
"M060033","Manhattan","1","6","900","THIRD AVENUE","10022","900 THIRD AVENUE, New York, NY 10022","1309","32",,"West side of Third Avenue between East 54th and 55th Streets","1983","Completed","Sidewalk Widening","Progress Partners","Pelli/Vinoly","Pelli/Vinoly","Sidewalk Widening 2300.00 sf","24 Hours","Trees on Street",,,"Full/Partial","40.758703","-73.969094","992812","215694","4","100","1081162","1013090032","Turtle Bay-East Midtown","POINT (-73.969094 40.758703)"
"M070017","Manhattan","1","7","44","WEST 62 STREET","10023","44 WEST 62 STREET, New York, NY 10023","1114","61","Lincoln Plaza Towers","Southeast corner of Columbus Avenue and West 62nd Street","1973","Completed","Plaza","Lincoln Plaza, Inc.","Horace Ginsbern","Horace Ginsbern","Plaza 6802.40 sf","24 Hours","None",,,"Full/Partial","40.77073","-73.983133","988922","220075","3","145","1027365","1011140061","Lincoln Square","POINT (-73.983133 40.77073)"
"M010046","Manhattan","1","1","60","WALL STREET","10005","60 WALL STREET, New York, NY 10005","40","3","J.P. Morgan","North side of Wall Street between William and Pearl Streets","1989","Completed","Arcade; Covered Pedestrian Space",,"Kevin Roche John Dinkeloo and Associates","Kevin Roche John Dinkeloo and Associates","Arcade 5346.00 sf; Covered Pedestrian Space 11150.10 sf","24 Hours; Closing for Events; Restricted Hours","Artwork; Climate Control; Escalator; Food Service; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating; Subway; Tables; Trees within Space; Water Feature",,,"Full/Partial","40.706241","-74.008505","981892","196579","1","7","1001004","1000400003","Battery Park City-Lower Manhattan","POINT (-74.008505 40.706241000000006)"
"M080022","Manhattan","1","8","353","EAST 72 STREET","10021","353 EAST 72 STREET, New York, NY 10021","1447","19","Fontaine","North side of East 72nd Street between First and Second Avenues","1975","Completed","Arcade; Plaza",,"Max Wechsler","Max Wechsler","Arcade 786.00 sf; Plaza 2411.00 sf","24 Hours","None",,,"Full/Partial","40.7683","-73.956462","996310","219192","5","126","1044882","1014470019","Lenox Hill-Roosevelt Island","POINT (-73.956462 40.7683)"
"M020007","Manhattan","1","2","26","ASTOR PLACE","10003","26 ASTOR PLACE, New York, NY 10003","544","7502","Astor Place","South side of Astor Place between Lafayette Street and Cooper Square","2005","Completed","Residential Plaza; Unbonused Open Space","The Related Companies","Gwathmey Siegel & Associates / Ishmael Leyva Architects, P.C.","Gwathmey Siegel & Associates / Ishmael Leyva Architects, P.C.","Residential Plaza 4498.00 sf; Unbonused Open Space 0.00 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees within Space",,,"Full/Partial","40.729513","-73.991236","986679","205058","2","57","1087152","1005447502","West Village","POINT (-73.991236 40.729513)"
"M060073","Manhattan","1","6","429","EAST 52 STREET","10022","429 EAST 52 STREET, New York, NY 10022","1364","34","Rivercourt","North side of East 52nd Street between FDR Drive and First Avenue","1974","Completed","Plaza",,"Schuman Lichtenstein Claman/Edward Lauria","Schuman Lichtenstein Claman/Edward Lauria","Plaza 14100.00 sf","24 Hours","None",,,"Full/Partial","40.754935","-73.963696","994308","214322","4","86.03","1040156","1013640034","Turtle Bay-East Midtown","POINT (-73.963696 40.75493500000001)"
"M010015","Manhattan","1","1","111","WALL STREET","10005","111 WALL STREET, New York, NY 10005","35","10",,"Full block bounded by South Street, Front Street, Gouverneur Lane, and Wall Street","1967","Completed","Arcade; Plaza",,"Emery Roth & Sons","Emery Roth & Sons; Thomas Balsley Associates (for alteration)","Arcade 4589.00 sf; Plaza 10883.00 sf",,,,,"Full/Partial","40.704265","-74.006997","982310","195859","1","7","1000868","1000350010","Battery Park City-Lower Manhattan","POINT (-74.006997 40.704265)"
"M060021","Manhattan","1","6","330","EAST 38 STREET","10016","330 EAST 38 STREET, New York, NY 10016","943","7501","Corinthian","West side of First Avenue between East 37th and 38th Streets","1987","Completed","Residential Plaza",,"Michael Schimenti/Der Scutt","Thomas Balsley Associates","Residential Plaza 27191.50 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.746328","-73.97272","991809","211185","4","78","1076166","1009437501","Murray Hill-Kips Bay","POINT (-73.97272 40.746328)"
"M050074","Manhattan","1","5","156","WEST 56 STREET","10019","156 WEST 56 STREET, New York, NY 10019","1008","7503","CitySpire","South side of West 56th Street between Sixth and Seventh Avenues","1987","Completed","Building Entrance Recess Area; Through Block Connection","Ian Bruce Eichner","Murphy/Jahn","Brennan Beer Gorman","Building Entrance Recess Area 682.54 sf; Through Block Connection 3842.08 sf","24 Hours; Restricted Hours","Climate Control; Lighting; Other Required; Plaque/Sign","display windows and exhibition area",,"Full/Partial","40.764241","-73.979745","989861","217711","4","137","1076177","1010087503","Midtown-Midtown South","POINT (-73.979745 40.764241)"
"M080030","Manhattan","1","8","1385","YORK AVENUE","10021","1385 YORK AVENUE, New York, NY 10021","1468","21","Stratford","Full blockfront on west side of York Avenue between East 73rd and 74th Streets","1969","Completed","Plaza",,"Max Siegel Associates","Max Siegel Associates","Plaza 12034.00 sf","24 Hours","None",,,"Full/Partial","40.768013","-73.953411","997155","219088","5","124","1045876","1014680021","Lenox Hill-Roosevelt Island","POINT (-73.953411 40.768013)"
"M110003","Manhattan","1","11","60","EAST 112 STREET","10029","60 EAST 112 STREET, New York, NY 10029","1617","20","Sendero Verde",,,"Completed","Public Access Area",,"Handel Architects, LLP","DLAND studio",,,,,,,"40.796772","-73.946059","999185","229567","8","174.02","1000000","1016170020","East Harlem South","POINT (-73.946059 40.796772)"
"M060016","Manhattan","1","6","240","EAST 38 STREET","10016","240 EAST 38 STREET, New York, NY 10016","918","7501",,"South side of 38th Street between Second and Third Avenues","1967","Completed","Arcade; Plaza","The New York Telephone Co.","Kahn and Jacobs","Kahn and Jacobs; Ballinger (for alteration in 2011)","Arcade 5358.30 sf; Plaza 9041.70 sf","24 Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space",,,"Full/Partial","40.747289","-73.97495","991191","211535","4","78","1020338","1009187501","Murray Hill-Kips Bay","POINT (-73.97495 40.747289)"
"M060062","Manhattan","1","6","320","EAST 46 STREET","10017","320 EAST 46 STREET, New York, NY 10017","1338","40","Belmont","South side of East 46th Street between First and Second Avenues","1981","Completed","Residential Plaza",,"Philip Birnbaum","Philip Birnbaum","Residential Plaza 9797.55 sf","Restricted Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.751701","-73.96956","992684","213143","4","90","1038778","1013380040","Turtle Bay-East Midtown","POINT (-73.96956 40.751701)"
"M050012","Manhattan","1","5","118","WEST 57 STREET","10019","118 WEST 57 STREET, New York, NY 10019","1009","19","Le Parker Meridien Hotel","South side of West 57th Street between Sixth and Seventh Avenues","1979","Completed","Plaza; Through Block Arcade","Jack Parker","Philip Birnbaum","Philip Birnbaum","Plaza 3000.00 sf; Through Block Arcade 6820.00 sf","24 Hours; Restricted Hours","Artwork; Lighting; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space","skylight above middle portion",,"Full/Partial","40.764263","-73.978481","990211","217719","4","137","1023455","1010090019","Midtown-Midtown South","POINT (-73.978481 40.764263)"
"M060046","Manhattan","1","6","747","THIRD AVENUE","10017","747 THIRD AVENUE, New York, NY 10017","1320","46",,"East side of Third Avenue between East 46th and 47th Streets","1972","Completed","Plaza","William Kaufman, Louis Feil","Emery Roth & Sons","Emery Roth & Sons; Mojo Stumer Associates, Mark K. Morrison, and Brandston Partnership (for alteration in 2012)","Plaza 4572.58 sf","24 Hours","Artwork; Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street",,,"Full/Partial","40.75348","-73.972049","991994","213791","4","90","1081179","1013200046","Turtle Bay-East Midtown","POINT (-73.972049 40.75348)"
"M050028","Manhattan","1","5","1700","BROADWAY","10019","1700 BROADWAY, New York, NY 10019","1025","25",,"Full blockfront on east side of Broadway between West 53rd and 54th Streets","1968","Completed","Plaza","Jerome Weinstein","Emery Roth & Sons","Emery Roth & Sons; Moss Gilday Group and M. Paul Friedberg and Partners (for alteration in 2010)","Plaza 8241.00 sf","24 Hours","Bicycle Parking; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees within Space","green screen","Open Air Cafe","Full/Partial","40.763512","-73.982272","989161","217445","4","131","1024836","1010250025","Midtown-Midtown South","POINT (-73.982272 40.763512)"
