ADRES;APOTHEEK;HUISARTS;FYSIO;TANDARTS;BIBLIOTHEEK;PSYCHO;ZIEKENHUIS;VERPLEEGHUIS;VERZORGINGSHUIS;FITPLAATS;OVHALTE_RG;OUDERENSOCIETEIT;BUURTHUIS;BUURTHUISVANDETOEKOMST;PRIMAIROND;KINDEROPVANG;ZORGINSTELLING;WELZIJN;SUPERMARKT;COUNTER
Laan van Meerdervoort 189H;541;363;120;192;948;270;1830;1444;516;2228;120;356;653;1245;536;288;516;653;111;1195
Strijpkade 4A;978;605;659;774;820;923;3862;1774;1026;4050;833;801;2520;1027;425;457;1026;2520;812;1196
Wateringsestraat 227;408;435;705;524;455;1034;1102;726;790;1606;95;165;434;867;162;162;726;434;371;1197
Pim Mulierstraat 9;2095;2210;651;1581;1984;2150;4609;2955;2108;5443;1946;817;2070;817;1854;295;2108;2070;1961;1198
Pim Mulierstraat 15;2131;2245;687;1617;2020;2186;4645;2991;2144;5479;1982;853;2106;853;1890;259;2144;2106;1997;1199
Pim Mulierstraat 8;2070;2185;626;1556;1959;2125;4584;2930;2083;5418;1921;792;2046;792;1829;331;2083;2046;1936;1200
Danckertsstraat 64;559;240;65;190;1104;249;1411;1944;606;1990;93;291;1081;1324;307;92;606;1081;495;1201
Pim Mulierstraat 68;2156;2271;712;1642;2045;2211;4670;3016;2169;5504;2007;878;2132;878;1915;244;2169;2132;2023;1202
Pim Mulierstraat 72;2158;2273;714;1644;2047;2213;4672;3018;2171;5506;2009;880;2133;880;1917;228;2171;2133;2024;1203
Abe Lenstraweg 132;2266;2380;822;1752;2155;2321;4780;3126;2279;5614;2117;988;2241;988;2025;261;2279;2241;2132;1204
Noordweg 105;469;432;343;310;674;146;3328;1483;419;3748;165;420;2297;420;635;206;419;2297;780;1205
Middenstede 137;457;473;450;448;998;1143;2572;902;938;3408;247;312;569;1055;255;213;902;569;193;1206
Middenstede 145;420;436;412;410;960;1189;2618;864;984;3454;293;303;615;1101;220;176;864;615;239;1207
Middenstede 153;438;454;431;429;978;1207;2636;882;1003;3473;311;322;633;1119;238;194;882;633;257;1208
Amstelstraat 28;109;257;474;119;960;707;2317;356;309;2563;372;632;962;310;552;324;309;962;646;1209
Amstelhof 1;96;245;462;107;975;740;2305;344;297;2550;385;665;995;298;540;311;297;995;679;1210
Lau Mazirellaan 25;1046;992;506;867;969;2384;2017;1492;1690;1943;559;841;938;1330;120;32;1492;938;620;1211
Oude Haagweg 126H;406;347;456;136;1089;1657;1647;620;417;2256;348;417;598;417;651;417;417;598;465;1212
Oude Haagweg 126J;401;341;451;130;1083;1651;1642;614;412;2250;342;412;593;412;646;412;412;593;461;1213
Eisenhowerlaan 118;421;302;269;279;1495;324;1956;1053;1346;1797;157;1084;1294;1869;251;58;1053;1294;514;1214
Kepplerstraat 218;272;243;295;261;652;364;1767;1431;392;1483;148;184;355;392;398;268;392;355;192;1215
Lau Mazirellaan 31;1097;1043;557;918;959;2435;2068;1543;1681;1994;561;892;989;1381;111;47;1543;989;671;1216
Laan van der Kroft 8;184;234;234;113;1189;1758;1425;574;195;2491;126;195;376;195;429;195;195;376;244;1217
Laan van der Kroft 14;199;249;249;100;1204;1773;1439;589;210;2477;141;210;391;210;444;210;210;391;258;1218
Laan van der Kroft 50;283;333;333;24;1225;1794;1523;673;293;2392;224;293;475;293;527;293;293;475;342;1219
Laan van der Kroft 58;301;351;351;42;1210;1779;1541;691;311;2377;242;311;492;311;545;311;311;492;360;1220
Noordweg 83;673;635;141;514;878;143;3532;1687;623;3951;368;624;2378;624;838;141;623;2378;984;1221
Noordweg 85;657;620;163;499;863;128;3517;1671;608;3936;353;609;2390;609;823;163;608;2390;969;1222
Laakweg 226;446;446;256;446;1154;1412;2331;1062;1985;1775;191;280;76;1052;299;200;1062;76;820;1223
Laakweg 231;409;409;292;409;1191;1449;2295;1025;1948;1812;154;244;40;1016;335;163;1025;40;857;1224
Noordweg 119;435;398;398;310;640;318;3200;1444;385;3596;131;386;2132;386;601;71;385;2132;747;1225
Lau Mazirellaan 137;1220;1167;681;1042;1083;2559;2191;1667;1804;2118;685;1016;1112;1505;234;139;1667;1112;795;1226
Lau Mazirellaan 139;1224;1171;685;1046;1086;2563;2195;1671;1808;2122;689;1020;1116;1508;238;143;1671;1116;798;1227
Lau Mazirellaan 127;1227;1173;687;1048;1089;2565;2198;1673;1811;2124;691;1022;1119;1511;241;145;1673;1119;801;1228
Lange Beestenmarkt 37;340;340;301;156;797;372;798;1284;1400;2748;249;567;405;316;395;375;1284;405;342;1418
Lange Beestenmarkt 63;358;358;294;148;789;364;816;1276;1392;2740;267;560;423;308;388;367;1276;423;360;1419
Laan van Meerdervoort 730;335;81;217;323;1432;685;1673;541;464;2270;45;329;751;454;435;233;464;751;957;1420
Laan van Meerdervoort 746;289;0;166;297;1441;735;1722;523;513;2320;94;310;800;503;416;207;513;800;939;1421
Laan van Meerdervoort 798;213;114;91;222;1263;909;1896;693;687;2488;177;249;974;621;484;204;687;974;791;1422
Van Lansbergestraat 196 en 5 andere adressen;368;270;368;225;509;270;2987;1911;1090;1285;203;185;641;378;341;42;1090;641;434;1423
Honselersdijkstraat 33;592;592;689;644;661;912;985;903;1062;1878;378;278;278;744;375;255;903;278;489;1424
Honselersdijkstraat 99;485;485;582;537;554;1017;891;893;955;1771;271;223;223;850;268;148;893;223;382;1425
Laan van Poot 148;979;300;322;321;904;340;593;1584;1378;997;265;902;920;634;353;198;1378;920;852;1426
Laan van Poot 160;897;219;240;272;971;518;565;1502;1445;916;184;988;988;811;370;116;1445;988;920;1427
Landzijde 118 en 7 andere adressen;699;715;349;689;943;1392;3257;499;1669;4180;365;451;1315;1549;645;310;499;1315;670;1428
Laan van Meerdervoort 820;284;184;115;155;1196;979;1966;764;758;2531;132;286;1045;691;483;221;758;1045;724;1429
Laan van Nieuw-Oost-Indie 227 en 1 andere adressen;533;349;162;306;770;264;2789;1891;853;2114;151;346;510;853;442;185;853;510;506;1430
Leersumstraat 115 en 3 andere adressen;420;950;276;927;1933;417;1190;1970;755;1071;449;464;900;687;507;135;755;900;469;1431
Leeuwerikplein 15 en 1 andere adressen;918;47;471;423;715;160;537;1842;1166;1412;374;698;731;430;324;324;1166;731;663;1432
Leggelostraat 7 en 7 andere adressen;401;522;744;81;429;1393;2155;570;1038;2552;97;197;1764;207;670;187;570;1764;803;1433
Laan van Nieuw-Oost-Indie 120;301;264;203;57;461;327;2481;1942;572;1848;79;201;201;767;515;163;572;201;245;1434
De Gheijnstraat 88 en 6 andere adressen;127;127;135;245;857;536;1560;960;483;1154;173;148;288;290;340;145;483;288;540;1303
Gentsestraat 100;406;174;133;152;1448;1979;2395;692;1209;2582;251;368;1414;535;243;54;692;1414;619;1304
Georges Bizethof 5;757;436;605;622;809;1157;2451;767;643;3124;577;155;155;883;140;155;643;155;1110;1305
Goeverneurlaan 47 en 7 andere adressen;689;655;219;44;443;1356;2896;1626;2127;1073;124;205;401;1029;414;0;1626;401;203;1306
Gerrit van der Veenlaan 169;321;254;254;273;1075;1779;1695;369;462;2827;308;246;355;462;302;257;369;355;253;1307
Gerrit van der Veenlaan 171;318;250;250;270;1071;1776;1692;365;459;2824;305;243;352;459;298;254;365;352;249;1308
Gerrit van der Veenlaan 173B en 2 andere adressen;301;233;233;253;1054;1759;1675;348;442;2807;288;225;335;442;281;236;348;335;232;1309
Gentsestraat 162;361;219;318;441;1789;1826;2061;607;1104;2643;122;195;1754;607;254;0;607;1754;858;1310
Gagelplein 37 en 3 andere adressen;613;304;467;304;591;634;1604;1746;820;1329;334;212;211;965;333;205;820;211;604;1311
Gevers Deynootweg 141A;989;527;820;350;1851;2451;3026;1705;1971;2137;149;685;1568;685;887;679;1705;1568;283;1312
Gevers Deynootweg 145;999;537;830;335;1861;2462;3036;1715;1981;2147;133;695;1578;695;897;690;1715;1578;293;1313
Gevers Deynootweg 153 en 1 andere adressen;989;527;868;300;1899;2499;3026;1705;2019;2185;97;733;1616;733;935;727;1705;1616;331;1314
Gevers Deynootweg 2A en 9 andere adressen;555;127;291;109;847;1381;3692;1073;1002;1803;56;309;498;610;670;121;1002;498;613;1315
Gevers Deynootweg 1196;950;697;744;74;1775;2376;3064;1743;1896;2062;270;610;1493;610;812;604;1743;1493;208;1316
Gevers Deynootweg 1212;975;723;770;100;1801;2402;3089;1769;1921;2087;246;635;1519;635;837;630;1769;1519;233;1317
Gevers Deynootweg 26;652;223;324;205;943;1478;3630;1169;1098;1679;113;405;594;706;557;213;1098;594;709;1318
Gevers Deynootweg 1220;989;711;784;114;1815;2416;3103;1783;1935;2101;233;649;1532;649;851;644;1783;1532;247;1319
Langestede 81;469;469;469;545;1095;1107;2460;999;826;3296;210;214;457;1019;220;198;826;457;157;1320
Langestede 83;474;474;474;541;1091;1104;2464;995;831;3301;206;210;461;1016;216;202;831;461;153;1321
Winkelstede 8;476;476;476;549;1099;1220;2466;1002;833;3302;239;311;463;1132;332;103;833;463;270;1322
Korte Vleerstraat 4 en 1 andere adressen;342;243;261;32;954;321;1026;1218;1444;2660;319;410;656;517;299;129;1218;656;146;1323
Nieuwe Uitleg 13;641;285;373;279;1055;613;2193;1584;1438;3079;220;486;1542;1439;309;743;1438;1542;672;1324
Jacob Schorerlaan 43;1078;925;538;772;789;2416;2049;1425;1511;1891;391;873;970;1262;356;293;1425;970;652;1325
Lau Mazirellaan 231;1278;1192;738;1035;1052;2616;2249;1692;1774;2153;654;1073;1170;1529;224;264;1692;1170;852;1326
Lau Mazirellaan 245;1238;1152;699;996;1013;2577;2209;1653;1734;2114;615;1034;1130;1490;185;225;1653;1130;812;1327
Lau Mazirellaan 269;1223;1138;684;981;998;2562;2194;1638;1719;2099;600;1019;1115;1475;170;210;1638;1115;798;1328
Lau Mazirellaan 283;1186;1100;646;943;960;2524;2156;1600;1682;2061;562;981;1078;1437;132;172;1600;1078;760;1329
Lau Mazirellaan 285;1190;1104;650;948;964;2528;2161;1604;1686;2066;566;986;1082;1442;136;176;1604;1082;764;1330
Lau Mazirellaan 287;1194;1108;654;951;968;2532;2165;1608;1690;2070;570;989;1086;1446;140;180;1608;1086;768;1331
Oudaenstraat 36;317;334;317;349;1181;2011;2702;827;838;1894;360;234;492;910;412;323;827;492;258;1332
Vaillantlaan 284 en 7 andere adressen;192;175;175;398;761;1360;993;947;1513;2084;300;363;203;620;160;142;947;203;284;1333
Rosseelsstraat 98G en 1 andere adressen;370;139;162;239;217;2484;3081;1811;1506;1997;201;176;179;384;59;59;1506;179;228;1334
Hugo Verrieststraat 57B;444;60;157;234;224;2479;3143;1873;1569;1925;207;182;185;379;132;131;1569;185;247;1335
Guido Gezellestraat 40B;376;185;209;286;168;2531;3113;1843;1538;1960;151;126;129;431;24;24;1538;129;191;1336
Lau Mazirellaan 197;1199;1087;740;1098;1459;2746;2379;2088;1789;1762;643;876;1104;1762;988;327;1789;1104;781;1337
Lau Mazirellaan 207;1292;1206;752;1050;1066;2630;2263;1706;1788;2168;668;1088;1184;1544;238;260;1706;1184;866;1338
Lau Mazirellaan 217;1318;1233;779;1076;1093;2657;2289;1733;1814;2194;695;1114;1211;1570;265;285;1733;1211;893;1339
Jacob Schorerlaan 125;657;657;71;479;799;1995;1628;1324;1448;1482;170;453;549;1011;300;121;1324;549;231;1340
Van Alkemadelaan 1248B en 3 andere adressen;839;104;878;436;2348;1348;1582;696;553;2165;272;485;2282;696;602;306;553;2282;1310;1341
Jacob Schorerlaan 101;831;778;292;653;973;2170;1802;1278;1622;1729;345;627;723;1115;110;110;1278;723;405;1342
Gabriel Metsustraat 162;444;444;429;385;918;1573;1571;543;1904;2248;344;477;589;396;413;91;543;589;462;1343
De Werf 64;1136;1562;233;810;1457;1604;2577;1155;1253;3727;765;505;1345;1312;1185;1044;1155;1345;1031;1344
Plesmanweg 76 en 25 andere adressen;1072;752;606;128;1614;1228;2098;464;1147;2501;204;564;1774;1062;967;405;464;1774;1126;1345
Ferdinand Bolstraat 107;396;349;300;395;896;1582;1523;553;1856;2146;351;454;541;374;311;146;553;541;414;1346
Van de Veldestraat 108 en 6 andere adressen;218;218;320;207;287;1150;783;1180;1023;1839;201;205;304;867;259;219;1023;304;241;1347
Boekhorststraat 110 en 2 andere adressen;145;90;242;279;458;290;1142;881;1059;2819;398;483;585;307;41;92;881;585;341;1348
Zwolsestraat 52;791;469;681;293;1787;2395;2828;1507;1863;2080;296;546;1512;546;830;541;1507;1512;226;1349
Groningsestraat 33;790;328;680;401;1786;2420;2827;1506;1862;2188;273;545;1591;545;870;540;1506;1591;334;1350
Van Hogelandestraat 8;192;137;289;261;505;246;1175;928;1096;2856;430;447;632;271;73;124;928;632;388;1351
Gietenstraat 94;644;272;511;104;1513;1166;1303;1240;1007;2366;366;338;1201;1123;396;176;1007;1201;869;1352
Schoonoordstraat 16;569;314;485;183;1437;1208;1382;1197;1086;2408;323;417;1158;1080;321;226;1086;1158;793;1353
Zweeloostraat 99;460;396;376;243;1329;1319;1482;1088;1018;2337;214;517;1049;971;212;211;1018;1049;685;1354
Gasseltestraat 16;524;251;490;181;1393;1145;1358;1255;1129;2345;380;460;1215;1137;276;163;1129;1215;749;1355
Gasseltestraat 20;513;261;501;192;1382;1156;1369;1244;1135;2356;369;466;1204;1127;265;173;1135;1204;738;1356
Bloemfonteinstraat 249;382;297;115;411;645;1943;1576;1630;997;1332;233;159;298;1303;229;110;997;298;299;1357
Bloemfonteinstraat 253;392;307;105;401;655;1953;1586;1620;1007;1322;223;149;308;1293;239;100;1007;308;289;1358
Bloemfonteinstraat 255;397;312;100;396;660;1958;1591;1615;1012;1317;218;144;313;1288;244;95;1012;313;285;1359
Pasteurstraat 51 en 18 andere adressen;440;588;395;275;352;1113;3120;1789;1886;941;394;251;677;780;446;23;1789;677;333;1360
Denenburg 55K;390;426;202;627;1646;1163;4068;974;914;1189;347;514;535;842;707;484;914;535;422;1361
Wateringsestraat 86;578;578;674;630;646;924;983;893;1045;1861;361;315;315;756;267;238;893;315;381;1362
Honselersdijkstraat 35;587;587;684;639;656;917;990;908;1057;1873;373;283;284;749;369;250;908;284;483;1363
Lange Beestenmarkt 21H;337;337;344;201;841;416;795;1329;1445;2792;247;612;402;360;440;419;1329;402;340;1364
Honselersdijkstraat 73 en 1 andere adressen;525;525;622;577;594;978;931;932;995;1811;311;262;262;811;307;188;932;262;421;1365
Honselersdijkstraat 13;623;623;677;675;692;881;954;872;1093;1909;403;247;248;714;406;247;872;248;520;1366
Zoutkeetsingel 126A en 1 andere adressen;626;629;644;681;698;832;905;823;1141;1957;370;214;215;665;428;214;823;215;482;1367
Laan van Roos en Doorn 4;658;60;45;211;1199;741;2268;1717;1572;2926;293;506;1540;1464;489;610;1572;1540;806;1368
Ternatestraat 25;560;468;540;112;1332;599;2308;1411;1305;2554;246;764;2363;659;433;285;1305;2363;614;1369
Langeland 24;554;634;420;452;1560;634;5257;3449;1814;5654;476;610;4189;1815;943;493;1814;4189;763;1370
Kopenhagenweg 12;183;194;286;51;1346;194;5043;3214;1600;5440;113;226;3975;1601;678;183;1600;3975;392;1371
Laan van Wateringse Veld 942;775;749;419;507;692;191;4410;2582;946;4806;125;831;3342;947;168;132;946;3342;626;1372
Van Speijkstraat 76A en 5 andere adressen;322;306;164;178;436;253;1827;1435;241;2704;108;119;496;1476;415;62;241;496;183;1373
Voorstondenstraat 24;1213;841;136;667;1149;787;4436;2301;1398;4578;654;1173;3048;1399;716;249;1398;3048;1057;1374
Voorstondenstraat 44;1159;895;190;721;1203;829;4490;2355;1452;4631;708;1215;3101;1453;770;195;1452;3101;1111;1375
Voorstondenstraat 46;1154;900;196;726;1208;823;4495;2360;1457;4637;713;1210;3107;1458;775;190;1457;3107;1117;1376
Voorstondenstraat 50;1143;910;206;737;1218;813;4505;2370;1467;4647;723;1200;3117;1468;786;180;1467;3117;1127;1377
Amerongenstraat 1;680;757;522;933;1699;707;1436;2151;760;848;176;754;905;978;798;187;760;905;666;1378
Voorstondenstraat 15;1238;817;112;643;1125;763;4412;2277;1374;4554;630;1149;3024;1375;692;275;1374;3024;1033;1379
Voorstondenstraat 23;1204;852;147;678;1160;798;4447;2312;1409;4588;665;1183;3058;1410;727;240;1409;3058;1068;1380
Amerongenstraat 21;601;823;443;1026;1765;628;1357;2137;854;915;242;675;999;899;718;253;854;999;650;1381
Reykjavikweg 15;246;326;231;144;1335;326;5032;3225;1589;5429;168;302;3964;1590;637;247;1589;3964;455;1382
Koninginnestraat 108;340;340;497;340;265;880;1823;357;1417;2425;275;357;347;684;434;164;357;347;378;1383
Koninginnestraat 77;316;316;520;316;242;857;1800;380;1415;2448;298;380;323;707;411;141;380;323;354;1384
Koninginnestraat 85;338;338;498;338;264;879;1822;358;1418;2426;276;358;346;685;433;163;358;346;377;1385
Barnsteenhorst 476;693;401;170;472;1347;1077;3654;1076;775;273;186;665;595;776;87;87;775;595;485;1386
Barnsteenhorst 478;684;393;180;463;1338;1068;3646;1067;766;264;177;656;587;767;78;78;766;587;476;1387
Sonsbeekstraat 13;1035;922;560;680;865;227;4575;2730;1119;4995;363;1033;3449;1120;372;309;1119;3449;799;1388
Sonsbeekstraat 6;1008;895;533;653;838;200;4549;2703;1092;4968;336;1006;3422;1093;345;282;1092;3422;772;1389
Beeckestijnhof 10;998;1072;710;830;1015;375;4726;2880;1269;5145;513;1054;3508;1270;522;457;1269;3508;949;1390
Koninginnestraat 89;349;349;488;341;275;890;1833;347;1407;2416;265;347;357;675;444;172;347;357;388;1391
Koningstraat 158;242;242;488;242;167;861;1726;347;1465;2542;265;347;249;656;362;35;347;249;280;1392
Grolloostraat 14;528;466;282;516;1256;960;1179;1799;1483;2136;435;446;1772;972;699;422;1483;1772;596;1393
Wenenweg 25;428;507;92;326;1232;507;4929;3121;1486;5326;169;484;3861;1487;661;208;1486;3861;637;1394
St. Jacobstraat 17 en 4 andere adressen;394;213;213;190;343;283;1276;1057;813;2634;300;71;817;291;516;264;813;817;165;1395
Drouwenstraat 22 en 18 andere adressen;300;419;307;350;1029;794;1013;1657;1467;1970;269;280;1636;792;621;379;1467;1636;369;1396
Woudenbergstraat 22;699;933;437;820;1826;696;1335;2038;648;964;385;727;792;921;695;361;648;792;553;1397
Woudenbergstraat 22A;702;936;440;823;1828;699;1338;2041;650;966;388;730;795;924;697;364;650;795;556;1398
Televisiestraat 2D en 9 andere adressen;1087;864;354;508;525;2394;2243;1365;1246;1626;232;946;1197;1202;485;345;1246;1197;879;1399
Wenenweg 36;450;530;127;349;1241;530;4938;3130;1495;5335;204;506;3870;1495;670;172;1495;3870;659;1400
Wenenweg 42;460;540;136;358;1276;540;4974;3166;1530;5370;213;516;3906;1531;705;209;1530;3906;669;1401
Wenenweg 48;476;556;153;375;1292;556;4990;3182;1547;5386;230;532;3922;1547;722;226;1547;3922;685;1402
Wenenweg 49;482;562;158;380;1298;562;4996;3188;1552;5392;235;538;3928;1553;727;231;1552;3928;691;1403
Wenenweg 51;487;567;164;386;1303;567;5001;3193;1558;5398;241;543;3933;1558;733;237;1558;3933;696;1404
Wenenweg 53;492;572;168;391;1308;572;5006;3198;1563;5402;245;548;3938;1563;738;242;1563;3938;701;1405
Trooststraat 20;86;86;86;298;611;1455;1088;1000;1340;1926;354;199;337;674;233;89;1000;337;337;1406
Trooststraat 26;104;104;104;285;630;1473;1106;1018;1358;1914;364;217;355;692;220;76;1018;355;356;1407
Dublinweg 34;383;342;234;251;1292;342;4990;3161;1546;5386;208;374;3922;1547;692;121;1546;3922;524;1408
Laan van Poot 132;1047;308;367;320;845;193;592;1731;1319;1145;413;754;861;486;206;314;1319;861;793;1409
Laan van Poot 146;984;306;328;326;897;333;599;1590;1371;1003;271;895;913;627;347;203;1371;913;846;1410
Laan van Poot 474;1331;878;833;939;1744;1407;2165;1328;906;2698;678;296;2429;787;488;296;906;2429;1193;1411
Laan van Poot 484A en 1 andere adressen;1360;907;801;907;1712;1375;2195;1357;874;2727;646;325;2397;755;517;325;874;2397;1160;1412
Laan van Roos en Doorn 2A en 1 andere adressen;662;56;49;207;1195;737;2264;1713;1568;2930;289;502;1544;1468;485;614;1568;1544;802;1413
Landrestraat 901 en 13 andere adressen;355;1276;377;418;1122;907;3589;1554;301;4098;440;301;1054;878;439;288;301;1054;347;1414
Laan van Meerdervoort 540B en 1 andere adressen;127;124;99;273;797;319;1118;1260;532;1639;119;375;406;886;221;137;532;406;491;1415
Laan van Meerdervoort 546;85;128;103;321;846;367;1122;1224;491;1690;122;410;410;845;225;141;491;410;541;1416
Lange Beestenmarkt 35;346;346;305;160;801;376;804;1288;1404;2752;255;571;410;320;399;379;1288;410;348;1417
Athenesingel 34;513;494;334;404;1112;494;4810;2981;1366;5206;309;526;3742;1367;512;153;1366;3742;722;1509
Athenesingel 36;540;515;361;424;1139;515;4837;3008;1393;5233;336;547;3769;1394;538;155;1393;3769;701;1510
Athenesingel 48;554;535;374;444;1153;535;4850;3021;1407;5247;349;567;3782;1408;552;119;1407;3782;741;1511
Berlijnstraat 12;432;393;253;302;1142;393;4840;3011;1397;5237;228;425;3772;1397;542;52;1397;3772;638;1512
Praagsingel 157;566;646;257;464;1356;646;5053;3246;1610;5450;334;622;3985;1611;785;287;1610;3985;775;1513
Praagsingel 191;433;513;240;331;1380;513;5077;3269;1634;5474;317;489;4009;1635;809;313;1634;4009;642;1514
Praagsingel 229;382;412;377;338;1515;412;5213;3405;1770;5609;329;388;4145;1770;716;405;1770;4145;541;1515
Praagsingel 233;373;403;386;348;1525;403;5223;3415;1779;5619;320;379;4155;1780;707;395;1779;4155;532;1516
Gotland 51;567;597;532;565;1672;597;5370;3562;1926;5766;514;573;4302;1927;901;590;1926;4302;726;1517
Gotland 20;567;597;532;565;1672;597;5369;3562;1926;5766;514;573;4301;1927;901;590;1926;4301;726;1518
Athenesingel 182;708;640;569;588;1381;640;5078;3249;1635;5475;544;672;4010;1636;780;197;1635;4010;730;1519
Gotland 22;551;581;473;506;1613;581;5310;3503;1867;5707;498;557;4242;1868;885;546;1867;4242;710;1520
Gotland 28;572;601;536;569;1676;601;5374;3566;1931;5770;519;578;4306;1931;906;594;1931;4306;731;1521
Athenesingel 256;498;430;360;378;1418;430;5115;3286;1672;5512;335;462;4047;1673;817;246;1672;4047;520;1522
Athenesingel 260;488;420;349;368;1407;420;5105;3276;1661;5501;324;452;4037;1662;807;236;1661;4037;510;1523
