OBJECTID,NAAM,DIENSTREGELPUNT_TYPE,LANDCODE,STATIONSGROOTTE,HEEFT_TANKPLAATS,HEEFT_WERKPLAATS,BLOKPUNT_INDICATIE,BEDIEND,AFKORTING,DOORKOMST_VERPLICHT,BEDIENINGSCODE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,GELDIG_VANAF,PUBLICATIEDATUM,PPLG_PUIC,PPLG_NAAM,VLPOST_PUIC,VLPOST_NAAM,PPLG_OMSCHRIJVING,VLPOST_OMSCHRIJVING,REF_DIENSTREGELPUNT_PUIC
238,Almere Parkwijk,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Almp,Ja,Stop-station,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,,Amsterdam Centraal,d09afc6e-5a8f-4611-8fa6-1ed46e2c0c10
239,Muiderstraatweg aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Mdsa,Ja,OA Overloop-aansluiting,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,027,,27,027__,Diemen - Duivendrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8eb7a180-060e-4a84-8c6e-b5d84c1fb338,DMNZ,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Diemen Zuid,Amsterdam Centraal,566819cc-333d-418d-9345-a7a723a5aec7
240,Watergraafsmeer ringbaan aansl.,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Wgmrba,Ja,OA Overloop-aansluiting,Wgm-Dmn,Watergraafsmeer - Diemen ,587,d,587,587_d,Diemen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,23b4707c-e52b-4230-b888-e4eee9284fe7,WGMRBA,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Watergraafsmeer ringbaan aansl.,Amsterdam Centraal,2bf1ef1e-e470-4b8d-a135-8ad43804c5fe
241,Lelystad Centrum,Station,Nederland,Groot,Nee,Nee,Ja,Ja,Lls,Ja,IC Intercity-station,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,0b6bb966-1bbf-4c2e-8ebe-da77810d8df8,LLS,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Lelystad Centrum,Amsterdam Centraal,1645e2aa-ac22-4982-8ec5-001afc93498e
242,Erasmusgracht aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Aeg,Ja,OA Overloop-aansluiting,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,523,a,523,523_a,Amsterdam Sloterdijk,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,b92fe960-0a87-4456-9c79-4d5333f2f11e,AEG,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam erasmusgracht,Amsterdam Centraal,75763e21-7d9e-4b26-a1bd-036d03ef5e40
243,Vechtbrug - bij Weesp,Brug,Nederland,Onbekend,Nee,Nee,Nee,Ja,Vtbr,Ja,BR Beweegbare brug,Asd-Zp,Amsterdam Centraal - Zutphen ,128,,128,128__,Diemen Aansl. - Weesp Aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,19cf9db2-a3d3-41f3-8351-6ce5453897b0,WP,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Weesp,Amsterdam Centraal,27422066-e7b2-4906-be71-9b294f1a931f
244,Hoofddorp Middenspoor,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hfdm,Ja,OA Overloop-aansluiting,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,595151cf-77b2-4670-8243-1d2ee1b7be27,HFD,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Hoofddorp,Amsterdam Centraal,b9b0af5f-28ea-470f-a8c3-412a2597f75b
245,Maarssen,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Mas,Ja,Stop-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,098,,98,098__,Breukelen - Utrecht Centraal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2071643a-14cf-45a6-98a7-9a84fd987e9d,MAS,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Maarssen,Amsterdam Centraal,af8491f1-3f3e-4c10-bb70-4dd4322d2630
246,Amsterdam RAI,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Rai,Ja,Stop-station,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,cb0d50d1-30ac-4b1e-9f82-5d26da7cd1a0,RAI,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Rai,Amsterdam Centraal,10869dcc-fb86-4443-abee-87d042ef47fb
247,Breukelen,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Bkl,Ja,Stop-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,529,,529,529__,Breukelen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,26fcbc32-9325-4ccc-9680-551f386974b8,BKLA,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Breukelen aansl.,Amsterdam Centraal,1e9eefb5-a8e8-4fc4-866b-7ba16d561414
248,Radarweg aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Rdwa,Ja,OA Overloop-aansluiting,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,523,b,523,523_b,Amsterdam Sloterdijk,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,86b62b6c-f86a-4d29-9ef7-379a2e507a46,ASS,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Sloterdijk,Amsterdam Centraal,9dcae9b7-9b44-4dc7-964f-150f8036e990
249,Amsterdam Zaanstraat,Goederen Emplacement,Nederland,Onbekend,Nee,Ja,Nee,Nee,Zst,Nee,Goederen emplacement,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,,Amsterdam Centraal,9db1439e-6a2f-419d-bdf5-c9cfcccf9255
250,Stroe,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Sto,Ja,Goederen emplacement,Asd-Zp,Amsterdam Centraal - Zutphen ,021,,21,021__,Barneveld Noord - Apeldoorn,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,327f4b5c-12bb-4bc5-bdf4-d3fa38deeac3,STO,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Stroe,Amersfoort,fad327de-5e1b-41f3-ae36-0003cd5e3977
251,Hilversum Sportpark,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hvsp,Ja,Stop-station,Hvs-Utm,Hilversum - Utrecht Maliebaan ,095,,95,095__,Hilversum - Blauwkapel,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,,Amersfoort,9815983a-6522-4581-b042-0e81662a3806
252,Amersfoort Bokkeduinen,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Bkd,Nee,Goederen emplacement,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8ca12053-c31f-4383-ab9e-99bca8431157,BKD,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort Bokkeduinen,Amersfoort,5f9b0e0c-7287-441f-9372-1c0b699bb3b7
253,Barneveld Noord,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Bnn,Ja,Stop-station,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,612,a,612,612_a,Barneveld Noord,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8f670b19-36a8-4b61-b546-ff005f58bcb0,BNVA,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Barneveld aansl.,Amersfoort,7893659b-97b8-4d19-aa89-ecb18e71621f
254,Baarn,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Brn,Ja,Stop-station,Asd-Zp,Amsterdam Centraal - Zutphen ,509,a,509,509_a,Baarn,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,cff6bfdb-6329-458e-b8f3-893f8f0efc76,BRN,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Baarn,Amersfoort,26c6bdb6-8933-4586-9657-3032531a9d0a
255,Bussum Zuid,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Bsmz,Ja,Stop-station,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,43718e58-792e-43c7-b408-4f2510411ed6,CR,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Crailoo,Amersfoort,cfbaeeff-9488-40ab-a159-0b1dd0ffc14b
256,Crailoo Aansl Oost,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Crao,Nee,OA Overloop-aansluiting,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,43718e58-792e-43c7-b408-4f2510411ed6,CR,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Crailoo,Amersfoort,3ee922b7-db21-4acd-9615-c92e4d980ca4
257,Putten,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Pt,Ja,Stop-station,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,e3e13d39-d2a2-41a8-8057-99729206a81c,PT,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Putten,Amersfoort,f45a4457-4d0b-4b4d-a8b3-c9856c6413a5
258,Soest,Station,Nederland,Klein,Nee,Nee,Nee,Ja,St,Ja,Stop-station,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2b8df1c3-37dc-4d35-92ea-163c35e6b26d,ST,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Soest,Amersfoort,137e11c1-f14e-4d3f-9542-01f538cba01d
259,Opheusden,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Op,Ja,Stop-station,Est-Gdm,Elst - Geldermalsen ,042,,42,042__,Vork - Kesteren,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,992f46f6-a481-4134-a9a9-eff9a48c2fcb
260,Winterswijk,Station,Nederland,Middel,Ja,Nee,Ja,Ja,Ww,Ja,Stop-station,Zp-Ww,Zutphen - Winterswijk ,607,b,607,607_b,Winterswijk,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c97ff67f-0ef5-49c8-a219-951f9320efa0,WW,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Winterswijk,Arnhem,83f93721-b6db-40f7-988e-f44524e57b23
261,Ressen aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Rsa,Ja,OA Overloop-aansluiting,Ah-Vl,Arnhem - Venlo ,512,a,512,512_a,Ressen = Bemmel,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,26c897f4-8198-4ee0-b9ab-e272c7d82c96,ESTA,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Elst aansl.,Arnhem,5cea01e7-7025-4718-a2ee-d829e96e07bf
262,Zutphen goed. empl. aansl.,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Zpgea,Ja,OA Overloop-aansluiting,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,9ad751db-e425-4fac-b2d3-e56702b05671,ZP,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Zutphen,Arnhem,1858d063-5bf9-427e-996e-a40e0fc4da80
263,Doetinchem,Station,Nederland,Klein,Nee,Nee,Ja,Ja,Dtc,Ja,Stop-station,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,7a63dbd6-10f2-4e2e-94e8-9de8ce9c8083,DTC,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Doetinchem,Arnhem,f7d0de4c-9ae4-42cf-abd6-3381aa506eef
264,Rosmalen,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Rs,Ja,Stop-station,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,d88cecaa-761f-4848-888a-b7f8368b9212
265,Arnhem Velperpoort,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Ahp,Ja,Stop-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,037,,37,037__,Arnhem - Velperbroek Aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,2b377ccd-c1ae-4475-a7e2-362b425fd403
266,Velperbroek aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Va,Ja,OA Overloop-aansluiting,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,507,b,507,507_b,Velperbroek Aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,e05a2a8c-868a-410f-8799-ff0409d475e4,VA,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Velperbroek aansl.,Arnhem,f25931dd-af43-4a82-b746-2867928e0317
267,Aalten,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Atn,Ja,Stop-station,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,1c2188fa-136b-43dc-9476-f4cf43a4126b,ATN,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Aalten,Arnhem,2ed221bd-1226-47c9-801d-8c4a35ee6649
268,Terborg,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Tbg,Ja,Stop-station,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,b3fdd7a3-c583-4c87-be2a-eb3e60c60c48,TBG,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Terborg,Arnhem,4556a464-c1c8-4dc8-b682-7f6dadaf50d3
269,Lichtenvoorde-Groenlo,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Ltv,Ja,Stop-station,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,717e3bdc-abd1-4f9c-93b7-f85decbd0d1c,LTV,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Lichtenvoorde-Groenlo,Arnhem,2142d134-8bb2-42d2-a3bb-62e8fa2a52c3
270,Delden racc. Servo,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Nee,Ddnser,Nee,OA Overloop-aansluiting,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,b994ae99-bcc7-40ea-8bd0-55646c2e8309
271,Westervoort,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Wtv,Ja,Stop-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,038,,38,038__,Velperbroek Aansl. - Zevenaar,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,7d3e39d1-be92-4279-bd4e-5957c82b54ad
272,Nijmegen,Station,Nederland,Groot,Ja,Nee,Ja,Ja,Nm,Ja,IC Intercity-station,Ah-Vl,Arnhem - Venlo ,514,a,514,514_a,Nijmegen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,e8bcbfb4-addd-480b-ace3-a46287759b49,NM,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Nijmegen,Arnhem,7850da4b-3ff5-414d-9226-83a4abe33430
273,Wijchen,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Wc,Ja,Stop-station,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,0f6c2c42-35bf-4676-86bf-2923a29d2f2d,WC,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Wijchen,Arnhem,3604d70e-2c40-4336-b131-a4f6aee56684
274,Zevenaar,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Zv,Ja,Stop-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,611,b,611,611_b,Zevenaar,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5acf5d8c-a2bd-4c07-bb0a-35a8a15cf930,ZV,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Zevenaar,Arnhem,edccf0bd-247c-412c-a65a-c4e3260d61e6
275,IJsselbrug Zutphen aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,IJbza,Ja,OA Overloop-aansluiting,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,9ad751db-e425-4fac-b2d3-e56702b05671,ZP,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Zutphen,Arnhem,956049f2-b5db-4ebb-b4bb-aec7dc712285
276,Vise (B),Grensstation,België,Onbekend,Nee,Nee,Nee,Nee,Fvs,Ja,IC Intercity-station,Fvs-Mt,Visé (B) - Maastricht ,784,,784,784__,Visé (B) - Eijsden Grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,c9abe61d-ede5-4ac1-a7b2-a36a68a7a82a
277,Roosendaal grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Nee,Nee,Rsdg,Ja,OA Overloop-aansluiting,Esn-Np,Essen (B) - Nispen ,788,,788,788__,Roosendaal Grens - Essen (B),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,29b0e65e-5a87-4230-af4c-335b8f1edc98
278,Budel grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Nee,Nee,Bdlg,Ja,OA Overloop-aansluiting,Bdl-Rm,Budel - Roermond ,058,,58,058__,Budel Grens - Weert,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,da53d326-9103-435a-b351-4782d238bdda
279,Bad Bentheim (D),Grensstation,Duitsland,Onbekend,Nee,Nee,Nee,Nee,Bh,Ja,IC Intercity-station,Bh-Odzg,Bad Bentheim (D) - Oldenzaal Grens ,777,,777,777__,Oldenzaal Grens - Bad Bentheim (D),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,b9a33e0a-404c-4e0f-8267-98a1d8fa4cbc
280,Enschede Grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Nee,Nee,Esg,Ja,OA Overloop-aansluiting,G-Esg,Gronau (D) - Enschede Grens ,778,,778,778__,Gronau (D) - Enschede Grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,e116f99a-f73d-445e-9007-0ba0620a2ff4
281,Bunde (D),Halte,Duitsland,Onbekend,Nee,Nee,Nee,Nee,Bunde,Nee,Stop-station,Nscg-Wr,Nieuweschans Grens - Weener (D) ,775,,775,775__,Nieuweschans Grens - Weener (D),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,d6fa7a9c-0b43-4bfc-b8d2-73e46f9c99e6
282,Herzogenrath (D),Grensstation,Duitsland,Onbekend,Nee,Nee,Nee,Nee,Hz,Ja,IC Intercity-station,A-Hz,Aachen (D) - Herzogenrath (D) ,781,a,781,781_a,Aachen (D) - Herzogenrath (D),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,2e8baae2-f2c3-467a-b20f-db036917903d
283,Gronau (D),Grensstation,Duitsland,Onbekend,Nee,Nee,Nee,Nee,G,Ja,Stop-station,,,,,,,,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,40901747-bda2-4cf8-aa72-3b0aa5d514b3
284,Sluiskil aansl.,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Slua,Ja,Goederen emplacement,Fsz-Tnz,Zelzate (B) - Terneuzen ,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,7fa1c602-e84b-470c-9e9b-8974330c1a70
285,Gorinchem,Station,Nederland,Klein,Nee,Nee,Ja,Ja,Gr,Ja,Stop-station,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,21c26f39-d4ad-4534-b666-6792a5d072c6,GR,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Gorinchem,Rotterdam Centraal,9fbd508d-119f-447a-b0cf-bd8f87b39704
286,Grote Draaibrug o/d Oude Maas - bij Dordrecht,Brug,Nederland,Onbekend,Nee,Nee,Nee,Ja,Grbr,Ja,BR Beweegbare brug,Bd-Rtd,Breda - Rotterdam Centraal ,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5747a8a0-d14c-4da1-9a7e-391eee090252,KFHAZ,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Kijfhoek aansl. Zuid,Rotterdam Centraal,50b18cf2-08a6-4adf-8b2a-f06772dac6eb
287,Rotterdam Stadion,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Rtst,Ja,Stop-station,Bd-Rtd,Breda - Rotterdam Centraal ,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,af275dde-a803-45b6-821e-a8f49281038c,RTST,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Stadion,Rotterdam Centraal,5163a2f4-681b-4721-967d-1f7657216507
288,Sliedrecht,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Sdt,Ja,Stop-station,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,447c2865-5fae-4e8d-989e-c1545a1c6821,SDT,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Sliedrecht,Rotterdam Centraal,014d6718-a521-48c3-9fec-1ebe4778008e
289,Dordrecht Industrieterrein De Staart Aansluiting,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Ddria,Nee,AS Aansluiting/splitsing,Wijb-Ddri,Wantij (brug o/h - bij Dordrecht) - Dordrecht Aansl. Industrieterrein De Staart ,810,a,810,810_a,Dordrecht Industrieterrein Aansl. De Staart,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,91fca8c4-ba07-407a-b3d8-f85cc2008ca4,DDRS,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Dordrecht Stadspolders,Rotterdam Centraal,522ae423-694f-4a23-aad4-3f21623eb48d
290,Capelle Schollevaar,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Cps,Ja,Stop-station,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,cce80820-41d8-4d40-a9ac-f4eedc4f1bb6
291,Leerdam,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Ldm,Ja,Stop-station,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bc142a8d-634c-4a04-b6e9-1d9ed39b32bb,LDM,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Leerdam,Rotterdam Centraal,e3962ba3-f652-4872-b2ec-df77a4eef287
292,Rotterdam HSL aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Rhsla,Ja,AS Aansluiting/splitsing,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,540,g,540,540_g,Rotterdam Westelijke Splitsing,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,ba09e374-eebc-4fc7-be34-659598899583,RTD,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal,Rotterdam Centraal,6c719184-3ed7-4c3a-8d95-bb70f75fe914
293,HSL Groene Hart Tunnel Zuid,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hsghtz,Ja,OV Overige,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2415c877-ebaf-4b39-a510-c4ce3b2c7c56,GHT,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Groene Hart Tunnel,Rotterdam Centraal,e2cc8550-c868-4479-8b47-883177d18f2f
294,Schiedam Goederen aansl.,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Ja,Nee,Sdmga,Nee,Goederen emplacement,Sdm-Sdmga,Schiedam Centrum - Schiedam Goederenoverdrachtspoor Aansluiting ,115,a,115,115_a,Schiedam Centrum - Vlaardingen Vulcaanhaven,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,c8e9b1bb-1195-41b8-81f0-1caa8494ab9a
295,Hardinxveld Blauwe Zoom,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hbzm,Ja,Stop-station,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,e10961f8-4e1a-4e8c-b49b-1f5af0317859
