FID,klasse,gdb_geomattr_data,shape
heggen.1260,Heg/Haag,,"LINESTRING (187031.99300000072 352061.18200000003, 187029.88199999928 352062.5789999999, 187027.7580000013 352062.9120000005, 187026.3110000007 352062.7800000012, 187023.47399999946 352060.9919999987, 187022.1649999991 352059.79300000146, 187021.37700000033 352057.75, 187021.72899999842 352055.69200000167, 187013.37900000066 352051.1649999991, 186995.83100000024 352091.7120000012, 187004.93200000003 352095.54399999976, 187005.68200000003 352094.7729999982, 187006.813000001 352094.07400000095, 187008.17599999905 352093.67500000075, 187010.4600000009 352093.8720000014, 187013.44299999997 352095.125, 187014.52299999818 352096.3269999996, 187015.16200000048 352098.5240000002, 187015.2589999996 352100.12000000104, 187024.28400000185 352103.9530000016, 187040.95199999958 352065.77600000054, 187031.99300000072 352061.18200000003)"
heggen.1261,Heg/Haag,,"LINESTRING (187077.5089999996 352086.1339999996, 187148.33199999854 352124.04300000146)"
heggen.1262,Heg/Haag,,"LINESTRING (186981.95699999854 352086.2870000005, 187000.54199999943 352044.22100000083, 186972.98099999875 352029.7659999989, 186972.90700000152 352029.9439999983, 186954.2030000016 352074.4210000001, 186959.7039999999 352076.7729999982, 186981.95699999854 352086.2870000005)"
heggen.1263,Heg/Haag,,"LINESTRING (186981.95699999854 352086.2870000005, 186974.0390000008 352105.063000001)"
heggen.1264,Heg/Haag,,"LINESTRING (187166.06019999832 352086.9490999989, 187175.89299999923 352092.9070000015, 187185.58700000122 352099.1220000014, 187189.15689999983 352101.80889999866)"
heggen.1265,Heg/Haag,,"LINESTRING (188762.563000001 352089.50400000066, 188767.7049999982 352081.0159999989)"
heggen.1266,Heg/Haag,,"LINESTRING (187225.61100000143 352099.23900000006, 187218.2950000018 352098.6090000011, 187209.34200000018 352095.8029999994, 187200.23800000176 352093.07499999925, 187195.77600000054 352090.33999999985)"
heggen.1267,Heg/Haag,,"LINESTRING (190580.3040000014 352110.3299999982, 190575.15100000054 352107.2740000002)"
heggen.1268,Heg/Haag,,"LINESTRING (190580.3040000014 352110.3299999982, 190561.4990000017 352139.57400000095)"
heggen.1269,Heg/Haag,,"LINESTRING (187041.64299999923 352111.32400000095, 187027.80099999905 352105.42599999905, 187043.78799999878 352067.6409999989, 187072.35799999908 352083.1070000008, 187067.60500000045 352093.99500000104, 187063.7740000002 352101.063000001, 187059.14299999923 352105.9389999993, 187051.72700000182 352112.5379999988)"
heggen.1270,Heg/Haag,,"LINESTRING (190585.9690000005 352113.69000000134, 190580.3040000014 352110.3299999982)"
heggen.1271,Heg/Haag,,"LINESTRING (187015.89200000092 352124.3740000017, 187021.84600000083 352109.2340000011, 187013.5089999996 352105.62000000104, 187010.71700000018 352107.25499999896, 187009.35399999842 352107.65300000086, 187007.30099999905 352107.6810000017, 187005.00699999928 352106.72300000116, 187003.46700000018 352105.2989999987, 187002.6090000011 352103.7129999995, 187002.3440000005 352100.9789999984, 186992.71700000018 352097.6099999994, 186983.7950000018 352118.19000000134, 186995.01399999857 352121.2329999991, 187004.61899999902 352122.9290000014, 187015.89200000092 352124.3740000017)"
heggen.1272,Heg/Haag,,"LINESTRING (187015.89200000092 352124.3740000017, 187019.69799999893 352124.7010000013)"
heggen.1273,Heg/Haag,,"LINESTRING (187019.69799999893 352124.7010000013, 187025.36300000176 352110.70699999854, 187039.3599999994 352116.75400000066, 187042.3599999994 352119.3759999983, 187036.5450000018 352122.2679999992, 187030.2589999996 352124.1020000018, 187024.86800000072 352124.70699999854, 187019.69799999893 352124.7010000013)"
heggen.1274,Heg/Haag,,"LINESTRING (190592.69299999997 352125.25400000066, 190588.6409999989 352120.8530000001)"
heggen.1275,Heg/Haag,,"LINESTRING (190592.69299999997 352125.25400000066, 190582.89400000125 352139.71499999985)"
heggen.1276,Heg/Haag,,"LINESTRING (190596.85599999875 352129.7749999985, 190592.69299999997 352125.25400000066)"
heggen.1277,Heg/Haag,,"LINESTRING (188736.49700000137 352132.84899999946, 188740.34099999815 352135.4149999991, 188743.61400000006 352129.9820000008, 188739.5399999991 352127.52800000086, 188748.30799999833 352112.8139999993, 188752.26999999955 352115.15300000086)"
heggen.1278,Heg/Haag,,"LINESTRING (190561.4990000017 352139.57400000095, 190555.38800000027 352137.56799999997)"
heggen.1279,Heg/Haag,,"LINESTRING (190561.4990000017 352139.57400000095, 190565.00499999896 352140.77800000086)"
heggen.1280,Heg/Haag,,"LINESTRING (190582.89400000125 352139.71499999985, 190588.0159999989 352143.2280000001)"
heggen.1281,Heg/Haag,,"LINESTRING (190582.89400000125 352139.71499999985, 190579.49599999934 352144.7280000001, 190575.38800000027 352141.8200000003)"
heggen.1282,Heg/Haag,,"LINESTRING (190565.48900000006 352152.16600000113, 190560.57200000063 352154.09600000083, 190548.2419999987 352170.60599999875, 190532.9050000012 352191.6420000009, 190516.91899999976 352212.98600000143)"
heggen.1283,Heg/Haag,,"LINESTRING (188124.7100000009 352161.4290000014, 188131.97800000012 352179.6640000008)"
heggen.1284,Heg/Haag,,"LINESTRING (188163.69799999893 352162.32499999925, 188161.4699999988 352150.5480000004)"
heggen.1285,Heg/Haag,,"LINESTRING (193311.6009999998 352174.0089999996, 193322.11549999937 352167.2703000009)"
heggen.1286,Heg/Haag,,"LINESTRING (187179.1649999991 352174.11499999836, 187166.70699999854 352177.4149999991, 187156.89799999818 352201.8379999995)"
heggen.1287,Heg/Haag,,"LINESTRING (188711.0080000013 352175.74500000104, 188718.4910000004 352163.18200000003)"
heggen.1514,Heg/Haag,,"LINESTRING (194358.76399999857 355669.13699999824, 194354.63800000027 355661.45699999854)"
heggen.1288,Heg/Haag,,"LINESTRING (186956.8200000003 352182.12099999934, 186982.5399999991 352122.87000000104, 186991.0080000013 352125.26300000027, 186997.98099999875 352126.7650000006, 187006.09299999848 352128.13800000027, 187021.15300000086 352129.1889999993, 187030.26700000092 352128.8379999995, 187037.30799999833 352126.91899999976, 187048.9919999987 352122.7710000016)"
heggen.1289,Heg/Haag,,"LINESTRING (189342.73800000176 352194.2740000002, 189347.5159999989 352222.6719999984)"
heggen.1290,Heg/Haag,,"LINESTRING (186933.66000000015 352203.15900000185, 186928.53799999878 352214.79399999976, 186912.2809999995 352251.8449999988, 186895.68100000173 352288.7870000005, 186876.01300000027 352334.89400000125, 186875.44999999925 352335.47100000083, 186873.9759999998 352336.0610000007, 186872.33900000155 352335.73999999836, 186869.63199999928 352335.20800000057, 186840.1000000015 352326.4849999994)"
heggen.1291,Heg/Haag,,"LINESTRING (189253.81899999827 352210.23699999973, 189261.8449999988 352204.6970000006, 189263.6169999987 352207.3200000003, 189273.18400000036 352200.8229999989, 189276.35500000045 352205.6810000017, 189293.95800000057 352193.188000001, 189295.80200000107 352195.96499999985, 189301.75600000098 352191.2950000018, 189303.37799999863 352193.83900000155, 189309.3280000016 352189.3220000006, 189311.02600000054 352191.8669999987, 189324.73099999875 352183.93400000036, 189326.73099999875 352186.561999999, 189334.58700000122 352181.85599999875, 189340.54899999872 352191.56500000134)"
heggen.1292,Heg/Haag,,"LINESTRING (193358.24700000137 352210.84899999946, 193351.74599999934 352209.5069999993, 193344.5309999995 352208.30999999866, 193334.45800000057 352206.83300000057)"
heggen.1293,Heg/Haag,,"LINESTRING (186945.22399999946 352212.0170000009, 186923.53700000048 352261.2879999988)"
heggen.1294,Heg/Haag,,"LINESTRING (188687.27199999988 352215.8139999993, 188707.73900000006 352180.94900000095)"
heggen.1295,Heg/Haag,,"LINESTRING (189235.18200000003 352216.5399999991, 189243.31500000134 352224.39400000125, 189247.561999999 352221.36199999973, 189254.813000001 352231.40399999917, 189302.97700000182 352272.19900000095)"
heggen.1296,Heg/Haag,,"LINESTRING (186861.09200000018 352268.73000000045, 186862.3599999994 352266.3520000018, 186870.09800000116 352251.8449999988, 186877.6700000018 352238.5159999989, 186891.10700000077 352220.5450000018, 186892.3500000015 352219.3359999992)"
heggen.1297,Heg/Haag,,"LINESTRING (186549.67700000107 352271.36199999973, 186545.2580000013 352273.3599999994, 186541.64400000125 352275.91800000146, 186538.6160000004 352279.6070000008, 186536.84099999815 352283.2800000012, 186536.67700000107 352287.95699999854, 186537.98200000077 352291.7030000016, 186540.0709999986 352294.41099999845, 186550.3839999996 352306.69999999925, 186554.2349999994 352304.82400000095, 186559.46200000122 352303.4990000017, 186567.08199999854 352302.1420000009, 186573.5709999986 352301.4840000011, 186578.70600000024 352301.7569999993, 186584.07699999958 352302.7100000009, 186595.28599999845 352305.40900000185, 186612.3599999994 352311.79199999943, 186623.14299999923 352316.6629999988, 186634.16800000146 352322.55799999833, 186639.9059999995 352325.33100000024, 186642.88199999928 352326.2030000016, 186645.84899999946 352326.3909999989, 186633.1889999993 352284.0300000012)"
heggen.1298,Heg/Haag,,"LINESTRING (186460.41800000146 352274.0450000018, 186469.60300000012 352287.1479999982)"
heggen.1299,Heg/Haag,,"LINESTRING (186423.0780000016 352274.45899999887, 186430.79100000113 352265.83900000155)"
heggen.1300,Heg/Haag,,"LINESTRING (186452.6790000014 352291.82400000095, 186473.52199999988 352318.6330000013)"
heggen.1301,Heg/Haag,,"LINESTRING (192547.95699999854 352297.64400000125, 192539.188000001 352300.1779999994, 192541.71599999815 352308.12099999934, 192545.60300000012 352307.26999999955)"
heggen.1302,Heg/Haag,,"LINESTRING (186447.69900000095 352302.9519999996, 186464.92500000075 352323.7800000012)"
heggen.1303,Heg/Haag,,"LINESTRING (187666.6160000004 352304.16899999976, 187676.1160000004 352298.90100000054)"
heggen.1304,Heg/Haag,,"LINESTRING (193239.76199999824 352310.62000000104, 193214.50200000033 352341.81500000134, 193187.6559999995 352375.3269999996, 193174.67399999872 352391.79300000146, 193166.7650000006 352401.82400000095, 193151.91800000146 352419.7890000008)"
heggen.1305,Heg/Haag,,"LINESTRING (187688.98900000006 352312.1409999989, 187675.44099999964 352320.9829999991, 187673.0799999982 352316.61100000143)"
heggen.1306,Heg/Haag,,"LINESTRING (186598.87900000066 352318.1319999993, 186589.375 352315.06700000167, 186581.25699999928 352313.3530000001, 186574.86400000006 352312.75499999896, 186569.061999999 352313.6319999993, 186563.50600000098 352315.8729999997, 186560.45100000128 352317.625, 186564.15300000086 352321.56599999964, 186567.99500000104 352327.44299999997, 186570.6959999986 352333.22199999914, 186574.58700000122 352342.7470000014, 186582.53700000048 352340.47399999946, 186589.24700000137 352339.2430000007, 186594.70600000024 352338.2569999993, 186600.86800000072 352338.62900000066, 186608.37099999934 352340.5870000012)"
heggen.1307,Heg/Haag,,"LINESTRING (192679.7890000008 352330.7740000002, 192676.46700000018 352331.9519999996, 192674.45600000024 352333.31500000134, 192673.6160000004 352334.30000000075, 192672.96400000155 352336.31599999964, 192672.8280000016 352338.3299999982)"
heggen.1308,Heg/Haag,,"LINESTRING (192583.4059999995 352336.4450000003, 192587.3740000017 352335.91600000113, 192582.63100000098 352317.94999999925, 192599.57499999925 352313.7039999999, 192588.59899999946 352285.6420000009, 192574.35599999875 352291.3669999987, 192565.63100000098 352295.14499999955)"
heggen.1309,Heg/Haag,,"LINESTRING (192634.44999999925 352344.1570000015, 192645.9140000008 352344.38699999824, 192652.4299999997 352344.5170000009, 192654.43400000036 352345.2729999982, 192655.79800000042 352346.6719999984, 192657.1649999991 352348.83100000024, 192658.61199999973 352351.3509999998)"
heggen.1310,Heg/Haag,,"LINESTRING (192627.2899999991 352352.4930000007, 192627.27199999988 352344.2030000016, 192630.58999999985 352344.1460000016)"
heggen.1311,Heg/Haag,,"LINESTRING (186899.8660000004 352364.61199999973, 186901.33999999985 352372.15199999884)"
heggen.1312,Heg/Haag,,"LINESTRING (186920.53200000152 352367.85599999875, 186922.9829000011 352381.6953999996)"
heggen.1313,Heg/Haag,,"LINESTRING (193125.30000000075 352385.94200000167, 193100.76000000164 352351.6400000006, 193100.8440000005 352349.45699999854, 193120.23000000045 352344.52800000086, 193137.65199999884 352339.5159999989, 193166.65700000152 352331.59099999815, 193174.67399999872 352329.4629999995, 193192.2410000004 352324.7989999987, 193218.62799999863 352317.3570000008, 193231.74799999967 352313.92599999905, 193218.26300000027 352331.6939999983, 193198.55799999833 352355.91000000015, 193181.26999999955 352377.15399999917, 193174.67399999872 352385.2580000013, 193164.56799999997 352397.6730000004, 193150.13599999994 352415.7280000001, 193147.0789999999 352417.4059999995, 193146.8509999998 352417.5320000015, 193145.95699999854 352415.80099999905, 193145.19299999997 352414.3209999986, 193138.1860000007 352403.87900000066, 193128.9360000007 352390.9510000013)"
heggen.1314,Heg/Haag,,"LINESTRING (192666.70699999854 352389.58199999854, 192669.48099999875 352384.1889999993, 192671.5150000006 352379.8509999998)"
heggen.1315,Heg/Haag,,"LINESTRING (192558.37900000066 352401.37000000104, 192548.55799999833 352356.27699999884, 192546.9149999991 352350.66600000113, 192545.55900000036 352348.27600000054, 192543.23200000077 352346.0560000017, 192541.12700000033 352345.24599999934, 192538.01999999955 352344.7019999996, 192526.58900000155 352344.49500000104, 192498.8040000014 352343.75400000066, 192466.98299999908 352343.4690000005, 192449.12900000066 352343.9070000015, 192441.0940000005 352344.9479999989, 192433.76799999923 352346.4770000018)"
heggen.1316,Heg/Haag,,"LINESTRING (192567.68400000036 352415.71499999985, 192565.95100000128 352408.2989999987, 192561.4990000017 352388.9990000017, 192556.0390000008 352365.5709999986, 192551.26000000164 352345.5460000001)"
heggen.1317,Heg/Haag,,"LINESTRING (193156.92500000075 352418.05700000003, 193174.67399999872 352408.5920000002, 193198.97800000012 352395.6330000013, 193239.2259999998 352373.7049999982, 193251.87099999934 352366.6160000004, 193244.1799999997 352349.1579999998, 193262.76799999923 352339.3900000006, 193263.0390000008 352339.2479999997, 193267.74700000137 352348.493999999)"
heggen.1318,Heg/Haag,,"LINESTRING (192508.84099999815 352434.2419999987, 192525.9609999992 352427.2179999985)"
heggen.1319,Heg/Haag,,"LINESTRING (192554.24799999967 352445.1279999986, 192544.7740000002 352448.6240000017, 192544.19999999925 352453.52699999884, 192546.26000000164 352459.625, 192542.27899999917 352461.06500000134)"
heggen.1320,Heg/Haag,,"LINESTRING (192487.77899999917 352452.33900000155, 192491.7509999983 352461.1860000007, 192492.9690000005 352461.3729999997, 192493.80999999866 352461.9219999984, 192499.35500000045 352459.8520000018, 192499.7049999982 352459.29100000113, 192498.1889999993 352457.0920000002, 192496.4389999993 352455.16099999845, 192494.60399999842 352453.73000000045, 192492.26999999955 352452.56799999997, 192489.59200000018 352452.0520000011, 192488.1889999993 352452.061999999, 192488.09870000184 352452.08480000123)"
heggen.1321,Heg/Haag,,"LINESTRING (192486.89299999923 352453.0399999991, 192490.60399999842 352461.7960000001, 192490.01399999857 352462.83399999887, 192489.97700000182 352463.7100000009, 192484.58399999887 352466.1970000006, 192483.8599999994 352465.76099999994, 192483.12000000104 352462.9200000018, 192482.82400000095 352460.55700000003, 192483.01199999824 352458.5920000002, 192483.51999999955 352456.7039999999, 192484.19000000134 352454.85599999875, 192485.09860000014 352453.65150000155)"
heggen.1322,Heg/Haag,,"LINESTRING (192503.36400000006 352456.9210000001, 192498.57600000128 352445.19999999925)"
heggen.1323,Heg/Haag,,"LINESTRING (192490.36400000006 352464.58399999887, 192484.87099999934 352467.1169999987, 192484.91600000113 352467.91800000146, 192486.33100000024 352469.6719999984, 192487.54300000146 352471.1070000008, 192489.35599999875 352472.5789999999, 192491.48900000006 352473.84699999914, 192493.05600000173 352474.31799999997, 192495.2199999988 352474.26399999857, 192496.70199999958 352474.01300000027, 192492.44200000167 352465.3289999999, 192491.11199999973 352465.19200000167, 192490.36400000006 352464.58399999887)"
heggen.1324,Heg/Haag,,"LINESTRING (192569.061999999 352467.23900000006, 192568.58799999952 352479.8359999992, 192568.1499999985 352486.7569999993, 192567.36800000072 352499.10500000045, 192567.07609999925 352502.0742999986)"
heggen.1325,Heg/Haag,,"LINESTRING (192538.78400000185 352471.1180000007, 192532.1640000008 352473.35599999875)"
heggen.1326,Heg/Haag,,"LINESTRING (192540.23299999908 352472.4930000007, 192533.5309999995 352475.01199999824)"
heggen.1327,Heg/Haag,,"LINESTRING (192497.88699999824 352473.4670000002, 192493.4919999987 352464.7820000015, 192493.9759999998 352463.76099999994, 192494.2109999992 352462.81700000167, 192499.7650000006 352460.5920000002, 192500.29300000146 352460.6640000008, 192500.91099999845 352462.7349999994, 192501.22800000012 352465.1469999999, 192501.09200000018 352467.4479999989, 192500.65399999917 352469.6770000011, 192499.8359999992 352471.56799999997, 192498.9389999993 352472.8189999983, 192497.88699999824 352473.4670000002)"
heggen.1328,Heg/Haag,,"LINESTRING (192556.87799999863 352504.8740000017, 192554.1889999993 352498.94099999964, 192559.62900000066 352496.2950000018, 192559.79800000042 352496.2129999995, 192560.51999999955 352486.2259999998, 192560.6950000003 352483.79399999976, 192562.66200000048 352475.9539999999, 192565.0940000005 352471.2250000015, 192566.48600000143 352468.131000001)"
