FID,naam_laagdefinitie,geometrie
O10002_Open_Strooiroutes.135,Buitengebied,"MULTILINESTRING ((183563.831 497183.59, 183493.685 497255.107, 183459.495 497292.224, 183441.83 497316.089, 183421.367 497344.951, 183403.514 497376.667, 183390.124 497404.759, 183378.666 497435.399, 183372.577 497455.218, 183365.183 497481.307, 183359.442 497510.561, 183355.432 497545.611, 183353.546 497580.984, 183353.785 497608.072, 183357.071 497635.123, 183366.738 497700.418, 183388.597 497818.693, 183423.148 498007.153, 183452.41 498167.289, 183479.903 498316.568, 183500.19 498428.423, 183525.635 498564.831, 183563.245 498770.376, 183599.362 498964.974, 183634.791 499158.111, 183672.426 499364.496, 183702.555 499530.017, 183743.499 499750.359, 183754.136 499809.872, 183759.83 499853.788, 183763.23 499890.628))"
O10002_Open_Strooiroutes.136,Buitengebied,"MULTILINESTRING ((183423.037 497041.297, 183563.831 497183.59))"
O10002_Open_Strooiroutes.137,Buitengebied,"MULTILINESTRING ((176865.653 493986.435, 176768.501 494188.184))"
O10002_Open_Strooiroutes.138,Buitengebied,"MULTILINESTRING ((171921.818 502237.61, 171896.694 502292.796, 171879.957 502335.338, 171860.387 502392.946, 171842.691 502457.548, 171830.517 502523.231, 171821.1 502598.215, 171812.713 502670.946, 171783.14 502935.624, 171768.426 503070.583, 171729.014 503428.123, 171698.848 503819.637, 171681.365 504062.766, 171671.428 504204.599, 171648.241 504528.782, 171613.249 505030.028, 171591.521 505284.846, 171547.056 505718.929, 171525.14 505937.405, 171508.741 506098.647))"
O10002_Open_Strooiroutes.139,Buitengebied,"MULTILINESTRING ((172690.717 508055.557, 172670.194 508025.163))"
O10002_Open_Strooiroutes.140,Buitengebied,"MULTILINESTRING ((172403.74 509727.45, 172371.303 509815.992))"
O10002_Open_Strooiroutes.141,Buitengebied,"MULTILINESTRING ((175745.604 496973.695, 175677.041 497072.681))"
O10002_Open_Strooiroutes.142,Buitengebied,"MULTILINESTRING ((173059.726 498844.91, 172967.628 498774.214, 172608.334 498508.36, 172006.817 498063.128, 171521.338 497702.267, 171494.583 497680.657))"
O10002_Open_Strooiroutes.143,Buitengebied,"MULTILINESTRING ((175677.041 497072.681, 175676.825 497072.993))"
O10002_Open_Strooiroutes.144,Buitengebied,"MULTILINESTRING ((176088.573 495615.638, 176091.944 495625.086, 176095.52 495634.442))"
O10002_Open_Strooiroutes.145,Buitengebied,"MULTILINESTRING ((176079.27 495583.152, 176078.359 495578.936, 176077.519 495574.705, 176076.75 495570.461, 176076.051 495566.205))"
O10002_Open_Strooiroutes.146,Buitengebied,"MULTILINESTRING ((183736.377 497023.869, 183821.894 496948.07, 183851.822 496924.697, 183894.478 496896.698, 183916.526 496883.362, 184062.14 496802.972, 184269.438 496679.767))"
O10002_Open_Strooiroutes.147,Buitengebied,"MULTILINESTRING ((183727.476 497031.941, 183592.646 497154.211, 183563.831 497183.59))"
O10002_Open_Strooiroutes.148,Buitengebied,"MULTILINESTRING ((176372.743 496329.78, 176370.067 496327.59, 176367.422 496325.365, 176364.807 496323.103))"
O10002_Open_Strooiroutes.149,Buitengebied,"MULTILINESTRING ((184044.98 506523.262, 184009.6 506516.548))"
O10002_Open_Strooiroutes.150,Buitengebied,"MULTILINESTRING ((171508.741 506098.647, 171493.134 506252.102))"
O10002_Open_Strooiroutes.151,Buitengebied,"MULTILINESTRING ((173201.959 500336.967, 173106.6 500465.915, 172988.766 500624.08, 172918.17 500728.047))"
O10002_Open_Strooiroutes.152,Wegen,"MULTILINESTRING ((176305.609 505868.587, 176375.13 505829.004))"
O10002_Open_Strooiroutes.153,Wegen,"MULTILINESTRING ((176677.334 504917.582, 176666.212 504927.89, 176657.764 504929.748, 176595.143 504987.781, 176592.46 504996.237, 176511.947 505070.852))"
O10002_Open_Strooiroutes.154,Wegen,"MULTILINESTRING ((175769.162 496421.73, 175796.825 496390.707))"
O10002_Open_Strooiroutes.155,Wegen,"MULTILINESTRING ((175664.651 496442.797, 175699.146 496473.496))"
O10002_Open_Strooiroutes.156,Wegen,"MULTILINESTRING ((177545.897 502861.859, 177502.944 502760.215, 177472.038 502747.371, 177415.443 502608.895))"
O10002_Open_Strooiroutes.157,Wegen,"MULTILINESTRING ((173138.068 508787.817, 172873.59 508393.909))"
O10002_Open_Strooiroutes.158,Wegen,"MULTILINESTRING ((176587.726 503884.517, 176572.178 503933.985))"
O10002_Open_Strooiroutes.159,Wegen,"MULTILINESTRING ((176511.947 505070.852, 176484.558 505089.381))"
O10002_Open_Strooiroutes.160,Wegen,"MULTILINESTRING ((177051.088 505866.093, 176882.267 505962.214))"
O10002_Open_Strooiroutes.161,Wegen,"MULTILINESTRING ((176550.135 505439.793, 176549.787 505438.679, 176549.511 505437.544, 176549.31 505436.394, 176549.182 505435.234, 176549.129 505434.068, 176549.152 505432.901, 176549.25 505431.737, 176549.422 505430.583, 176549.668 505429.442, 176549.987 505428.319, 176550.378 505427.219, 176550.839 505426.146, 176551.368 505425.105, 176551.963 505424.101, 176552.621 505423.136, 176553.34 505422.217, 176554.116 505421.345, 176554.947 505420.525, 176555.829 505419.76, 176556.759 505419.054, 176557.732 505418.409, 176558.744 505417.828, 176559.792 505417.313, 176560.871 505416.867))"
O10002_Open_Strooiroutes.162,Wegen,"MULTILINESTRING ((176705.378 504947.846, 176677.334 504917.582))"
O10002_Open_Strooiroutes.163,Wegen,"MULTILINESTRING ((177873.576 502796.063, 177927.548 502818.316, 178041.411 502770.942, 178062.397 502718.028, 178068.183 502720.63, 178187.391 502670.636))"
O10002_Open_Strooiroutes.164,Wegen,"MULTILINESTRING ((171581.628 507751.729, 171553.925 507711.177))"
O10002_Open_Strooiroutes.165,Wegen,"MULTILINESTRING ((171511.026 507635.791, 171486.555 507582.828))"
O10002_Open_Strooiroutes.166,Wegen,"MULTILINESTRING ((172087.068 508931.109, 172052.389 508908.971))"
O10002_Open_Strooiroutes.167,Wegen,"MULTILINESTRING ((175713.383 504657.821, 175790.612 504682.303))"
O10002_Open_Strooiroutes.168,Wegen,"MULTILINESTRING ((177388.778 502951.994, 177388.22 502949.312))"
O10002_Open_Strooiroutes.169,Wegen,"MULTILINESTRING ((177873.079 503980.714, 177876.607 504005.121))"
O10002_Open_Strooiroutes.170,Wegen,"MULTILINESTRING ((177193.988 503638.371, 177267.905 503631.52))"
O10002_Open_Strooiroutes.171,Wegen,"MULTILINESTRING ((177278.213 504489.171, 177241.878 504429.074))"
O10002_Open_Strooiroutes.172,Wegen,"MULTILINESTRING ((177241.878 504429.074, 177224.588 504393.987))"
O10002_Open_Strooiroutes.173,Wegen,"MULTILINESTRING ((176626.14 505303.248, 176538.787 505321.404))"
O10002_Open_Strooiroutes.174,Wegen,"MULTILINESTRING ((176727.744 505055.445, 176730.488 505047.121))"
O10002_Open_Strooiroutes.175,Wegen,"MULTILINESTRING ((176745.159 505117.691, 176739.321 505111.15))"
O10002_Open_Strooiroutes.176,Wegen,"MULTILINESTRING ((176638.165 505643.272, 176582.588 505478.656, 176572.784 505451.103))"
O10002_Open_Strooiroutes.177,Wegen,"MULTILINESTRING ((178033.839 503991.245, 178108.783 503993.773))"
O10002_Open_Strooiroutes.178,Wegen,"MULTILINESTRING ((177596.624 502858.957, 177613.852 502901.056, 177657.477 502919.015, 177711.062 502897.479, 177680.313 502824.585))"
O10002_Open_Strooiroutes.179,Wegen,"MULTILINESTRING ((177424.779 503160.214, 177451.48 503157.94, 177510.748 503134.861, 177592.91 503166.676, 177685.592 503128.522, 177718.608 503051.327, 177788.955 503021.742, 177789.969 503021.037, 177790.94 503020.274, 177791.866 503019.456, 177792.743 503018.586, 177793.568 503017.667, 177794.338 503016.701, 177795.051 503015.693, 177795.705 503014.645, 177796.297 503013.561, 177796.825 503012.444, 177797.288 503011.299, 177797.684 503010.129, 177798.011 503008.938, 177798.269 503007.73, 177798.457 503006.509, 177798.574 503005.279, 177798.619 503004.045, 177786.23 502972.663, 177781.157 502943.443))"
O10002_Open_Strooiroutes.180,Wegen,"MULTILINESTRING ((177417.095 503343.63, 177427.073 503326.968, 177428.231 503324.789, 177429.32 503322.574, 177430.338 503320.326, 177431.284 503318.046, 177432.157 503315.738, 177432.957 503313.403, 177433.682 503311.044, 177434.332 503308.664, 177434.906 503306.263, 177435.404 503303.846, 177435.825 503301.414, 177436.168 503298.971, 177436.434 503296.517, 177436.739 503284.599, 177419.606 503106.411, 177405.832 503015.537, 177388.778 502951.994))"
O10002_Open_Strooiroutes.181,Wegen,"MULTILINESTRING ((177643.026 504323.092, 177654.902 504327, 177877.65 504279.15, 177920.962 504482.059, 177920.921 504482.818, 177920.805 504483.569, 177920.615 504484.304, 177920.353 504485.018, 177920.021 504485.701, 177919.624 504486.349, 177919.164 504486.954, 177918.647 504487.511, 177918.077 504488.013, 177917.46 504488.457, 177916.802 504488.837, 177916.11 504489.15, 177902.593 504492.219, 177674.133 504541.416))"
O10002_Open_Strooiroutes.182,Wegen,"MULTILINESTRING ((177384.71 503020.543, 177405.832 503015.537))"
O10002_Open_Strooiroutes.394,Wegen,"MULTILINESTRING ((172036.939 508428.923, 171855.463 508161.278))"
O10002_Open_Strooiroutes.395,Wegen,"MULTILINESTRING ((177877.65 504279.15, 177850.16 504007.8))"
O10002_Open_Strooiroutes.183,Wegen,"MULTILINESTRING ((177992.537 502103.501, 177995.643 502202.092, 177996.001 502203.628, 177996.431 502205.146, 177996.933 502206.642, 177997.504 502208.112, 177998.145 502209.554, 177998.853 502210.964, 177999.627 502212.339, 178000.465 502213.675, 178001.365 502214.971, 178002.326 502216.222, 178003.344 502217.427, 178004.419 502218.582, 178038.101 502254.192, 178039.194 502255.421, 178040.235 502256.695, 178041.22 502258.013, 178042.148 502259.371, 178043.018 502260.767, 178043.827 502262.199, 178044.575 502263.664, 178045.26 502265.16, 178062.684 502306.103, 178063.184 502307.137, 178063.624 502308.197, 178064.002 502309.282, 178064.317 502310.386, 178064.568 502311.507, 178064.754 502312.64, 178064.874 502313.782, 178064.929 502314.929, 178064.917 502316.077, 178064.839 502317.223, 178064.696 502318.362, 178057.348 502337.551))"
O10002_Open_Strooiroutes.184,Wegen,"MULTILINESTRING ((177417.095 503343.63, 177457.188 503370.03, 177458.988 503370.85, 177460.816 503371.607, 177462.668 503372.3, 177464.544 503372.927, 177466.441 503373.489, 177468.356 503373.983, 177470.287 503374.411, 177472.233 503374.771, 177474.189 503375.063, 177476.154 503375.286, 177478.126 503375.44, 177480.103 503375.526, 177482.081 503375.542, 177484.058 503375.489, 177609.036 503362.93, 177610.947 503362.728, 177612.865 503362.605, 177614.786 503362.561, 177616.708 503362.596, 177618.626 503362.71, 177620.538 503362.903, 177622.44 503363.175, 177624.33 503363.525, 177626.204 503363.953, 177628.058 503364.457, 177629.89 503365.037, 177907.056 503465.378, 178154.924 503471.025))"
O10002_Open_Strooiroutes.185,Wegen,"MULTILINESTRING ((176059.845 503773.502, 175689.877 503658.028, 175664.354 503646.186, 175638.832 503629.27, 175618.021 503608.124, 175601.137 503579.93, 175590.143 503554.555, 175585.038 503531.435, 175581.112 503454.746, 175579.934 503390.463, 175577.578 503359.167, 175570.174 503320.389, 175568.588 503315.405, 175566.926 503310.447, 175565.189 503305.514, 175563.377 503300.608, 175561.491 503295.73, 175559.53 503290.881, 175557.497 503286.063, 175555.389 503281.276, 175553.21 503276.522, 175550.958 503271.802))"
O10002_Open_Strooiroutes.186,Wegen,"MULTILINESTRING ((178268.634 504205.724, 178256.929 504140.392, 178226.349 504004.608, 178222.85 503979.201, 178194.854 503690.233, 178182.023 503617.921, 178161.026 503528.857, 178159.114 503499.94, 178158.909 503496.51, 178158.627 503493.086, 178158.268 503489.669, 178157.833 503486.26, 178157.322 503482.863, 178156.735 503479.477, 178156.072 503476.106, 178155.334 503472.75, 178154.52 503469.412, 178153.633 503466.093, 178152.671 503462.794, 178151.635 503459.518, 178150.526 503456.266, 178148.643 503452.389, 178146.826 503448.48, 178145.075 503444.541, 178143.391 503440.573, 178141.774 503436.578, 178140.225 503432.555, 178138.744 503428.507, 178137.332 503424.434, 178135.989 503420.339, 178134.715 503416.221, 178133.511 503412.082, 178132.377 503407.923, 178131.314 503403.746, 178130.321 503399.551, 178129.399 503395.341, 178128.549 503391.115, 178080.927 503182.933, 178073.311 503154.534, 178072.969 503152.746, 178072.703 503150.945, 178072.512 503149.134, 178072.398 503147.317, 178072.359 503145.497, 178072.397 503143.677, 178072.512 503141.86, 178072.702 503140.05, 178072.968 503138.249, 178073.309 503136.461, 178073.725 503134.688, 178074.215 503132.935, 178074.778 503131.203, 178075.413 503129.497, 178076.119 503127.819, 178076.895 503126.172, 178077.739 503124.559, 178078.65 503122.983, 178079.626 503121.446, 178080.666 503119.952, 178081.767 503118.502, 178082.928 503117.1, 178084.147 503115.748, 178085.422 503114.448, 178086.75 503113.203, 178088.129 503112.015, 178089.557 503110.885, 178091.03 503109.816, 178092.548 503108.81, 178094.106 503107.868, 178095.702 503106.993, 178204.963 503047.245, 178219.349 503034.122, 178230.625 503019.325, 178241.902 502999.781, 178285.688 502915.456, 178286.428 502912.572, 178287.093 502909.67, 178287.684 502906.752, 178288.2 502903.82, 178288.641 502900.875, 178289.006 502897.921, 178289.296 502894.957, 178289.509 502891.988, 178289.646 502889.014, 178289.707 502886.037, 178289.692 502883.06, 178289.601 502880.084, 178289.433 502877.111, 178289.189 502874.144, 178288.869 502871.184, 178288.474 502868.233, 178282.124 502848.904, 178259.159 502784.425, 178245.008 502761.371, 178230.238 502742.642, 178206.519 502713.047, 178194.076 502688.757, 178178.522 502646.598, 178162.58 502598.856, 178143.139 502505.604, 178130.308 502474.055, 178080.149 502356.514, 178069.262 502344.229, 178057.348 502337.551))"
O10002_Open_Strooiroutes.187,Wegen,"MULTILINESTRING ((178205.327 503798.334, 178272.54 503790.733, 178273.377 503790.602, 178274.222 503790.537, 178275.069 503790.538, 178275.913 503790.607, 178276.75 503790.742, 178277.573 503790.942, 178278.377 503791.207, 178279.159 503791.534, 178279.912 503791.922, 178280.632 503792.369, 178281.315 503792.87, 178305.82 503816.016, 178306.658 503816.809, 178307.543 503817.548, 178308.472 503818.232, 178309.441 503818.857, 178310.447 503819.421, 178311.486 503819.922, 178312.553 503820.358, 178313.646 503820.727, 178314.759 503821.029, 178315.888 503821.261, 178317.03 503821.424, 178318.18 503821.515, 178319.333 503821.536, 178347.195 503821.865, 178384.281 503812.731, 178428.437 503801.936, 178429.552 503801.338, 178430.629 503800.673, 178431.664 503799.945, 178432.653 503799.155, 178433.592 503798.307, 178434.478 503797.404, 178435.308 503796.449, 178436.078 503795.445, 178436.787 503794.397, 178437.431 503793.307, 178438.007 503792.181, 178438.515 503791.022, 178438.951 503789.834, 178439.315 503788.622, 178439.605 503787.39, 178439.82 503786.143, 178439.959 503784.886, 178440.021 503783.622, 178440.007 503782.357, 178439.917 503781.094, 178439.75 503779.84, 178439.508 503778.598, 178439.191 503777.373, 178429.103 503722.209, 178428.87 503720.879, 178428.562 503719.564, 178428.179 503718.269, 178427.724 503716.998, 178427.198 503715.755, 178426.602 503714.543, 178425.938 503713.367, 178425.208 503712.231, 178424.416 503711.138, 178423.562 503710.092, 178393.525 503667.098, 178392.5 503665.553, 178391.541 503663.966, 178390.649 503662.34, 178389.827 503660.678, 178389.074 503658.983, 178388.393 503657.259, 178387.786 503655.507, 178387.252 503653.731, 178386.793 503651.934, 178386.41 503650.12, 178377.385 503603.455, 178377.234 503602.418, 178377.01 503601.395, 178376.715 503600.39, 178376.348 503599.409, 178375.913 503598.456, 178375.412 503597.536, 178374.846 503596.654, 178374.22 503595.814, 178373.535 503595.021, 178372.796 503594.279, 178372.007 503593.591, 178371.17 503592.96, 178370.291 503592.391, 178369.373 503591.885, 178368.423 503591.445, 178367.443 503591.074, 178366.439 503590.774, 178365.417 503590.545, 178296.948 503583.266, 178295.842 503583.123, 178294.749 503582.904, 178293.674 503582.61, 178292.621 503582.243, 178291.596 503581.804, 178290.604 503581.294, 178289.65 503580.718, 178288.738 503580.077, 178287.872 503579.374, 178287.057 503578.613, 178286.297 503577.798, 178285.594 503576.932, 178284.953 503576.02, 178284.377 503575.066, 178283.868 503574.074, 178283.429 503573.049, 178283.062 503571.996, 178263.4 503489.596, 178257.668 503464.732, 178253.832 503430.685, 178253.823 503429.565, 178253.885 503428.446, 178254.015 503427.333, 178254.215 503426.231, 178254.482 503425.143, 178254.817 503424.073, 178255.218 503423.027, 178255.683 503422.008, 178256.211 503421.019, 178256.798 503420.065, 178257.445 503419.15, 178258.146 503418.277, 178258.901 503417.449, 178259.706 503416.669, 178280.066 503402.118, 178281.263 503401.1, 178282.412 503400.028, 178283.511 503398.905, 178284.559 503397.734, 178285.552 503396.516, 178286.489 503395.255, 178287.368 503393.953, 178288.187 503392.611, 178288.944 503391.235, 178289.639 503389.825, 178290.268 503388.385, 178290.832 503386.918, 178291.328 503385.428, 178291.757 503383.916, 178292.116 503382.386, 178292.691 503363.997, 178292.703 503362.541, 178292.645 503361.086, 178292.517 503359.636, 178292.32 503358.193, 178292.053 503356.762, 178291.718 503355.345, 178291.314 503353.946, 178290.844 503352.567, 178290.308 503351.214, 178289.708 503349.887, 178275.628 503313.358, 178275.077 503312.509, 178274.465 503311.703, 178273.795 503310.945, 178273.071 503310.238, 178272.296 503309.587, 178271.475 503308.995, 178270.613 503308.465, 178269.714 503308.001, 178268.782 503307.605, 178267.825 503307.278, 178266.845 503307.024, 178265.849 503306.843, 178264.843 503306.736, 178245.16 503307.043, 178219.416 503311.962, 178218.276 503312.305, 178217.159 503312.719, 178216.07 503313.203, 178215.014 503313.754, 178213.995 503314.37, 178213.017 503315.049, 178212.083 503315.788, 178211.197 503316.584, 178210.364 503317.435, 178209.585 503318.336, 178208.864 503319.284, 178208.205 503320.276, 178207.609 503321.307, 178203.611 503333.551, 178203.118 503334.613, 178202.561 503335.643, 178201.943 503336.637, 178201.265 503337.592, 178200.531 503338.504, 178199.743 503339.37, 178198.904 503340.187, 178198.017 503340.951, 178197.085 503341.66, 178196.112 503342.311, 178195.101 503342.902, 178194.056 503343.43, 178192.981 503343.894, 178191.88 503344.292, 178121.521 503360.392))"
O10002_Open_Strooiroutes.188,Wegen,"MULTILINESTRING ((177388.935 502951.929, 177376.567 502906.668, 177279.967 502680.225, 177265.684 502664.571, 177249.897 502654.045, 177228.472 502643.789, 177205.167 502637.851, 177177.728 502637.851, 177161.941 502637.851, 177137.133 502644.329, 176904.089 502741.762, 176837.74 502578.382))"
