OBJECTID,KDUVORM,KDUHGA1,KDUBOKBO,KDUBOKBE,KDULENGT,KDUBREED,XXXMATER,KDUSOORT,KWKAFSL1,KWKARCH,KWKDATUM,KWKOPME,KWKPLAAN,OSMOMSCH,KWKAFSL2,IWS_MEMO,KWKNAAM,IWS_LEGGERSTATUS,IWS_OH_RENOVATIEJAAR,KDUIDENT,IWS_WATERBEHEERFUNCTIE,IWS_AFST_B,KDUMOEBE,KDUMOEBO,KWKKEREN,OBJECTID_1,KDUIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,Shape__Length,RICHTING
728,1,,8.2,8.2,3.2,0.8,3,2,,,2009,,,Weg met duiker en uitlaat (Steenslag),5,,D4003,1,,D4003,3,2,,,,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,6.57748686635084,
729,1,,1.09,1.1,7.2,0.5,3,,,,,Plan Stouwe,,,4,ijzeren strip noord hoek,,1,,SZ.350-DK972,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.19609032501457,
730,1,,-1.22,-1.22,8.33,0.3,20,4,4,,,,,Dam met duiker en inlaat,4,"25-10-2018 HR Ingemeten. Vierkanten schuif breed 40 cm. Bovenkant hoogte inlaat -0,769 en de onderkant -1,146. Peilvak aangepast.",,1,,RV.35-D46,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.33337890703105,
731,1,,,,6.4,0.3,20,,,,,,,,4,,,1,,DV.10.34-D1,3,2,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.43328075618448,
732,1,,0.72,0.63,11,0.6,3,,4,,1990,,,zie memoveld,,"Meetspijker damwand oost.zijde Buldersleiding
rvs schuif 60x60 met spindel (een onderdoorlaat).
Laagste peil is +0.60 m NAP, hoogste peil is +1.20 m NAP
Damwand gerenoveerd maart 2012
",Buldersweg,1,,DV.10.44-D631,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.9965171322117,
733,1,,-1.04,,36.3,0.8,3,,4,,,,,inlaat De Riete,,"JosK , 27-10-2015 ; lengte ingevuld ivm. migratie Geonis
TN 28-01-13: aanvullende meting 1136.738 
Stedelijk water kampen, getekend n.a.v. kaart 2 beheer watersysteem en luchtfoto.",Inlaat De Riete,1,,RB.26-D279,3,2,,,1,,,Waterschap,Gewoon en buitengewoon,,,36.305944874015,
734,1,,3.06,3.06,12.6,1,3,,4,,,Midden-West,Drosteweg,,4,Meetspijker in stuw bij peilschaal zuidkant Drosteweg,,1,,SW.55.50-D862,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,12.6105051263086,
735,1,,0.68,0.68,10.5,0.6,3,,4,,,,,zie memoveld,,"Meetspijker in damwand bij peischaal oostkant Bulderswe
rvs schuif 60x60 met spindel (een onderdoorlaat).
Laagste peil is +0.60 m NAP, hoogste peil is +1.20 m NAP
damwanf vernieuwd maart 2012
",,1,,DV.10.50-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.5607206872235,
736,1,,1.2,1.2,48.8,0.6,21,,4,,,,,,,,,1,,SW.20.169-D41,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,48.8000000007451,
737,99,,,,,,98,,4,,,,,,,,,1,,SW.55.1-D949,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Onbekend,Onbekend,9.45182414678075,
738,1,,,,139.4,0.3,20,,5,,,,,,,,,1,,AS.85.12-D420,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,139.360980183205,
739,2,1.25,4.6,4.6,11.25,1.75,3,,2,Besteksnr. 1793,2020,,,,4,"Dit is de hoogte van de andere inlaat. 914A. Hoogte bout. Bout is een onderdeel van de damwand. Bout zit op de noordwestkant.
2006 trap + valbeugel geplaatst

Inlaat 
Min kruinhoogte 4,70
Max kruinhoogte 5,20
Breedte 1,40
Hoofd Beton De rest is RVS",914 DIEVERBRUG (KIN),1,2020,914 DIEVERBRUG (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,11.7277064058211,
740,2,0.85,3.4,2.9,2.81,0.85,1,,4,,2009,,Bovenweg,Inlaat,,"februari 2007 situatie in 1 geheel vernieuwd( waren 3 objecten , nu pvc .50 cm duiker in beton duiker onder de Bovenweg. lengte is nu ongeveer 23 meter  (HL) nieuwe KWT inlaat met V doorlaat",1715I BOVENWEG (KIN),2,,1715I BOVENWEG (KIN),3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,2.81035574226311,
741,1,,-2.08,-2.08,148.48,0.6,3,4,4,,,zie ook informatie Put,,Dam met duiker met een put en inlaatfunctie,,"Inlaat 
Alles RVS qua materiaal.
Min hoogte is -1,37
Max hoogte is -0,84
Breedte is 0,40",VH80I5,1,,VH80I5,3,2,,,,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud van de gehele dam (grondlichaam),74.2379132274441,
742,1,,-1.44,-1.44,25,0.5,3,,,,1962,zie memo veld,,,,"Afsluitmiddel    = schuif
Materiaalsoort = staal",duiker Brouwer,1,,MW.10.10-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,24.9626950320682,
743,,,,,,,,,5,,,bermsloot,,uitlaat duiker (1 duiker met IWK_09_90),,,uitlaat duiker Hessenweg,1,,IWK-09-0060,3,2,,,1,,,Provincie,Gewoon en buitengewoon en constructie,,,5.9887177269477,
744,,,,,,,,,4,,,inlaat nabij Baarlo,"Staphorster Grote Stouwe, Hamingen",inlaat,,,IWK-901-0030,1,,IWK-901-0030,3,2,,,1,,,Staatsbosbeheer,Gewoon en buitengewoon en constructie,,,24.3686700362746,
745,1,,1.85,1.85,10,0.5,20,,5,,,,duiker Hekkert,,,Meetspijker in afsluitbare duiker,duiker Hekkert,1,,IWK-5304-NNNN,3,2,,,1,,,Waterschap,Gewoon en buitengewoon,,,9.9997619941474,
746,1,,,-1.48,10.22,0.4,20,2,4,,,,,Frensensteeg,,,,1,,766431I,3,,,,,,,Waterschap,Geheel onderhoud,,,10.2224724981757,
747,1,,,,22.9,0.2,20,,4,,,,,,,,,1,,BW.5-D54,3,2,,,1,,,Rijkswaterstaat,Gewoon en buitengewoon en constructie,,,22.9053815756822,
748,1,,0.48,0.48,37,0.5,21,,4,,,,,inlaat Koeppelallee,,,inlaat Koeppelalle,1,,SW.20.98-D1,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,37.9302443982438,
749,2,1.25,-1.4,-1.4,58,2,3,,4,,1987,zie memo veld,,Inlaatduiker s Heerenbroek,4,"Afsluitmiddel    = Dubbele schuif
Materiaalsoort = Aluminium met RVS in kuststofgeleiding",Inlaatduiker s Heerenbroek,1,,MB-D63,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,57.5668603060851,
750,1,,,,24.5,0.2,20,,4,,,,,,,,,1,,BW.5-D1,3,2,,,1,,,Rijkswaterstaat,Gewoon en buitengewoon en constructie,,,24.5248305960367,
751,1,,-1.2,-1.12,25,0.5,3,,4,,1960,zie memo veld,"Nesweg, Kampereiland (Seveningen)",uitlaat,4,"Afsluitmiddel   = KST Schuif
Materiaalsoort = Aluminium en kunstof

Schuif wegzijde is weg (Lekt langs pot)",uitlaat buitenpolder Seveningen,1,,GA.5-D35,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,25.7485394536685,
752,2,1.5,-1.1,-1.1,35.8,2,3,,4,,1986,zie memo veld,,inlaat De Zande,4,"Afsluitmiddel    = Schuif
Materiaalsoort = RVS
Schuif zit op schobalk
vervolg metadata
JosK , 7-10-2015 ; lengte ingevuld ivm. migratie Geonis
Duiker aangepast ahv. inspectieboek Afsluitbare duiker 2009 (JosK 24-02-2011)",Inlaat De Zande,1,,KV.70.172-D40,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,35.8330625472925,
753,1,,-0.93,-0.91,17,0.5,3,,4,,1961,,"Grotenhuis Oudedijk, Mandjeswaard",inlaat,4,"Vlotterton geplaatst in 1996

Afsluitmiddel    = Schuif
Materiaalsoort = Staal","inlaatduiker Grotenhuis, Mandjeswaard",1,,MW.20-D17,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,16.6447457167405,
754,1,,-1.48,-1.48,27.5,0.6,3,,4,,1950,zie memo veld,kettingweg Genemuiden,,4,"Meetspijker op beton deksteen boven schuif - Stuw Kettingweg
Afsluitmiddel    = Schuif
Materiaalsoort = Gietijzer",inlaat kettingweg,1,,VR.5-D49,3,2,,,1,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,27.9720901063213,
755,1,,-1.09,-1.09,24.5,0.5,3,,4,,1962,zie memo veld,"Pieperweg, Polder de Pieper",inlaat,4,"Duikermateriaal  = Beton en PVC
Afsluitmiddel       = Aluminium schuif
Materiaalsoort    = Aluminium
vervolg metadata:
20200122FT: Naam gewijzigd op verzoek van Lenthe Leene.
JosK , 14-10-2015 ; lengte aangepast ivm. migratie Geonis
Inspectieboek Afsluitbare duiker 2009 (JosK 23-02-2011)",inlaat Pieper,1,,VR.10.64-D33,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,24.5284186093834,
756,1,,2.45,2.45,26,3,20,,4,,,,"De Oude Mars, Hessum",uitlaat,,,uitlaat Hessum,1,,OV.65.2-D1A,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,25.9592083841164,
757,1,,6.45,6.45,4.6,0.3,98,,5,,,Dijkverbetering Platvoet-Rande,,,5,,Persleiding gemaal Platvoet,1,,PV-D4,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.06450156908307,
758,1,,15.81,15.81,2.37,0.4,3,4,,,,,,Dam met duiker en inlaat,,"Op 05-07-2018 Inlaat ingemeten HR.
Let op door een slechte ontvangst satelieten kunnen de gemeten punten afwijken.
Het meetpunt is daarom niet geheel betrouwbaar.
Bovenop de betonnen duiker ligt een kleine PV duiker Rond 0,11 Lengte 2,38. Instroom 15,801 Uitstroom 15,698
Alles in te zien op de foto.",WA318I1,1,,WA318I1,3,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,2.20440649785672,
