NAAM;OMSCHRIJVING;BUURTNAAM;BUURTCODE;WIJKNAAM;WIJKCODE;STADSDEELNAAM;STADSDEELCODE;GEMEENTECODE;GEBIED;KWALITEIT;COUNTER;GUID
Hamerstraat;Hamerstraat;;;Centrum;28;;;;;residentiekwaliteit;211;{4306F5C8-545E-4AB0-A6D7-F1D8B1140F9B}
Herderinnestraat;Herderinnestraat;;;Centrum;28;;;;;residentiekwaliteit;212;{A93AF84B-F13B-4E19-B769-731C3B464549}
Katerstraat;Katerstraat;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;213;{21847C1E-09A5-4D51-9570-5529DA58B5BF}
Kockstraat;Kockstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;214;{A64D6144-C9C9-443B-B08F-486072D0E944}
Dora Tamanastraat;Dora Tamanastraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;215;{55B42B4C-0F87-4368-85C4-10836C12134E}
Gedempte Gracht;Gedempte Gracht;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;188;{2F0E36DC-C616-4FDF-9984-E5E8FA4581C2}
Bezemstraat;Bezemstraat;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;189;{A6C9ED0A-32F1-4F34-AE9D-A741EED4C926}
St. Jacobstraat;St. Jacobstraat;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;190;{7E1B256C-5754-4183-A667-0AD9C6C26553}
Kranestraat;Kranestraat;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;191;{9E617E87-0D78-418E-87FE-7EC2AAACDB10}
Huijgenspark;Huijgenspark;;;Stationsbuurt;27;;;;Grachtengordel;hofstadkwaliteit;192;{DFB1E17C-41A4-4842-BC28-BD54B22F2632}
Kikkerstraat;Kikkerstraat;;;Stationsbuurt;27;;;;Grachtengordel;hofstadkwaliteit;193;{C27EDA9C-F8AD-495D-8B0A-FE27C1B08485}
Bierkade;Bierkade;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;194;{8071526B-947B-4B12-A33E-B537C833DB16}
Aprochestraat;Aprochestraat;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;195;{266A2FDC-7AA4-4E1F-8783-6E23DB7214F8}
Bierstraat;Bierstraat;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;196;{AE815D7C-071E-4AFE-A521-CBD78B0971B2}
Amsterdamse Veerkade;Amsterdamse Veerkade;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;197;{98496066-BA00-4A57-98DD-846F36AF69DF}
Spui;Spui;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;198;{E3D0D799-AC1D-4DE9-9568-6AC6172DD8EB}
Nieuwe Molstraat;Nieuwe Molstraat;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;199;{17E4DD1F-A1CB-41C5-898A-45A91E19B9AA}
Stille Veerkade;Stille Veerkade;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;200;{502EB147-DCF7-49BF-9397-5EE59D2E4DF2}
Dunne Bierkade;Dunne Bierkade;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;201;{BEBDB615-D0DF-47EF-AE35-470F9902646C}
Abraham Amptstraat;Abraham Amptstraat;;;Stationsbuurt;27;;;;;residentiekwaliteit;202;{F9179E4F-062D-4F7D-84F8-54C05E1E453D}
Repelaerstraat;Repelaerstraat;;;Stationsbuurt;27;;;;;residentiekwaliteit;203;{C66397A1-698E-4FAD-946E-87081FED2FF2}
Van der Duynstraat;Van der Duynstraat;;;Stationsbuurt;27;;;;;residentiekwaliteit;204;{AE37D146-754F-4E9E-BB06-7ADC814F52FB}
Van Hogendorpstraat;Van Hogendorpstraat;;;Stationsbuurt;27;;;;;residentiekwaliteit;205;{E2D438A2-21FA-4076-AA90-1AB44D21FC47}
Hoge Zand;Hoge Zand;;;Centrum;28;;;;;residentiekwaliteit;153;{559CB361-DFF6-491D-8F47-5C8D09FD64C6}
Rode Leeuwstraat;Rode Leeuwstraat;;;Centrum;28;;;;;residentiekwaliteit;154;{02449668-8ADC-4C6C-B329-487CDEB520C5}
Spijkermakersstraat;Spijkermakersstraat;;;Centrum;28;;;;;residentiekwaliteit;155;{E4DA907E-11C8-46D0-A7F7-F967ABDB550F}
Buitenom;Buitenom;;;Centrum;28;;;;;residentiekwaliteit;156;{7DB1B0D8-E399-4212-9168-5ACB7C7263D3}
Houtzagerssingel;Houtzagerssingel;;;Schildersbuurt;29;;;;Grachtengordel;hofstadkwaliteit;157;{ADB44A28-9642-42EF-9811-1EE3B4D10DD5}
Rembrandtstraat;Rembrandtstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;158;{6BB5C0ED-BA87-49D6-94B6-7268BE28DDE5}
Binnendoor;Binnendoor;;;Centrum;28;;;;;residentiekwaliteit;159;{D90125CB-B2C6-407C-8692-33521BC79FB0}
Olienberg;Oliënberg;;;Centrum;28;;;;;residentiekwaliteit;160;{88E2D881-4FBD-4C15-8B8C-984234CE3865}
Prinsegracht;Prinsegracht;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;161;{7BDE901F-5CBB-42F4-AE9C-0DCD07ED6384}
Lage Nieuwstraat;Lage Nieuwstraat;;;Centrum;28;;;;;residentiekwaliteit;162;{984BB803-5B97-40CF-8097-536563AFBDFE}
Vaillantplein;Vaillantplein;;;Schildersbuurt;29;;;;;residentiekwaliteit;163;{EDE0D2EB-60C1-4900-984F-F25DE0BBE300}
Rozenburgstraat;Rozenburgstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;164;{BECEFE18-5647-4723-B0DC-04E02EF535EB}
's-Gravenzandelaan;'s-Gravenzandelaan;;;Schildersbuurt;29;;;;;residentiekwaliteit;165;{4869657E-DF16-48B6-AA83-C8025637BDF9}
Zoutkeetsingel;Zoutkeetsingel;;;Schildersbuurt;29;;;;;residentiekwaliteit;166;{978B61C3-3B67-4E63-BE25-E1D9B4A15F8A}
Blekerslaan;Blekerslaan;;;Centrum;28;;;;;residentiekwaliteit;167;{E506D5A3-0B7D-4AD3-A09E-882D5664ADCA}
Jacobastraat;Jacobastraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;168;{592853C1-379D-4DFC-AB0F-3BDF7E117047}
Schapenlaan;Schapenlaan;;;Schildersbuurt;29;;;;;residentiekwaliteit;169;{8B3F1005-3829-478E-ACC7-36C02D0FE5FB}
Van Ostadestraat;Van Ostadestraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;232;{086049E3-6CBF-444C-BDF9-D9CA1DCE1F89}
Jacob Jordaensstraat;Jacob Jordaensstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;233;{733D350E-5A69-461C-94CA-DFCB3E034694}
Abraham Bloemaertstraat;Abraham Bloemaertstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;234;{341BFB60-B7F0-43D1-AB49-2DB536A2F49B}
Paulus Potterstraat;Paulus Potterstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;235;{423E993F-B6E0-4B37-A474-BFDFAB91F5E8}
Jan Lievensstraat;Jan Lievensstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;236;{4E9A32C1-24D4-4BA3-B917-11E0B690BF51}
Nicolaas Penninghof;Nicolaas Penninghof;;;Schildersbuurt;29;;;;;residentiekwaliteit;237;{B64AED52-C1F3-42C4-935F-5F6A8212E4D1}
Jacob Jordaensplein;Jacob Jordaensplein;;;Schildersbuurt;29;;;;;residentiekwaliteit;238;{0D43280E-3E57-444F-9209-EECDDFD7F2A0}
Hooftskadelaan;Hooftskadelaan;;;Schildersbuurt;29;;;;;residentiekwaliteit;239;{9DCE40D9-1AF6-4D97-BC47-47C5CDE039A1}
Doedijnstraat;Doedijnstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;240;{B8D18D0D-961B-44AB-A585-E7507C0A66AA}
Van Bassenstraat;Van Bassenstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;241;{E2AF5BBB-7F0B-44A8-ACCD-636DEA8372AD}
Rijswijksestraat;Rijswijksestraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;242;{1A7E92D8-2692-4D0A-8025-38DBE44069EC}
Koningstraat;Koningstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;243;{680EF1D3-7B51-467A-B861-83230C6962F3}
Bakhuizenstraat;Bakhuizenstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;244;{C3140642-A91A-4BFC-BADC-76F0B107F282}
Engelenburgstraat;Engelenburgstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;258;{63E7B1D1-247D-4B69-A29E-B8837ABB2A9A}
Joubertplantsoen;Joubertplantsoen;;;Transvaalkwartier;30;;;;;residentiekwaliteit;259;{DF79757C-3AFA-4943-97CC-F4C4FA33C4E2}
Smitstraat;Smitstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;260;{5FF496C2-780A-4D4C-9BFB-822007FDE268}
Joubertstraat;Joubertstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;261;{6F68A467-435E-4F12-B062-8B39C7CB3F03}
Pretoriusstraat;Pretoriusstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;262;{245192C5-0F64-45F0-BB9E-BF26C33C6901}
Krusemanstraat;Krusemanstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;263;{8EF72B84-4496-4592-BDB5-F50357E28C84}
Jacob van Campenstraat;Jacob van Campenstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;264;{08D8A610-9B71-414C-9940-4B4E7853A5DB}
Snijdersstraat;Snijdersstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;245;{20D88920-5BD4-4B5A-9DCC-C71ECCB7FC94}
Seghersstraat;Seghersstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;246;{EF5451D6-D1E9-4655-91EB-5B4191D94CFB}
Herderslaan;Herderslaan;;;Schildersbuurt;29;;;;;residentiekwaliteit;247;{5AE7080F-B554-4BE3-8D5B-F6D00A4F7561}
Rubensstraat;Rubensstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;248;{BF05742A-26F8-4CD6-B19F-4E6AAE38CB53}
Hobbemastraat;Hobbemastraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;249;{FCB9E458-6617-4E41-8EAA-AF9DE0C69802}
Van Mierisstraat;Van Mierisstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;250;{CF8E0ABF-6EAC-4953-8D3C-F2A6B7B3EE52}
Pieter Lastmanstraat;Pieter Lastmanstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;251;{379C1706-7DFE-4813-BC2B-8479168893F8}
Jan van Gojenstraat;Jan van Gojenstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;252;{282440B5-D9F2-4D9E-B6D1-E8A43F88DFE7}
Hendrick Goltziusstraat;Hendrick Goltziusstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;253;{D65EFC21-77DB-40DC-BDEF-3940C8CB5452}
Van Dijckstraat;Van Dijckstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;254;{B58EF81C-D456-430F-A947-4D0F9C893FF4}
Van Ravesteinstraat;Van Ravesteinstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;255;{1D73943A-39C3-40B0-AF33-61697CDA5C70}
Judith Leysterstraat;Judith Leysterstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;256;{71C673B9-A73B-4401-A3C7-301C19C57A66}
Uitenhagestraat;Uitenhagestraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;257;{E4A685D7-DFFD-4E8E-9A2D-2D4EE7AE4975}
Steijnlaan;Steijnlaan;;;Transvaalkwartier;30;;;;;residentiekwaliteit;216;{BED8A031-B4B7-4DB4-AA68-AB9489C99811}
Ruth Firstplein;Ruth Firstplein;;;Transvaalkwartier;30;;;;;residentiekwaliteit;217;{35FECA75-341A-453E-9324-0A9145842B8D}
Christiaan de Wetstraat;Christiaan de Wetstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;218;{4127BD6D-C7B7-4D1C-808C-0FD29857C9C7}
Bothastraat;Bothastraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;219;{741F87C6-6CD2-42AC-A200-D614A111D978}
Cronjestraat;Cronjéstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;220;{B38F49F9-1E75-45BB-BB00-0FECEE4D0FCA}
Cilliersstraat;Cilliersstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;221;{A0C7F00A-03B7-4B24-9301-CAD8A5C5597E}
Retiefstraat;Retiefstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;222;{260D7A7C-5043-4274-8DDD-5AA734108FA3}
Hertzogstraat;Hertzogstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;223;{07908C15-53B6-465B-872A-8F2CE46C2338}
Kritzingerstraat;Kritzingerstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;224;{2453A4FA-9EA1-40B2-B8EB-3BDAE7B73BEB}
Brandtstraat;Brandtstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;225;{B0A96F41-0955-4F69-B30B-9971ED0726FA}
Wateringsestraat;Wateringsestraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;226;{C8B53C5A-5E8A-4802-937E-EC046784752E}
Delftselaan;Delftselaan;;;Schildersbuurt;29;;;;;residentiekwaliteit;227;{9435B8D3-FDB6-41B2-8199-A6031D3151CD}
Van der Neerstraat;Van der Neerstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;228;{A541D32E-8A84-4DDE-BC16-D7A0CDD07D36}
Netscherstraat;Netscherstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;229;{D41B1E2E-BDBF-44BD-B72E-363F2EE493A0}
Van de Veldestraat;Van de Veldestraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;230;{D6B79973-80AC-4DBC-A3EF-EB8D96A20328}
Ruijsdaelstraat;Ruijsdaelstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;231;{77310D2C-91E9-4CC9-AD3E-F0DFF188BABB}
Van Osstraat;Van Osstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;265;{6C4F3F25-E84D-4516-A325-6217F4898077}
Schelfhoutstraat;Schelfhoutstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;266;{10D5EA8A-3AFE-42FA-8209-1D74E9236607}
Wijnand Nuyenstraat;Wijnand Nuyenstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;267;{A4C97EEC-0698-4B30-95BB-952563058350}
Hoppenbrouwersstraat;Hoppenbrouwersstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;268;{72F11FBB-36DB-4A30-881B-8175236F7BB9}
Jan Tooropstraat;Jan Tooropstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;269;{7E87E5E7-7E91-472D-AAB0-0A9D4EE69EBD}
Bosboomstraat;Bosboomstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;270;{AC33A655-8C07-4AFC-B701-3D25D768D43A}
Jacob Marisstraat;Jacob Marisstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;271;{B0339F13-4C76-4889-A8FF-1DBFD88BF145}
Van der Helststraat;Van der Helststraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;272;{671001D4-91CC-4DEF-997E-FBA16AF8091C}
David Blesstraat;David Blesstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;273;{F6C83C49-6089-46E9-8E3B-8559A1194B53}
Hoefkade;Hoefkade;;;Schildersbuurt;29;;;;;residentiekwaliteit;274;{E2CACB38-A26A-4B3F-B420-B273ED43F592}
Vaillantlaan;Vaillantlaan;;;Schildersbuurt;29;;;;;residentiekwaliteit;275;{DA62E432-651D-468F-AC89-E4EDED9FBC31}
Verspronckstraat;Verspronckstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;276;{72198E12-A685-4FAD-843A-5B501342A007}
Telexstraat;Telexstraat;;;Groente- en Fruitmarkt;37;;;;;residentiekwaliteit;295;{BCE14CA5-66D7-4149-858D-ADFFFB743AA2}
Fruitweg;Fruitweg;;;Groente- en Fruitmarkt;37;;;;;residentiekwaliteit;296;{BE6ACE27-8632-4A7F-A5A9-F1A68533FB13}
Twentstraat;Twentstraat;;;Centrum;28;;;;;residentiekwaliteit;297;{9C0D49EF-AC1C-4CEE-88FC-37C9A8E508E4}
Z.H.B.-hoven;Z.H.B.-hoven;;;Centrum;28;;;;;residentiekwaliteit;298;{BABA215F-8AE2-4D47-B512-92A3C90AD830}
Spaarnedwarsstraat;Spaarnedwarsstraat;;;Stationsbuurt;27;;;;;residentiekwaliteit;299;{951F9D04-0173-43E8-99DF-21617FB65C97}
Wellingtonstraat;Wellingtonstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;300;{5A343CE5-85F1-43E4-B95E-F4B70BA13485}
Westenbergstraat;Westenbergstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;301;{C7857526-6263-4666-970A-D27938AAD8F3}
Waterloostraat;Waterloostraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;302;{743FDC5B-77F0-4F35-BFEA-A57AF939E49B}
Kemperstraat;Kemperstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;303;{842E009C-6C8B-4425-9EB5-8102FAA791DE}
Tullinghstraat;Tullinghstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;304;{F50A47B6-8E09-4046-BCFE-4E9F8FDE8263}
Falckstraat;Falckstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;305;{836810CB-05EF-48F6-A857-95BD70C91FAF}
Naaldwijksestraat;Naaldwijksestraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;306;{055515D3-0D84-4EF1-9359-285BC6965EA8}
Koninginnestraat;Koninginnestraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;307;{2BBF6A38-5A71-4C68-9D9D-287726061486}
Stationsplein;Stationsplein;;;Stationsbuurt;27;;;;Grachtengordel;hofstadkwaliteit;308;{43212F36-9AAA-43C1-B027-CB1CF176D15F}
Kraijenhoffstraat;Kraijenhoffstraat;;;Stationsbuurt;27;;;;;residentiekwaliteit;309;{14E324F2-4D70-4A09-89C4-24AAEA20A07C}
Jan Blankenstraat;Jan Blankenstraat;;;Stationsbuurt;27;;;;;residentiekwaliteit;310;{11BD30DB-64A6-4E08-B3D7-C5DCD7FFFAFD}
Fischerstraat;Fischerstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;311;{E34F8706-CDD7-4B93-B297-054A54C81184}
Jacob Catsstraat;Jacob Catsstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;327;{A88A18B9-C0A7-486B-A718-9F76490B1DE2}
Wouwermanstraat;Wouwermanstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;328;{DB6CF4FC-50A1-4118-A40C-9B6C8E9808EC}
Joris van der Haagenstraat;Joris van der Haagenstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;329;{9BB36A65-FFFE-4AD0-9196-5E31A277C465}
Rochussenstraat;Rochussenstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;330;{48A8B8B8-E56D-49C8-9A03-8EA4FF958517}
Rochussenhof;Rochussenhof;;;Schildersbuurt;29;;;;;residentiekwaliteit;331;{70B8CFD1-FADE-4536-9724-5D49F34CBAC5}
Jan Steenstraat;Jan Steenstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;332;{F2A428A8-E620-4794-9005-F66F6A0E5FF8}
Albert Cuypstraat;Albert Cuypstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;333;{410E4EF7-D89B-4390-9C26-19070448D7D2}
Langnekstraat;Langnekstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;312;{5A912A74-11C0-4970-B950-5D5B37CE02D2}
Hoflandplein;Hoflandplein;;;Groente- en Fruitmarkt;37;;;;;residentiekwaliteit;313;{10E7E9C7-E357-4128-9A86-C47271CDFDE9}
Saenredamstraat;Saenredamstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;314;{8494932F-1E4F-4787-B074-685CF96C5EEC}
Abraham van Beyerenstraat;Abraham van Beyerenstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;315;{E5218A11-ECA1-4623-B8D1-3A4161A0CBEC}
Mijtensstraat;Mijtensstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;316;{696300B0-EC03-4BBD-9B84-C60CED0819EF}
Van der Lissestraat;Van der Lissestraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;317;{5ACB762C-69FB-4070-83FF-0CA68703E8B7}
Fabritiusstraat;Fabritiusstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;318;{3A79CE46-0FD8-47B2-BBBC-32BDAE2D924D}
Vollevensstraat;Vollevensstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;319;{8C402F84-A496-4EC4-BA47-FEC4704BDB09}
Houckgeeststraat;Houckgeeststraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;320;{FC1D6A41-0647-4CB2-B106-08C85B3705DC}
Parallelweg;Parallelweg;;;Stationsbuurt;27;;;;;residentiekwaliteit;321;{9B2A7539-3381-40DC-AFC3-87ED77F8A4EF}
Frans Halsstraat;Frans Halsstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;322;{B0D16298-5B7E-459F-8057-FD5749732414}
Ter Borchstraat;Ter Borchstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;323;{EBE644CD-81EF-4B8A-BAFD-682E1EFEEE84}
Ferdinand Bolstraat;Ferdinand Bolstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;324;{6714103A-F6D7-435E-9276-96987815CC04}
Gabriel Metsustraat;Gabriël Metsustraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;325;{E248699F-CF1E-44A9-A2DE-86CCD51A4FF9}
Suze Robertsonstraat;Suze Robertsonstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;326;{AA9C35FF-D0EB-4E4A-9787-80AA84975518}
Govert Flinckstraat;Govert Flinckstraat;;;Schildersbuurt;29;;;;;residentiekwaliteit;277;{EB5976CE-F688-439D-93A6-73FAD486ACEB}
Schalk Burgerstraat;Schalk Burgerstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;278;{4690E84D-5CD8-4B7C-8AC5-C8FC9CFEE460}
Wolmaransstraat;Wolmaransstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;279;{487F692E-9B76-4193-97F6-1BF4D48CED17}
Kaapseplein;Kaapseplein;;;Transvaalkwartier;30;;;;;residentiekwaliteit;280;{7DACEFD5-06F6-4FAD-90FD-77670DC7E3DA}
Kaapstraat;Kaapstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;281;{BC921901-E40B-4587-B1B1-F9925A20AB88}
Springfonteinstraat;Springfonteinstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;282;{120557AA-C263-4EFA-A560-79B7198E24FF}
Vrijstaathof;Vrijstaathof;;;Transvaalkwartier;30;;;;;residentiekwaliteit;283;{2D232E7E-FE52-4BE1-84AF-1C8360865844}
Viljoenstraat;Viljoenstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;284;{9ADB95BA-150F-47A9-8E5E-BAA107CD5DA2}
Tafelbergstraat;Tafelbergstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;285;{F0AFAFD7-10E4-4CBB-BEE7-001AF110F631}
Majubastraat;Majubastraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;286;{BD3C1353-A864-4EC9-B08D-CFB93E400C05}
Spionkopstraat;Spionkopstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;287;{9F3EB395-876D-4903-B2A8-89B77A386D91}
Rondebosstraat;Rondebosstraat;;;Transvaalkwartier;30;;;;;residentiekwaliteit;288;{CB07EFF7-30DA-41B6-AC24-EF6DE84D31D7}
Marktweg;Marktweg;;;Groente- en Fruitmarkt;37;;;;;residentiekwaliteit;289;{5FF285DB-5B8B-483E-BBAC-C610039E48CF}
Groenteweg;Groenteweg;;;Schildersbuurt;29;;;;;residentiekwaliteit;290;{94A680DC-7B38-4388-AE2D-B2FA47F73E4D}
Energiestraat;Energiestraat;;;Groente- en Fruitmarkt;37;;;;;residentiekwaliteit;291;{7A0554F9-3056-473F-9FE6-E6C7BC064B71}
Dynamostraat;Dynamostraat;;;Groente- en Fruitmarkt;37;;;;;residentiekwaliteit;292;{023733B8-97CA-4F06-9D77-FC6156C2264D}
Radarstraat;Radarstraat;;;Groente- en Fruitmarkt;37;;;;;residentiekwaliteit;293;{8F97AE17-AAAB-4EA7-AF73-502C5516A3ED}
Televisiestraat;Televisiestraat;;;Groente- en Fruitmarkt;37;;;;;residentiekwaliteit;294;{276B1AB6-FD97-4845-96D7-56F963ADB90E}
Plein 1813;Plein 1813;;;Willemspark;23;;;;Grachtengordel;hofstadkwaliteit;345;{9EF3D93A-79F3-4728-B46A-2FFA7CC7738E}
Alexanderstraat;Alexanderstraat;;;Willemspark;23;;;;Grachtengordel;hofstadkwaliteit;346;{E97DC7A0-DABD-4BD5-8193-D309AE614BC5}
De Ruijterstraat;De Ruijterstraat;;;Zeeheldenkwartier;22;;;;;residentiekwaliteit;347;{22428EED-C76B-46EF-919C-DAF01A171332}
Anna Paulownastraat;Anna Paulownastraat;;;Zeeheldenkwartier;22;;;;;residentiekwaliteit;348;{4B21319F-1270-4C24-A5FD-F53ED6974115}
Zeestraat;Zeestraat;;;Willemspark;23;;;;Grachtengordel;hofstadkwaliteit;349;{63017073-7E19-4DDB-807D-3F4A13B920B7}
Timorstraat;Timorstraat;;;Archipelbuurt;5;;;;;residentiekwaliteit;350;{0363CF4E-3E9F-4578-B598-5DCF63476F4B}
Amstelstraat;Amstelstraat;;;Stationsbuurt;27;;;;;residentiekwaliteit;351;{D99962FE-19E5-43B3-93BF-AA9BC63D2FD1}
Waalstraat;Waalstraat;;;Stationsbuurt;27;;;;;residentiekwaliteit;352;{EFF4691D-2DE4-45D4-B0FC-8A1669CBBCDD}
IJsselstraat;IJsselstraat;;;Stationsbuurt;27;;;;;residentiekwaliteit;353;{2360CE63-EBF1-40F2-8D8D-BC7B75189080}
Casuariestraat;Casuariestraat;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;354;{91AB9745-0B0E-46A0-8603-3425BE75364F}
Prins Hendrikstraat;Prins Hendrikstraat;;;Zeeheldenkwartier;22;;;;;residentiekwaliteit;368;{1B92789A-F68A-4E7E-8510-975F3BEDAE88}
Roggeveenstraat;Roggeveenstraat;;;Zeeheldenkwartier;22;;;;;residentiekwaliteit;369;{62A74367-4E9A-4D60-AC08-EFAB54D9A411}
Parkstraat;Parkstraat;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;370;{272CA226-E397-4281-98A6-B60E24D5CA64}
Bankastraat;Bankastraat;;;Archipelbuurt;5;;;;;residentiekwaliteit;355;{EE1DDC65-FCC0-4B97-A4CF-B83CC7F95EC1}
Mauritskade;Mauritskade;;;Willemspark;23;;;;Grachtengordel;hofstadkwaliteit;356;{2EACD57B-B3B2-428D-BF29-B6375CA020E8}
Laan van Roos en Doorn;Laan van Roos en Doorn;;;Willemspark;23;;;;Grachtengordel;hofstadkwaliteit;357;{B8971172-DE06-462A-8FF7-85512B521601}
Hooigracht;Hooigracht;;;Willemspark;23;;;;Grachtengordel;hofstadkwaliteit;358;{D5BD2B95-57F9-4DF2-B790-BC9DF3C6A7BA}
Hooistraat;Hooistraat;;;Centrum;28;;;;Grachtengordel;hofstadkwaliteit;359;{5D22ADFC-8E07-46B7-A884-443919895C25}
