FID,omschr,type_div,hectobord,afritnr,afritnaam,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
divergenties_kenmerk.1231,Haarlemmermeer-aansluiting,U,58.0a,38,'HELDEN'VBW. a,R,57.85100174,067,KPK0001143888,I,,POINT (196066.4294999987 376647.5271999985)
divergenties_kenmerk.1232,Haarlemmermeer-aansluiting,U,58.6c,38,'HELDEN'VBW. c,R,58.79199982,067,KPK0001143891,I,,POINT (197012.89939999953 376674.66699999943)
divergenties_kenmerk.1234,Halfklaverblad-aansluiting,U,65.1a,39,'VENLO-TRADEPORT WEST'VBW. a,R,64.92299652,067,KPK0001143896,I,,POINT (202822.82649999857 378489.4321000017)
divergenties_kenmerk.1235,Halfklaverblad-aansluiting,U,65.4c,39,'VENLO-TRADEPORT WEST'VBW. c,R,65.55200195,067,KPK0001143897,I,,POINT (203447.8114 378609.42280000076)
divergenties_kenmerk.1236,Klaverbladknooppunt,U,68.0m,,'KP.ZAARDERHEIKEN'VENRAY RANG.BAAN m,R,67.80999756,067,KPK0001143902,I,,POINT (205681.97789999843 378496.6405000016)
divergenties_kenmerk.1237,T-aansluiting halfklaverblad,D,58.3a,27,'HAGESTEIN'VBW. a,R,58.25,027,KPK0001138868,I,,POINT (136033.38549999893 444754.8709000014)
divergenties_kenmerk.1238,T-aansluiting halfklaverblad,U,58.6c,27,'HAGESTEIN'VBW. c,R,58.7120018,027,KPK0001138876,I,,POINT (136099.8449999988 445223.5379999988)
divergenties_kenmerk.1239,T-aansluiting halfklaverblad,U,67.8a,29,'HOUTEN'VBW. a,R,67.77700043,027,KPK0001138916,I,,POINT (137619.68519999832 448980.9844999984)
divergenties_kenmerk.1240,T-aansluiting halfklaverblad,D,68.1c,29,'HOUTEN'VBW. c,R,68.30000305,027,KPK0001138918,I,,POINT (137809.49399999902 449460.3969999999)
divergenties_kenmerk.1241,Pseudo Overig volledig knooppunt,U,70.3r,,'KP.LUNETTEN'ARNHEM VBW. r,R,69.98699951,027,KPK0001138933,I,,POINT (138212.6090000011 451088.3209999986)
divergenties_kenmerk.1242,Pseudo Klaverbladknooppunt,U,78.7e,,'KP.RIJNSWEERD'GRONINGEN VBW. e,R,78.50099945,027,KPK0001138954,I,,POINT (139291.1897 454309.63859999925)
divergenties_kenmerk.1243,,U,0.0#,,BUSBAAN,R,13.46199989,012,KPK0001132068,I,,POINT (92454.48519999906 451472.3867999986)
divergenties_kenmerk.1244,,U,0.0#,,BUSBAAN,R,13.70699978,012,KPK0001132078,I,,POINT (92711.28539999947 451458.2740000002)
divergenties_kenmerk.1245,Haarlemmermeer-aansluiting,U,15.5a,7,'ZOETERMEER'VBW. a,R,15.29300022,012,KPK0001132086,I,,POINT (94265.44619999826 451194.8663999997)
divergenties_kenmerk.1246,Haarlemmermeer-aansluiting,U,18.5c,8,'BLEISWIJK'VBW. c,R,18.69199944,012,KPK0001132137,I,,POINT (97418.53420000151 449916.3522000015)
divergenties_kenmerk.1247,T-knooppunt,U,68.0f,,'KP.GALDER'TILBURG VBW. f,R,68.17299652,016,KPK0001137311,I,,POINT (110459.35979999974 392784.8929999992)
divergenties_kenmerk.1248,Niet indeelbaar,U,71.1a,14,'IND. BREDA 6000-7000'VBW. a,R,70.98400116,016,KPK0001137322,I,,POINT (110148.52679999918 389995.71759999916)
divergenties_kenmerk.1249,Pseudo Klaverbladknooppunt,U,80.0m,,'KP.RIJNSWEERD'DE BILT RANG.BAAN m,R,79.96299744,027,KPK0001138976,I,,POINT (139571.75719999894 455716.1959999986)
divergenties_kenmerk.1250,Pseudo Klaverbladknooppunt,D,81.2n,,'KP.RIJNSWEERD'RIJNSWEERD RANG.BAAN n,R,81.31099701,027,KPK0001138990,I,,POINT (139071.59650000185 456985.01889999956)
divergenties_kenmerk.1251,Haarlemmermeer-aansluiting,U,86.6c,32,'BILTHOVEN'VBW. c,R,86.73899841,027,KPK0001139053,I,,POINT (139531.96350000054 462136.03400000185)
divergenties_kenmerk.1252,Haarlemmermeer-aansluiting,U,22.9a,9,'ZEVENHUIZEN'VBW. a,R,22.82299995,012,KPK0001132189,I,,POINT (101209.28830000013 448307.80110000074)
divergenties_kenmerk.1253,Haarlemmermeer-aansluiting,U,23.1c,9,'ZEVENHUIZEN'VBW. c,R,23.20400047,012,KPK0001132191,I,,POINT (101579.59019999951 448231.4257999994)
divergenties_kenmerk.1254,T-knooppunt,D,27.0h,,'KP.GOUWE'HOEK VAN HOLLAND VBW. h,R,27.23900032,012,KPK0001132245,I,,POINT (105467.2098999992 448784.84430000186)
divergenties_kenmerk.1255,Pseudo Overig volledig knooppunt,U,5.3p,,'KP.PR.CLAUSPLEIN'BREDA VBW. p,R,5.44799995,012,KPK0001133568,I,,POINT (85045.82039999962 452523.74859999865)
divergenties_kenmerk.1256,Haarlemmermeer-aansluiting,U,0.0#,,'IND.FOREPARK'VBW. #,R,8.39500046,012,KPK0001133602,I,,POINT (87466.68499999866 452235.35599999875)
divergenties_kenmerk.1257,Pseudo T-knooppunt,U,24.2c,19,'KP.DE STOK'ROOSENDAAL-WEST VBW. c,R,24.31699944,017,KPK0001137325,I,,POINT (88869.78880000114 394239.2408999987)
divergenties_kenmerk.1258,T-aansluiting Haarlemmermeer,D,93.9c,33,'HILVERSUM'VBW. c,R,94.08499908,027,KPK0001139110,I,,POINT (142329.46379999816 468824.66739999875)
divergenties_kenmerk.1259,Pseudo Klaverbladknooppunt,U,97.7w,,'KP.EEMNES'AMERSFOORT VBW. w,R,97.8219986,027,KPK0001139162,I,,POINT (144808.7674999982 471513.24489999935)
divergenties_kenmerk.1260,Pseudo Klaverbladknooppunt,U,98.4s,,'KP.EEMNES'HILVERSUM-NOORD VBW. s,R,98.63300323,027,KPK0001139163,I,,POINT (145230.82539999858 472185.05220000073)
divergenties_kenmerk.1261,Halfklaverblad-aansluiting,U,29.0c,11,'GOUDA'VBW. c,R,29.13100052,012,KPK0001132280,I,,POINT (107107.2712999992 449620.72459999844)
divergenties_kenmerk.1262,Haarlemmermeer-aansluiting,U,33.0a,12,'REEUWIJK'VBW. a,R,32.85900116,012,KPK0001132320,I,,POINT (109707.7212000005 452268.76889999956)
divergenties_kenmerk.1263,Pseudo T-knooppunt,U,35.2s,,'KP.BODEGRAVEN'LEIDEN VBW. s & BS.PPL.+ REST.,R,35.44900131,012,KPK0001132361,I,,POINT (111822.88720000163 453405.11740000173)
divergenties_kenmerk.1264,Haarlemmermeer-aansluiting,U,0.0#,,BS. PPL. 'HELLEVLIET',R,51.64400101,012,KPK0001133615,I,,POINT (127669.27400000021 454806.2410000004)
divergenties_kenmerk.1265,Pseudo Overig volledig knooppunt,D,57.1r,,'KP.OUDENRIJN'S-HERTOGENBOSCH VBW. r,R,57.0019989,012,KPK0001133624,I,,POINT (132788.26350000128 453244.440200001)
divergenties_kenmerk.1266,Pseudo Overig volledig knooppunt,U,0.0#,,'KP.OUDENRIJN'RING UTRECHT(WEST) VBW. v,R,57.61999893,012,KPK0001133628,I,,POINT (133353.49269999936 453015.91479999945)
divergenties_kenmerk.1267,Halfklaverblad-aansluiting,U,59.0a,16,'NIEUWEGEIN'VBW. a,R,58.91699982,012,KPK0001133653,I,,POINT (134576.24870000035 452587.53500000015)
divergenties_kenmerk.1268,Haarlemmermeer-aansluiting,U,60.9a,18,'HOOGRAVEN'VBW. a,R,60.7179985,012,KPK0001133670,I,,POINT (136330.2826000005 452204.6228)
divergenties_kenmerk.1269,Pseudo Overig volledig knooppunt,U,62.3e,,'KP.LUNETTEN'RING UTRECHT BREDA VBW. e,R,62.13999939,012,KPK0001133675,I,,POINT (137703.0267000012 451812.3090999983)
divergenties_kenmerk.1270,Pseudo Overig volledig knooppunt,U,57.2q,,'KP.OUDENRIJN'MAARSSEN (N230) VBW. q,R,57.31700134,012,KPK0001133686,I,,POINT (133405.38100000098 453512.8823999986)
divergenties_kenmerk.1271,Pseudo Overig volledig knooppunt,D,57.9q,,'KP.OUDENRIJN''S-HERTOGENBOSCH VBW. q,R,58.07899857,012,KPK0001133694,I,,POINT (133816.3563000001 452943.5784999989)
divergenties_kenmerk.1272,Pseudo Overig volledig knooppunt,U,57.4w,,'KP.OUDENRIJN''s-HERTOGENBOSCH VBW. w,R,57.51399994,012,KPK0001133701,I,,POINT (133305.60060000047 453083.1897)
divergenties_kenmerk.1273,Pseudo Overig volledig knooppunt,U,58.2s,,'KP.OUDENRIJN'RING-WEST AMSTERDAM VBW. s,R,58.45999908,012,KPK0001133712,I,,POINT (134168.4811999984 452769.7800000012)
divergenties_kenmerk.1274,Pseudo T-knooppunt,U,25.1j,,'KP.DE STOK'BREDA VBW. j,R,24.8409996,017,KPK0001137329,I,,POINT (88580.57470000163 393806.2291000001)
divergenties_kenmerk.1275,,U,4.9p,,PPL.'BAZIUS',R,4.78399992,017,KPK0001137351,I,,POINT (100650.1884999983 409167.90370000154)
divergenties_kenmerk.1276,Halfklaverblad-aansluiting,U,7.6a,25,'ZEVENBERGEN'VBW. a,R,7.2329998,017,KPK0001137354,I,,POINT (98721.98779999837 407728.6341000013)
divergenties_kenmerk.1277,T-knooppunt,U,9.9e,,'KP.NOORDHOEK'ZIERIKZEE VBW. e,R,9.66399956,017,KPK0001137358,I,,POINT (97081.86070000008 405937.7184000015)
divergenties_kenmerk.1278,T-knooppunt,U,10.2k,,'KP.NOORDHOEK'FIJNAART VBW. k,R,10.29899979,017,KPK0001137360,I,,POINT (96583.24069999903 405537.35770000145)
divergenties_kenmerk.1279,Halfklaverblad-aansluiting,U,12.8c,24,'STANDDAARBUITEN'VBW. c,R,12.85900021,017,KPK0001137366,I,,POINT (94553.62150000036 403969.6411000006)
divergenties_kenmerk.1280,,U,15.8m,,BS.PPL.'t HOL',R,15.72299957,017,KPK0001137371,I,,POINT (93332.46449999884 401474.6057999991)
divergenties_kenmerk.1281,Halfklaverblad-aansluiting,U,15.0c,23,'STAMPERSGAT'VBW. c,R,15.05300045,017,KPK0001137372,I,,POINT (93532.86710000038 402105.5973000005)
divergenties_kenmerk.1282,Haarlemmermeer-aansluiting,U,17.0a,22,'OUDENBOSCH'VBW. a,R,16.93000031,017,KPK0001137376,I,,POINT (92986.6046999991 400318.3830999993)
divergenties_kenmerk.1283,Halfklaverblad-aansluiting,U,19.3a,21,'OUD GASTEL-IND.BORCHWERF'VBW. a,R,19.19599915,017,KPK0001137379,I,,POINT (91738.4774999991 398458.5885999985)
divergenties_kenmerk.1284,Halfklaverblad-aansluiting,U,19.8c,21,'OUD GASTEL-IND.BORCHWERF'VBW. c,R,19.91699982,017,KPK0001137382,I,,POINT (91287.45230000094 397887.5560000017)
divergenties_kenmerk.1285,Haarlemmermeer-aansluiting,U,12.3a,6,'MAASDIJK-OOST'VBW. a,R,12.13000011,020,KPK0001137415,I,,POINT (75511.51480000094 441538.3231000006)
divergenties_kenmerk.1286,Pseudo Halfklaverblad-aansluiting,U,100.2c,34,'EEMNES'VBW. c,R,100.37000275,027,KPK0001139186,I,,POINT (145520.0758999996 473886.18560000136)
divergenties_kenmerk.1287,,U,0.0#,,BS.PPL. 'EEMAKKER',R,101.4509964,027,KPK0001139191,I,,POINT (145855.4199000001 474912.00140000135)
divergenties_kenmerk.1288,,U,101.9q,,BS.PPL.'t VEENTJE',R,102.09300232,027,KPK0001139192,I,,POINT (146092.76199999824 475514.1700000018)
divergenties_kenmerk.1289,T-aansluiting halfklaverblad,U,104.1a,35,'HUIZEN'VBW. a,R,103.94999695,027,KPK0001139198,I,,POINT (147079.63940000162 477079.6975999996)
divergenties_kenmerk.1290,Haarlemmermeer-aansluiting,U,114.3c,37,'ALMERE HOUT'VBW. c,R,114.37999725,027,KPK0001139208,I,,POINT (151330.41919999942 485017.06610000134)
divergenties_kenmerk.1291,T-knooppunt,U,117.9r,,'KP.ALMERE'GRONINGEN VBW. r,R,117.71099854,027,KPK0001139210,I,,POINT (149428.3376000002 487746.0661999993)
divergenties_kenmerk.1292,Haarlemmermeer-aansluiting,U,39.7a,13,'NIEUWERBRUG'VBW. a,R,39.61999893,012,KPK0001132412,I,,POINT (115948.73099999875 453066.0760000013)
divergenties_kenmerk.1293,Haarlemmermeer-aansluiting,U,40.2c,13,'NIEUWERBRUG'VBW. c,R,40.35300064,012,KPK0001132423,I,,POINT (116654.61300000176 453374.76199999824)
divergenties_kenmerk.1294,Halfklaverblad-aansluiting,U,45.9c,14,'WOERDEN'VBW. c,R,45.97000122,012,KPK0001132483,I,,POINT (122179.66200000048 453938.1629999988)
divergenties_kenmerk.1295,Halfklaverblad-aansluiting,U,60.3c,17,'TRANSFERIUM WESTRAVEN'VBW. c,R,60.3730011,012,KPK0001133732,I,,POINT (136025.4321999997 452371.2468000017)
divergenties_kenmerk.1296,Pseudo Overig volledig knooppunt,U,63.2f,,'KP.LUNETTEN'RING UTRECHT (OOST) VBW. f,R,63.30799866,012,KPK0001133754,I,,POINT (138850.86789999902 452130.3103)
divergenties_kenmerk.1297,Pseudo Overig volledig knooppunt,D,0.0#,,'KP.LUNETTEN'RING UTRECHT AMERSFOORT VBW. p,R,62.51800156,012,KPK0001133781,I,,POINT (138067.43310000002 451711.250599999)
divergenties_kenmerk.1298,T-knooppunt,U,128.7c,,'KP.WATERBERG'ARNHEM-NOORD VBW. c,R,128.89599609,012,KPK0001133806,I,,POINT (192360.0487000011 447521.3905000016)
divergenties_kenmerk.1299,Niet indeelbaar,U,0.0#,,'ZEVENAAR',R,142.54499817,012,KPK0001133828,I,,POINT (202769.0064000003 439510.0406000018)
divergenties_kenmerk.1300,Haarlemmermeer-aansluiting,U,16.6a,7,'MAASSLUIS'VBW. a,R,16.52199936,020,KPK0001137468,I,,POINT (77960.56049999967 438021.57339999825)
divergenties_kenmerk.1301,Pseudo Overig volledig knooppunt,D,24.4u,,'KP.KETHELPLEIN'RING-WEST ROTTERDAM-ZUID VBW. u,R,24.64800072,020,KPK0001137525,I,,POINT (85824.71689999849 438011.0931000002)
divergenties_kenmerk.1302,Klaverbladknooppunt,D,37.1s,,'KP.GORINCHEM'GORINCHEM VBW. s,R,37.19499969,027,KPK0001139235,I,,POINT (124991.79910000041 429062.5408000015)
divergenties_kenmerk.1303,Klaverbladknooppunt,D,36.6r,,'KP.GORINCHEM'GORINCHEM-OOST VBW. r,R,36.40800095,027,KPK0001139239,I,,POINT (124817.65879999846 428294.01779999956)
divergenties_kenmerk.1304,Haarlemmermeer-aansluiting,U,0.0#,,'BS + PPL DE KNOEST',R,65.43699646,027,KPK0001139282,I,,POINT (136560.57889999822 446894.2245000005)
divergenties_kenmerk.1305,Pseudo Overig volledig knooppunt,U,70.7w,,'KP.LUNETTEN'ARNHEM VBW. w,R,70.72000122,027,KPK0001139290,I,,POINT (138334.3740000017 451815.15300000086)
divergenties_kenmerk.1306,Pseudo Overig volledig knooppunt,D,71.4s,,'KP.LUNETTEN'RING UTRECHT VBW. s,R,71.53600311,027,KPK0001139291,I,,POINT (138348.26900000125 452630.39499999955)
divergenties_kenmerk.1307,,U,50.3a,14a,'HARMALEN'VBW. a + BS.PPL.'BIJLEVELD',R,50.18799973,012,KPK0001132525,I,,POINT (126192.38859999925 454759.60269999877)
divergenties_kenmerk.1308,Haarlemmermeer-aansluiting,U,51.9c,14a,'HARMELEN'VBW. c + BS.PPL.'HELLEVLIET',R,51.99100113,012,KPK0001132544,I,,POINT (128013.50600000098 454717.6625000015)
divergenties_kenmerk.1309,Haarlemmermeer-aansluiting,D,54.3c,15,'DE MEERN'VBW. c,R,54.63199997,012,KPK0001132576,I,,POINT (130537.30600000173 453910.01139999926)
divergenties_kenmerk.1310,Pseudo Overig volledig knooppunt,D,3.9q,,'KP.PR.CLAUSPLEIN'UTRECHT VBW. q,R,4.11999989,013,KPK0001133877,I,,POINT (84758.9662999995 451896.39550000057)
divergenties_kenmerk.1311,Pseudo Overig volledig knooppunt,U,28.7a,,'KP.KLEINPOLDERPLEIN'ROTTERDAM-OVERSCHIE VBW. a,R,28.55500031,020,KPK0001137610,I,,POINT (89400.31850000098 438278.3328000009)
divergenties_kenmerk.1312,Pseudo Overig volledig knooppunt,D,28.9t,,'KP.KLEINPOLDERPLEIN'AMSTERDAM VBW. t,R,28.81100082,020,KPK0001137630,I,,POINT (89612.97170000151 438416.50470000133)
divergenties_kenmerk.1313,Pseudo Overig volledig knooppunt,D,58.4u,,'KP.OUDENRIJN'RING UTRECHT AMSTERDAM VBW. u,R,58.5,012,KPK0001132620,I,,POINT (134186.99570000172 452719.44029999897)
divergenties_kenmerk.1314,Pseudo Overig volledig knooppunt,D,63.5y,,'RING-ZUID'RANG.BAAN y,R,63.77399826,012,KPK0001132678,I,,POINT (139282.6158999987 452330.5291999988)
divergenties_kenmerk.1315,,U,0.0#,,BS.PPL.'DE FORTEN',R,65.01599884,012,KPK0001132693,I,,POINT (140448.0826999992 452648.2716999985)
divergenties_kenmerk.1316,Pseudo T-aansluiting Haarlemmermeer,U,0.0#,18a,'HOUTEN-OOST'VBW. g,R,66.09200287,012,KPK0001132694,I,,POINT (141518.23820000142 452648.8625999987)
divergenties_kenmerk.1317,Halfklaverblad-aansluiting,U,67.7c,19,'BUNNIK'VBW. c,R,67.84400177,012,KPK0001132696,I,,POINT (143259.78649999946 452399.6180000007)
divergenties_kenmerk.1318,Halfklaverblad-aansluiting,D,0.0#,8,'DELFT-NOORD'VBW. a,R,6.84700012,013,KPK0001133894,I,,POINT (84288.63910000026 449502.9807999991)
divergenties_kenmerk.1319,Haarlemmermeer-aansluiting,U,9.6c,9,'DELFT'VBW. c,R,9.7840004,013,KPK0001133944,I,,POINT (85984.7778000012 447099.749400001)
divergenties_kenmerk.1320,T-aansluiting Haarlemmermeer,U,10.7a,10,'DELFT-ZUID'VBW. a,R,10.44999981,013,KPK0001133946,I,,POINT (86267.14479999989 446499.19249999896)
divergenties_kenmerk.1321,T-aansluiting Haarlemmermeer,U,11.6c,10,'DELFT-ZUID'VBW. c,R,11.67399979,013,KPK0001133966,I,,POINT (86579.38049999997 445315.23000000045)
divergenties_kenmerk.1322,Pseudo Overig volledig knooppunt,D,29.7s,,'KP.KLEINPOLDERPLEIN'AMSTERDAM VBW. s,R,29.83200073,020,KPK0001137648,I,,POINT (90507.53880000114 438922.72949999943)
divergenties_kenmerk.1323,Haarlemmermeer-aansluiting,U,31.0c,14,'ROTTERDAM-SCHIEBROEK'VBW. c,R,31.06800079,020,KPK0001137669,I,,POINT (91615.59059999883 439443.4010999985)
divergenties_kenmerk.1324,Pseudo Haarlemmermeer-aansluiting,U,32.3a,15,'ROTTERDAM-CROOSWIJK'VBW. a,R,32.15299988,020,KPK0001137680,I,,POINT (92677.59530000016 439631.1779000014)
divergenties_kenmerk.1325,Pseudo T-knooppunt,D,34.9r,,'KP.TERBREGSEPLEIN'RING-OOST R'DAM-OOST VBW.r,R,34.72800064,020,KPK0001137715,I,,POINT (95134.9849999994 440285.26139999926)
divergenties_kenmerk.1326,Halfklaverblad-aansluiting,U,1.8a,17,'KADOELEN'VBW. a,R,1.67400002,010,KPK0001131168,I,,POINT (122442.85550000146 492586.2159000002)
divergenties_kenmerk.1327,Halfklaverblad-aansluiting,U,1.8c,17,'KADOELEN'VBW. c,R,1.97599995,010,KPK0001131169,I,,POINT (122698.93160000071 492420.46649999917)
divergenties_kenmerk.1328,Halfklaverblad-aansluiting,U,3.8a,16,'NOORD'VBW. a,R,3.6400001,010,KPK0001131201,I,,POINT (124020.25319999829 491420.12370000035)
divergenties_kenmerk.1329,Halfklaverblad-aansluiting,U,4.6c,16,'NOORD'VBW. c,R,4.73400021,010,KPK0001131213,I,,POINT (124997.58210000023 490920.3024000004)
divergenties_kenmerk.1330,T-aansluiting Haarlemmermeer,D,7.2c,15,'SCHELLINGWOUDE'VBW. c,R,7.37099981,010,KPK0001131214,I,,POINT (126572.56210000068 488856.4323000014)
divergenties_kenmerk.1331,Haarlemmermeer-aansluiting,U,71.7c,20,'DRIEBERGEN'VBW. c,R,73.09999847,012,KPK0001132789,I,,POINT (148319.5080000013 452993.8720000014)
divergenties_kenmerk.1332,Halfklaverblad-aansluiting,U,43.0c,17,'NIEUWERKERK A/D IJSSEL'VBW. c,R,43.20399857,020,KPK0001137827,I,,POINT (102548.09099999815 444104.5780999996)
divergenties_kenmerk.1333,Halfklaverblad-aansluiting,U,9.8a,14,'ZEEBURG'VBW. a,R,9.60000038,010,KPK0001131338,I,,POINT (126722.87029999867 486687.6640999988)
divergenties_kenmerk.1334,Pseudo T-knooppunt,U,11.3p,,'KP.WATERGRAAFSMEER'WATERGRAAFSMEERVBW. p,R,11.14900017,010,KPK0001131348,I,,POINT (126214.33339999989 485236.8033999987)
divergenties_kenmerk.1335,Pseudo T-knooppunt,U,11.4t,,'KP.WATERGRAAFSMEER'HENGELO VBW. t,R,11.30000019,010,KPK0001131349,I,,POINT (126161.31899999827 485095.48039999977)
divergenties_kenmerk.1336,Halfklaverblad-aansluiting,U,9.9c,14,'ZEEBURG'VBW. c,R,10.07299995,010,KPK0001131350,I,,POINT (126588.02679999918 486233.7511)
divergenties_kenmerk.1337,Pseudo T-knooppunt,D,4.1#,,'KP.WATERGRAAFSMEER'HENGELO (RW1),R,12.09200001,010,KPK0001131383,I,,POINT (125797.10040000081 484382.5555000007)
divergenties_kenmerk.1338,Pseudo Haarlemmermeer-aansluiting,U,77.5a,21,'MAARN'VBW. a,R,77.3239975,012,KPK0001132833,I,,POINT (152538.08570000157 453013.5353000015)
divergenties_kenmerk.1339,Halfklaverblad-aansluiting,U,80.8a,22,'MAARSBERGEN'VBW. a,R,80.60700226,012,KPK0001132841,I,,POINT (155622.70899999887 452043.1673000008)
divergenties_kenmerk.1340,Halfklaverblad-aansluiting,U,81.4c,22,'MAARSBERGEN'VBW. c,R,81.54699707,012,KPK0001132879,I,,POINT (156501.67210000008 451707.2884000018)
divergenties_kenmerk.1341,,U,0.0#,,BS.PPL.'BLOEMHEUVEL'+ REST.,R,84.90000153,012,KPK0001132887,I,,POINT (159831.25129999965 451393.85880000144)
divergenties_kenmerk.1342,,U,0.0#,,BS.PPL.'OUDENHORST',R,85.75499725,012,KPK0001132888,I,,POINT (160691.1499999985 451344.88599999994)
divergenties_kenmerk.1343,Haarlemmermeer-aansluiting,U,91.5a,23,'VEENENDAAL-WEST'VBW. a,R,91.3010025,012,KPK0001132915,I,,POINT (166147.76819999889 450476.9215000011)
divergenties_kenmerk.1344,Haarlemmermeer-aansluiting,U,91.5c,23,'VEENENDAAL-WEST'VBW. c,R,91.59999847,012,KPK0001132916,I,,POINT (166494.28229999915 450483.8244000003)
divergenties_kenmerk.1345,Haarlemmermeer-aansluiting,U,46.5c,18,'MOORDRECHT'VBW. c,R,46.68199921,020,KPK0001137871,I,,POINT (104708.89059999958 446759.625)
divergenties_kenmerk.1346,Haarlemmermeer-aansluiting,U,13.1c,13,'AMSTERDAM-WATERGRAAFSMEER'VBW. c,R,13.21700001,010,KPK0001131407,I,,POINT (125111.05449999869 483505.1689000018)
divergenties_kenmerk.1347,Halfklaverblad-aansluiting,U,13.9a,12,'AMSTERDAM-CENTRUM'VBW. a,R,13.63199997,010,KPK0001131421,I,,POINT (124719.38399999961 483368.0520000011)
divergenties_kenmerk.1348,Halfklaverblad-aansluiting,U,14.7a,11,'AMSTERDAM-OVERAMSTEL'VBW. a,R,14.59500027,010,KPK0001131422,I,,POINT (123884.42540000007 482896.6292000003)
divergenties_kenmerk.1349,Pseudo Klaverbladknooppunt,U,15.4t,,'KP.AMSTEL'EINDHOVEN VBW. t,R,15.32999992,010,KPK0001131423,I,,POINT (123240.96429999918 482540.22670000046)
divergenties_kenmerk.1350,Halfklaverblad-aansluiting,U,17.4a,9,'AMSTERDAM-BUITENVELDERT'VBW. a,R,17.26499939,010,KPK0001131424,I,,POINT (121554.75030000135 483057.5406999998)
divergenties_kenmerk.1351,Halfklaverblad-aansluiting,U,13.9c,12,'AMSTERDAM-CENTRUM'VBW. c,R,14.05300045,010,KPK0001131425,I,,POINT (124363.93430000171 483141.0592)
divergenties_kenmerk.1352,Halfklaverblad-aansluiting,D,14.8c,11,'AMSTERDAM-OVERAMSTEL'VBW. c,R,14.91300011,010,KPK0001131426,I,,POINT (123611.93879999965 482724.36939999834)
divergenties_kenmerk.1353,Halfklaverblad-aansluiting,U,103.5c,23a,'VEENENDAAL'VBW. c,R,103.60600281,012,KPK0001132974,I,,POINT (168331.8973999992 449908.54360000044)
divergenties_kenmerk.1354,Halfklaverblad-aansluiting,U,7.7#,,'KP.MAANDERBROEK'AMERSFOORT (RW30),R,106.35099792,012,KPK0001133013,I,,POINT (170678.6495999992 448482.179299999)
divergenties_kenmerk.1355,Halfklaverblad-aansluiting,D,19.9c,8,'AMSTERDAM-OUD ZUID'VBW. c,R,20.01199913,010,KPK0001131524,I,,POINT (118986.91569999978 483450.53599999845)
divergenties_kenmerk.1356,Haarlemmermeer-aansluiting,U,21.4a,7,'AMSTERDAM-SLOTERVAART'VBW. a,R,21.25900078,010,KPK0001131561,I,,POINT (117851.90430000052 483633.13639999926)
divergenties_kenmerk.1357,Pseudo Haarlemmermeer-aansluiting,U,0.0#,4,'AMSTERDAM-BOS EN LOMMER'VBW. n,R,26.09600067,010,KPK0001131582,I,,POINT (118057.70399999991 488433.59690000117)
divergenties_kenmerk.1358,Halfklaverblad-aansluiting,U,109.3c,24,'EDE'VBW. c,R,109.41999817,012,KPK0001133046,I,,POINT (173489.87189999968 447354.7531000003)
divergenties_kenmerk.1359,,U,0.0#,,BS.PPL.'DE BUUNDERKAMP',R,116.12000275,012,KPK0001133117,I,,POINT (179898.85779999942 448171.3123999983)
divergenties_kenmerk.1360,,U,0.0#,,PPL.'t GINKELSE ZAND',R,117.21600342,012,KPK0001133138,I,,POINT (180998.85539999977 448214.69040000066)
divergenties_kenmerk.1361,Halfklaverblad-aansluiting,U,119.4a,25,'OOSTERBEEK'VBW. a,R,119.24299622,012,KPK0001133153,I,,POINT (183012.15410000086 448274.43299999833)
divergenties_kenmerk.1362,Pseudo Overig volledig knooppunt,U,154.9j,,'KP.VALBURG'OBERHAUSEN VBW. j,R,154.852005,015,KPK0001136263,I,,POINT (181252.0773999989 435519.2595000006)
