Waarde,Unieke paginaweergaves,Paginaweergaves,Totale tijd gespendeerd door de bezoekers (in sec),Aangeklikt in zoekresultaten,nb_hits_with_time_generation,min_time_generation,max_time_generation,Binnenkomsten,Acties na het hier in te voeren.,Totale tijd gespendeerd(in sec)na het hier in te voeren.,Bounces,Vertrekken,Unieke bezoekers (dagelijks totaal),Unieke ingangen (dagelijks totaal),Unieke uitgangen (dagelijks totaal),Gem. tijd op pagina,Bounce Ratio,Exit ratio,Gem. generatie tijd,Metadata: url,Metadata: segment,
openbaar-vervoer/station-vaartsche-rijn/index,248,311,32424,,230,0.001,5.419,171,505,43618,115,179,244,168,176,131,67%,72%,0.704,http://www.utrecht.nl/openbaar-vervoer/station-vaartsche-rijn/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fopenbaar-vervoer%2Fstation-vaartsche-rijn%2F,
stadsparken-en-landgoederen/index,248,332,24524,5,235,0.001,5.09,156,859,57175,39,75,246,154,73,99,25%,30%,0.682,http://www.utrecht.nl/stadsparken-en-landgoederen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstadsparken-en-landgoederen%2F,
welzijn/onderwijs/onderwijsbeleid/leerplicht/index,248,362,38920,10,284,0.001,15.5,178,800,62249,72,124,242,173,121,157,40%,50%,0.637,http://www.utrecht.nl/welzijn/onderwijs/onderwijsbeleid/leerplicht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fonderwijs%2Fonderwijsbeleid%2Fleerplicht%2F,
wijk-zuid/index,248,340,20114,5,268,0.001,3.277,113,662,45240,31,54,238,108,52,81,27%,22%,0.648,http://www.utrecht.nl/wijk-zuid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-zuid%2F,
werk-en-inkomen/bijstand-en-bijverdienen/index,247,305,25790,12,238,0.001,12.779,148,296,21949,87,132,243,145,128,104,59%,53%,1.776,http://www.utrecht.nl/werk-en-inkomen/bijstand-en-bijverdienen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerk-en-inkomen%2Fbijstand-en-bijverdienen%2F,
Formulieren/flow/stateAction.do?flow=process_add_vraagidee&state=Een_vraag,246,381,84031,,345,0.004,2.711,2,15,906,1,9,243,2,9,342,50%,4%,0.216,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_vraagidee&state=Een_vraag,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_vraagidee%26state%3DEen_vraag,
leidsche-rijn/woningaanbod/wonen-in/hoge-weide/index,246,325,22831,1,256,0.001,3.727,136,661,61242,53,81,235,133,78,93,39%,33%,0.632,http://www.utrecht.nl/leidsche-rijn/woningaanbod/wonen-in/hoge-weide/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fwoningaanbod%2Fwonen-in%2Fhoge-weide%2F,
startpagina/wonen-en-wijken/wijken/leidsche-rijn/index,246,326,3458,1,247,0.001,16.286,3,32,1280,0,9,240,3,9,14,0%,4%,0.567,http://www.utrecht.nl/startpagina/wonen-en-wijken/wijken/leidsche-rijn/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstartpagina%2Fwonen-en-wijken%2Fwijken%2Fleidsche-rijn%2F,
begraafplaatsen/kovelswade/index,245,339,36016,6,235,0.002,5.283,158,444,41179,73,144,230,148,138,147,46%,59%,0.563,http://www.utrecht.nl/begraafplaatsen/kovelswade/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbegraafplaatsen%2Fkovelswade%2F,
Loket/prodcat/products/getProductDetailsAction.do?name=Grofvuil,245,301,16474,59,226,0.004,4.253,26,58,1003,19,58,233,21,51,67,73%,24%,0.479,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Grofvuil,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DGrofvuil,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=j_Uitbetaling,243,387,14451,,348,0.009,4.223,3,15,160,0,1,237,3,1,59,0%,0%,0.345,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=j_Uitbetaling,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Dj_Uitbetaling,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=i_PersoonlijkeOmstandigheden,242,356,16874,,324,0.019,8.096,,,,,1,236,,1,70,0%,0%,0.251,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=i_PersoonlijkeOmstandigheden,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Di_PersoonlijkeOmstandigheden,
Loket/knowledgebase/faqs/getFaqContentAction.do?id=1346,241,326,24482,22,241,0.001,4.756,7,43,3522,3,39,240,7,39,102,43%,16%,0.426,https://pki.utrecht.nl/Loket/knowledgebase/faqs/getFaqContentAction.do?id=1346,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fknowledgebase%2Ffaqs%2FgetFaqContentAction.do%3Fid%3D1346,
sport-in-utrecht/zwembaden/zwembad-de-kwakel/vrij-zwemmen/gezinszwemmen/index,241,304,15530,1,166,0.001,7.789,18,59,4641,7,49,235,18,48,64,39%,20%,0.832,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-de-kwakel/vrij-zwemmen/gezinszwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-de-kwakel%2Fvrij-zwemmen%2Fgezinszwemmen%2F,
cookies/index,240,367,26041,18,217,0.002,7.365,21,76,7588,12,59,235,20,56,109,57%,25%,0.854,http://www.utrecht.nl/cookies/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcookies%2F,
economie-bedrijf/economisch-beleid/horecabeleid/index,240,333,27894,8,252,0.001,17.439,131,416,43389,66,110,231,126,107,116,50%,46%,0.778,http://www.utrecht.nl/economie-bedrijf/economisch-beleid/horecabeleid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Feconomie-bedrijf%2Feconomisch-beleid%2Fhorecabeleid%2F,
Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=Gezin,240,339,8198,,310,0.03,26.799,,,,,3,232,,3,34,0%,1%,1.466,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=Gezin,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_ldtnieuw%26state%3DGezin,
welzijn/jeugd/index,240,337,24711,11,259,0.001,10.118,37,138,7776,19,52,240,37,52,103,51%,22%,0.561,http://www.utrecht.nl/welzijn/jeugd/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fjeugd%2F,
Formulieren/flow/stateAction.do?flow=process_add_zwemles&state=GegevensKind,239,362,40018,,259,0.04,3.726,3,18,1658,1,24,237,3,24,167,33%,10%,0.506,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_zwemles&state=GegevensKind,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_zwemles%26state%3DGegevensKind,
concerninkoop/index,238,313,25140,13,277,0.002,9.485,168,514,37427,68,109,229,161,105,106,40%,46%,0.569,http://www.utrecht.nl/concerninkoop/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fconcerninkoop%2F,
Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=bevestiging,237,298,28683,,243,0.035,8.07,1,19,6332,0,48,235,1,48,121,0%,20%,0.552,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=bevestiging,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bewonersvergunning%26state%3Dbevestiging,
wijk-en-warenmarkten/index,237,320,23981,6,230,0.001,7.943,164,620,48088,51,83,229,156,81,101,31%,35%,0.67,http://www.utrecht.nl/wijk-en-warenmarkten/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-en-warenmarkten%2F,
werk-en-inkomen/bijstand-en-vermogen/index,236,272,26134,4,212,0.001,4.277,31,45,2205,23,74,232,29,72,111,74%,31%,0.603,http://www.utrecht.nl/werk-en-inkomen/bijstand-en-vermogen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerk-en-inkomen%2Fbijstand-en-vermogen%2F,
Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=bevestiging,234,238,33530,,199,0.046,10.608,1,16,1451,0,137,233,1,137,143,0%,59%,0.48,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=bevestiging,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_update_kentekenwijzigen%26state%3Dbevestiging,
verkiezingen/provinciale-verkiezingen/index,234,291,7833,18,226,0.001,3.314,15,56,2900,5,32,232,15,31,33,33%,14%,0.62,http://www.utrecht.nl/verkiezingen/provinciale-verkiezingen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fverkiezingen%2Fprovinciale-verkiezingen%2F,
wijk-oost/index,234,318,15110,7,236,0.001,13.837,120,725,44151,30,56,227,116,54,65,25%,24%,0.746,http://www.utrecht.nl/wijk-oost/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-oost%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=548,230,291,31514,5,222,0.001,9.578,29,190,15508,8,55,225,27,53,137,28%,24%,0.444,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=548,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D548,
evenementen/organisator-evenement/vergunning-aanvragen/index,229,336,10339,9,265,0.001,3.385,94,1843,99178,10,27,221,90,25,45,11%,12%,0.57,http://www.utrecht.nl/evenementen/organisator-evenement/vergunning-aanvragen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fevenementen%2Forganisator-evenement%2Fvergunning-aanvragen%2F,
Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=overzicht,229,267,7595,,222,0.144,180.787,,,,,2,227,,2,33,0%,1%,1.66,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=overzicht,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bewonersvergunning%26state%3Doverzicht,
welzijn/onderwijs/voortgezet-onderwijs/index,228,272,14195,2,194,0.001,6.466,138,398,34558,49,76,224,135,76,62,36%,33%,0.683,http://www.utrecht.nl/welzijn/onderwijs/voortgezet-onderwijs/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fonderwijs%2Fvoortgezet-onderwijs%2F,
gemeenteberichten/index,226,332,11629,14,263,0.001,4.736,63,533,45045,10,38,220,60,36,51,16%,17%,0.501,http://www.utrecht.nl/gemeenteberichten/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteberichten%2F,
herinrichting-mariaplaats/index,226,316,27657,2,219,0.001,16.699,143,1021,91265,27,48,218,136,46,122,19%,21%,0.724,http://www.utrecht.nl/herinrichting-mariaplaats/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fherinrichting-mariaplaats%2F,
naar-utrecht/index,226,305,10445,1,222,0.001,2.087,20,88,9416,6,28,221,20,28,46,30%,12%,0.466,http://www.utrecht.nl/naar-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnaar-utrecht%2F,
sport-in-utrecht/sportaccommodaties/sporthallen/sporthal-hoograven/index,226,265,36013,3,162,0.001,4.711,178,489,58982,110,142,218,170,136,159,62%,63%,0.86,http://www.utrecht.nl/sport-in-utrecht/sportaccommodaties/sporthallen/sporthal-hoograven/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fsportaccommodaties%2Fsporthallen%2Fsporthal-hoograven%2F,
Formulieren/flow/stateAction.do?flow=process_add_vog&state=bevestiging,225,248,33269,,230,0.047,8.471,,,,,17,221,,17,148,0%,8%,0.459,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_vog&state=bevestiging,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_vog%26state%3Dbevestiging,
college-van-b-en-w/burgemeester-en-wethouders/kees-geldof/index,224,306,17086,3,235,0.001,4.786,55,224,18493,27,63,215,50,59,76,49%,28%,0.633,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/kees-geldof/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fkees-geldof%2F,
Loket/prodcat/products/getProductDetailsAction.do?name=Bijstandsuitkering,224,289,22262,74,239,0.001,3.218,37,313,13796,11,32,220,37,32,99,30%,14%,0.315,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Bijstandsuitkering,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DBijstandsuitkering,
Loket/knowledgebase/faqs/getFaqContentAction.do?id=3141,223,260,13088,127,208,0.002,2.351,13,50,4731,11,35,222,13,35,59,85%,16%,0.31,https://pki.utrecht.nl/Loket/knowledgebase/faqs/getFaqContentAction.do?id=3141,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fknowledgebase%2Ffaqs%2FgetFaqContentAction.do%3Fid%3D3141,
Loket/prodcat/products/getProductDetailsAction.do?name=Huurtoeslag,223,245,11437,4,205,0.017,9.865,45,135,14000,11,28,221,44,27,51,24%,13%,0.307,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Huurtoeslag,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DHuurtoeslag,
begraafplaatsen/tolsteeg/index,222,298,32935,5,196,0.001,29.785,152,603,57443,70,113,207,141,104,148,46%,51%,0.873,http://www.utrecht.nl/begraafplaatsen/tolsteeg/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbegraafplaatsen%2Ftolsteeg%2F,
Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=initiate,222,340,33687,1,274,0.001,11.974,3,3,0,3,106,186,3,85,152,100%,48%,0.667,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=initiate,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bewonersvergunning%26state%3Dinitiate,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kubuseiland/index,222,348,15985,,219,0.001,4.171,111,747,40699,26,46,211,102,41,72,23%,21%,0.581,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kubuseiland/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkubuseiland%2F,
Loket/prodcat/events/getEventsAction.do?id=6,222,321,6058,86,243,0.001,7.894,,,,,7,222,,7,27,0%,3%,0.342,https://pki.utrecht.nl/Loket/prodcat/events/getEventsAction.do?id=6,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fevents%2FgetEventsAction.do%3Fid%3D6,
wijk-zuidwest/index,221,301,23608,2,237,0.001,4.132,94,519,37979,37,64,212,91,63,107,39%,29%,0.69,http://www.utrecht.nl/wijk-zuidwest/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-zuidwest%2F,
Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=bijlagen,220,338,62921,1,300,0.001,39.985,4,56,2429,1,33,213,4,32,286,25%,15%,1.702,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=bijlagen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_ldtnieuw%26state%3Dbijlagen,
Formulieren/login/initLoginAction.do?forward=/start.do&failedForward=/start.do,220,330,11778,,261,0.001,2.76,1,5,1012,0,13,216,1,13,54,0%,6%,0.084,https://pki.utrecht.nl/Formulieren/login/initLoginAction.do?forward=%2Fstart.do&failedForward=%2Fstart.do,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Flogin%2FinitLoginAction.do%3Fforward%3D%2Fstart.do%26failedForward%3D%2Fstart.do,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoge-weide/kavelprijzen-oppervlakte/index,220,321,27734,,239,0.001,3.419,40,121,7971,21,54,201,37,49,126,53%,25%,0.659,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoge-weide/kavelprijzen-oppervlakte/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkavels-hoge-weide%2Fkavelprijzen-oppervlakte%2F,
Loket/prodcat/products/getProductDetailsAction.do?name=Rijbewijs verlengen,220,275,8671,133,219,0.006,4.983,21,100,6870,4,14,218,21,14,39,19%,6%,0.298,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Rijbewijs+verlengen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DRijbewijs+verlengen,
subsidiehulp/subsidieregister/index,220,257,5982,6,181,0.001,4.992,68,247,13750,18,33,207,57,31,27,26%,15%,0.705,http://www.utrecht.nl/subsidiehulp/subsidieregister/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsubsidiehulp%2Fsubsidieregister%2F,
gemeenteraad/raadsvergadering/vergaderdata-2015/index,219,308,37524,4,248,0.001,4.623,34,90,2695,24,112,213,34,110,171,71%,51%,0.679,http://www.utrecht.nl/gemeenteraad/raadsvergadering/vergaderdata-2015/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteraad%2Fraadsvergadering%2Fvergaderdata-2015%2F,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoflaan/index,219,319,11494,,217,0.001,6.504,54,355,15215,15,25,207,51,22,52,28%,11%,0.754,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoflaan/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkavels-hoflaan%2F,
Loket/prodcat/process/checkPreconditionsAction.do?name=Schuldhulpverlening aanvragen&processName=Aanvraag met DigiD,219,267,34696,,214,0.007,3.586,3,51,2165,1,55,218,3,55,158,33%,25%,0.22,https://pki.utrecht.nl/Loket/prodcat/process/checkPreconditionsAction.do?name=Schuldhulpverlening+aanvragen&processName=Aanvraag+met+DigiD,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fprocess%2FcheckPreconditionsAction.do%3Fname%3DSchuldhulpverlening+aanvragen%26processName%3DAanvraag+met+DigiD,
wijk-zuid/nieuws/index,219,300,21128,14,241,0.001,9.204,91,324,26406,41,87,210,87,82,96,45%,40%,0.88,http://www.utrecht.nl/wijk-zuid/nieuws/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-zuid%2Fnieuws%2F,
openbaar-vervoer/index,218,275,23835,,227,0.002,6.215,110,254,16649,60,102,216,110,101,109,55%,47%,0.567,http://www.utrecht.nl/openbaar-vervoer/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fopenbaar-vervoer%2F,
parkeren/parkeren-bezoeker/op-straat-parkeren/index,218,275,7770,2,202,0.001,4.488,15,58,4377,2,14,216,15,14,36,13%,6%,0.594,http://www.utrecht.nl/parkeren/parkeren-bezoeker/op-straat-parkeren/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeren-bezoeker%2Fop-straat-parkeren%2F,
bestemmingsplannen/onherroepelijke-plannen/index,216,271,6540,4,201,0.001,2.712,13,43,4146,4,20,205,13,20,30,31%,9%,0.534,http://www.utrecht.nl/bestemmingsplannen/onherroepelijke-plannen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbestemmingsplannen%2Fonherroepelijke-plannen%2F,
parkeren/parkeerbeleid/index,216,254,18992,8,188,0.002,14.488,68,229,14919,23,55,213,67,54,88,34%,25%,0.723,http://www.utrecht.nl/parkeren/parkeerbeleid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeerbeleid%2F,
publiekszaken/index,215,266,6525,30,204,0.001,2.834,70,486,26882,6,29,214,69,29,30,9%,13%,0.604,http://www.utrecht.nl/publiekszaken/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fpubliekszaken%2F,
index.php?id=21803,214,244,9286,2,192,0.001,4.816,196,621,27396,76,101,213,195,101,43,39%,47%,0.452,http://www.utrecht.nl/index.php?id=21803,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Findex.php%3Fid%3D21803,
Loket/decisiontree/renderAction.do?tree_type=formuliertoegang&tree_name=Wmo,214,2915,64762,2,2406,0.002,15.248,12,126,5545,4,43,213,12,42,303,33%,20%,0.225,https://pki.utrecht.nl/Loket/decisiontree/renderAction.do?tree_type=formuliertoegang&tree_name=Wmo,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fdecisiontree%2FrenderAction.do%3Ftree_type%3Dformuliertoegang%26tree_name%3DWmo,
stadskantoor/culturele-activiteiten/index,212,255,11442,1,198,0.001,2.697,20,34,629,12,60,211,20,60,54,60%,28%,0.609,http://www.utrecht.nl/stadskantoor/culturele-activiteiten/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstadskantoor%2Fculturele-activiteiten%2F,
volksgezondheid/werken-in-de-prostitutie/actueel/index,211,263,26313,12,178,0.001,43.022,116,264,24996,72,121,209,116,120,125,62%,57%,1.024,http://www.utrecht.nl/volksgezondheid/werken-in-de-prostitutie/actueel/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2Fwerken-in-de-prostitutie%2Factueel%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=1132,210,232,13484,1,136,0.001,10.676,155,245,12529,121,135,203,148,131,64,78%,64%,0.576,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=1132,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D1132,
