KADAAND;KADAAND_ID;KADAAND_VOLGNUMMER;EIGENDOMSSITUATIE;APARTEMENTSSITUATIE;OBJECTID;OPPERVL_GROND;SOORT_GROOTTE
LDN03 I 04802 G 0000;43114;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312858;300;vastgesteld
GVH28 AL 01871 G 0000;98059;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;146736;196;vastgesteld
GVH33 AR 00487 G 0000;130802;3;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;202958;30400;vastgesteld
LDN03 I 04885 G 0000;43172;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312859;299;vastgesteld
GVH09 N 05816 G 0000;182670;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;147183;156;vastgesteld
GVH12 R 12170 G 0000;201544;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;147192;350;vastgesteld
GVH33 AR 00857 G 0000;131181;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;202971;15750;vastgesteld
GVH33 AR 00868 G 0000;131191;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;202973;12815;vastgesteld
GVH33 AR 00281 G 0000;130715;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;202954;345;vastgesteld
GVH33 AR 00360 G 0000;130743;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;202955;206;vastgesteld
GVH16 X 02832 G 0000;221044;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;176839;168;vastgesteld
GVH33 AR 00401 G 0000;130768;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;202956;496;vastgesteld
GVH29 AM 05278 G 0000;110836;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;169550;1150;vastgesteld
GVH33 AR 00494 G 0000;130805;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;202959;1310;vastgesteld
GVH33 AR 00549 G 0000;130842;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;202960;187;vastgesteld
GVH33 AR 00568 G 0000;130852;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;202961;393;vastgesteld
GVH33 AR 00585 G 0000;130862;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;202962;624;vastgesteld
GVH33 AR 00588 G 0000;130863;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;202963;104;vastgesteld
GVH28 AL 04359 G 0000;99949;4;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;286737;12540;vastgesteld
GVH44 BE 05902 G 0000;17011;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284472;131;vastgesteld
GVH15 W 02905 G 0000;217028;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132294;160;vastgesteld
GVH15 W 02912 G 0000;217032;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132295;153;vastgesteld
GVH08 L 06068 G 0000;174769;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321246;52;vastgesteld
GVH43 BD 04115 G 0000;11297;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;103772;167;vastgesteld
GVH14 V 01449 G 0000;207628;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;105406;59;vastgesteld
GVH48 BI 02116 G 0000;23436;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;117188;176;vastgesteld
GVH43 BD 03666 G 0000;10778;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;108841;268;vastgesteld
GVH43 BD 03792 G 0000;10966;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;118404;131;vastgesteld
GVH43 BD 04489 G 0000;11718;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;118407;164;vastgesteld
GVH15 W 02865 G 0000;217007;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132291;152;vastgesteld
GVH31 AO 01389 G 0000;127028;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203537;80;vastgesteld
GVH15 W 02913 G 0000;217033;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132296;152;vastgesteld
GVH29 AM 01390 G 0000;108351;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240678;157;vastgesteld
GVH47 BH 03663 G 0000;991770;17;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321255;211;
GVH08 L 11910 G 0000;176900;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240698;140;vastgesteld
GVH38 AX 09085 G 0000;4338;7;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;286691;39;vastgesteld
GVH18 Z 00383 G 0000;231367;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321262;146;vastgesteld
LDN03 H 03022 G 0000;30427;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312868;494;vastgesteld
GVH43 BD 06767 G 0000;667635;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;246423;134;vastgesteld
GVH04 G 04113 G 0000;168759;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203220;430;vastgesteld
GVH47 BH 02841 G 0000;22345;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;142120;310;vastgesteld
GVH31 AO 00531 G 0000;126415;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203539;332;vastgesteld
LDN03 H 04490 G 0000;31400;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312866;239;vastgesteld
GVH38 AX 08406 G 0000;3307;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1918;100;vastgesteld
LDN03 I 05720 G 0000;43768;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;312872;440;vastgesteld
GVH14 V 05925 G 0000;209598;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;312873;59;vastgesteld
GVH31 AO 00603 G 0000;126476;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203543;301;vastgesteld
LDN03 H 06217 G 0000;37256;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312876;4324;vastgesteld
LDN03 H 07748 G 0000;40493;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312877;282;vastgesteld
GVH38 AX 07633 G 0000;2062;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284546;122;vastgesteld
LDN03 I 05516 G 0000;43622;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284547;165;vastgesteld
GVH16 X 01806 G 0000;220339;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284517;155;vastgesteld
GVH21 AD 04352 G 0000;247401;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;174662;3702;vastgesteld
GVH04 G 04974 G 0000;168960;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203222;821;vastgesteld
GVH04 G 04993 G 0000;168969;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203223;2101;vastgesteld
LDN03 L 00929 G 0000;50282;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321095;353;vastgesteld
GVH11 P 06320 G 0000;191600;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;187435;179;vastgesteld
GVH48 BI 02272 G 0000;23580;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;302214;142;vastgesteld
GVH43 BD 04392 G 0000;11636;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284541;184;vastgesteld
GVH49 BK 01467 G 0000;24436;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;302217;288;vastgesteld
GVH32 AP 02072 G 0000;664651;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284503;51;
GVH48 BI 02120 G 0000;23440;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284506;174;vastgesteld
GVH38 AX 09973 G 0000;998800;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321126;117;
GVH43 BD 06121 G 0000;14415;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;175169;4055;vastgesteld
LDN03 H 02896 G 0000;30345;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;302232;302;vastgesteld
LDN03 H 03468 G 0000;30619;4;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;302239;12;vastgesteld
LDN03 L 00933 G 0000;50286;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321136;390;vastgesteld
GVH48 BI 02092 G 0000;23415;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;175171;314;vastgesteld
LDN03 M 05662 G 0000;54633;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321157;16;vastgesteld
GVH31 AO 02368 G 0000;127792;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;295269;151;vastgesteld
GVH44 BE 05074 G 0000;16142;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;299504;106;vastgesteld
GVH19 AB 02011 G 0000;234595;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284470;148;vastgesteld
GVH37 AW 03680 G 0000;157925;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284449;60;vastgesteld
GVH43 BD 04810 G 0000;12000;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284444;164;vastgesteld
GVH16 X 04723 G 0000;222552;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;299008;3204;vastgesteld
GVH32 AP 01587 G 0000;129865;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284393;2910;vastgesteld
GVH04 G 05341 G 0000;618656;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284399;214;vastgesteld
LDN03 H 02504 G 0000;30268;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;312842;857;vastgesteld
GVH31 AO 01591 G 0000;127185;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284425;100;vastgesteld
GVH09 N 04045 G 0000;182053;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284435;186;vastgesteld
LDN03 L 01271 G 0000;816637;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;312849;812;vastgesteld
GVH10 O 08476 G 0000;189416;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;312850;165;vastgesteld
GVH43 BD 04134 G 0000;11354;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284458;143;vastgesteld
GVH27 AK 11573 G 0000;628770;9;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284401;33;
GVH16 X 02488 G 0000;220831;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284408;420;vastgesteld
GVH10 O 07079 G 0000;187705;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284418;28;vastgesteld
GVH18 Z 00376 G 0000;231361;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;105292;154;vastgesteld
GVH16 X 04726 G 0000;222554;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284436;51;vastgesteld
GVH20 AC 03368 G 0000;244846;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;299014;59;vastgesteld
GVH26 AI 11269 G 0000;811643;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;299028;7;
GVH34 AS 00911 G 0000;131693;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284512;21;vastgesteld
LDN03 H 03947 G 0000;30968;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;302256;5;vastgesteld
LDN03 K 04427 G 0000;1011712;1;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;324941;275;
LDN03 K 01845 G 0000;48962;7;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284542;604;vastgesteld
GVH31 AO 01596 G 0000;127190;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203561;65;vastgesteld
LDN03 H 06843 G 0000;39293;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284544;199;vastgesteld
LDN03 H 04690 G 0000;31797;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;302258;470;vastgesteld
LDN03 K 04368 G 0000;1011723;1;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;324826;168;
LDN03 K 02480 G 0000;360419;10;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;320088;190;vastgesteld
GVH30 AN 03193 G 0000;120095;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;129710;139;vastgesteld
GVH38 AX 08603 G 0000;3728;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2095;15;vastgesteld
LDN03 K 02517 G 0000;362405;9;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;320089;136;vastgesteld
GVH36 AV 01861 G 0000;145610;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284545;189;vastgesteld
GVH49 BK 02350 G 0000;25213;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;129702;244;vastgesteld
LDN03 K 04389 G 0000;1011745;1;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;324843;275;
GVH06 I 02872 G 0000;172322;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;295700;80;vastgesteld
GVH29 AM 01703 G 0000;108531;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;295702;138;vastgesteld
LDN03 K 02572 G 0000;429627;9;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;320090;312;vastgesteld
LDN03 K 02573 G 0000;429644;9;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;320091;311;vastgesteld
GVH44 BE 05342 G 0000;16421;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;191258;97;vastgesteld
GVH44 BE 05339 G 0000;16418;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;191259;258;vastgesteld
GVH44 BE 04691 G 0000;15636;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;182995;137;vastgesteld
LDN03 M 03111 G 0000;51483;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284511;134;vastgesteld
GVH39 AY 02726 G 0000;5058;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284522;157;vastgesteld
LDN03 H 07363 G 0000;40042;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284551;253;vastgesteld
GVH29 AM 04984 G 0000;110670;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284526;148;vastgesteld
GVH38 AX 06215 G 0000;182;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284529;230;vastgesteld
GVH31 AO 00234 G 0000;126215;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284527;287;vastgesteld
GVH42 BC 03126 G 0000;8825;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284499;160;vastgesteld
GVH38 AX 03899 G 0000;33;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203058;10155;vastgesteld
GVH38 AX 06162 G 0000;161;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203066;650;vastgesteld
GVH38 AX 06219 G 0000;185;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203067;835;vastgesteld
GVH38 AX 06339 G 0000;249;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203071;239;vastgesteld
GVH38 AX 06348 G 0000;258;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203072;389;vastgesteld
GVH38 AX 07754 G 0000;2127;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203155;174;vastgesteld
GVH38 AX 08640 G 0000;3763;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203156;323;vastgesteld
GVH38 AX 07301 G 0000;1747;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203122;276;vastgesteld
GVH38 AX 07352 G 0000;1794;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203123;15;vastgesteld
GVH11 P 05072 G 0000;191137;6;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;294872;22;vastgesteld
GVH18 Z 00435 G 0000;231402;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284524;154;vastgesteld
GVH38 AX 06575 G 0000;465;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;297214;104;vastgesteld
GVH38 AX 07415 G 0000;1847;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203125;130;vastgesteld
GVH38 AX 06801 G 0000;1070;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203097;144;vastgesteld
GVH38 AX 06807 G 0000;1076;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203098;221;vastgesteld
GVH38 AX 06649 G 0000;924;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203100;122;vastgesteld
GVH38 AX 06666 G 0000;941;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203101;122;vastgesteld
GVH38 AX 07425 G 0000;1857;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203126;130;vastgesteld
GVH38 AX 08196 G 0000;3082;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203127;376;vastgesteld
GVH38 AX 07427 G 0000;1859;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203128;130;vastgesteld
GVH38 AX 07432 G 0000;1864;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;203129;130;vastgesteld
GVH38 AX 07440 G 0000;1872;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203130;135;vastgesteld
GVH38 AX 07474 G 0000;1905;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203133;188;vastgesteld
GVH38 AX 08308 G 0000;3211;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203134;104;vastgesteld
GVH38 AX 07520 G 0000;1950;9;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;203135;154;vastgesteld
GVH38 AX 07550 G 0000;1980;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203136;237;vastgesteld
GVH38 AX 06591 G 0000;629;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321964;0;vastgesteld
GVH11 P 10070 G 0000;195249;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321953;0;vastgesteld
GVH38 AX 07567 G 0000;1997;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203139;93;vastgesteld
GVH38 AX 07574 G 0000;2004;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203140;255;vastgesteld
GVH38 AX 07584 G 0000;2014;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203141;121;vastgesteld
GVH38 AX 07600 G 0000;2030;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203142;122;vastgesteld
GVH38 AX 08400 G 0000;3301;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203143;64;vastgesteld
GVH38 AX 07857 G 0000;2726;2;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;203158;1;vastgesteld
GVH38 AX 06586 G 0000;624;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321967;0;vastgesteld
GVH38 AX 07875 G 0000;2790;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203160;3636;vastgesteld
