Kenteken,Brandstof volgnummer,Brandstof omschrijving,Brandstofverbruik buiten de stad,Brandstofverbruik gecombineerd,Brandstofverbruik stad,CO2 uitstoot gecombineerd,CO2 uitstoot gewogen,Geluidsniveau rijdend,Geluidsniveau stationair,Emissieklasse,Milieuklasse EG Goedkeuring (licht),Milieuklasse EG Goedkeuring (zwaar),Uitstoot deeltjes (licht),Uitstoot deeltjes (zwaar),Nettomaximumvermogen,Nominaal continu maximumvermogen,Roetuitstoot,Toerental geluidsniveau,Emissie deeltjes type1 wltp,Emissie co2 gecombineerd wltp,Emissie co2 gewogen gecombineerd wltp,Brandstof verbruik gecombineerd wltp,Brandstof verbruik gewogen gecombineerd wltp,Elektrisch verbruik enkel elektrisch wltp,Actie radius enkel elektrisch wltp,Actie radius enkel elektrisch stad wltp,Elektrisch verbruik extern opladen wltp,Actie radius extern opladen wltp,Actie radius extern opladen stad wltp,Max vermogen 15 minuten,Max vermogen 60 minuten,Netto max vermogen elektrisch,Klasse hybride elektrisch voertuig,Opgegeven maximum snelheid,Uitlaatemissieniveau
00BLX6,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLX7,1,Diesel,,,,,,82,84,6,,595/2009*2016/1718C,,,235.00,,0.51,1650,,,,,,,,,,,,,,,,,EURO VI C
00BLZ2,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLZ4,1,Diesel,,,,,,80,85,6,,595/2009*627/2014C,,,217.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BLZ5,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLZ6,1,Diesel,,,,,,80,89,5,,,,,368.00,,,1350,,,,,,,,,,,,,,,,,EEV
00BLZ8,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLZ9,1,Elektriciteit,,,,,,,,Z,,,,,,,,,,,,,,,,,,,,,,,,,
00BNB1,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,250.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BNB2,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BNB3,1,Diesel,,,,,,,,4,,,,,136.00,,,,,,,,,,,,,,,,,,,,EURO 4
00BNB4,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BNB5,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,213.00,,0.65,1650,,,,,,,,,,,,,,,,,EURO VI C
00BNB6,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BNB7,1,Diesel,,,,,,79,85,6,,595/2009*2016/1718C,,,206.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BNB8,1,Diesel,8.10,8.90,10.30,235,,78,83,6,715/2007*136/2014Y,,1.27000,,110.00,,0.46,2625,,,,,,,,,,,,,,,,,EURO 6 Y
00BNB9,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BND1,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,338.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BND2,1,Diesel,,,,,,77,96,6,,595/2009*2016/1718C,,,290.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BND3,1,LNG,,,,,,75,83,6,,595/2009*2016/1718C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BND4,1,Diesel,,,,,,80,85,6,,595/2009*2017/1347C,,,194.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BND5,1,Diesel,,,,,,80,101,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BND6,1,Diesel,,,,,,77,87,6,,595/2009*2018/932C,,,158.00,,0.53,1650,,,,,,,,,,,,,,,,,EURO VI C
00BND7,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,405.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BND9,1,Diesel,,,,,,75,83,6,,595/2009*2017/1347C,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BNF1,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BNF2,1,Diesel,,,,,,79,90,5,,2005/55*2008/74G,,,340.00,,,1425,,,,,,,,,,,,,,,,,EURO V
00BNF3,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,323.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BNF4,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BNF5,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BNF6,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,315.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BNF7,1,Diesel,,,,,,81,87,6,,595/2009*627/2014C,,,338.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BNF8,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,368.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BNF9,1,Diesel,,,,,,80,101,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BNG1,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BNG2,1,Diesel,,,,,,,,6,,,,,330.00,,,,,,,,,,,,,,,,,,,,
00BNG4,1,Diesel,,,,,,78,90,6,,595/2009*64/2012A,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BNG5,1,LNG,,,,,,81,87,6,,595/2009*627/2014C,,,206.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BNG8,1,Diesel,,,,,,77,85,6,,595/2009*2016/1718C,,,315.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BNG9,1,Diesel,,,,,,75,83,6,,595/2009*2017/1347C,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BNH1,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BNH2,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BNH3,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BNH5,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BNH6,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BNH7,1,Diesel,,,,,,78,88,2,,,,,112.00,,,1725,,,,,,,,,,,,,,,,,EURO 2
00BNH8,1,Diesel,,,,,,75,83,6,,595/2009*2017/1347C,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BNJ1,1,Diesel,,,,,,73,87,6,,595/2009*2017/1347C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BNJ2,1,Diesel,,,,,,75,83,6,,595/2009*2017/1347C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BNJ3,1,Diesel,,,,,,77,83,6,,595/2009*2018/932C,,,188.00,,0.55,1575,,,,,,,,,,,,,,,,,EURO VI C
00BNJ4,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BNJ6,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BNJ7,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO 6
00BNJ8,1,Diesel,,,,,,80,92,6,,595/2009*627/2014C,,,382.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BNJ9,1,Diesel,,,,,,,,6,,595/2009*627/2014C,,,552.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI C
00BNK1,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,250.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BNK2,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BNK4,1,Diesel,,,,,,80,92,6,,595/2009*627/2014C,,,478.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BNK5,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BNK6,1,Diesel,,,,,,,,6,,,,,140.00,,,,,,,,,,,,,,,,,,,,EURO 6
00BNK7,1,Diesel,,,,,,80,87,6,,595/2009*627/2014,,,338.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO 6
00BNK8,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BNK9,1,Diesel,,,,,,81,89,6,,595/2009*2018/932D,,,368.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BNL2,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BNL5,1,Diesel,,,,,,80,87,6,,595/2009*627/2014C,,,309.00,,,1350,,,,,,,,,,,,,,,,,EURO VI C
00BNL6,1,LNG,,,,,,81,87,6,,595/2009*2018/932C,,,206.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BNL7,1,Diesel,,,,,,81,88,6,,595/2009*627/2014C,,,206.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BNL9,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO 6
00BNN1,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO 6
00BNN3,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,390.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BNN5,1,Diesel,,,,,,81,89,6,,595/2009*2018/932D,,,368.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BNN7,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BNN8,1,Diesel,,,,,,81,89,6,,595/2009*2018/932D,,,368.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BNN9,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNP1,1,Diesel,,,,,,78,88,6,,595/2009*64/2012A,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BNP2,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNP3,1,Diesel,,,,,,79,83,6,,595/2009*627/2014C,,,118.00,,,1640,,,,,,,,,,,,,,,,,EURO VI C
00BNP4,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BNP5,1,Diesel,,,,,,77,87,6,,595/2009*2017/1347C,,,130.00,,,1350,,,,,,,,,,,,,,,,,EURO VI C
00BNP6,1,Diesel,,,,,,80,87,6,,595/2009*627/2014,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO 6
00BNP7,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNP8,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BNP9,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BNR1,1,Diesel,,,,,,78,87,6,,595/2009*2018/932D,,,290.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNR3,1,Diesel,,,,,,77,89,6,,595/2009*2018/932D,,,323.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BNR4,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,251.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNR5,1,Diesel,,,,,,77,87,6,,595/2009*2018/932D,,,290.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNR6,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,270.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNR7,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNR8,1,Diesel,,,,,,,,5,,,,,368.00,,,,,,,,,,,,,,,,,,,,EURO V
00BNR9,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNS1,1,Diesel,,,,,,77,86,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNS2,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BNS3,1,Diesel,,,,,,77,87,6,,595/2009*2018/932D,,,335.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNS4,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BNS5,1,Diesel,,,,,,77,87,6,,595/2009*2018/932D,,,130.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BNS6,1,Diesel,,,,,,77,87,6,,595/2009*2018/932D,,,290.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNS8,1,Diesel,,,,,,75,89,6,,595/2009*2018/932*D,,,345.00,,0.50,1200,,,,,,,,,,,,,,,,,EURO 6
00BNS9,1,Diesel,,,,,,80,85,6,,595/2009*2017/1347C,,,172.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BNT1,1,Diesel,,,,,,78,88,6,,595/2009*64/2012A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BNT2,1,Diesel,,,,,,80,84,6,,595/2009*627/2014C,,,338.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BNT3,1,Diesel,,,,,,81,89,6,,595/2009*2018/932D,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BNT4,1,Diesel,,,,,,77,86,6,,595/2009*2018/932D,,,310.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNT5,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,251.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNT6,1,LNG,,,,,,75,90,6,,595/2009*2018/932*D,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO 6
00BNT9,1,Diesel,,,,,,76,88,6,,595/2009*2018/932D,,,175.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BNV3,1,Diesel,,,,,,75,90,6,,595/2009*2018/932D,,,390.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BNV4,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BNV6,1,Diesel,,,,,,75,90,6,,595/2009*2018/932D,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BNV7,1,Diesel,,,,,,81,89,6,,595/2009*2018/932D,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BNV8,1,Diesel,,,,,,,,6,,,,,375.00,,,,,,,,,,,,,,,,,,,,EURO 6
00BNV9,1,Diesel,,,,,,80,84,6,,595/2009*2016/1718C,,,200.00,,,1350,,,,,,,,,,,,,,,,,EURO VI C
00BNX1,1,Diesel,,,,,,80,89,6,,,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO 6
00BNX2,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNX3,1,Diesel,,,,,,81,89,6,,595/2009*2018/932D,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BNX4,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNX5,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNX6,1,Elektriciteit,,,,,,,,Z,,,,,,123.00,,,,,,,,,,,,,,,,,,,
00BNX7,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNX8,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,315.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BNX9,1,Diesel,,,,,,78,75,6,,595/2009*2017/1347C,,,170.00,,,1350,,,,,,,,,,,,,,,,,EURO VI C
00BNZ1,1,Diesel,,,,,,,,3,,88/77*2001/27A,,,426.00,,,,,,,,,,,,,,,,,,,,EURO III
00BNZ2,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BNZ3,1,Diesel,,,,,,,,6,,595/2009*627/2014A,,,320.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BNZ4,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BNZ5,1,Diesel,,,,,,75,89,6,,595/2009*2018/932*D,,,345.00,,0.50,1200,,,,,,,,,,,,,,,,,EURO 6
00BNZ7,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BNZ9,1,Diesel,,,,,,80,87,6,,595/2009*627/2014C,,,338.00,,,1350,,,,,,,,,,,,,,,,,EURO VI C
00BP83,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00BP88,1,Benzine,,,,,,,,0,,,,,20.00,,,,,,,,,,,,,,,,,,,,
00BPB1,1,Diesel,,,,,,79,95,6,,595/2009*2018/932,,,375.00,,0.36,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPB2,1,Diesel,,,,,,77,82,6,,595/2009*2016/1718C,,,240.00,,0.55,1575,,,,,,,,,,,,,,,,,EURO VI C
00BPB3,1,Diesel,,,,,,76,89,6,,595/2009*2018/932D,,,220.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPB5,1,Diesel,,,,,,79,87,6,,595/2009*64/2012A,,,152.00,,,1875,,,,,,,,,,,,,,,,,EURO VI A
00BPB6,1,Diesel,,,,,,80,85,6,,595/2009*2018/932D,,,217.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI D
00BPB7,1,Diesel,,,,,,77,89,6,,595/2009*627/2014B,,,345.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI B
00BPB8,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BPB9,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BPD1,1,Diesel,,,,,,80,92,6,,595/2009*2018/932D,,,382.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BPD3,1,Diesel,,,,,,76,90,6,,595/2009*2018/932D,,,220.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPD4,1,Diesel,,,,,,84,87,6,,97/68QA*2012/46,,,320.00,,1.21,1275,,,,,,,,,,,,,,,,,
00BPD5,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,,1350,,,,,,,,,,,,,,,,,EURO VI C
00BPD6,1,Diesel,,,,,,79,,6,,595/2009*627/2014C,,,118.00,,,1640,,,,,,,,,,,,,,,,,EURO VI C
00BPD7,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPD8,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPD9,1,Diesel,,,,,,79,85,6,,595/2009*2018/932D,,,184.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BPF3,1,LNG,,,,,,78,81,6,,595/2009*2018/932D,,,338.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BPF4,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,390.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPF5,1,Diesel,,,,,,79,95,6,,595/2009*2018/932,,,375.00,,0.36,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPF6,1,Diesel,,,,,,74,85,6,,595/2009*2018/932D,,,132.00,,0.53,2625,,,,,,,,,,,,,,,,,EURO VI D
00BPF8,1,Diesel,,,,,,,,5,,2005/55*2005/78D,,,368.00,,,,,,,,,,,,,,,,,,,,EURO V
00BPF9,1,Diesel,,,,,,77,89,6,,595/2009*2018/932D,,,251.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPG1,1,Diesel,,,,,,81,87,6,,595/2009*627/2014C,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BPG2,1,Diesel,,,,,,75,83,6,,,,,375.00,,,1350,,,,,,,,,,,,,,,,,EURO VI
00BPG3,1,Diesel,,,,,,80,92,6,,595/2009*2018/932D,,,478.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BPG4,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPG5,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPG7,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,390.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BPG8,1,Diesel,,,,,,77,89,6,,595/2009*2018/932D,,,251.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPG9,1,Diesel,,,,,,75,83,6,,595/2009*2017/1347C,,,320.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BPH1,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BPH2,1,Diesel,,,,,,81,88,6,,595/2009*2018/932D,,,206.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BPH6,1,Diesel,,,,,,80,92,6,,595/2009*2018/932D,,,382.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BPH7,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPH8,1,Diesel,,,,,,79,95,6,,595/2009*2018/932D,,,346.00,,0.36,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPH9,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,331.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPJ1,1,Diesel,,,,,,75,90,6,,595/2009*2018/932D,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPJ2,1,Diesel,,,,,,79,95,6,,595/2009*2018/932D,,,346.00,,0.36,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPJ3,1,Diesel,7.70,8.60,10.10,225,,71,80,6,,595/2009*2018/932D,,,140.00,,,2850,,,,,,,,,,,,,,,,,EURO VI D
00BPJ4,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,331.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPJ5,1,Diesel,,,,,,,,5,,,,,551.00,,,,,,,,,,,,,,,,,,,,EURO 5
00BPJ6,1,Diesel,,,,,,80,89,6,,,,,303.00,,,1275,,,,,,,,,,,,,,,,,EURO VI
00BPJ7,1,Diesel,,,,,,77,86,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BPJ8,1,Diesel,,,,,,80,92,6,,595/2009*2018/932D,,,478.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BPJ9,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPK1,1,Diesel,,,,,,80,92,6,,595/2009*2018/932D,,,382.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BPK2,1,Diesel,,,,,,76,88,6,,595/2009*2016/1718C,,,220.00,,,1350,,,,,,,,,,,,,,,,,EURO VI C
00BPK3,1,Diesel,,,,,,77,89,6,,595/2009*2018/932*D,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPK4,1,LNG,,,,,,75,90,6,,595/2009*2018/932*D,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPK5,1,Diesel,,,,,,79,85,6,,595/2009*2018/932D,,,172.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI D
00BPK7,1,Diesel,,,,,,80,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPK8,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BPK9,1,Diesel,,,,,,79,95,6,,595/2009*2018/932D,,,316.00,,0.36,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPL1,1,Diesel,,,,,,,,6,,,,,213.00,,,,,,,,,,,,,,,,,,,,
00BPL2,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPL3,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BPL4,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,251.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BPL6,1,Diesel,,,,,,76,88,6,,595/2009*2018/932D,,,175.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPL7,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,368.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BPL8,1,Diesel,,,,,,,90,6,,,,,427.00,,,1425,,,,,,,,,,,,,,,,,
00BPL9,1,Diesel,6.80,7.80,9.50,205,,71,82,6,,595/2009*2018/932D,,,120.00,,,2850,,,,,,,,,,,,,,,,,EURO VI D
00BPN2,1,Diesel,,,,268,,,,5,,,,,140.00,,,,,,,,,,,,,,,,,,,,EURO 5
00BPN3,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
