OBJECTID,NAAM,DETAIL,CATEGORIE,MUTATIEDATUM,BOOGSTRAAL,GEOSUBCODE_PVR,KM_GEOCODE_PVR,SPOORNAAM_PVR,GEOSUBCODE,KM_GEOCODE,SPOORNAAM,RECHTSTAND,BINNENZIJDEBOOG,POSITIONELE_NAUWKEURIGHEID_MM,KWALITEIT,PROCESSTATUS,OBSTAKEL_ID,RECHTSTAND_VERTICAAL,SNELHEID,REF_FUNC_SPOORTAK_NAAM_LANG,VERKANTING,BOOGSTRAAL_VERTICAAL,MEETDATUM,REF_FUNCTIONELE_SPOORTAK_PUIC,Shape__Length
471,133-2018-41-3117,,Paal,2020/07/22 06:12:26+00,9000,133_a,14.973,s122-w1087Av,133_a,14.973945,s122-w1087AV,Y,N,250,Hoog,Definitief,231360,,,133_1073BV_14.6,,,2018/10/09 00:00:00+00,bde5e552-951e-4832-ad16-355d38ea311b,0.763545676433309
472,133-2018-41-4046,,Paal,2020/03/05 14:17:14+00,9000,133_a,13.818,w1063Al-s104,133_a,13.818607,1063A,Y,N,250,Hoog,Definitief,207870,,,133_1063AL_13.8,,,2018/10/11 00:00:00+00,3e54f637-fa43-486f-bdda-07c028fadf6c,1.09028528376751
473,589-2022-27-1207,,Rijdraad,2022/11/07 19:46:45+00,9000,589_b,4.482,505,589_b,4.48123,505,Y,N,250,Hoog,Voorlopig,312729,Y,140,526_495L_104.3,4.24399159230592e-314,4.24399602852136e-314,2022/07/06 00:00:00+00,6355b66c-99a3-40b0-8b8d-e3f361d368c8,0.262457615625838
474,133-2018-41-2320,,Paal,2020/07/22 05:38:17+00,9000,133_a,15.735,HA,133_a,15.735846,HA,Y,N,250,Hoog,Definitief,230604,,,133_1087BV_15.1,,,2018/10/08 00:00:00+00,94ad357c-0e21-4b8e-aaf4-038f373406a2,1.98227041545799
475,099-2022-25-1017,,Rijdraad,2022/11/07 13:37:55+00,9000,099__,3.588,BN,099__,3.586809,BN,Y,N,250,Hoog,Voorlopig,311368,Y,130,099_1021AV_6.1,4.24402396052264e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,3c298e54-871a-43b9-afe1-4540f0ff3c0a,0.296
476,027-2022-25-1010,,Rijdraad,2022/11/07 13:30:46+00,9000,027__,149.215,w955Bv-sDZ,027__,149.214614,w955BV-sDZ,Y,N,250,Hoog,Voorlopig,310936,N,80,027_955BV_149.2,4.24399158242461e-314,4.24399422320549e-314,2022/06/26 00:00:00+00,69381260-b6d0-4668-b877-a1fb559d7aea,0.263609559765954
477,099-2022-25-1036,,Bovenleiding,2022/11/07 13:37:55+00,9000,099__,3.292,BA,099__,3.292768,BA,Y,N,250,Hoog,Voorlopig,311387,Y,130,099_1021BR_6.2,4.24399158242461e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,a6f07c69-bb12-4bc2-b067-5941b0f1d8dc,0.691297331110138
478,133-2018-41-2351,,Paal,2020/07/22 05:38:54+00,9000,133_a,15.009,s121-w1087Br,133_a,15.009902,s121-w1087BR,Y,N,250,Hoog,Definitief,230629,,,133_1071V_14.6,,,2018/10/08 00:00:00+00,15b28b75-62d5-4871-a1ac-70b9af3e6396,1.55486976946624
479,100-2022-25-1288,,Rijdraad,2022/11/07 13:42:35+00,3547,100__,10.485,DO,100__,10.484261,DO,N,Y,250,Hoog,Voorlopig,311770,N,140,532_1037R_11.2,4.24399159576438e-314,4.24399279239138e-314,2022/06/26 00:00:00+00,45e5fa27-8744-46b2-83fe-a0136b7ee60e,0.263077935220725
480,133-2018-41-3571,,Paal,2020/03/05 14:59:19+00,2815,133_a,15.912,HZ,133_a,15.912441,HZ,N,Y,250,Hoog,Definitief,209049,,,133_1083BV_15.2,,,2018/10/11 00:00:00+00,e23b1090-10b2-4114-954b-8a55b22286e6,1.93754716071635
481,133-2018-41-3635,,Paal,2020/03/05 14:16:34+00,9000,133_a,13.633,113,133_a,13.634525,113,Y,N,250,Hoog,Definitief,207788,,,133_1047BV_13.5,,,2018/10/11 00:00:00+00,399842f7-a918-4383-baf0-fd8c5517ff73,1.00210278913892
482,163-2021-34-0505,,Bovenleiding,2022/03/04 09:40:12+00,501,163__,48.494,HA,163__,48.495154,HA,N,N,250,Hoog,Voorlopig,299537,N,60,555_387V_84.4,4.24399161206855e-314,4.24399448802467e-314,2021/08/23 00:00:00+00,2e889544-fbda-4f64-aa63-53c63713db6e,1.67068159743262
483,163-2021-44-0334,,Bovenleiding,2021/11/18 18:15:21+00,2045,163__,47.463,HB,163__,47.462852,HB,N,N,250,Hoog,Voorlopig,284452,Y,60,555_387V_84.4,4.24399159428219e-314,4.24399602852136e-314,2021/11/01 00:00:00+00,2e889544-fbda-4f64-aa63-53c63713db6e,1.74081503899754
484,017-2021-04-0372,,Rijdraad,2021/10/21 16:24:49+00,9000,017__,82.274,VA,017__,82.27332,VA,Y,N,250,Hoog,Definitief,266345,,,017_65AR_70.8,,,2021/01/25 00:00:00+00,4df904e3-7f2b-41a1-9185-53ea7bf694d3,0.253875953961772
485,664-2021-40-6202,,Rijdraad,2022/03/17 15:22:30+00,0,664_b,42.208,LH,664_b,42.201001,LH,Y,N,250,Hoog,Voorlopig,301065,N,140,664_897BL_42.9,4.24402396002858e-314,4.24399338774048e-314,2021/10/07 10:00:00+00,176751a1-2051-44c6-b342-f0a0c3502bd8,0.27951744131628
486,044-2022-05-9036,,Rijdraad,2022/12/21 09:20:15+00,9000,044__,12.558,BC,044__,12.557581,BC,N,N,250,Hoog,Definitief,315803,N,1,514_161AT_16.4,4.24399158193054e-314,4.2440218039261e-314,2022/02/05 00:00:00+00,128e7e92-1efc-4d5a-aa9d-574f75794e64,0.293
487,133-2018-41-3521,,Paal,2020/03/05 14:59:01+00,9000,133_a,15.752,HZ,133_a,15.753083,HZ,Y,N,250,Hoog,Definitief,209002,,,133_1083BV_15.2,,,2018/10/11 00:00:00+00,e23b1090-10b2-4114-954b-8a55b22286e6,1.88622904229577
488,102-2022-20-1294,,Rijdraad,2022/12/22 08:26:47+00,9000,102__,10.473,LD,102__,10.472554,LD,Y,N,250,Hoog,Voorlopig,316185,Y,120,623_365V_17.0,4.24399158291868e-314,4.24399602852136e-314,2022/05/21 00:00:00+00,e82ffaca-cc4b-431c-aaf4-2aec9f5f2e46,0.281090732682527
489,133-2018-41-3684,,Paal,2020/03/05 14:09:55+00,9000,133_a,12.903,R3,133_a,12.902538,R3,Y,N,250,Hoog,Definitief,207509,,,133_1047BR_13.5,,,2018/10/11 00:00:00+00,5b43c9d2-536e-4f3c-bb33-a8c8e0bdb96f,1.021518967029
490,508-2022-05-0503,,Rijdraad,2022/06/29 10:18:20+00,9000,508__,91.709,6a,508__,91.708913,s6a-w2121V,Y,N,250,Hoog,Voorlopig,303862,Y,40,508_2107R_91.5,4.24399158193054e-314,4.24399602852136e-314,2022/02/06 00:00:00+00,2792f455-d62c-4fa3-8381-e95cf5cd960e,0.289849961186818
491,514-2022-05-0319,,Bovenleiding,2022/06/30 09:38:07+00,1028,514_b,65.132,sWN-w49Av,514_b,65.132361,sWN-w49AV,N,N,250,Hoog,Voorlopig,304384,Y,100,514_49AV_65.2,4.24399161453888e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,c95bc0f4-6a92-4ee7-a3fe-744321b9be3c,2.20089186467668
492,588-2022-27-1053,,Rijdraad,2022/11/07 15:03:00+00,399,588__,2.281,MU,588__,2.282901,MU,N,Y,250,Hoog,Voorlopig,312319,Y,60,588_341AR_1.0,4.24399162046767e-314,4.24399602852136e-314,2022/07/06 00:00:00+00,d5049082-51bd-4c8f-9264-47b17badf393,0.29418701534908
493,096-2022-27-1089,,Rijdraad,2022/11/07 13:39:46+00,2938,096_a,2.254,UP,096_a,2.255004,UP,N,Y,250,Hoog,Voorlopig,311554,N,140,526_495L_104.3,4.24399160465756e-314,4.24402085927259e-314,2022/07/06 00:00:00+00,6355b66c-99a3-40b0-8b8d-e3f361d368c8,0.268560980039916
494,047-2022-05-0618,,Bovenleiding,2022/06/29 10:10:54+00,9000,047__,59.534,WN,047__,59.533998,WN,Y,N,250,Hoog,Voorlopig,303479,N,130,514_49AV_65.2,4.24399159131779e-314,4.2439959287201e-314,2022/02/05 00:00:00+00,c95bc0f4-6a92-4ee7-a3fe-744321b9be3c,0.614130279338187
495,508-2022-05-0071,,Rijdraad,2022/12/21 09:12:31+00,3192,508__,91.751,9,508__,91.749079,9,N,N,250,Hoog,Definitief,314898,Y,80,508_2115V_91.6,4.24399158785933e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,e0598933-56fe-460a-8b66-1ab26beab85a,0.285240249614251
496,547-2022-16-1065,,Bovenleiding,2022/09/21 10:58:21+00,2757,547_c,37.746,FA,547_c,37.745873,FA,N,Y,250,Hoog,Voorlopig,307044,Y,140,531_2765L_35.7,4.24399160465756e-314,4.24399602852136e-314,2022/04/20 00:00:00+00,51e9d1e2-872d-4142-b0de-e8d95113ebdd,0.243347488172777
497,098-2022-25-1006,,Rijdraad,2022/10/05 11:22:43+00,9000,098__,25.952,AD3,098__,25.951088,sAD3-sAD4,Y,N,250,Hoog,Voorlopig,308696,Y,140,529_3645V_23.0,4.24402396052264e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,37fb7089-3ae6-4e70-9f67-3b5084bd9194,0.237008438668331
498,532-2022-25-1039,,Bovenleiding,2022/11/07 13:48:22+00,3206,532__,10.887,sDO-w1037r,532__,10.887043,sDO-w1037R,N,Y,250,Hoog,Voorlopig,312218,Y,140,532_1037R_11.2,4.24399159329405e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,45e5fa27-8744-46b2-83fe-a0136b7ee60e,2.78790548620286
499,098-2022-25-1142,,Rijdraad,2022/10/05 11:23:31+00,9000,098__,28.721,815,098__,28.720271,s815-w3877L,Y,N,250,Hoog,Voorlopig,308832,Y,140,098_3807R_27.3,4.24402396002858e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,6e468a50-005f-4a3b-8a70-9a3d610577ec,0.212868504011279
500,099-2022-25-1050,,Rijdraad,2022/11/07 13:37:55+00,9000,099__,5.23,BA,099__,5.229897,BA,Y,N,250,Hoog,Voorlopig,311401,N,130,099_1021BR_6.2,4.24399158193054e-314,4.24399498900724e-314,2022/06/26 00:00:00+00,a6f07c69-bb12-4bc2-b067-5941b0f1d8dc,0.259946148269214
501,133-2018-41-2376,,Rijdraad,2020/07/22 05:39:29+00,9000,133_a,15.133,w1087Bv-sHA,133_a,15.133571,w1087BV-sHA,Y,N,250,Hoog,Definitief,230654,,,133_1087BV_15.1,,,2018/10/08 00:00:00+00,94ad357c-0e21-4b8e-aaf4-038f373406a2,0.40578319334344
502,163-2021-34-0048,,Rijdraad,2021/11/18 18:53:45+00,9000,163__,43.753,LF,163__,43.757374,LF,Y,Y,250,Hoog,Voorlopig,284557,Y,140,163_919BV_43.6,4.24399158588307e-314,4.24399602852136e-314,2021/08/23 00:00:00+00,3d1c9475-fb70-41f5-a290-4e49fefbaffb,0.293906447700625
503,121-2021-08-0019,,Rijdraad,2021/10/21 16:24:49+00,9000,121_a,7.361,NK,121_a,7.361346,NK,Y,Y,250,Hoog,Definitief,270624,,,121_523AR_8.4,,,2021/02/25 00:00:00+00,8c65bba6-9008-448c-9e5d-81e8cda3d252,0.282462386876554
504,099-2022-25-1040,,Rijdraad,2022/11/07 13:37:55+00,9000,099__,3.944,BA,099__,3.944131,BA,Y,N,250,Hoog,Voorlopig,311391,Y,130,099_1021BR_6.2,4.24402396052264e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,a6f07c69-bb12-4bc2-b067-5941b0f1d8dc,0.260892698249683
505,531-2022-25-1529,,Bovenleiding,2022/10/05 11:44:43+00,9000,531_c,35.069,5,531_c,35.070019,5,Y,N,250,Hoog,Voorlopig,309506,Y,80,531_2679L_34.7,4.24402396052264e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,08314f99-56a1-40ce-98d9-64252eb7ceb4,3.37883130682785
506,047-2022-05-0353,,Rijdraad,2022/06/29 10:09:00+00,9000,047__,29.961,PL,047__,29.960963,PL,Y,N,250,Hoog,Voorlopig,303220,N,140,047_3BL_41.0,4.24402396052264e-314,4.2439952152893e-314,2022/02/05 00:00:00+00,f14bef20-20c4-4143-8370-5c28aed794f1,0.261629509039023
507,617-2021-21-0564,,Rijdraad,2021/12/29 05:15:26+00,4018,617_a,39.181,502,617_a,39.182183,502,N,N,250,Hoog,Definitief,289500,,,617_1107L_38.8,,,2021/05/28 00:00:00+00,f97a8eea-cf1b-4a7f-94ec-e810b0d4ccd7,0.270148107526223
508,098-2022-25-1152,,Bovenleiding,2022/10/05 11:23:31+00,9000,098__,28.138,815,098__,28.137938,815,Y,N,250,Hoog,Voorlopig,308842,Y,140,098_3807R_27.3,4.24402396052264e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,6e468a50-005f-4a3b-8a70-9a3d610577ec,1.41791854491011
509,514-2022-05-0324,,Bovenleiding,2022/06/30 09:38:07+00,961,514_b,65.138,sWN-w49Av,514_b,65.138118,sWN-w49AV,N,N,250,Hoog,Voorlopig,304389,Y,100,514_49AV_65.2,4.24399161453888e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,c95bc0f4-6a92-4ee7-a3fe-744321b9be3c,0.903396369264345
510,133-2018-41-2664,,Paal,2020/07/22 06:06:24+00,3063,133_a,14.704,121,133_a,14.705089,121,N,N,250,Hoog,Definitief,231186,,,133_1071V_14.6,,,2018/10/09 00:00:00+00,15b28b75-62d5-4871-a1ac-70b9af3e6396,2.08099447380333
511,163-2021-34-0507,,Bovenleiding,2022/03/04 09:40:12+00,508,163__,48.46,HA,163__,48.461574,HA,N,N,250,Hoog,Voorlopig,299539,Y,60,555_387V_84.4,4.24399161157448e-314,4.24399602852136e-314,2021/08/23 00:00:00+00,2e889544-fbda-4f64-aa63-53c63713db6e,3.21236563921357
512,047-2022-05-0613,,Bovenleiding,2022/06/29 10:10:54+00,9000,047__,59.649,WN,047__,59.649248,WN,Y,N,250,Hoog,Voorlopig,303476,N,130,514_49AV_65.2,4.24399159527032e-314,4.24402032271729e-314,2022/02/05 00:00:00+00,c95bc0f4-6a92-4ee7-a3fe-744321b9be3c,3.11569253938831
513,102-2022-20-1285,,Rijdraad,2022/12/22 08:26:47+00,9000,102__,10.26,LD,102__,10.259543,LD,Y,N,250,Hoog,Voorlopig,316176,Y,120,623_365V_17.0,4.24399158242461e-314,4.24399602852136e-314,2022/05/21 00:00:00+00,e82ffaca-cc4b-431c-aaf4-2aec9f5f2e46,0.281966310044303
514,133-2018-41-3884,,Paal,2020/03/05 14:42:29+00,9000,133_a,15.009,s123-w1083Av,133_a,15.009484,s123-w1083AV,Y,N,250,Hoog,Definitief,208675,,,133_1077BV_14.6,,,2018/10/11 00:00:00+00,38a38817-f7ee-4296-9adb-e6ef1b999b69,1.02834721762642
515,532-2022-25-1013,,Bovenleiding,2022/10/05 12:05:21+00,2984,532__,10.968,sDA-sDC,532__,10.967758,sDA-sDC,N,N,250,Hoog,Voorlopig,310462,Y,140,101_1067BR_12.3,4.24399161503294e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,1dee7bfe-ee38-4ae8-9895-cafe8e6984a2,2.46502758605254
516,531-2022-25-2950,,Bovenleiding,2023/01/26 16:21:22+00,4653,531_c,34.001,226,531_c,34.000509,226,N,N,250,Hoog,Voorlopig,316615,Y,80,531_2347L_34.3,4.24399158736527e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,33fe1ab3-d805-49b8-b6b8-ee26a180ac35,3.80095843176428
517,588-2022-27-1084,,Rijdraad,2022/11/07 15:03:00+00,9000,588__,2.889,w411Ar-s207,588__,2.890357,207,Y,N,250,Hoog,Voorlopig,312350,N,70,588_411AR_2.8,4.24402396052264e-314,4.24402018141452e-314,2022/07/06 00:00:00+00,ce11a0ff-cc9a-49b8-bc47-9795780f7d43,0.275050904379535
518,133-2018-41-3131,,Paal,2020/07/22 06:12:50+00,1634,133_a,14.736,122,133_a,14.737959,122,N,N,250,Hoog,Definitief,231374,,,133_1073BV_14.6,,,2018/10/09 00:00:00+00,bde5e552-951e-4832-ad16-355d38ea311b,2.11006398007264
519,133-2018-41-4013,,Paal,2020/03/05 14:28:26+00,9000,133_a,14.211,104,133_a,14.213013,104,Y,Y,250,Hoog,Definitief,208145,,,133_1063AL_13.8,,,2018/10/11 00:00:00+00,3e54f637-fa43-486f-bdda-07c028fadf6c,1.99199648594068
520,027-2022-25-1000,,Rijdraad,2022/10/05 11:19:24+00,9000,027__,149.368,DZ,027__,149.367762,DZ,Y,N,250,Hoog,Voorlopig,308412,Y,80,027_955BV_149.2,4.24402396002858e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,69381260-b6d0-4668-b877-a1fb559d7aea,0.213009389464408
521,514-2022-05-0118,,Rijdraad,2022/06/29 10:23:02+00,282,514_a,17.51,39A/41,514_a,17.510799,39A/41,N,N,250,Hoog,Voorlopig,303984,N,40,514_19AL_17.7,4.24399158193054e-314,4.24399352953732e-314,2022/02/05 00:00:00+00,bce4b9f1-8ffc-40a6-915b-7e43f78115e1,0.277872272816127
522,098-2022-25-1231,,Rijdraad,2022/10/05 11:24:12+00,9000,098__,31.983,AE4,098__,31.983212,AE4,Y,N,250,Hoog,Voorlopig,308921,Y,140,531_2677L_34.7,4.24399158193054e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,24f29f01-aef4-4541-bcce-8d56a88e2f4d,0.264594028655221
523,535-2022-25-1058,,Rijdraad,2022/11/07 18:55:11+00,1395,535_c,200.156,w3229l-s581,,,w3229L-s581,N,N,250,Hoog,Voorlopig,312481,N,80,027_969L_149.5,4.24399159230592e-314,4.24399309772395e-314,2022/06/26 00:00:00+00,4f835615-7791-45c3-8057-eaa9acfc57f6,0.334149667065523
524,096-2022-27-1082,,Rijdraad,2022/11/07 13:39:46+00,9000,096_b,105.483,UP,096_b,105.486433,UP,Y,Y,250,Hoog,Voorlopig,311547,N,1,526_495L_104.3,4.24399158291868e-314,4.24399278843885e-314,2022/07/06 00:00:00+00,6355b66c-99a3-40b0-8b8d-e3f361d368c8,0.268972117514065
525,531-2022-25-1374,,Kunstwerk,2022/10/05 11:36:21+00,9000,531_c,34.957,1,531_c,34.955324,1,Y,N,250,Hoog,Voorlopig,309351,N,1,531_2583T_34.6,4.24402395953451e-314,4.24401976689344e-314,2022/06/25 00:00:00+00,7d866d24-12de-4c9a-9e86-36775b123734,3.23147799002252
526,531-2022-25-1972,,Bovenleiding,2022/10/05 11:49:38+00,9000,531_c,35.154,21,531_c,35.154472,21,Y,N,250,Hoog,Voorlopig,309949,Y,80,531_2643V_34.6,4.24402396052264e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,df1c01a6-4e17-4797-b1d4-0ae8db3855cb,1.8905377541853
527,098-2022-25-1314,,Rijdraad,2022/11/07 13:36:55+00,9000,098__,28.195,814,098__,28.194427,814,Y,N,250,Hoog,Voorlopig,311269,Y,140,098_3835R_27.9,4.24399158193054e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,8dd9237d-9b1e-4edd-b106-59779abe0daa,0.28570264261991
528,047-2022-05-0540,,Overig,2022/06/29 10:13:10+00,9000,047__,52.564,w71r-sRS,047__,52.563625,w71R-sRS,Y,N,250,Hoog,Voorlopig,303591,Y,130,047_71R_52.2,4.24399158193054e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,3b17f45d-54e6-49f6-978a-b48d92dfbd47,0.20902152999153
529,133-2018-41-2378,,Paal,2020/07/22 05:39:32+00,9000,133_a,15.117,w1087Bv-sHA,133_a,15.117765,w1087BV-sHA,Y,N,250,Hoog,Definitief,230656,,,133_1087BV_15.1,,,2018/10/08 00:00:00+00,94ad357c-0e21-4b8e-aaf4-038f373406a2,1.53206951539413
530,133-2018-41-3670,,Paal,2020/03/05 14:12:19+00,9000,133_a,13.044,R3,133_a,13.044028,R3,Y,N,250,Hoog,Definitief,207557,,,133_1047BR_13.5,,,2018/10/11 00:00:00+00,5b43c9d2-536e-4f3c-bb33-a8c8e0bdb96f,1.11774415677292
531,589-2022-25-1031,,Rijdraad,2022/10/05 12:21:02+00,9000,589_c,149.641,DZ,589_c,149.640371,DZ,Y,N,250,Hoog,Voorlopig,310588,Y,80,027_955BV_149.2,4.24399158193054e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,69381260-b6d0-4668-b877-a1fb559d7aea,0.22689645215384
532,133-2018-41-2555,,Paal,2020/07/22 06:03:35+00,1282,133_a,11.675,RA,133_a,11.675715,RA,N,N,250,Hoog,Definitief,231088,,,133_1019V_8.7,,,2018/10/09 00:00:00+00,cd2c7e85-bb43-40d5-a0a4-a39f4f2a5d5b,1.06002264126763
533,098-2022-25-1347,,Rijdraad,2022/11/07 13:36:55+00,9000,098__,28.881,3867,098__,28.882369,3867,Y,N,250,Hoog,Voorlopig,311302,Y,140,098_3831L_27.8,4.24399158242461e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,884f3fee-f7c2-47c3-b42e-505d0e73ea73,0.260353605698097
534,531-2022-25-1617,,Rijdraad,2022/10/05 11:45:29+00,9000,531_c,35.448,18,531_c,35.453144,s18-w2771V,Y,N,250,Hoog,Voorlopig,309594,Y,80,531_2661L_34.8,4.24399158242461e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,89b1d473-28f9-4af7-a339-b39d8e1fd966,0.259356896958612
535,133-2018-41-2299,,Paal,2020/07/22 05:37:55+00,2649,133_a,16.702,HA,133_a,16.698009,HA,N,N,250,Hoog,Definitief,230588,,,133_1087BV_15.1,,,2018/10/08 00:00:00+00,94ad357c-0e21-4b8e-aaf4-038f373406a2,2.02885435652735
536,562-2022-05-0002,,Bovenleiding,2022/12/21 09:12:31+00,9000,562_b,61.484,w161l-sAV,562_b,61.483302,w161L-sAV,Y,N,250,Hoog,Definitief,315123,N,140,562_161L_61.2,4.24399158193054e-314,4.24402390568136e-314,2022/02/05 00:00:00+00,2bb32c2b-8bea-4ba6-99ba-08e817827f93,3.21558657168486
537,059-2021-16-0640,,Rijdraad,2021/10/21 16:24:49+00,9000,059__,84.213,FF,059__,84.213448,FF,Y,Y,250,Hoog,Definitief,269963,,,519_89V_47.4,,,2021/04/20 00:00:00+00,d648f062-186f-4cc3-9883-f3dc252c0986,0.267320032919346
538,102-2022-20-1324,,Rijdraad,2022/12/20 07:31:46+00,1039,102__,16.27,LD,102__,16.269793,LD,N,N,250,Hoog,Voorlopig,314231,Y,100,623_365V_17.0,4.24399162343206e-314,4.24399602852136e-314,2022/05/21 00:00:00+00,e82ffaca-cc4b-431c-aaf4-2aec9f5f2e46,0.281716169220015
539,531-2022-25-2071,,Bovenleiding,2022/10/05 11:59:09+00,9000,531_c,35.155,20,531_c,35.154844,20,Y,Y,250,Hoog,Voorlopig,310048,Y,80,531_2647V_34.6,4.24399158193054e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,94886dc3-81fd-4e8c-9180-9352dc3e5a80,3.31520195463263
540,531-2022-25-2918,,Bovenleiding,2023/01/26 16:21:22+00,9000,531_c,35.091,4,531_c,35.091949,4,Y,N,250,Hoog,Voorlopig,316584,Y,40,531_2597V_34.7,4.24402396052264e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,7f8e652d-7b27-44e2-885f-3ab2160d7e6f,0.664206293255341
541,133-2018-41-2998,,Rijdraad,2020/07/22 05:55:04+00,9000,133_a,15.176,HB,133_a,15.177211,HB,Y,N,250,Hoog,Definitief,230920,,,133_1087AR_15.0,,,2018/10/09 00:00:00+00,685accac-470c-447b-9c37-7ad230ac4a12,0.205119477378429
542,047-2022-05-0136,,Rijdraad,2022/06/29 10:06:03+00,9000,047__,52.57,w71l-sRE,047__,52.570158,w71L-sRE,Y,Y,250,Hoog,Voorlopig,303003,N,130,047_71L_52.2,4.24402396052264e-314,4.24399487191368e-314,2022/02/05 00:00:00+00,c31df4c6-061b-4d77-bf4e-c5953c9d3871,0.298964880880681
543,531-2022-25-1457,,Bovenleiding,2022/10/05 11:40:48+00,9000,531_c,35.066,7,531_c,35.066757,7,Y,N,250,Hoog,Voorlopig,309434,Y,80,531_2679R_34.7,4.24399158291868e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,e4a8d30c-0e51-4ccb-8f1a-b4b9359724ed,3.23011392987925
544,531-2022-25-1455,,Gebouw,2022/10/05 11:40:48+00,9000,531_c,35.122,7,531_c,35.121677,7,Y,N,250,Hoog,Voorlopig,309432,Y,80,531_2679R_34.7,4.24399158242461e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,e4a8d30c-0e51-4ccb-8f1a-b4b9359724ed,1.65760097731631
545,531-2022-25-2769,,Bovenleiding,2022/11/07 13:47:11+00,570,531_c,35.239,14,531_c,35.236765,14,N,Y,250,Hoog,Voorlopig,312132,Y,60,531_2323V_33.8,4.2439916041635e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,c0a8dd67-6ec4-4674-86e5-78288932dff2,1.68663244365807
546,133-2018-41-2970,,Paal,2020/07/22 05:54:19+00,3673,133_a,13.901,112,133_a,13.902479,112,N,N,250,Hoog,Definitief,230893,,,133_1045BV_13.6,,,2018/10/09 00:00:00+00,a83456c6-f72f-44ba-8f66-7a6283346d2f,1.98614928945435
547,508-2022-05-9341,,Rijdraad,2022/12/21 09:20:15+00,9000,508__,90.58,25a,508__,90.578992,25a,N,N,250,Hoog,Definitief,315811,N,130,508_2021V_90.5,4.24402396002858e-314,4.244022563305e-314,2022/02/05 00:00:00+00,4931034b-e40f-41aa-8843-39b701f281be,0.2
548,047-2022-05-0539,,Rijdraad,2022/06/29 10:10:54+00,9000,047__,52.437,w71r-sRS,047__,52.436436,w71R-sRS,Y,Y,250,Hoog,Voorlopig,303406,N,120,047_71R_52.2,4.24399158193054e-314,4.24402196054491e-314,2022/02/05 00:00:00+00,3b17f45d-54e6-49f6-978a-b48d92dfbd47,0.205060966544099
549,532-2022-25-1052,,Rijdraad,2022/11/07 13:48:22+00,2478,532__,10.971,sKP-sKM,532__,10.971258,sKP-sKM,N,Y,250,Hoog,Voorlopig,312231,Y,140,101_1063L_12.3,4.24399162194986e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,d8ccc264-445d-4a08-b530-6d064c15177f,0.286190495998732
550,531-2022-16-1224,,Rijdraad,2022/09/21 10:57:25+00,9000,531_c,35.002,7,531_c,35.001898,7,Y,N,250,Hoog,Voorlopig,306953,Y,80,531_2679R_34.7,4.24399158242461e-314,4.24399602852136e-314,2022/04/20 00:00:00+00,e4a8d30c-0e51-4ccb-8f1a-b4b9359724ed,0.285280563656201
551,038-2022-16-1315,,Rijdraad,2022/09/21 10:40:57+00,9000,038__,99.92,WY,038__,99.920397,WY,Y,N,250,Hoog,Voorlopig,305456,Y,130,038_285AL_95.9,4.24402396052264e-314,4.24399602852136e-314,2022/04/20 00:00:00+00,1fce4775-9c87-49e0-9723-bf17155d8824,0.267977611005099
552,133-2018-41-3832,,Paal,2020/03/05 14:55:15+00,9000,133_a,15.208,w1083Al-sHY,133_a,15.20929,w1083AL-sHY,Y,N,250,Hoog,Definitief,208819,,,133_1083AL_15.1,,,2018/10/11 00:00:00+00,934abd36-f04d-4630-8efb-5bb23ee54c81,1.06745679069459
553,535-2022-25-1031,,Rijdraad,2022/10/05 12:05:55+00,2445,535_a,5.31,593,,,593,N,N,250,Hoog,Voorlopig,310507,Y,140,589_3207R_4.9,4.2439916011991e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,2b92b9cc-7fdd-4fd2-9e67-59128812ecd8,0.259001930494736
