FID,gdb_geomattr_data,shape
water_nacht.1347,,"POLYGON ((58173.14970000088 365504.7210999988, 58174.02149999887 365500.4081000015, 58174.077300000936 365500.13390000165, 58177.53649999946 365482.9908999987, 58155.96869999915 365490.3121000007, 58135.52690000087 365493.27650000155, 58115.87530000135 365492.060899999, 58095.39389999956 365492.2707000002, 58072.20309999958 365503.76669999957, 58050.009100001305 365514.20870000124, 58027.81509999931 365524.6504999995, 58006.96990000084 365534.44689999893, 57996.202100001276 365531.2910999991, 57983.55389999971 365527.53830000013, 57970.884100001305 365523.86250000075, 57958.37790000066 365519.7325000018, 57951.9272999987 365518.9770999998, 57944.66070000082 365520.1689000018, 57937.50429999828 365521.0654999986, 57930.333099998534 365522.0491000004, 57957.9803000018 365533.6999000013, 58008.32429999858 365548.41690000147, 58100.53249999881 365504.7795000002, 58143.51029999927 365506.15890000015, 58173.14970000088 365504.7210999988))"
water_nacht.1348,,"POLYGON ((52699.18950000033 365823.3931000009, 52706.69669999927 365798.55310000107, 52719.98330000043 365796.5342999995, 52705.96009999886 365795.73310000077, 52688.474100001156 365785.28510000184, 52699.640299998224 365806.04089999944, 52695.85009999946 365838.495099999, 52699.18950000033 365823.3931000009))"
water_nacht.1349,,"POLYGON ((52688.69810000062 365948.6354999989, 52706.1539000012 365913.9866999984, 52702.987500000745 365885.0839000009, 52698.737900000066 365858.88489999995, 52689.7089000009 365885.1363000013, 52685.62429999933 365925.6165000014, 52642.490499999374 365991.7703000009, 52628.136500000954 365988.94889999926, 52619.66629999876 365988.65670000017, 52637.45149999857 365998.30050000176, 52644.702300000936 366003.6372999996, 52659.56390000135 365988.9770999998, 52672.53150000051 365974.1471000016, 52688.69810000062 365948.6354999989))"
water_nacht.1350,,"POLYGON ((57348.170099999756 366095.8220999986, 57348.1772999987 366095.8192999996, 57352.68609999865 366094.00930000097, 57230.5186999999 365869.6114999987, 57174.50549999997 365814.70010000095, 57136.23570000008 365747.1123000011, 57111.555700000376 365728.5471000001, 57048.09629999846 365689.3057000004, 56877.023899998516 365588.50769999996, 56698.35410000011 365526.6561000012, 56708.08350000158 365547.5104999989, 56793.0251000002 365591.247299999, 56877.46409999952 365623.3361000009, 56897.09750000015 365635.75769999996, 57029.11710000038 365713.86989999935, 57086.56450000033 365749.02270000055, 57113.716899998486 365768.2366999984, 57149.183499999344 365832.2639000006, 57206.751899998635 365889.5590999983, 57324.27430000156 366105.42330000177, 57347.98270000145 366095.89730000123, 57348.170099999756 366095.8220999986))"
water_nacht.1351,,"POLYGON ((52559.65509999916 366123.8291000016, 52565.2201000005 366115.1772999987, 52571.656100001186 366107.00869999826, 52576.8125 366098.1479000002, 52581.62009999901 366089.0733000003, 52591.19629999995 366077.5612999983, 52603.691700000316 366067.7082999982, 52619.79630000144 366059.5212999992, 52640.18989999965 366052.7045000009, 52612.86710000038 366040.2730999999, 52612.27109999955 366043.0736999996, 52612.58949999884 366040.0756999999, 52610.533500000834 366039.0445000008, 52589.56089999899 366057.7501000017, 52575.69550000131 366072.78449999914, 52553.67210000008 366113.1721000001, 52552.59930000082 366126.5784999989, 52559.65509999916 366123.8291000016))"
water_nacht.1352,,"POLYGON ((54385.274099998176 366042.5480999984, 54399.123700000346 366043.4182999991, 54399.16270000115 366015.05310000107, 54389.77950000018 366010.742899999, 54403.82449999824 366008.64770000055, 54414.38329999894 365994.2558999993, 54410.977299999446 365981.27369999886, 54370.80249999836 365967.97769999877, 54365.64710000157 365973.30110000074, 54355.69249999896 366011.6667000018, 54135.78150000051 366103.75450000167, 54069.17069999874 366116.34690000117, 53907.40210000053 366119.37629999965, 53799.51449999958 366142.0826999992, 53792.26410000026 366143.4688999988, 53758.65630000085 366161.39090000093, 53747.74309999868 366155.8390999995, 53719.07389999926 366183.8392999992, 53714.409099999815 366203.99909999967, 53753.52809999883 366180.9155000001, 53759.00609999895 366175.3231000006, 53754.4001000002 366168.76309999824, 53761.08749999851 366164.89290000126, 53763.47810000181 366163.5091000013, 53769.19909999892 366160.1981000006, 53782.841099999845 366161.2131000012, 53860.71429999918 366136.5571000017, 53907.27529999986 366132.5865000002, 54069.5075000003 366129.6319000013, 54144.77129999921 366115.49430000037, 54356.762299999595 366025.3304999992, 54375.4541000016 366027.7591000013, 54373.941100001335 366035.9560999982, 54385.274099998176 366042.5480999984))"
water_nacht.1353,,"POLYGON ((172730.4096999988 359656.4092999995, 172752.2501000017 359626.83210000023, 172776.16010000184 359619.28810000047, 172761.60090000182 359600.9171000011, 172749.2162999995 359627.4433000013, 172741.5289000012 359636.3176999986, 172731.02910000086 359648.6590999998, 172730.4096999988 359656.4092999995))"
water_nacht.1354,,"POLYGON ((175798.42689999938 359665.7355000004, 175789.76689999923 359644.1871000007, 175790.0311000012 359662.9979000017, 175798.42689999938 359665.7355000004))"
water_nacht.1355,,"POLYGON ((174381.83410000056 359644.7978999987, 174382.85550000146 359656.77050000057, 174391.93710000068 359658.50389999896, 174400.42749999836 359653.37530000135, 174401.34530000016 359638.5998999998, 174354.1501000002 359576.7344999984, 174344.97190000117 359575.51850000024, 174333.22850000113 359578.2917000018, 174335.36730000004 359600.7069000006, 174347.42449999973 359607.76309999824, 174365.9791000001 359600.8431000002, 174381.3387000002 359619.8319000006, 174381.83410000056 359644.7978999987))"
water_nacht.1356,,"POLYGON ((176966.52389999852 359738.60170000046, 176966.4189000018 359738.4268999994, 176966.48589999974 359739.1341000013, 176966.52389999852 359738.60170000046))"
water_nacht.1357,,"POLYGON ((173442.7111000009 359801.4860999994, 173446.95210000128 359780.27710000053, 173455.62150000036 359773.4125000015, 173443.55909999833 359744.81709999964, 173402.49709999934 359760.5397000015, 173387.41010000184 359778.41110000014, 173396.23209999874 359793.0031000003, 173442.7111000009 359801.4860999994))"
water_nacht.1358,,"POLYGON ((174202.49709999934 359811.3931000009, 174199.88809999824 359816.95809999853, 174205.80110000074 359821.04509999976, 174202.49709999934 359811.3931000009))"
water_nacht.1359,,"POLYGON ((171913.40410000086 359805.9164999984, 171896.45109999925 359809.6561000012, 171889.93310000002 359818.55110000074, 171892.9070999995 359836.0471000001, 171907.81309999898 359853.6671000011, 171950.27210000157 359871.28709999844, 171973.7600999996 359892.52109999955, 172004.49190000072 359896.6116999984, 172019.01949999854 359877.0410999991, 172007.8339000009 359829.4134999998, 171986.4070999995 359807.58509999886, 171933.08909999952 359804.7952999994, 171913.40410000086 359805.9164999984))"
water_nacht.1360,,"POLYGON ((175774.74929999933 359854.7408999987, 175790.84109999985 359864.9739000015, 175796.53069999814 359875.2923000008, 175814.685899999 359890.7316999994, 175820.93510000035 359885.6449000016, 175799.92610000074 359857.3297000006, 175783.78649999946 359837.81489999965, 175774.74929999933 359854.7408999987))"
water_nacht.1361,,"POLYGON ((176992.85970000178 360073.22509999946, 176997.36450000107 360091.6427000016, 177006.8841000013 360099.7721000016, 177031.16789999977 360088.4813000001, 177029.75569999963 360074.97150000185, 177004.42130000144 360058.3445000015, 176993.9470999986 360060.16270000115, 176992.82869999856 360072.6816999987, 176992.85970000178 360073.22509999946))"
water_nacht.1362,,"POLYGON ((176847.22610000148 360109.9221000001, 176844.6264999993 360112.1730999984, 176853.83929999918 360110.7430999987, 176847.22610000148 360109.9221000001))"
water_nacht.1363,,"POLYGON ((171730.0401000008 360059.39609999955, 171711.87370000035 360055.6746999994, 171708.49210000038 360066.30750000104, 171678.7265000008 360071.9642999992, 171659.76289999858 360081.1997000016, 171644.50549999997 360091.50769999996, 171649.09409999847 360108.3214999996, 171663.3317000009 360101.95369999856, 171792.11169999838 360037.5883000009, 171801.2782999985 360027.9602999985, 171791.79610000178 360028.08309999853, 171738.22549999878 360063.90150000155, 171730.0401000008 360059.39609999955))"
water_nacht.1364,,"POLYGON ((171816.25310000032 360167.26209999993, 171845.16110000014 360152.80409999937, 171823.93210000172 360142.41310000047, 171818.06010000035 360128.4081000015, 171818.06010000035 360119.37209999934, 171844.71009999886 360096.3310999982, 171838.53510000184 360078.75670000166, 171833.35810000077 360074.54509999976, 171704.04930000007 360131.5366999991, 171754.4177000001 360161.2597000003, 171760.26570000127 360161.1999000013, 171777.48090000078 360153.51949999854, 171797.75310000032 360165.9263000004, 171816.25310000032 360167.26209999993))"
water_nacht.1365,,"POLYGON ((172742.55050000176 360334.89169999957, 172748.1853 360327.7595000006, 172745.3575000018 360318.84109999985, 172724.69289999828 360305.3546999991, 172718.2089000009 360283.7157000005, 172709.58909999952 360286.13489999995, 172704.07129999995 360294.47630000114, 172708.9461000003 360298.39510000125, 172713.38149999827 360317.78830000013, 172742.55050000176 360334.89169999957))"
water_nacht.1366,,"POLYGON ((172219.07510000095 360330.370099999, 172250.68809999898 360291.563099999, 172232.29610000178 360280.2441000007, 172207.29410000145 360323.0940999985, 172215.05310000107 360327.94509999827, 172211.31709999964 360340.0720999986, 172219.07510000095 360330.370099999))"
water_nacht.1367,,"POLYGON ((172754.71090000123 360334.0676999986, 172757.56230000034 360340.46449999884, 172758.84809999913 360348.0555000007, 172747.32770000026 360369.22250000015, 172757.53869999945 360369.3060999997, 172816.33630000055 360296.09530000016, 172812.02549999952 360291.06010000035, 172738.0577000007 360204.26249999925, 172722.99269999936 360210.8018999994, 172711.69570000097 360230.05689999834, 172698.53189999983 360231.9195000008, 172685.43809999898 360259.41330000013, 172685.17669999972 360281.6788999997, 172730.78350000083 360213.125500001, 172771.0251000002 360256.8473000005, 172792.12469999865 360290.78069999814, 172792.1367000006 360310.0342999995, 172788.04729999974 360323.3652999997, 172770.3476999998 360336.8953000009, 172762.82409999892 360323.4208999984, 172754.71090000123 360334.0676999986))"
water_nacht.1368,,"POLYGON ((176269.47410000116 360421.9010999985, 176273.66230000183 360414.39449999854, 176263.72450000048 360398.14009999856, 176258.95549999923 360406.43189999834, 176251.82609999925 360420.39990000054, 176267.1955000013 360429.1165000014, 176269.47410000116 360421.9010999985))"
water_nacht.1369,,"POLYGON ((174621.41470000148 360437.3850999996, 174623.50310000032 360442.8718999997, 174626.09010000154 360437.80689999834, 174621.41470000148 360437.3850999996))"
