OBJECTID,BEHEERCODE,BEHEERTYPE,HOOFDSOORT,BEHEERDER,PARKNAAM_LANDGOED,OPPERVLAKTE,OMTREK,MAAIFREQUENTIE,BEHEERKLASSE,MATERIAAL_ONDERGROND,GEBIEDSNAAM,SHAPESTArea,SHAPESTLength
1198,05.23.G.3389,Gazon,,Stadsdeel 5,,32.013,25.604,16 x per jaar | Machinaal,,,VKR,32.013469,25.6043920313545
1199,05.19.G.0970,Gazon,,Stadsdeel 5,,933.022,212.488,16 x per jaar | Machinaal,,,VKR,933.021981,212.488002289618
1200,09.702.V.0043,Vlak onderhoud derden,,Derden,Landgoed compl. Sportlaan,108.01,248.27,,,,Noord-West,108.0102215,248.269823033214
1201,09.701.V.0026,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Rijk der Heide,1210.941,561.094,1 x per jaar | Machinaal,,,Noord-West,1210.9410905,561.09413569669
1202,09.401.V.0018,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Koningsheide,268.72,168.403,1 x per jaar | Machinaal,,,Noord-West,268.720312,168.403102967655
1203,09.205.V.0006,Overig terrein,,Afdeling Bossen & Parken,Landgoed Schaarbergen zuid,1911.342,193.492,,,,Noord-West,1911.3419,193.491789298247
1204,09.310.V.0024,Overig terrein,,Afdeling Bossen & Parken,Landgoed Waterberg,1108.587,382.297,,,,Noord-West,1108.5870055,382.296915203398
1205,09.701.V.0030,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Rijk der Heide,1334.84,1114.9,1 x per jaar | Machinaal,,,Noord-West,1334.8399975,1114.89956212795
1206,06.22.G.1315,Gras/kruiden,,Stadsdeel 6,,1275.917,207.112,1 x per jaar | Op Talud | Machinaal,,,Elden en De Laar,1275.9174915,207.112049442122
1207,01.01.G.1543,Blokhaag,Carpinus sp.,Stadsdeel 1,,350.327,147.997,,,,CSA,350.326803,147.996598513072
1208,06.24.G.2464,Gazon,,Stadsdeel 6,,33.303,25.295,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",33.330959575,25.289934764122
1209,06.24.G.1011,Gazon,,Stadsdeel 6,,57.103,119.618,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",57.24273879,119.598130919788
1210,03.09.G.4834,Gras/kruiden,,Afdeling Bossen & Parken,Begraafpark Moscowa,500.22,240.906,2 x per jaar | Machinaal,,,Noord-Oost,500.220472,240.905973478524
1211,02.12.G.1908,Gras/kruiden,,Stadsdeel 2,,468.976,486.252,2 x per jaar | Machinaal,,,Noord-West,468.975684,486.252030183247
1212,03.09.G.2649,Gazon,,Afdeling Bossen & Parken,Begraafpark Moscowa,571.808,123.293,25 x per jaar | Machinaal,,,Noord-Oost,568.79217652,123.149942841584
1213,05.17.G.1204,Gazon,,Stadsdeel 5,,241.965,79.534,16 x per jaar | Machinaal,,,Malburgen,241.965332,79.5336762279955
1214,05.23.G.0481,Gazon,,Stadsdeel 5,,12.98,30.363,16 x per jaar | Machinaal,,,VKR,12.980019,30.3632642936529
1215,04.05.G.1191,Blokhaag,Lonicera nitida 'Maigrun',Stadsdeel 4,,10.956,14.72,,,,Presikhaaf,10.955898175,14.7164171733593
1216,03.09.G.4560,Gras/kruiden,,Stadsdeel 3,,284.81,248.965,2 x per jaar | Machinaal,,,Noord-Oost,284.750426845,248.957429780775
1217,06.20.G.0973,Gras/kruiden,,Stadsdeel 6,,318.099,106.268,1 x per jaar | Machinaal,,,Elden en De Laar,317.127935245,106.261134539836
1218,05.19.G.2982,Heesters hoog,,Stadsdeel 5,,73.361,47.265,,Geen onkruid beheersen,,VKR,73.360948,47.2647886488313
1219,06.21.G.2056,Gras/kruiden,,Stadsdeel 6,,103.679,86.305,2 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",103.6789435,86.3046136920484
1220,05.18.G.2032,Vlak onderhoud derden,,Derden,,30.879,25.663,,Onkruid beheersen,,Malburgen,30.87892,25.6633826465955
1221,06.20.G.37137,Gras/kruiden,,,,66.681,110.993,1 x per jaar | Machinaal,,,Elden en De Laar,66.681206,110.992830616235
1222,03.08.G.1861,Gras/kruiden,,Stadsdeel 3,,635.595,404.046,3 x per jaar | Machinaal,,,Noord-Oost,635.45243228,403.976077642939
1223,05.16.G.1291,Gazon,,Stadsdeel 5,,178.007,246.233,16 x per jaar | Machinaal,,,Malburgen,177.876159965,246.216423442897
1224,03.08.G.0944,Gazon,,Stadsdeel 3,,4.379,8.676,16 x per jaar | Machinaal,,,Noord-Oost,4.379199,8.67614356087486
1225,09.804.V.0007,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Johannahoeve,304.986,612.032,1 x per jaar | Handmatig,,,,304.985634,612.031641588486
1226,09.104.V.0003,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Maasbergse bos,497.767,849.134,1 x per jaar | Machinaal,,,Noord-West,497.7669545,849.13376625655
1227,09.412.V.0011,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Koningsheide,800.259,1612.055,1 x per jaar | Machinaal,,,Noord-West,800.2591505,1612.05535692995
1228,09.412.V.0006,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Koningsheide,1152.495,2308.07,1 x per jaar | Machinaal,,,Noord-West,1152.9072085,2308.06701030185
1229,09.212.V.0024,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Schaarbergen zuid,308.678,141.202,2 x per jaar | Machinaal,,,Noord-West,308.677879,141.202206429972
1230,09.301.V.0025,Vlak onderhoud derden,,Derden,Landgoed Waterberg,716.714,172.885,,,,Noord-West,716.7136115,172.885220106844
1231,06.21.G.1860,Haag,Hedera sp.,Stadsdeel 6,,1.752,8.001,,,,"Schuytgraaf, Elderveld",1.7516885,8.00090250232229
1232,04.04.G.1102,Blokhaag,Lonicera nitida 'Maigrun',Stadsdeel 4,,19.951,17.867,,,,Presikhaaf,19.9513,17.8667946897425
1233,05.16.G.0100,Gazon,,Stadsdeel 5,,82.046,40.732,16 x per jaar | Machinaal,,,Malburgen,82.045789405,40.7317738199189
1234,05.18.G.2262,Gazon,,Stadsdeel 5,,26.507,20.38,16 x per jaar | Machinaal,,,Malburgen,26.504632085,20.3778979487068
1235,06.22.G.1981,Blokhaag,Lonicera nitida 'Maigrun',Stadsdeel 6,,74.324,44.968,,,,Elden en De Laar,74.266136805,44.9615784343448
1236,09.401.V.0037,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Koningsheide,85.22,76.611,1 x per jaar | Machinaal,,,Noord-West,85.2201945,76.6108037310759
1237,05.23.G.0619,Gazon,,Stadsdeel 5,,24.831,20.635,16 x per jaar | Machinaal,,,VKR,24.830705,20.6347825080738
1238,04.05.G.1515,Heesters hoog,Ilex aquifolium,Stadsdeel 4,,13.653,13.416,,Geen onkruid beheersen,,Presikhaaf,13.653353,13.415876912062
1239,02.12.G.1121,Gras/kruiden,,Stadsdeel 2,,64.483,33.577,3 x per jaar | Machinaal,,,Noord-West,64.4827555,33.5766830090235
1240,03.09.G.2626,Heesters laag,Mahonia aquifolium,Afdeling Bossen & Parken,Begraafpark Moscowa,10.115,13.517,,Onkruid beheersen,,Noord-Oost,10.114837,13.5169985862308
1241,04.03.G.1301,Vlak onderhoud derden,,Derden,,8.36,15.571,,,,CSA,8.360194,15.5705382414407
1242,05.19.G.1361,Blokhaag,Lonicera nitida 'Elegant',Stadsdeel 5,,167.091,117.848,,,,VKR,167.090808,117.847688607476
1243,02.14.G.0387,Vlak onderhoud derden,,Derden,,6.957,10.077,,,,Noord-West,6.95721,10.0769560145358
1244,03.07.G.1835,Haag,Acer campestre,Stadsdeel 3,,4.33,10.876,,,,Noord-West,4.330486,10.8756373969504
1245,03.09.G.0769,Gras/kruiden,,Stadsdeel 3,,44.082,27.198,2 x per jaar | Machinaal,,,Noord-Oost,44.081628,27.1979309850553
1246,05.18.G.1544,Gazon,,Stadsdeel 5,,35.447,84.003,16 x per jaar | Machinaal,,,Malburgen,35.447403435,84.0024527895158
1247,05.18.G.2619,Gras/kruiden,,Stadsdeel 5,,210.987,88.587,2 x per jaar | Machinaal,,,Malburgen,210.986728,88.5868732687488
1248,05.23.G.0034,Blokhaag,,Stadsdeel 5,,60.069,45.979,,,,VKR,60.034534485,45.9747637229368
1249,05.17.G.1599,Gazon,,Stadsdeel 5,,453.702,162.171,16 x per jaar | Machinaal,,,Malburgen,453.7015735,162.170687906168
1250,03.07.G.1020,Vaste planten,Geranium cantabrigiense 'Cambridge',Stadsdeel 3,,7.449,11.473,,,,Noord-West,7.430016325,11.4694966776879
1251,06.20.G.0263,Gras/kruiden,,Stadsdeel 6,,466.041,158.357,2 x per jaar | Machinaal,,,Elden en De Laar,466.041429,158.357046847407
1252,03.10.G.0166,Gazon,,Stadsdeel 3,,99.94,71.418,16 x per jaar | Machinaal,,,Noord-Oost,99.940276,71.4177578716586
1253,03.11.G.0314,Gazon,,Stadsdeel 3,,382.509,107.315,16 x per jaar | Machinaal,,,Noord-Oost,382.160473635,107.29087828455
1254,04.05.G.0160,Gazon,,Stadsdeel 4,,76.374,162.158,16 x per jaar | Machinaal,,,Presikhaaf,76.3744475,162.157705505915
1255,05.19.G.0500,Gazon,,Stadsdeel 5,,519.347,143.273,16 x per jaar | Machinaal,,,VKR,519.3473145,143.273371993231
1256,05.23.G.0775,Gras/kruiden,,Afdeling Bossen & Parken,Afdeling Bossen & Parken,247.864,133.531,Niet van toepassing | Begrazing schapen,,,VKR,247.8635505,133.530940342394
1257,05.23.G.0026,Gazon,,Stadsdeel 5,,113.92,52.117,16 x per jaar | Machinaal,,,VKR,113.91653384,52.1155439951519
1258,03.08.G.1973,Heesters hoog,Rhododendron sp.,Afdeling Bossen & Parken,Park Angerenstein,151.005,72.3,,Rhododendron,,Noord-Oost,151.0050825,72.3004405934485
1259,03.08.G.2174,Vaste planten,,Stadsdeel 3,,6.742,11.989,,,,Noord-Oost,6.74208761,11.9883928623513
1260,04.03.G.0588,Gras/kruiden,,Stadsdeel 4,,632.781,1174.342,3 x per jaar | Op Talud | Machinaal,,,CSA,632.780969,1174.34219148126
1261,05.16.G.0849,Gazon,,Stadsdeel 5,,138.162,128.799,16 x per jaar | Machinaal,,,Malburgen,138.160792075,128.797896223408
1262,06.24.G.0726,Gazon,,Stadsdeel 6,,90.075,51.122,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",90.0752755,51.121846196913
1263,03.08.G.0972,Gazon,,Stadsdeel 3,,11.187,14.205,16 x per jaar | Machinaal,,,Noord-Oost,11.18531861,14.2025031738532
1264,05.19.G.2444,Gazon,,Stadsdeel 5,,144.534,62.702,16 x per jaar | Machinaal,,,VKR,144.6919486,62.6966921159423
1265,05.18.G.1347,Gazon,,Stadsdeel 5,,4.704,11.18,16 x per jaar | Machinaal,,,Malburgen,4.703658,11.1800364679247
1266,06.20.G.0665,Gazon,,Stadsdeel 6,,121.2,164.776,16 x per jaar | Machinaal,,,Elden en De Laar,121.2003905,164.776023730686
1267,05.18.G.1648,Gazon,,Stadsdeel 5,,8.43,11.368,16 x per jaar | Machinaal,,,Malburgen,8.427851785,11.3665080637542
1268,05.18.G.2441,Gazon,,Stadsdeel 5,,75.899,44.951,16 x per jaar | Machinaal,,,Malburgen,75.895675825,44.9494852017033
1269,05.16.G.1400,Vlak onderhoud derden,,Derden,,17.338,18.607,,,,Malburgen,17.338256,18.6071407495499
1270,03.09.G.4286,Vaste planten,,Afdeling Bossen & Parken,Begraafpark Moscowa,46.609,51.882,,,,Noord-Oost,46.6089845,51.8821466217028
1271,03.09.G.4326,Haag,Ligustrum sp.,Stadsdeel 3,,29.856,80.575,,,,Noord-Oost,29.75070435,80.5661004379446
1272,06.21.G.1794,Gazon,,Stadsdeel 6,,380.268,150.619,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",380.267632,150.619336242158
1273,05.18.G.0931,Heesters hoog,Gemengde soorten,Stadsdeel 5,,681.112,379.104,,Geen onkruid beheersen,,Malburgen,681.111901,379.104042504867
1274,01.01.G.0624,Gazon,,Stadsdeel 1,,240.585,74.012,16 x per jaar | Machinaal,,,CSA,240.5854725,74.0115842240209
1275,03.11.G.2449,Gras/kruiden,,Stadsdeel 3,,217.914,436.117,3 x per jaar | Handmatig,,,Noord-Oost,217.9137615,436.117259835542
1276,05.18.G.2399,Blokhaag,Lonicera nitida 'Elegant',Stadsdeel 5,,36.142,27.279,,,,Malburgen,36.1422625,27.2787207655538
1277,03.08.G.0778,Gazon,,Stadsdeel 3,,11.18,14.215,16 x per jaar | Machinaal,,,Noord-Oost,11.1795895,14.2145214880759
1278,05.18.G.2455,Gras/kruiden,,Stadsdeel 5,,304.337,193.803,2 x per jaar | Machinaal,,,Malburgen,304.3706994,193.798488827893
1279,05.19.G.3061,Gras/kruiden,,Afdeling Bossen & Parken,Park Immerloo,402.049,89.1,2 x per jaar | Machinaal,,,VKR,402.0494535,89.100234644741
1280,06.24.G.2702,Gazon,,Stadsdeel 6,,287.221,119.008,16 x per jaar | Handmatig,,,"Schuytgraaf, Elderveld",287.220563,119.008374338427
1281,05.23.G.1922,Haag,Elzenbomen,Stadsdeel 5,,98.8,57.363,,,,VKR,98.799981,57.3632347365592
1282,03.11.G.0557,Gras/kruiden,,Stadsdeel 3,,353.925,127.677,3 x per jaar | Machinaal,,,Noord-Oost,353.9249755,127.676846250058
1283,05.18.G.1336,Gazon,,Stadsdeel 5,,35.158,28.773,16 x per jaar | Machinaal,,,Malburgen,35.091864365,28.7703398827588
1284,05.17.G.0380,Gazon,,Stadsdeel 5,,22.807,24.303,16 x per jaar | Machinaal,,,Malburgen,22.806828,24.3028446024747
1285,02.12.G.2735,Gazon,,Stadsdeel 2,,56.624,78.839,16 x per jaar | Machinaal,,,Noord-West,56.622091685,78.8380155582128
1286,06.22.G.4378,Gazon,,Stadsdeel 6,,142.493,144.554,16 x per jaar | Machinaal,,,Elden en De Laar,142.4926205,144.553516107505
1287,04.04.G.0980,Gazon,,Stadsdeel 4,,14.731,20.874,16 x per jaar | Machinaal,,,Presikhaaf,14.731203,20.8735606123882
1288,04.02.G.0225,Heesters laag,Gemengde soorten,Stadsdeel 4,,18.816,18.707,,Onkruid beheersen,,CSA,18.8163605,18.7067951414234
1289,06.21.G.0485,Gazon,,Stadsdeel 6,,72.079,57.916,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",72.079057,57.9159400208385
1290,04.04.G.0858,Heesters laag,Symphoricarpos chenaultii 'Hancock',Stadsdeel 4,,40.779,39.967,,Onkruid beheersen,,Presikhaaf,40.7791635,39.9670791173709
1291,06.22.G.1920,Blokhaag,Lonicera nitida 'Maigrun',Stadsdeel 6,,45.995,31.214,,,,Elden en De Laar,45.994783,31.2144230966592
1292,05.19.G.1572,Heesters hoog,Gemengde soorten,Stadsdeel 5,,67.059,45.66,,Onkruid beheersen,,VKR,67.0592505,45.6599653127939
1293,03.09.G.5187,Gazon,,Afdeling Bossen & Parken,Begraafpark Moscowa,78.326,107.425,25 x per jaar | Machinaal,,,Noord-Oost,78.3257405,107.425331334719
1294,05.19.G.0458,Gazon,,Stadsdeel 5,,52.392,25.754,16 x per jaar | Machinaal,,,VKR,52.39205,25.7541832994299
1295,03.09.G.5182,Gras/kruiden,,Afdeling Bossen & Parken,De Braamberg,9127.498,513.818,2 x per jaar | Machinaal,,,Noord-Oost,9128.8882945,513.795393419499
1296,05.17.G.0584,Gras/kruiden,,Stadsdeel 5,,1123.319,527.388,2 x per jaar | Machinaal,,,Malburgen,1123.3190965,527.387789720108
1297,05.17.G.0412,Gazon,,Stadsdeel 5,,46.495,48.321,16 x per jaar | Machinaal,,,Malburgen,46.494999,48.3211130387692
1298,05.17.G.1147,Gazon,,Stadsdeel 5,,66.738,48.286,16 x per jaar | Machinaal,,,Malburgen,66.73828,48.285573995969
1299,05.19.G.1559,Heesters hoog,Gemengde soorten,Stadsdeel 5,,33.411,30.588,,Onkruid beheersen,,VKR,33.410996,30.588123271678
1300,04.03.G.0080,Gazon,,Stadsdeel 4,,12.533,15.936,16 x per jaar | Machinaal,,,CSA,12.532709,15.935513393748
1301,06.21.G.0984,Haag,Acer campestre,Stadsdeel 6,,37.091,84.805,,,,"Schuytgraaf, Elderveld",37.088328155,84.8018335074001
1302,03.09.G.2554,Heesters laag,Vinca minor,Afdeling Bossen & Parken,Begraafpark Moscowa,4.044,8.052,,Onkruid beheersen,,Noord-Oost,4.044292,8.05153735926689
1303,05.23.G.0294,Gazon,,Stadsdeel 5,,48.956,33.213,16 x per jaar | Machinaal,,,VKR,48.859061655,33.20654823249
1304,06.21.G.1849,Heesters laag,Cotoneaster suecicus 'Coral Beauty',Stadsdeel 6,,2.31,7.415,,Onkruid beheersen,,"Schuytgraaf, Elderveld",2.3104505,7.41455019169971
1305,06.22.G.3194,Haag,,Stadsdeel 6,,3.179,13.721,,,,Elden en De Laar,3.179243,13.7212269472677
1306,05.19.G.3760,Gazon,,Afdeling Bossen & Parken,Park Immerloo,133.026,118.367,18 x per jaar | Machinaal,,,VKR,133.026177,118.367123580743
1307,03.07.G.0969,Heesters laag,,Stadsdeel 3,,44.94,31.966,,Onkruid beheersen,,Noord-West,44.9403025,31.9664273150782
1308,03.09.G.3800,Vaste planten,,Afdeling Bossen & Parken,Begraafpark Moscowa,70.63,54.486,,,,Noord-Oost,70.630125,54.4861226093486
1309,06.24.G.1248,Gras/kruiden,,Stadsdeel 6,,856.649,242.017,2 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",856.6487405,242.017423071542
1310,04.05.G.0391,Gras/kruiden,,Stadsdeel 4,,68.999,201.795,2 x per jaar | Machinaal,,,Presikhaaf,68.9989475,201.795429383707
1311,06.22.G.1687,Heesters hoog,Gemengde soorten,Stadsdeel 6,,233.512,70.675,,Geen onkruid beheersen,,Elden en De Laar,233.512422,70.674616123837
1312,04.03.G.1694,Heesters laag,Lonicera pileata,Stadsdeel 4,,35.473,43.513,,Onkruid beheersen,,CSA,35.4721193,43.5121435384917
1313,05.23.G.0038,Blokhaag,Lonicera nitida 'Elegant',Stadsdeel 5,,16.394,28.109,,,,VKR,16.393791,28.1094755585649
1314,02.12.G.2955,Gras/kruiden,,Afdeling Bossen & Parken,Park Sonsbeek,48.462,67.275,1 x per jaar | Op Talud | Machinaal,,,Noord-West,48.461666,67.275146890455
1315,05.16.G.1392,Gazon,,Stadsdeel 5,,30.787,28.248,16 x per jaar | Machinaal,,,Malburgen,30.7866515,28.2484116343769
1316,05.18.G.1441,Gazon,,Stadsdeel 5,,344.45,77.59,16 x per jaar | Machinaal,,,Malburgen,344.38959028,77.5796283290222
1317,03.08.G.0821,Gazon,,Stadsdeel 3,,61.726,55.122,16 x per jaar | Machinaal,,,Noord-Oost,61.7257625,55.1221428241225
1318,03.10.G.0061,Gazon,,Stadsdeel 3,,202.066,63.942,16 x per jaar | Machinaal,,,Noord-Oost,202.065543,63.9423356668144
1319,03.09.G.0426,Gazon,,Stadsdeel 3,,15.959,15.538,16 x per jaar | Machinaal,,,Noord-Oost,15.939915765,15.5318751222449
1320,03.11.G.0777,Heesters hoog,,Stadsdeel 3,,15.749,29.776,,Onkruid beheersen,,Noord-Oost,15.748665,29.7758786559744
1321,05.16.G.0439,Blokhaag,Cotoneaster suecicus 'Coral Beauty',Stadsdeel 5,,9.59,11.93,,,,Malburgen,9.58271259,11.9268882558079
1322,03.09.G.4203,Vaste planten,,Afdeling Bossen & Parken,Begraafpark Moscowa,17.433,18.049,,,,Noord-Oost,17.433313,18.0493290505195
1323,03.11.G.0335,Gazon,,Stadsdeel 3,,95.814,132.571,16 x per jaar | Machinaal,,,Noord-Oost,95.74667155,132.567651886517
1324,03.09.G.3188,Gras/kruiden,,Afdeling Bossen & Parken,Begraafpark Moscowa,92.663,46.884,3 x per jaar | Handmatig,,,Noord-Oost,92.663352,46.8841158292911
1325,03.09.G.4466,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,15.271,19.215,,Graven onkruidvrij,,Noord-Oost,15.270869,19.2153466733529
1326,06.22.G.5103,Vlak onderhoud derden,Lonicera nitida ''Maigrün'',Derden,,9.457,14.238,,,,Elden en De Laar,9.4566875,14.2380682351194
1327,06.22.G.0427,Gazon,,Stadsdeel 6,,107.86,71.902,16 x per jaar | Machinaal,,,Elden en De Laar,107.870255,71.8999987294161
1328,06.24.G.0155,Haag,Acer campestre,Stadsdeel 6,,18.763,62.901,,,,"Schuytgraaf, Elderveld",18.7632865,62.9011633321317
1329,05.19.G.2708,Gazon,,Stadsdeel 5,,34.808,70.986,16 x per jaar | Machinaal,,,VKR,34.808036,70.9858080543331
1330,02.15.G.0068,Vaste planten,,Stadsdeel 2,,5.4,9.218,,,,Noord-West,5.3998725,9.21845212818017
1331,03.11.G.1785,Haag,,Stadsdeel 3,,8.811,30.572,,,,Noord-Oost,8.8109925,30.5716734661359
1332,06.21.G.0226,Gazon,,Stadsdeel 6,,92.997,42.566,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",92.996725,42.5664639041878
1333,05.19.G.3551,Vlak onderhoud derden,,Derden,,1.287,4.538,,,,VKR,1.2867925,4.53770475162229
1334,03.10.G.0212,Vaste planten,Geranium cantabrigiense 'Cambridge',Stadsdeel 3,,2.912,6.826,,,,Noord-Oost,2.912148,6.82605983159312
1335,05.18.G.1994,Gras/kruiden,,Stadsdeel 5,,23.294,19.316,3 x per jaar | Machinaal,,,Malburgen,23.2938775,19.3158010834373
1336,05.23.G.2954,Vaste planten,,Stadsdeel 5,,3.553,7.54,,,,VKR,3.552697,7.53966932765414
1337,04.02.G.0681,Vlak onderhoud derden,,Derden,,7.98,11.74,,,,CSA,7.977706415,11.7381005547063
1338,05.18.G.2030,Vlak onderhoud derden,,Derden,,39.402,29.851,,Onkruid beheersen,,Malburgen,39.40249,29.8513046213706
1339,06.24.G.2800,Vlak onderhoud derden,,Derden,,36.22,56.87,,,,"Schuytgraaf, Elderveld",36.2201575,56.8698856765367
1340,04.04.G.0325,Gras/kruiden,,Stadsdeel 4,,156.808,106.296,3 x per jaar | Op Talud | Machinaal,,,Presikhaaf,156.80788,106.295518179625
1341,03.06.G.0318,Gazon,,Stadsdeel 3,,241.56,142.302,16 x per jaar | Machinaal,,,Noord-West,241.5602035,142.301521617247
1342,06.21.G.1898,Struweel,,Stadsdeel 6,,139.779,67.786,,,,"Schuytgraaf, Elderveld",139.7786805,67.785953639139
1343,04.03.G.0789,Gazon,,Stadsdeel 4,,21.489,21.18,16 x per jaar | Machinaal,,,CSA,21.484887305,21.1771288267392
1344,04.04.G.1602,Heesters hoog,Amelanchier lamarckii,Stadsdeel 4,,1.787,4.758,,Geen onkruid beheersen,,Presikhaaf,1.786622,4.75793054648089
1345,05.18.G.2203,Blokhaag,Lonicera nitida 'Elegant',Stadsdeel 5,,10.461,14.48,,,,Malburgen,10.4613735,14.4798408280869
1346,03.09.G.3259,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,23.732,30.03,,Graven 3 x maaien handmatig,,Noord-Oost,23.7324745,30.029863659158
1347,03.08.G.1196,Gazon,,Stadsdeel 3,,17.684,17.595,16 x per jaar | Machinaal,,,Noord-Oost,17.683161205,17.5923051428311
1348,05.16.G.1001,Gazon,,Stadsdeel 5,,38.01,24.662,16 x per jaar | Machinaal,,,Malburgen,38.0100245,24.6621473316423
1349,06.22.G.5040,Struweel,,Stadsdeel 6,,30.602,84.527,,,,Elden en De Laar,30.6016675,84.5269433955255
1350,05.17.G.1200,Haag,,Stadsdeel 5,,3.759,12.15,,,,Malburgen,3.758972,12.1496719125713
1351,04.05.G.1615,Blokhaag,,Stadsdeel 4,,1.599,5.06,,,,Presikhaaf,1.598648,5.06002400110793
1352,05.18.G.0794,Gras/kruiden,,Stadsdeel 5,,67.196,36.405,2 x per jaar | Op Talud | Machinaal,,,Malburgen,67.1955615,36.4051846779782
1353,05.17.G.0985,Gazon,,Stadsdeel 5,,207.362,103.821,16 x per jaar | Machinaal,,,Malburgen,207.16437784,103.804582340568
1354,05.23.G.3394,Vlak onderhoud derden,,Derden,,3.682,7.448,,,,VKR,3.68133919,7.44703505209289
1355,03.09.G.2487,Haag,Taxus sp.,Afdeling Bossen & Parken,Begraafpark Moscowa,1.906,4.895,,,,Noord-Oost,1.905585,4.89522041410945
1356,03.09.G.3170,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,4.14,10.283,,Graven 3 x maaien handmatig,,Noord-Oost,4.1401335,10.2833573085697
1357,03.09.G.1188,Haag,,Afdeling Bossen & Parken,De Braamberg,177.508,325.684,,,,Noord-Oost,177.507505,325.684397718159
1358,05.19.G.1704,Blokhaag,Prunus laurocerasus 'Otto Luyken',Stadsdeel 5,,35.16,38.37,,,,VKR,35.159813,38.3704653607983
1359,02.12.G.0882,Gazon,,Stadsdeel 2,,75.907,36.695,16 x per jaar | Machinaal,,,Noord-West,75.81162198,36.6811107870077
1360,06.21.G.1274,Heesters hoog,Gemengde soorten,Stadsdeel 6,,332.428,175.83,,Onkruid beheersen,,"Schuytgraaf, Elderveld",332.427905,175.829639155441
1361,06.22.G.3574,Heesters laag,Spiraea japonica 'Golden Princess',Stadsdeel 6,,11.332,13.702,,Onkruid beheersen,,Elden en De Laar,11.33120334,13.7014224907031
1362,06.21.G.3350,Gazon,,Stadsdeel 6,,236.626,75.615,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",236.6262675,75.6151763413311
1363,06.22.G.0939,Gazon,,Stadsdeel 6,,88.919,38.648,16 x per jaar | Machinaal,,,Elden en De Laar,88.644023905,38.6329096413084
1364,05.19.G.1992,Gras/kruiden,,Afdeling Bossen & Parken,Park Immerloo,2763.704,498.796,2 x per jaar | Machinaal,,,VKR,2763.7039455,498.795639944629
1365,01.01.G.1857,Boomspiegel,,Stadsdeel 1,,4.097,8.098,,,,CSA,4.097304,8.09816622143648
1366,05.16.G.0598,Gazon,,Stadsdeel 5,,341.217,298.328,16 x per jaar | Machinaal,,,Malburgen,340.361487435,298.311928894589
1367,05.23.G.1006,Heesters hoog,Gemengde soorten,Stadsdeel 5,,91.828,45.527,,Geen onkruid beheersen,,VKR,91.8281845,45.5266231529522
1368,05.23.G.1942,Gras/kruiden,,Afdeling Bossen & Parken,Afdeling Bossen & Parken,61.227,47.612,Niet van toepassing | Begrazing schapen,,,VKR,61.2267905,47.6119284555926
1369,05.18.G.2595,Vaste planten,,Stadsdeel 5,,7.096,11.406,,,,Malburgen,7.0957105,11.4062119952234
1370,06.22.G.4396,Gras/kruiden,,Stadsdeel 6,,216.229,161.703,2 x per jaar | Machinaal,,,Elden en De Laar,216.656970135,161.689844734291
1371,05.23.G.0081,Gazon,,Stadsdeel 5,,278.093,102.612,16 x per jaar | Machinaal,,,VKR,278.03889406,102.601323888455
