FID,aanlegjaar,type,soortnaam_lat,soortnaam_ned,categorie,geometrie
O10002_Bomenkaart_OD.1754,1997,Lei- / vormboom,Catalpa bignonioides 'Nana',Trompetboom,Boom,MULTIPOINT ((178105.808 504156.084))
O10002_Bomenkaart_OD.1755,1996,Straat- / laanboom,Acer platanoides 'Olmsted',Esdoorn,Boom,MULTIPOINT ((175739.14 503168.544))
O10002_Bomenkaart_OD.1756,1996,Solitaire boom,Acer campestre 'Red Shine',Veldesdoorn,Boom,MULTIPOINT ((175676.234 503395.485))
O10002_Bomenkaart_OD.1757,1976,Solitaire boom,Taxodium distichum,Moerascypres,Boom,MULTIPOINT ((177859.52 503286.042))
O10002_Bomenkaart_OD.1758,1985,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((177623.12 503226.673))
O10002_Bomenkaart_OD.1759,1997,Solitaire boom,Acer cappadocicum,Esdoorn,Boom,MULTIPOINT ((178511.792 504478.991))
O10002_Bomenkaart_OD.1760,1972,Lei- / vormboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((178365.174 504333.163))
O10002_Bomenkaart_OD.1761,2014,Straat- / laanboom,Gleditsia triacanthos 'Skyline',Valse christusdoorn,Boom,MULTIPOINT ((175733.54 496522.719))
O10002_Bomenkaart_OD.1762,2014,Boomgroep boom,Betula pendula,Berk,Boom,MULTIPOINT ((175705.517 496674.08))
O10002_Bomenkaart_OD.1763,1974,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((178041.772 504839.639))
O10002_Bomenkaart_OD.1764,2003,Straat- / laanboom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((177502.659 503133.39))
O10002_Bomenkaart_OD.1765,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175995.226 503766.826))
O10002_Bomenkaart_OD.1766,2010,Straat- / laanboom,Prunus virginiana 'Schubert',Sierkers,Boom,MULTIPOINT ((176194.594 503248.58))
O10002_Bomenkaart_OD.1767,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175750.689 503717.973))
O10002_Bomenkaart_OD.1768,1998,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((176660.589 505159.453))
O10002_Bomenkaart_OD.1769,1989,Straat- / laanboom,Acer pseudopl. 'Rotterdam',Esdoorn,Boom,MULTIPOINT ((177891.952 504306.38))
O10002_Bomenkaart_OD.1770,1989,Lei- / vormboom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((177671.805 502583.119))
O10002_Bomenkaart_OD.1771,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177941.699 504542.25))
O10002_Bomenkaart_OD.1772,1985,Solitaire boom,Fraxinus ornus 'Rotterdam',Pluimes,Boom,MULTIPOINT ((178197.482 504663.683))
O10002_Bomenkaart_OD.1773,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177922.175 504546.998))
O10002_Bomenkaart_OD.1774,1980,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((177898.279 503541.98))
O10002_Bomenkaart_OD.1775,1998,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((176689.003 505202.026))
O10002_Bomenkaart_OD.1776,2005,Straat- / laanboom,Pyrus calleryana 'Chanticleer',Peer,Boom,MULTIPOINT ((177724.479 502825.83))
O10002_Bomenkaart_OD.1777,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175725.387 503635.219))
O10002_Bomenkaart_OD.1778,2008,Straat- / laanboom,Ginkgo biloba 'Princeton Sentry',Japanse notenboom,Boom,MULTIPOINT ((175648.228 505104.258))
O10002_Bomenkaart_OD.1779,2008,Straat- / laanboom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((175641.788 505045.198))
O10002_Bomenkaart_OD.1781,2008,Straat- / laanboom,Gleditsia triacanthos 'Skyline',Valse christusdoorn,Boom,MULTIPOINT ((175567.203 505121.003))
O10002_Bomenkaart_OD.1782,2010,Straat- / laanboom,Sophora japonica 'Regent',Honingboom,Boom,MULTIPOINT ((178217.345 504626.675))
O10002_Bomenkaart_OD.1783,1990,Straat- / laanboom,Alnus cordata,Els,Boom,MULTIPOINT ((178073.979 504463.34))
O10002_Bomenkaart_OD.1784,2009,Straat- / laanboom,Platanus orientalis,Oosterse plataan,Boom,MULTIPOINT ((178344.292 504649.266))
O10002_Bomenkaart_OD.1785,1980,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177903.513 503664.12))
O10002_Bomenkaart_OD.1786,1997,Straat- / laanboom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((176049.402 504747.266))
O10002_Bomenkaart_OD.1787,1989,Solitaire boom,Corylus colurna,Hazelaar,Boom,MULTIPOINT ((177359.609 502460.06))
O10002_Bomenkaart_OD.1788,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((175439.268 502962.379))
O10002_Bomenkaart_OD.1789,1990,Straat- / laanboom,Salix alba 'Barlo',Wilg,Boom,MULTIPOINT ((177950.919 504486.43))
O10002_Bomenkaart_OD.1790,1997,Straat- / laanboom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((175782.252 504803.506))
O10002_Bomenkaart_OD.1791,1999,Solitaire boom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((177925.097 505339.379))
O10002_Bomenkaart_OD.1792,2019,Solitaire boom,Davidia involucrata,Vaantjesboom,Boom,MULTIPOINT ((177403.751 503700.069))
O10002_Bomenkaart_OD.1793,1976,Straat- / laanboom,Betula pubescens,Zachte berk,Boom,MULTIPOINT ((177969.776 503211.096))
O10002_Bomenkaart_OD.1794,2005,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176222.231 503861.717))
O10002_Bomenkaart_OD.1795,1999,Solitaire boom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((178321.24 505238.588))
O10002_Bomenkaart_OD.1796,2013,Straat- / laanboom,Prunus avium 'Landscape Bloom',Kers,Boom,MULTIPOINT ((175889.332 505047))
O10002_Bomenkaart_OD.1797,1997,Solitaire boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((176942.709 504972.457))
O10002_Bomenkaart_OD.1798,2011,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((176259.753 504886.974))
O10002_Bomenkaart_OD.1799,2015,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((176658.964 505132.784))
O10002_Bomenkaart_OD.1800,1976,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((177724.427 503394.553))
O10002_Bomenkaart_OD.1801,1990,Straat- / laanboom,Alnus cordata,Els,Boom,MULTIPOINT ((178272.769 504381.6))
O10002_Bomenkaart_OD.1802,2007,Straat- / laanboom,Tilia europaea 'Euchlora',Hollandse linde,Boom,MULTIPOINT ((178097.469 502712.86))
O10002_Bomenkaart_OD.1803,1989,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((177603.59 502436.273))
O10002_Bomenkaart_OD.1804,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175671.739 503670.87))
O10002_Bomenkaart_OD.1805,1985,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178297.549 504179.28))
O10002_Bomenkaart_OD.1806,1970,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((178008.054 504637.369))
O10002_Bomenkaart_OD.1807,1991,Straat- / laanboom,Tilia europaea 'Pallida',Koningslinde,Boom,MULTIPOINT ((177408.419 503134.426))
O10002_Bomenkaart_OD.1808,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177864.5 504507.193))
O10002_Bomenkaart_OD.1809,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177812.426 504518.194))
O10002_Bomenkaart_OD.1810,1997,Straat- / laanboom,Prunus avium 'Plena',Zoete kers,Boom,MULTIPOINT ((178158.89 504259.417))
O10002_Bomenkaart_OD.1811,1980,Straat- / laanboom,Robinia pseudoacacia 'Bessoniana',Acacia,Boom,MULTIPOINT ((177845.679 503600.554))
O10002_Bomenkaart_OD.1812,1985,Solitaire boom,Tilia europaea,Koningslinde,Boom,MULTIPOINT ((175534.181 503424.118))
O10002_Bomenkaart_OD.1813,2015,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((178211.048 502937.66))
O10002_Bomenkaart_OD.1814,1985,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178021.779 502856.98))
O10002_Bomenkaart_OD.1815,1985,Straat- / laanboom,Tilia europaea 'Pallida',Koningslinde,Boom,MULTIPOINT ((177437.939 503217.489))
O10002_Bomenkaart_OD.1816,1975,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((177661.489 503592.974))
O10002_Bomenkaart_OD.1817,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175557.385 503557.076))
O10002_Bomenkaart_OD.1818,1994,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178328.82 505362.679))
O10002_Bomenkaart_OD.1819,2015,Straat- / laanboom,Robinia pseudoacacia 'Bessoniana',Acacia,Boom,MULTIPOINT ((178428.249 504360.05))
O10002_Bomenkaart_OD.1820,1969,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178314.225 505634.822))
O10002_Bomenkaart_OD.1821,2005,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176296.351 503867.97))
O10002_Bomenkaart_OD.1822,2003,Solitaire boom,Sorbus aucuparia,Lijsterbes,Boom,MULTIPOINT ((176869.708 503851.006))
O10002_Bomenkaart_OD.1823,1974,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((178104.279 504886.49))
O10002_Bomenkaart_OD.1824,2007,Lei- / vormboom,Carpinus betulus,Haagbeuk,Boom,MULTIPOINT ((177367.31 504050.228))
O10002_Bomenkaart_OD.1825,1999,Straat- / laanboom,Tilia plat. 'Delft',Grootbladige linde,Boom,MULTIPOINT ((176887.71 502767.144))
O10002_Bomenkaart_OD.1826,2000,Solitaire boom,Salix alba,Schietwilg,Boom,MULTIPOINT ((177846.712 503243.274))
O10002_Bomenkaart_OD.1827,1995,Solitaire boom,Acer campestre,Veldesdoorn,Boom,MULTIPOINT ((177801.911 504363.485))
O10002_Bomenkaart_OD.1828,1997,Straat- / laanboom,Prunus avium 'Plena',Zoete kers,Boom,MULTIPOINT ((178172.734 504305.015))
O10002_Bomenkaart_OD.1829,2011,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((175223.838 505488.728))
O10002_Bomenkaart_OD.1830,2013,Straat- / laanboom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((175571.929 505731.3))
O10002_Bomenkaart_OD.1831,1998,Straat- / laanboom,Tilia cordata 'Bohlje',Kleinbladige linde,Boom,MULTIPOINT ((176649.084 504737.115))
O10002_Bomenkaart_OD.1832,2003,Solitaire boom,Betula nigra,Rode berk,Boom,MULTIPOINT ((176006.07 503146.398))
O10002_Bomenkaart_OD.1833,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175612.219 503490.248))
O10002_Bomenkaart_OD.1834,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175591.895 503504.196))
O10002_Bomenkaart_OD.1835,2000,Straat- / laanboom,Tilia plat. 'Delft',Grootbladige linde,Boom,MULTIPOINT ((176698.769 502871.17))
O10002_Bomenkaart_OD.1836,1992,Solitaire boom,Prunus avium 'Plena',Zoete kers,Boom,MULTIPOINT ((176869.189 502736.78))
O10002_Bomenkaart_OD.1837,1985,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178332.048 504398.361))
O10002_Bomenkaart_OD.1838,1980,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((177909.687 503489.539))
O10002_Bomenkaart_OD.1839,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177625.007 503389.103))
O10002_Bomenkaart_OD.1840,1998,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176185.617 503793.336))
O10002_Bomenkaart_OD.1841,2011,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((175271.525 505493.592))
O10002_Bomenkaart_OD.1842,2000,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((178349.217 504861.887))
O10002_Bomenkaart_OD.1843,1992,Solitaire boom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((176609.369 503155.591))
O10002_Bomenkaart_OD.1844,2003,Solitaire boom,Fagus sylvatica 'Dawyck Gold',Beuk,Boom,MULTIPOINT ((177002.322 506098.747))
O10002_Bomenkaart_OD.1845,2014,Straat- / laanboom,Ulmus 'Lobel',Iep,Boom,MULTIPOINT ((176196.744 505268.599))
O10002_Bomenkaart_OD.1846,2009,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((176064.238 505643.051))
O10002_Bomenkaart_OD.1847,2004,Lei- / vormboom,Acer saccharinum 'Pyramidale',Esdoorn,Boom,MULTIPOINT ((175776.058 505328.424))
O10002_Bomenkaart_OD.1848,2007,Solitaire boom,Acer platanoides 'Deborah',Esdoorn,Boom,MULTIPOINT ((175984.76 503342.634))
O10002_Bomenkaart_OD.1849,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((178047.097 504513.638))
O10002_Bomenkaart_OD.1850,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177860.392 504560.007))
O10002_Bomenkaart_OD.1851,1994,Straat- / laanboom,Tilia europaea 'Pallida',Koningslinde,Boom,MULTIPOINT ((176254.159 503012.23))
O10002_Bomenkaart_OD.1852,2011,Straat- / laanboom,Tilia cordata 'Bohlje',Kleinbladige linde,Boom,MULTIPOINT ((175152.111 505481.317))
O10002_Bomenkaart_OD.1853,1998,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176350.516 503853.932))
O10002_Bomenkaart_OD.1854,1983,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((177294.759 503775.58))
O10002_Bomenkaart_OD.1855,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174252.765 500154.227))
O10002_Bomenkaart_OD.1856,2013,Straat- / laanboom,Tilia cordata 'Erecta',Linde,Boom,MULTIPOINT ((176425.606 496021.586))
O10002_Bomenkaart_OD.1857,2013,Straat- / laanboom,Tilia cordata 'Erecta',Linde,Boom,MULTIPOINT ((176287.45 495944.947))
O10002_Bomenkaart_OD.1858,2004,Straat- / laanboom,Alnus spaethii 'Spaeth',Els,Boom,MULTIPOINT ((176226.296 505047.814))
O10002_Bomenkaart_OD.1859,1985,Straat- / laanboom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((178060.909 502970.15))
O10002_Bomenkaart_OD.1860,1985,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178063.709 503145.88))
O10002_Bomenkaart_OD.1861,1983,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((177158.387 503837.64))
O10002_Bomenkaart_OD.1862,1980,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((177531.301 504457.004))
O10002_Bomenkaart_OD.1863,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175888.926 503733.446))
O10002_Bomenkaart_OD.1864,1980,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176365.139 504109.88))
O10002_Bomenkaart_OD.1865,1990,Straat- / laanboom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((176692.299 503368.4))
O10002_Bomenkaart_OD.1866,1985,Straat- / laanboom,Fraxinus excelsior,Es,Boom,MULTIPOINT ((177709.626 503401.196))
O10002_Bomenkaart_OD.1867,2002,Boomgroep boom,Koelreuteria paniculata,Niet bekend,Boom,MULTIPOINT ((177666.533 503548.344))
O10002_Bomenkaart_OD.1868,1985,Straat- / laanboom,Fraxinus excelsior,Es,Boom,MULTIPOINT ((177656.873 503381.876))
O10002_Bomenkaart_OD.1869,1980,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((177802.835 503461.8))
O10002_Bomenkaart_OD.1870,1985,Straat- / laanboom,Fraxinus excelsior,Es,Boom,MULTIPOINT ((177756.465 503418.147))
O10002_Bomenkaart_OD.1871,1980,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((177795.6 503442.135))
O10002_Bomenkaart_OD.1872,1980,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((177794.9 503465.402))
O10002_Bomenkaart_OD.1873,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174549.917 500816.012))
O10002_Bomenkaart_OD.1874,1989,Straat- / laanboom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((176825.433 504246.566))
O10002_Bomenkaart_OD.1875,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176934.18 504083.917))
O10002_Bomenkaart_OD.1876,1975,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((176601.659 504164))
O10002_Bomenkaart_OD.1877,2013,Straat- / laanboom,Ulmus 'New Horizon',Iep,Boom,MULTIPOINT ((177200.439 504091.539))
O10002_Bomenkaart_OD.1878,1989,Straat- / laanboom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((176923.222 504339.007))
O10002_Bomenkaart_OD.1879,1980,Straat- / laanboom,Salix alba,Wilg,Boom,MULTIPOINT ((176671.419 504352.31))
O10002_Bomenkaart_OD.1880,2014,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177108.586 504061.494))
O10002_Bomenkaart_OD.1881,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177063.916 504091.125))
O10002_Bomenkaart_OD.1882,1980,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((177447.498 504465.333))
O10002_Bomenkaart_OD.1883,2000,Knotboom,Salix alba,Schietwilg,Boom,MULTIPOINT ((176557.588 504413.21))
O10002_Bomenkaart_OD.1884,1989,Straat- / laanboom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((176869.429 504260.402))
O10002_Bomenkaart_OD.1885,2017,Boomgroep boom,Sophora japonica,Honingboom,Boom,MULTIPOINT ((177079.401 504499.811))
O10002_Bomenkaart_OD.1886,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177094.84 504092.735))
O10002_Bomenkaart_OD.1887,2014,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177005.676 504056.612))
O10002_Bomenkaart_OD.1888,1988,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177171.739 504363.66))
O10002_Bomenkaart_OD.1889,2018,Straat- / laanboom,Tilia cordata 'Dila',Kleinbladige linde,Boom,MULTIPOINT ((177673.958 505019.388))
O10002_Bomenkaart_OD.1890,1980,Straat- / laanboom,Salix alba,Wilg,Boom,MULTIPOINT ((176623.699 504331.19))
O10002_Bomenkaart_OD.1891,2014,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177045.9 504057.405))
O10002_Bomenkaart_OD.1892,1975,Straat- / laanboom,Populus canescens,Grauwe abeel,Boom,MULTIPOINT ((177496.989 504553.06))
O10002_Bomenkaart_OD.1893,1970,Straat- / laanboom,Ulmus hollandica 'Vegeta',Iep,Boom,MULTIPOINT ((177168.369 504117.34))
O10002_Bomenkaart_OD.1894,2014,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176975.004 504047.652))
O10002_Bomenkaart_OD.1895,1999,Straat- / laanboom,Tilia cordata 'Bohlje',Kleinbladige linde,Boom,MULTIPOINT ((176753.954 504653.169))
O10002_Bomenkaart_OD.1896,1996,Solitaire boom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((177045.713 504399.151))
O10002_Bomenkaart_OD.1898,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177006.747 504090.772))
O10002_Bomenkaart_OD.1899,2013,Boomgroep boom,Betula pendula,Berk,Boom,MULTIPOINT ((177384.221 504408.533))
O10002_Bomenkaart_OD.1900,1970,Straat- / laanboom,Ulmus hollandica 'Vegeta',Iep,Boom,MULTIPOINT ((177162.829 504137.11))
O10002_Bomenkaart_OD.1901,2009,Straat- / laanboom,Ulmus 'New Horizon',Iep,Boom,MULTIPOINT ((177214.739 504218.272))
O10002_Bomenkaart_OD.1902,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176986.175 504076.121))
O10002_Bomenkaart_OD.1903,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176971.045 504071.388))
O10002_Bomenkaart_OD.1904,2014,Boomgroep boom,Liriodendron tulipifera,Tulpenboom,Boom,MULTIPOINT ((176934.419 504472.606))
O10002_Bomenkaart_OD.1905,2014,Straat- / laanboom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((176636.537 504147.109))
O10002_Bomenkaart_OD.1906,1989,Straat- / laanboom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((176715.8 504212.34))
O10002_Bomenkaart_OD.1907,1980,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((177485.386 504461.223))
O10002_Bomenkaart_OD.1908,2014,Straat- / laanboom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((176633.195 504158.374))
O10002_Bomenkaart_OD.1909,2010,Boomgroep boom,Malus trilobata,Appel,Boom,MULTIPOINT ((177214.226 504441.576))
O10002_Bomenkaart_OD.1910,1980,Straat- / laanboom,Salix alba,Wilg,Boom,MULTIPOINT ((176609.729 504325.5))
O10002_Bomenkaart_OD.1911,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176889.123 504045.87))
O10002_Bomenkaart_OD.1912,2019,Solitaire boom,Cercis siliquastrum,Berk,Boom,MULTIPOINT ((172586.332 508684.226))
O10002_Bomenkaart_OD.1913,2018,Straat- / laanboom,Tilia cordata 'Rancho',Kleinbladige linde,Boom,MULTIPOINT ((173236.93 509096.341))
O10002_Bomenkaart_OD.1914,2017,Boomgroep boom,Acer campestre,Veldesdoorn,Boom,MULTIPOINT ((174845.881 505400.854))
O10002_Bomenkaart_OD.1915,2017,Straat- / laanboom,Ginkgo biloba 'Fastgiata Blagon',Japanse notenboom,Boom,MULTIPOINT ((174930.68 505903.313))
O10002_Bomenkaart_OD.1916,2017,Boomgroep boom,Amelanchier arborea 'Robin Hill',Krentenboompje,Boom,MULTIPOINT ((174826.756 505647.053))
O10002_Bomenkaart_OD.1917,1999,Straat- / laanboom,Aesculus carnea 'Briotii',Kastanje,Boom,MULTIPOINT ((176335.271 505774.334))
O10002_Bomenkaart_OD.1918,1978,Knotboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178262.096 503599.637))
O10002_Bomenkaart_OD.1919,2014,Straat- / laanboom,Liquidambar styraciflua 'Stared',Amberboom,Boom,MULTIPOINT ((175686.174 505410.348))
O10002_Bomenkaart_OD.1920,2014,Straat- / laanboom,Liquidambar styraciflua 'Stared',Amberboom,Boom,MULTIPOINT ((175450.029 505450.272))
O10002_Bomenkaart_OD.1921,1998,Solitaire boom,Acer pseudoplatanus,Gewone esdoorn,Boom,MULTIPOINT ((172351.109 509121.825))
O10002_Bomenkaart_OD.1922,1999,Straat- / laanboom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((176254.872 505668.622))
O10002_Bomenkaart_OD.1923,1999,Straat- / laanboom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((176252.302 505663.955))
O10002_Bomenkaart_OD.1924,1980,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((172282.266 509066.056))
O10002_Bomenkaart_OD.1925,2015,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((172257.795 509050.484))
O10002_Bomenkaart_OD.1926,1980,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((172217.711 509018.433))
O10002_Bomenkaart_OD.1927,1985,Straat- / laanboom,Robinia pseudoacacia,Acacia,Boom,MULTIPOINT ((177658.919 502995.74))
O10002_Bomenkaart_OD.1928,2011,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((174978.58 505463.549))
O10002_Bomenkaart_OD.1929,2019,Straat- / laanboom,Tilia platyphyllos 'Delft',Grootbladige linde,Boom,MULTIPOINT ((177432.771 502518.825))
O10002_Bomenkaart_OD.1930,1996,Straat- / laanboom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((177304.709 503035.63))
O10002_Bomenkaart_OD.1931,2019,Solitaire boom,Tilia europaea 'Euchlora',Linde,Boom,MULTIPOINT ((175213.558 496030.138))
O10002_Bomenkaart_OD.1932,1980,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((177321.736 504352.026))
O10002_Bomenkaart_OD.1933,2011,Straat- / laanboom,Tilia cordata 'Bohlje',Kleinbladige linde,Boom,MULTIPOINT ((174937.505 505452.772))
