Waarde,Unieke paginaweergaves,Paginaweergaves,Totale tijd gespendeerd doordebezoekers(in sec),Aangeklikt in zoekresultaten,nb_hits_with_time_generation,min_time_generation,max_time_generation,Binnenkomsten,Acties na het hier in te voeren.,Totale tijd gespendeerd(in sec)na het hier in te voeren,Bounces,Vertrekken,Unieke bezoekers (dagelijks totaal),Unieke ingangen (dagelijks totaal),Unieke uitgangen (dagelijks totaal),Gem. tijd op pagina,Bounce Ratio,Exit ratio,Gem. generatie tijd,Metadata: url,Metadata: segment,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoge-weide/kavelprijzen-oppervlakte/index,304,403,31621,,277,0.001,69.7,46,192,10819,20,77,291,44,73,104,43%,25%,0.938,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoge-weide/kavelprijzen-oppervlakte/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkavels-hoge-weide%2Fkavelprijzen-oppervlakte%2F,
Loket/knowledgebase/faqs/getFaqContentAction.do?id=266,302,323,19987,9,265,0.012,4.732,49,70,2164,44,102,299,49,102,66,90%,34%,0.496,https://pki.utrecht.nl/Loket/knowledgebase/faqs/getFaqContentAction.do?id=266,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fknowledgebase%2Ffaqs%2FgetFaqContentAction.do%3Fid%3D266,
Formulieren/flow/stateAction.do?flow=process_add_afspraakweni&state=uwgegevens_personen,301,448,9680,,374,0.002,8.814,2,20,3655,0,16,296,2,15,32,0%,5%,0.835,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_afspraakweni&state=uwgegevens_personen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_afspraakweni%26state%3Duwgegevens_personen,
Formulieren/flow/stateAction.do?flow=process_add_zwemles&state=GegevensKind,301,459,42738,,305,0.035,26.513,3,23,526,2,19,298,3,19,142,67%,6%,0.565,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_zwemles&state=GegevensKind,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_zwemles%26state%3DGegevensKind,
Loket/prodcat/topics/getTopicsAction.do?id=214,301,443,20218,10,357,0.059,8.566,4,42,3930,0,6,298,4,6,67,0%,2%,0.554,https://pki.utrecht.nl/Loket/prodcat/topics/getTopicsAction.do?id=214,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Ftopics%2FgetTopicsAction.do%3Fid%3D214,
Formulieren/flow/stateAction.do?flow=process_add_afspraakweni&state=formulier,300,439,82835,,355,0.032,4.372,5,21,1700,1,102,295,5,102,276,20%,34%,0.479,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_afspraakweni&state=formulier,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_afspraakweni%26state%3Dformulier,
evenementen/organisator-evenement/vergunning-aanvragen/index,299,428,19430,23,352,0.001,9.821,109,1629,77805,12,42,293,107,41,65,11%,14%,0.616,http://www.utrecht.nl/evenementen/organisator-evenement/vergunning-aanvragen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fevenementen%2Forganisator-evenement%2Fvergunning-aanvragen%2F,
sport-in-utrecht/zwembaden/zwembad-den-hommel/vrij-zwemmen/gezinszwemmen/index,299,346,29581,3,176,0.001,4.301,46,237,20385,12,36,295,46,36,99,26%,12%,0.821,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-den-hommel/vrij-zwemmen/gezinszwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-den-hommel%2Fvrij-zwemmen%2Fgezinszwemmen%2F,
bouwen-en-verbouwen/afspraak-maken/afspraakverzoek-verzonden/index,298,315,32728,,259,0.003,8.117,2,2,0,2,179,295,2,177,110,100%,60%,0.887,http://www.utrecht.nl/bouwen-en-verbouwen/afspraak-maken/afspraakverzoek-verzonden/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Fafspraak-maken%2Fafspraakverzoek-verzonden%2F,
nieuws/artikel/bso-evita-moet-sluiten/index,298,364,41016,,231,0.001,4.042,189,339,45914,137,193,288,182,188,138,72%,65%,0.783,http://www.utrecht.nl/nieuws/artikel/bso-evita-moet-sluiten/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fbso-evita-moet-sluiten%2F,
Formulieren/flow/stateAction.do?flow=process_add_subsidiemaatactiviteit&state=uwgegevens_bedrijven,296,643,71324,1,538,0.004,19.752,33,275,37495,10,73,269,29,71,241,30%,25%,1.106,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_subsidiemaatactiviteit&state=uwgegevens_bedrijven,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_subsidiemaatactiviteit%26state%3Duwgegevens_bedrijven,
gemeenteraad/raadsinformatieavond/meepraten/index,295,384,26522,2,295,0.001,6.463,33,124,12515,10,61,285,32,58,90,30%,21%,0.628,http://www.utrecht.nl/gemeenteraad/raadsinformatieavond/meepraten/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteraad%2Fraadsinformatieavond%2Fmeepraten%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=473,295,436,31750,27,361,0.024,10.398,137,1727,84908,32,56,289,132,56,108,23%,19%,0.877,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=473,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D473,
bouwen-en-verbouwen/soorten-verbouwingen/buitenshuis-verbouwen/overkapping-of-bijgebouw/index,294,348,21297,8,273,0.001,4.765,229,512,43867,140,171,291,227,170,72,61%,58%,0.836,http://www.utrecht.nl/bouwen-en-verbouwen/soorten-verbouwingen/buitenshuis-verbouwen/overkapping-of-bijgebouw/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Fsoorten-verbouwingen%2Fbuitenshuis-verbouwen%2Foverkapping-of-bijgebouw%2F,
leefbaarheidsbudget/realiseer-uw-idee/index,293,412,42343,2,262,0.001,5.48,35,143,12200,23,83,284,33,79,145,66%,28%,0.727,http://www.utrecht.nl/leefbaarheidsbudget/realiseer-uw-idee/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleefbaarheidsbudget%2Frealiseer-uw-idee%2F,
Loket/knowledgebase/faqs/getFaqContentAction.do?id=3141,293,344,18124,156,287,0.03,31.376,15,16,1570,14,52,289,13,50,62,93%,18%,0.679,https://pki.utrecht.nl/Loket/knowledgebase/faqs/getFaqContentAction.do?id=3141,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fknowledgebase%2Ffaqs%2FgetFaqContentAction.do%3Fid%3D3141,
nieuws/artikel/opening-expat-center-utrecht-one-stop-shop-voor-expats/index,289,361,45798,3,228,0.001,3.497,181,465,48324,122,185,275,172,179,158,67%,64%,0.82,http://www.utrecht.nl/nieuws/artikel/opening-expat-center-utrecht-one-stop-shop-voor-expats/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fopening-expat-center-utrecht-one-stop-shop-voor-expats%2F,
wmo-in-utrecht/eigen-bijdrage/index,287,346,28431,3,265,0.001,3.809,27,144,9903,7,55,285,27,54,99,26%,19%,0.635,http://www.utrecht.nl/wmo-in-utrecht/eigen-bijdrage/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwmo-in-utrecht%2Feigen-bijdrage%2F,
Loket/prodcat/products/getProductDetailsAction.do?name=Bijstand voor zelfstandigen,285,411,47587,78,344,0.001,19.816,140,871,68087,41,84,278,136,82,167,29%,29%,0.488,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Bijstand+voor+zelfstandigen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DBijstand+voor+zelfstandigen,
wmo-in-utrecht/wmo-beleid-utrecht/index,285,337,18912,20,262,0.001,4.98,100,562,45756,24,53,276,98,53,66,24%,19%,0.606,http://www.utrecht.nl/wmo-in-utrecht/wmo-beleid-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwmo-in-utrecht%2Fwmo-beleid-utrecht%2F,
milieu/bodem/index,284,373,16911,9,326,0.001,9.112,148,703,47340,28,53,264,130,52,60,19%,19%,0.473,http://www.utrecht.nl/milieu/bodem/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fmilieu%2Fbodem%2F,
nieuws/artikel/utrechtse-woningeigenaren-controleren-woz-waarde/index,284,338,35403,13,263,0.001,131.938,222,1028,76346,102,146,279,219,145,125,46%,51%,1.878,http://www.utrecht.nl/nieuws/artikel/utrechtse-woningeigenaren-controleren-woz-waarde/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Futrechtse-woningeigenaren-controleren-woz-waarde%2F,
Formulieren/flow/stateAction.do?flow=process_add_burgerlijkestand&state=personApplicantDetails,283,501,16679,,381,0.036,10.624,,,,,7,276,,7,59,0%,2%,1.028,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_burgerlijkestand&state=personApplicantDetails,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_burgerlijkestand%26state%3DpersonApplicantDetails,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoflaan/index,283,399,14895,4,268,0.001,5.497,53,386,32416,5,19,270,52,19,53,9%,7%,0.647,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoflaan/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkavels-hoflaan%2F,
sport-in-utrecht/zwembaden/zwembad-fletiomare/vrij-zwemmen/recreatief-zwemmen/index,281,333,15486,1,216,0.001,4.363,48,174,9951,10,44,274,48,43,55,21%,16%,0.745,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-fletiomare/vrij-zwemmen/recreatief-zwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-fletiomare%2Fvrij-zwemmen%2Frecreatief-zwemmen%2F,
wijk-zuidwest/index,281,405,21166,11,303,0.001,24.196,102,579,52232,34,82,269,100,80,75,33%,29%,0.704,http://www.utrecht.nl/wijk-zuidwest/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-zuidwest%2F,
Loket/prodcat/topics/getTopicsAction.do?id=211,280,354,3483,6,289,0.005,8.295,3,49,1814,0,3,277,3,3,12,0%,1%,0.417,https://pki.utrecht.nl/Loket//prodcat/topics/getTopicsAction.do?id=211,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2F%2Fprodcat%2Ftopics%2FgetTopicsAction.do%3Fid%3D211,
stadskantoor/culturele-activiteiten-en-exposities/index,280,349,17276,6,273,0.001,6.256,61,142,9660,33,89,277,60,87,62,54%,32%,0.575,http://www.utrecht.nl/stadskantoor/culturele-activiteiten-en-exposities/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstadskantoor%2Fculturele-activiteiten-en-exposities%2F,
utrechtse-energie/index,280,381,30641,7,320,0.001,6.337,108,493,41177,28,76,267,101,69,109,26%,27%,0.571,http://www.utrecht.nl/utrechtse-energie/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrechtse-energie%2F,
Formulieren/flow/stateAction.do?flow=process_add_subsidiemaatactiviteit&state=Soort_aanvraag,279,471,32996,,427,0.034,7.651,2,12,966,1,6,261,2,5,118,50%,2%,1.369,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_subsidiemaatactiviteit&state=Soort_aanvraag,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_subsidiemaatactiviteit%26state%3DSoort_aanvraag,
subsidiehulp/aanvragen-subsidie-stichtingvereniging/index,279,405,18317,11,337,0.001,5.889,76,447,25232,32,57,275,75,57,66,42%,20%,0.626,http://www.utrecht.nl/subsidiehulp/aanvragen-subsidie-stichtingvereniging/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsubsidiehulp%2Faanvragen-subsidie-stichtingvereniging%2F,
Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=bevestiging,278,325,43834,,260,0.055,19.036,3,3,0,3,26,271,3,25,158,100%,9%,0.699,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=bevestiging,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_uittrekselgba%26state%3Dbevestiging,
english/about-utrecht/index,277,349,11714,5,278,0.001,25.534,21,51,2013,12,73,271,18,70,42,57%,26%,0.925,http://www.utrecht.nl/english/about-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fenglish%2Fabout-utrecht%2F,
Loket/decisiontree/renderAction.do?tree_type=formuliertoegang&tree_name=Wmo,277,3356,77916,3,2867,0.022,8.313,4,6,1778,2,37,267,3,37,281,50%,13%,0.346,https://pki.utrecht.nl/Loket/decisiontree/renderAction.do?tree_type=formuliertoegang&tree_name=Wmo,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fdecisiontree%2FrenderAction.do%3Ftree_type%3Dformuliertoegang%26tree_name%3DWmo,
"Loket/prodcat/products/getProductDetailsAction.do?name=Geboorte, aangifte,277,403,34689,36,244,0.007,8.28,106,571,41625,37,66,266,98,64,125,35%,24%,0.614,""https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Geboorte,+aangifte"",pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DGeboorte%2C+aangifte",,,,,,,,,,,,,,,,,,,,,,
parkeren/parkeerbeleid/index,277,330,26515,13,252,0.002,10.916,94,414,28710,17,49,271,92,49,96,18%,18%,0.689,http://www.utrecht.nl/parkeren/parkeerbeleid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeerbeleid%2F,
stadhuis/bereikbaarheid/index,277,351,41022,5,218,0.001,5.371,96,399,48521,47,132,272,96,128,148,49%,48%,0.71,http://www.utrecht.nl/stadhuis/bereikbaarheid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstadhuis%2Fbereikbaarheid%2F,
utrecht-fietst/stadsgesprek-utrecht-fietst/index,277,348,22356,5,287,0.001,14.973,126,465,34954,46,91,270,120,87,81,37%,33%,0.644,http://www.utrecht.nl/utrecht-fietst/stadsgesprek-utrecht-fietst/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrecht-fietst%2Fstadsgesprek-utrecht-fietst%2F,
aantrekkelijk-en-bereikbaar/index,276,329,23234,8,281,0.001,3.91,119,481,33867,35,70,259,113,70,84,29%,25%,0.588,http://www.utrecht.nl/aantrekkelijk-en-bereikbaar/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Faantrekkelijk-en-bereikbaar%2F,
kunst-cultuur/index,275,365,26345,13,285,0.001,9.945,140,636,32582,53,89,270,139,89,96,38%,32%,0.752,http://www.utrecht.nl/kunst-cultuur/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fkunst-cultuur%2F,
sport-in-utrecht/zwembaden/zwembad-fletiomare/vrij-zwemmen/banenzwemmen/index,274,343,24469,1,225,0.001,6.206,83,325,20557,11,37,263,77,36,89,13%,14%,0.801,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-fletiomare/vrij-zwemmen/banenzwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-fletiomare%2Fvrij-zwemmen%2Fbanenzwemmen%2F,
utrecht-fietst/fiets-weg/opruimacties-weesfietsen/index,274,360,32717,10,244,0.001,21.641,41,149,13358,17,68,271,41,67,119,41%,25%,0.844,http://www.utrecht.nl/utrecht-fietst/fiets-weg/opruimacties-weesfietsen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrecht-fietst%2Ffiets-weg%2Fopruimacties-weesfietsen%2F,
gemeenteberichten/?osadcampaign=gemeenteberichten,272,327,9161,5,253,0.001,13.539,7,35,927,2,34,270,7,34,34,29%,13%,0.512,http://www.utrecht.nl/gemeenteberichten/?osadcampaign=gemeenteberichten,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteberichten%2F%3Fosadcampaign%3Dgemeenteberichten,
leidsche-rijn/leidsche-rijn-centrum/nieuws/bouw-leidsche-rijn-centrum-gestart/index,272,347,38848,1,247,0.001,10.505,179,759,77545,80,129,258,168,120,143,45%,47%,1.123,http://www.utrecht.nl/leidsche-rijn/leidsche-rijn-centrum/nieuws/bouw-leidsche-rijn-centrum-gestart/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fleidsche-rijn-centrum%2Fnieuws%2Fbouw-leidsche-rijn-centrum-gestart%2F,
werk-en-inkomen/actieplan-jeugdwerkloosheid/index,270,367,31587,9,303,0.001,9.874,215,820,69669,89,132,259,209,131,117,41%,49%,0.577,http://www.utrecht.nl/werk-en-inkomen/actieplan-jeugdwerkloosheid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerk-en-inkomen%2Factieplan-jeugdwerkloosheid%2F,
gemeenteraad/raadsinformatieavond/vergaderdata-2015/index,269,342,14791,1,275,0.001,4.962,17,70,6779,6,42,263,17,42,55,35%,16%,0.664,http://www.utrecht.nl/gemeenteraad/raadsinformatieavond/vergaderdata-2015/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteraad%2Fraadsinformatieavond%2Fvergaderdata-2015%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=663,269,425,51322,21,336,0.004,35.486,125,616,61140,62,134,265,123,133,191,50%,50%,0.871,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=663,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D663,
college-van-b-en-w/burgemeester-en-wethouders/burgemeester/fotodagboek/index,268,335,34986,3,240,0.004,32.11,86,205,11202,52,147,250,82,138,131,60%,55%,1.634,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/burgemeester/fotodagboek/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fburgemeester%2Ffotodagboek%2F,
wonen/kamer-verhurenwoning-splitsen/index,268,390,38599,20,276,0.001,3.62,88,403,29091,34,90,260,85,88,144,39%,34%,0.599,http://www.utrecht.nl/wonen/kamer-verhurenwoning-splitsen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen%2Fkamer-verhurenwoning-splitsen%2F,
werk-en-inkomen/bijstand-en-bijverdienen/index,267,314,25023,10,271,0.001,5.573,159,477,37887,99,135,261,154,131,94,62%,51%,1.533,http://www.utrecht.nl/werk-en-inkomen/bijstand-en-bijverdienen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerk-en-inkomen%2Fbijstand-en-bijverdienen%2F,
utrecht-en-veiligheid/inbraak-en-diefstal/fietsendiefstal/index,266,308,25350,3,227,0.004,5.195,185,423,40262,99,137,262,182,136,95,54%,52%,0.832,http://www.utrecht.nl/utrecht-en-veiligheid/inbraak-en-diefstal/fietsendiefstal/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrecht-en-veiligheid%2Finbraak-en-diefstal%2Ffietsendiefstal%2F,
Formulieren/flow/stateAction.do?flow=process_add_wmocontact&state=uwgegevens_personen,265,439,48799,1,373,0.001,15.701,19,88,8612,5,57,260,19,57,184,26%,22%,0.792,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_wmocontact&state=uwgegevens_personen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_wmocontact%26state%3Duwgegevens_personen,
Loket/prodcat/process/checkPreconditionsAction.do?name=Uw parkeervoorziening opzeggen&processName=Aanvraag met DigiD,265,305,26074,,237,0.003,6.589,2,15,642,1,15,260,2,15,98,50%,6%,0.35,https://pki.utrecht.nl/Loket/prodcat/process/checkPreconditionsAction.do?name=Uw+parkeervoorziening+opzeggen&processName=Aanvraag+met+DigiD,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fprocess%2FcheckPreconditionsAction.do%3Fname%3DUw+parkeervoorziening+opzeggen%26processName%3DAanvraag+met+DigiD,
rijnenburg/index,265,320,24495,4,262,0.001,5.138,192,580,37126,77,118,262,189,117,92,40%,45%,0.644,http://www.utrecht.nl/rijnenburg/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Frijnenburg%2F,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoge-weide/ligging/index,264,385,12217,,249,0.001,2.047,31,111,7457,13,41,253,30,39,46,42%,16%,0.507,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoge-weide/ligging/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkavels-hoge-weide%2Fligging%2F,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kubuseiland/index,264,392,16160,10,256,0.001,3.914,92,770,41429,14,31,253,91,30,61,15%,12%,0.676,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kubuseiland/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkubuseiland%2F,
sport-in-utrecht/zwembaden/huisregels/index,264,309,28261,5,206,0.001,3.402,14,52,4362,6,58,263,14,58,107,43%,22%,0.713,http://www.utrecht.nl/sport-in-utrecht/zwembaden/huisregels/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fhuisregels%2F,
verkeersbeleid/maatregelen-verkeersveiligheid/maatregelen/maatregel-35/index,264,321,34670,2,231,0.002,5.673,201,725,82165,46,70,256,194,70,131,23%,27%,0.578,http://www.utrecht.nl/verkeersbeleid/maatregelen-verkeersveiligheid/maatregelen/maatregel-35/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fverkeersbeleid%2Fmaatregelen-verkeersveiligheid%2Fmaatregelen%2Fmaatregel-35%2F,
stadsparken-en-landgoederen/park-transwijk/index,263,354,29546,6,259,0.001,8.148,170,440,32337,75,125,250,158,118,112,44%,48%,0.878,http://www.utrecht.nl/stadsparken-en-landgoederen/park-transwijk/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstadsparken-en-landgoederen%2Fpark-transwijk%2F,
college-van-b-en-w/burgemeester-en-wethouders/kees-geldof/index,261,373,38572,2,283,0.001,5.813,80,336,32583,34,78,257,78,77,148,43%,30%,0.626,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/kees-geldof/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fkees-geldof%2F,
