Waarde,Unieke paginaweergaves,Paginaweergaves,Totale tijd gespendeerd doordebezoekers (in sec),Aangeklikt in zoekresultaten,nb_hits_with_time_generation,min_time_generation,max_time_generation,Binnenkomsten,Acties na het hier in te voeren.,Totale tijd gespendeerd(in sec)nahethierintevoeren,Bounces,Unieke bezoekers (dagelijks totaal),Unieke ingangen (dagelijks totaal),Vertrekken,Unieke uitgangen (dagelijks totaal),Gem. tijd op pagina,Bounce Ratio,Exit ratio,Gem. generatie tijd,Metadata: url,Metadata: segment,
Formulieren/flow/stateAction.do?flow=process_add_sleutelpas&state=uwgegevens_personen,266,396,32070,1,282,0.005,8.412,12,67,2537,3,260,12,39,37,121,25%,15%,0.574,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_sleutelpas&state=uwgegevens_personen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_sleutelpas%26state%3Duwgegevens_personen,
volksgezondheid/jeugdgezondheidszorg/index,266,333,17070,6,256,0.001,11.521,142,561,40692,42,259,139,74,73,64,30%,28%,0.648,http://www.utrecht.nl/volksgezondheid/jeugdgezondheidszorg/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2Fjeugdgezondheidszorg%2F,
wonen/legaal-wonen/index,265,342,28099,13,245,0.001,10.091,75,299,30512,35,263,75,69,69,106,47%,26%,0.64,http://www.utrecht.nl/wonen/legaal-wonen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen%2Flegaal-wonen%2F,
Loket/prodcat/process/checkPreconditionsAction.do?name=Uittreksel Burgerlijke Stand aanvragen&processName=Aanvragen,263,300,28220,,221,0.005,2.782,13,181,13517,4,253,12,33,30,107,31%,13%,0.425,https://pki.utrecht.nl/Loket/prodcat/process/checkPreconditionsAction.do?name=Uittreksel+Burgerlijke+Stand+aanvragen&processName=Aanvragen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fprocess%2FcheckPreconditionsAction.do%3Fname%3DUittreksel+Burgerlijke+Stand+aanvragen%26processName%3DAanvragen,
castellum-hoge-woerd/volg-de-bouw/index,262,328,20235,2,243,0.001,5.301,76,319,33594,32,258,76,70,70,77,42%,27%,0.781,http://www.utrecht.nl/castellum-hoge-woerd/volg-de-bouw/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcastellum-hoge-woerd%2Fvolg-de-bouw%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=968,260,331,47810,1,293,0.007,11.016,82,483,61663,33,231,64,94,87,184,40%,36%,0.953,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=968,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D968,
sociale-stad-in-ontwikkeling/buurtteams/index,260,324,40288,18,267,0.001,4.253,116,402,47882,60,250,111,123,115,155,52%,47%,0.536,http://www.utrecht.nl/sociale-stad-in-ontwikkeling/buurtteams/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsociale-stad-in-ontwikkeling%2Fbuurtteams%2F,
sport-in-utrecht/sportaccommodaties/sporthallen/sporthal-de-dreef/index,260,330,47801,6,216,0.001,30.831,190,444,44485,114,246,176,170,159,184,60%,65%,0.911,http://www.utrecht.nl/sport-in-utrecht/sportaccommodaties/sporthallen/sporthal-de-dreef/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fsportaccommodaties%2Fsporthallen%2Fsporthal-de-dreef%2F,
welzijn/welzijnsaccommodaties/tarieven-vanaf-1-augustus/index,260,375,53280,30,299,0.001,7.793,47,175,22095,27,251,43,91,87,205,57%,35%,0.974,http://www.utrecht.nl/welzijn/welzijnsaccommodaties/tarieven-vanaf-1-augustus/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fwelzijnsaccommodaties%2Ftarieven-vanaf-1-augustus%2F,
wijk-leidsche-rijn/nieuws/index,259,314,27716,8,242,0.001,4.172,84,408,29719,45,256,83,83,82,107,54%,32%,0.763,http://www.utrecht.nl/wijk-leidsche-rijn/nieuws/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-leidsche-rijn%2Fnieuws%2F,
afval/het-nieuwe-inzamelen/restafval-ondergronds/index,258,337,17933,10,225,0.001,5.499,46,152,12312,17,255,44,62,61,70,37%,24%,0.669,http://www.utrecht.nl/afval/het-nieuwe-inzamelen/restafval-ondergronds/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fafval%2Fhet-nieuwe-inzamelen%2Frestafval-ondergronds%2F,
welzijn/welzijnsaccommodaties/tarieven-tot-1-augustus/index,258,380,54972,23,321,0.001,13.348,29,103,5831,15,246,27,74,73,213,52%,29%,0.831,http://www.utrecht.nl/welzijn/welzijnsaccommodaties/tarieven-tot-1-augustus/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fwelzijnsaccommodaties%2Ftarieven-tot-1-augustus%2F,
gemeenteraad/raadsvergadering/vergaderdata-2015/index,257,304,34062,3,235,0.001,2.559,45,144,18854,27,249,41,121,115,133,60%,47%,0.694,http://www.utrecht.nl/gemeenteraad/raadsvergadering/vergaderdata-2015/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteraad%2Fraadsvergadering%2Fvergaderdata-2015%2F,
wijk-binnenstad/index,257,363,19947,9,266,0.001,3.565,60,689,51960,20,246,60,50,50,78,33%,19%,0.552,http://www.utrecht.nl/wijk-binnenstad/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-binnenstad%2F,
wijk-zuid/index,257,328,23321,2,255,0.001,3.426,101,331,17619,43,246,98,71,69,91,43%,28%,0.675,http://www.utrecht.nl/wijk-zuid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-zuid%2F,
naar-utrecht/index,255,339,16875,3,248,0.001,2.555,39,120,6145,15,249,38,58,55,66,38%,23%,0.406,http://www.utrecht.nl/naar-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnaar-utrecht%2F,
begroten-en-verantwoorden/index,254,335,13183,4,255,0.001,2.647,112,417,29673,42,248,111,78,77,52,38%,31%,0.531,http://www.utrecht.nl/begroten-en-verantwoorden/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbegroten-en-verantwoorden%2F,
Loket/prodcat/products/getProductDetailsAction.do?name=Omgevingsvergunning,254,380,64509,40,309,0.007,12.744,141,633,88149,61,189,81,120,64,254,43%,47%,2.236,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Omgevingsvergunning,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DOmgevingsvergunning,
Loket/prodcat/process/checkPreconditionsAction.do?name=Uw parkeervoorziening opzeggen&processName=Aanvraag met DigiD,253,280,20738,,200,0.004,63.51,6,17,1807,4,249,6,26,26,82,67%,10%,0.88,https://pki.utrecht.nl/Loket/prodcat/process/checkPreconditionsAction.do?name=Uw+parkeervoorziening+opzeggen&processName=Aanvraag+met+DigiD,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fprocess%2FcheckPreconditionsAction.do%3Fname%3DUw+parkeervoorziening+opzeggen%26processName%3DAanvraag+met+DigiD,
onderhoud-openbare-ruimte/index,253,351,27104,1,248,0.001,4.95,96,318,25029,39,253,96,63,63,107,41%,25%,0.467,http://www.utrecht.nl/onderhoud-openbare-ruimte/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fonderhoud-openbare-ruimte%2F,
college-van-b-en-w/burgemeester-en-wethouders/jeroen-kreijkamp/index,252,359,23755,4,270,0.001,10.136,72,248,17252,36,240,62,90,82,94,50%,36%,0.667,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/jeroen-kreijkamp/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fjeroen-kreijkamp%2F,
volksgezondheid/seksuele-gezondheid-en-soa/testen-op-soa/index,251,303,45983,4,218,0.001,22.195,179,626,82027,122,247,175,164,160,183,68%,65%,0.949,http://www.utrecht.nl/volksgezondheid/seksuele-gezondheid-en-soa/testen-op-soa/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2Fseksuele-gezondheid-en-soa%2Ftesten-op-soa%2F,
college-van-b-en-w/burgemeester-en-wethouders/paulus-jansen/index,250,320,27209,2,253,0.001,7.043,85,406,18332,35,239,80,94,88,109,41%,38%,0.616,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/paulus-jansen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fpaulus-jansen%2F,
auto/autoprojecten/monicabrug/weerdsingel/index,249,399,19970,7,244,0.001,2.826,29,130,4787,7,244,29,41,40,80,24%,16%,0.531,http://www.utrecht.nl/auto/autoprojecten/monicabrug/weerdsingel/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fauto%2Fautoprojecten%2Fmonicabrug%2Fweerdsingel%2F,
wijk-noordoost/de-wijk/projecten/de-gaard/index,249,302,34587,8,228,0.001,23.621,182,504,55360,99,237,173,144,137,139,54%,58%,0.943,http://www.utrecht.nl/wijk-noordoost/de-wijk/projecten/de-gaard/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-noordoost%2Fde-wijk%2Fprojecten%2Fde-gaard%2F,
sociale-stad-in-ontwikkeling/actueel/index,248,327,49589,17,281,0.001,4.208,115,428,59967,50,242,112,104,101,200,43%,42%,0.48,http://www.utrecht.nl/sociale-stad-in-ontwikkeling/actueel/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsociale-stad-in-ontwikkeling%2Factueel%2F,
wmo-in-utrecht/formulieren-wmo/index,246,313,20710,11,237,0.001,5.397,56,1115,54428,9,241,56,39,38,84,16%,16%,0.536,http://www.utrecht.nl/wmo-in-utrecht/formulieren-wmo/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwmo-in-utrecht%2Fformulieren-wmo%2F,
economie-bedrijf/ondernemersloket/horecaloket/horecavergunningen/index,245,397,24402,13,296,0.001,8.955,90,572,42087,20,235,86,40,38,100,22%,16%,0.65,http://www.utrecht.nl/economie-bedrijf/ondernemersloket/horecaloket/horecavergunningen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Feconomie-bedrijf%2Fondernemersloket%2Fhorecaloket%2Fhorecavergunningen%2F,
?id=14427,244,433,19986,1,266,0.001,6.643,7,27,4308,2,236,7,26,26,82,29%,11%,0.483,http://www.utrecht.nl/?id=14427,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2F%3Fid%3D14427,
sport-in-utrecht/zwembaden/algemene-bezoekersvoorwaarden/index,244,298,18188,5,193,0.001,5.416,17,45,3290,6,243,16,35,34,75,35%,14%,0.736,http://www.utrecht.nl/sport-in-utrecht/zwembaden/algemene-bezoekersvoorwaarden/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Falgemene-bezoekersvoorwaarden%2F,
wijk-oost/index,244,349,21256,12,251,0.001,6.678,76,556,43711,19,239,76,42,41,87,25%,17%,0.575,http://www.utrecht.nl/wijk-oost/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-oost%2F,
evenementen/organisator-evenement/buitenlocaties/julianapark/index,242,307,37374,3,212,0.001,3.703,102,294,28942,45,242,102,104,104,154,44%,43%,0.712,http://www.utrecht.nl/evenementen/organisator-evenement/buitenlocaties/julianapark/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fevenementen%2Forganisator-evenement%2Fbuitenlocaties%2Fjulianapark%2F,
bouwen-en-verbouwen/afspraak-maken/afspraakverzoek-verzonden/index,241,255,38651,,198,0.001,5.13,9,47,9996,7,237,8,132,129,160,78%,55%,0.971,http://www.utrecht.nl/bouwen-en-verbouwen/afspraak-maken/afspraakverzoek-verzonden/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Fafspraak-maken%2Fafspraakverzoek-verzonden%2F,
werk-en-inkomen/bijstand-en-bijverdienen/index,241,302,29306,8,254,0.001,11.114,131,314,21673,74,238,129,102,101,122,56%,42%,1.507,http://www.utrecht.nl/werk-en-inkomen/bijstand-en-bijverdienen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerk-en-inkomen%2Fbijstand-en-bijverdienen%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=742,240,298,27963,2,235,0.001,96.263,67,615,44189,20,225,58,66,61,117,30%,28%,1.545,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=742,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D742,
sport-in-utrecht/zwembaden/zwembad-de-kwakel/vrij-zwemmen/gezinszwemmen/index,240,322,24524,6,177,0.001,4.823,24,69,4999,14,233,23,53,47,102,58%,22%,0.815,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-de-kwakel/vrij-zwemmen/gezinszwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-de-kwakel%2Fvrij-zwemmen%2Fgezinszwemmen%2F,
volksgezondheid/jeugdgezondheidszorg/het-consultatiebureau/index,240,277,24771,5,175,0.001,9.61,126,594,61656,24,233,121,39,38,103,19%,16%,0.704,http://www.utrecht.nl/volksgezondheid/jeugdgezondheidszorg/het-consultatiebureau/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2Fjeugdgezondheidszorg%2Fhet-consultatiebureau%2F,
Formulieren/flow/stateAction.do?flow=process_add_zwemles&state=GegevensKind,239,398,33800,2,292,0.037,5.803,5,12,1510,2,236,5,27,27,141,40%,11%,0.523,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_zwemles&state=GegevensKind,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_zwemles%26state%3DGegevensKind,
evenementen/organisator-evenement/vergunning-aanvragen/index,238,325,13631,22,259,0.001,5.785,89,1388,81739,11,231,86,30,30,57,12%,13%,0.647,http://www.utrecht.nl/evenementen/organisator-evenement/vergunning-aanvragen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fevenementen%2Forganisator-evenement%2Fvergunning-aanvragen%2F,
Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=bedrijfOfLease,238,298,14431,,256,0.03,8.242,2,28,3093,1,228,2,24,24,61,50%,10%,0.322,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=bedrijfOfLease,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_update_kentekenwijzigen%26state%3DbedrijfOfLease,
nieuws/artikel/utrecht-start-selectie-investeerders-raamprostitutie-zandpad/index,238,289,44736,1,181,0.001,12.575,153,898,109153,87,232,150,129,128,188,57%,54%,1.039,http://www.utrecht.nl/nieuws/artikel/utrecht-start-selectie-investeerders-raamprostitutie-zandpad/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Futrecht-start-selectie-investeerders-raamprostitutie-zandpad%2F,
wijken-en-participatie/index,237,322,15919,3,210,0.001,11.035,27,164,14763,12,237,27,34,34,67,44%,14%,0.697,http://www.utrecht.nl/wijken-en-participatie/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijken-en-participatie%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=overzicht,236,431,16824,1,386,0.002,22.505,3,37,1970,1,231,3,9,9,71,33%,4%,3.119,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=overzicht,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Doverzicht,
kabinetzaken/onderscheidingen/koninklijke-onderscheidingen-2015/index,236,314,40531,10,250,0.001,3.421,97,210,28966,66,232,94,104,101,172,68%,44%,0.434,http://www.utrecht.nl/kabinetzaken/onderscheidingen/koninklijke-onderscheidingen-2015/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fkabinetzaken%2Fonderscheidingen%2Fkoninklijke-onderscheidingen-2015%2F,
landgoederen/index,236,305,16593,3,229,0.001,4.012,135,550,46184,59,225,129,97,94,70,44%,41%,0.657,http://www.utrecht.nl/landgoederen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Flandgoederen%2F,
subsidiehulp/aanvragen-subsidie-stichtingvereniging/index,236,313,11657,7,264,0.001,6.504,68,286,24491,29,228,67,42,41,49,43%,18%,0.681,http://www.utrecht.nl/subsidiehulp/aanvragen-subsidie-stichtingvereniging/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsubsidiehulp%2Faanvragen-subsidie-stichtingvereniging%2F,
welzijn/onderwijs/basisonderwijs/index,236,278,23905,5,208,0.001,4.171,157,686,79827,42,227,150,65,62,101,27%,28%,0.722,http://www.utrecht.nl/welzijn/onderwijs/basisonderwijs/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fonderwijs%2Fbasisonderwijs%2F,
Formulieren/flow/stateAction.do?flow=process_add_burgerlijkestand&state=personApplicantDetails,233,442,15870,,362,0.056,9.154,,,,,230,,6,6,68,0%,3%,0.682,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_burgerlijkestand&state=personApplicantDetails,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_burgerlijkestand%26state%3DpersonApplicantDetails,
openbaar-vervoer/station-vaartsche-rijn/index,233,276,28952,,199,0.001,3.082,181,372,45373,125,231,179,164,162,124,69%,70%,0.688,http://www.utrecht.nl/openbaar-vervoer/station-vaartsche-rijn/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fopenbaar-vervoer%2Fstation-vaartsche-rijn%2F,
subsidiehulp/aanvragen-subsidie-particulier/index,233,335,18889,15,267,0.001,3.13,29,170,11308,8,227,26,28,26,81,28%,12%,0.523,http://www.utrecht.nl/subsidiehulp/aanvragen-subsidie-particulier/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsubsidiehulp%2Faanvragen-subsidie-particulier%2F,
nieuws/artikel/nieuwe-regels-verdeling-woningen/index,231,262,33416,4,168,0.005,46.731,191,421,42291,141,225,187,177,174,145,74%,77%,1.251,http://www.utrecht.nl/nieuws/artikel/nieuwe-regels-verdeling-woningen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fnieuwe-regels-verdeling-woningen%2F,
sport-in-utrecht/zwembaden/zwembad-de-kwakel/zwemles/informatie-zwemles/index,231,283,35102,7,193,0.001,9.705,22,58,3581,12,226,20,63,59,152,55%,27%,0.866,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-de-kwakel/zwemles/informatie-zwemles/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-de-kwakel%2Fzwemles%2Finformatie-zwemles%2F,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kubuseiland/kavels-te-koop/index,230,428,41052,4,299,0.001,5.042,17,103,12060,6,215,17,48,48,178,35%,21%,0.561,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kubuseiland/kavels-te-koop/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkubuseiland%2Fkavels-te-koop%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=473,230,356,26956,25,301,0.001,28.168,98,1563,103236,23,224,94,56,55,117,23%,24%,1.952,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=473,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D473,
milieu/luchtkwaliteit/maatregelen-gemeente/index,229,322,18130,2,264,0.001,8.348,19,62,10347,6,225,19,36,36,79,32%,16%,0.658,http://www.utrecht.nl/milieu/luchtkwaliteit/maatregelen-gemeente/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fmilieu%2Fluchtkwaliteit%2Fmaatregelen-gemeente%2F,
sociale-stad-in-ontwikkeling/index,228,317,27914,5,247,0.001,6.265,102,601,63365,37,221,98,70,68,122,36%,31%,0.578,http://www.utrecht.nl/sociale-stad-in-ontwikkeling/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsociale-stad-in-ontwikkeling%2F,
gemeenteberichten/?osadcampaign=gemeenteberichten,227,258,6926,,202,0.001,15.258,5,96,6004,3,226,5,22,22,31,60%,10%,0.624,http://www.utrecht.nl/gemeenteberichten/?osadcampaign=gemeenteberichten,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteberichten%2F%3Fosadcampaign%3Dgemeenteberichten,
startpagina/wonen-wijken-veiligheid/bouwen-en-verbouwen/index,227,293,5887,5,202,0.001,3.337,1,21,1921,0,227,1,5,5,26,0%,2%,0.457,http://www.utrecht.nl/startpagina/wonen-wijken-veiligheid/bouwen-en-verbouwen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstartpagina%2Fwonen-wijken-veiligheid%2Fbouwen-en-verbouwen%2F,
utrechts-onderzoek-en-cijfers/utrecht-monitor/index,226,312,14618,2,256,0.001,4.309,74,353,23634,13,222,72,36,36,65,18%,16%,0.629,http://www.utrecht.nl/utrechts-onderzoek-en-cijfers/utrecht-monitor/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrechts-onderzoek-en-cijfers%2Futrecht-monitor%2F,
nieuws/artikel/illegaal-bordeel-en-hennepkwekerij-aangetroffen-in-woning-fortlaan/index,224,265,40081,3,144,0.002,16.542,182,1565,185541,138,215,175,169,164,179,76%,75%,1.162,http://www.utrecht.nl/nieuws/artikel/illegaal-bordeel-en-hennepkwekerij-aangetroffen-in-woning-fortlaan/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fillegaal-bordeel-en-hennepkwekerij-aangetroffen-in-woning-fortlaan%2F,
Loket/prodcat/process/checkPreconditionsAction.do?name=Een subsidie voor een maatschappelijke activiteit aanvragen&processName=Aanvraag met DigiD,223,280,25715,,196,0.003,19.137,9,74,6623,1,219,9,38,38,115,11%,17%,0.585,https://pki.utrecht.nl/Loket/prodcat/process/checkPreconditionsAction.do?name=Een+subsidie+voor+een+maatschappelijke+activiteit+aanvragen&processName=Aanvraag+met+DigiD,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fprocess%2FcheckPreconditionsAction.do%3Fname%3DEen+subsidie+voor+een+maatschappelijke+activiteit+aanvragen%26processName%3DAanvraag+met+DigiD,
utrecht-en-veiligheid/inbraak-en-diefstal/fietsendiefstal/index,223,261,35486,3,189,0.001,14.958,148,390,42537,69,218,143,100,98,159,47%,45%,0.807,http://www.utrecht.nl/utrecht-en-veiligheid/inbraak-en-diefstal/fietsendiefstal/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrecht-en-veiligheid%2Finbraak-en-diefstal%2Ffietsendiefstal%2F,
begraafplaatsen/zoek-een-graf/index,222,313,12446,6,232,0.001,4.669,36,118,11723,11,218,35,29,27,56,31%,13%,0.54,http://www.utrecht.nl/begraafplaatsen/zoek-een-graf/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbegraafplaatsen%2Fzoek-een-graf%2F,
economie-bedrijf/ondernemersloket/horecaloket/index,222,331,32488,14,250,0.001,4.923,96,683,65968,20,215,92,45,43,146,21%,20%,0.597,http://www.utrecht.nl/economie-bedrijf/ondernemersloket/horecaloket/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Feconomie-bedrijf%2Fondernemersloket%2Fhorecaloket%2F,
stadhuis/bereikbaarheid/index,221,282,44239,12,191,0.001,16.53,78,228,29158,43,218,76,102,100,200,55%,46%,0.897,http://www.utrecht.nl/stadhuis/bereikbaarheid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstadhuis%2Fbereikbaarheid%2F,
