OBJECTID,SPOORAFSTAND,SPOORTAK_A,SPOORTAK_B,TYPE,DEKKING,DATUM_SPOORTAK_A,DATUM_SPOORTAK_B,GEOCODE_SPOORTAK_A,GEOCODE_SPOORTAK_B,KM_GEOCODE_SPOORTAK_A,KM_GEOCODE_SPOORTAK_B,SPOORNAAM_SPOORTAK_A,SPOORNAAM_SPOORTAK_B,VERMENIGVULDIGINGSFACTOR,BOOGSTRAAL_A,BOOGSTRAAL_B,VERKANTINGSVERSCHIL_HOEK_A_B,HOOGTEVERSCHIL_A_B,Shape__Length
1233,4.389,054_1367AR_53.6,054_1367AL_53.6,Exact_naar_Exact,Volledig,2016/11/09 19:36:51+00,2015/10/28 19:19:54+00,054,054,53.666071,53.666133,1367B,406,4.5,,,,,4.38904220303246
1234,6.454,054_1367BL_53.7,054_1367AL_53.6,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2015/10/28 19:19:54+00,054,054,53.663951,53.663921,9005,406,4.5,,,,,6.45400003796095
1235,4.43,054_1367BL_53.7,054_1367AR_53.6,Exact_naar_Exact,Volledig,2016/11/09 19:38:21+00,2016/11/09 19:37:44+00,054,054,53.644782,53.644855,9005,1367A,4.5,,,,,4.42998319635639
1236,6.414,054_1367BV_53.7,054_1367AL_53.6,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2016/11/09 19:17:12+00,054,054,53.805462,53.805476,418,406,4.5,,,,,6.41428512384662
1237,6.005,054_1369AL_54.0,054_1351AL_53.3,Exact_naar_Exact,Volledig,2016/11/09 19:21:18+00,2014/02/04 13:02:38+00,054,054,54.066571,54.066591,1369B,1371B,4.5,,,,,6.0049675519523
1238,5.725,054_1369AL_54.0,054_1367AL_53.6,Exact_naar_Exact,Volledig,2015/10/28 19:19:54+00,2015/10/28 19:19:54+00,054,054,54.003621,54.003148,1369A,1371A,4.5,,,,,5.72473652581497
1239,6.433,054_1369AR_54.0,054_1367AL_53.6,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2015/10/28 19:19:54+00,054,054,53.998988,53.998968,416,1371A,4.5,,,,,6.43276172184234
1240,4.317,054_1369AR_54.0,054_1369AL_54.0,Spoortak_naar_Spoortak,Volledig,,,054,054,54.037105,54.037037,416,1369B,4.5,,,,,4.31722351170286
1241,6.448,054_1369AV_54.0,054_1367AL_53.6,Exact_naar_Exact,Volledig,2019/12/14 13:12:24+00,2015/10/28 19:19:54+00,054,054,53.982916,53.982919,416,406,4.5,,,,,6.44790211541708
1242,5.966,054_1369BR_54.1,054_1351AL_53.3,Exact_naar_Exact,Volledig,2015/10/28 19:19:54+00,2014/02/04 13:02:38+00,054,054,54.020562,54.020592,1371A,s405-w1371BR,4.5,,,,,5.96586282946566
1243,4.371,054_1369BR_54.1,054_1369AL_54.0,Exact_naar_Exact,Volledig,2016/11/09 19:20:26+00,2016/11/09 19:18:13+00,054,054,54.016328,54.016389,1371A,1369A,4.5,,,,,4.3709437573595
1244,6.417,054_1369BR_54.1,054_1369AR_54.0,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,54.066572,54.066557,1369B,416,4.5,,,,,6.41716434026744
1245,6.453,054_1369BR_54.1,054_1369AR_54.0,Exact_naar_Exact,Onvolledig,2015/10/28 19:19:54+00,2015/10/28 19:21:10+00,054,054,54.003558,54.003537,1371A,416,4.5,,,,,6.45258481308072
1246,6.007,054_1369BV_54.1,054_1351AL_53.3,Exact_naar_Exact,Volledig,2015/10/28 19:19:54+00,2014/02/04 13:02:38+00,054,054,54.067482,54.067485,1369B,1371B,4.5,,,,,6.0066623852186
1247,6.406,054_1369BV_54.1,054_1369AR_54.0,Spoortak_naar_Spoortak,Volledig,,,054,054,54.071063,54.071047,1369B,s416-wX0016V,4.5,,,,,6.40601222134332
1248,5.188,054_1371AL_54.0,054_1347AL_53.2,Exact_naar_Exact,Volledig,2015/10/28 19:19:54+00,2018/11/26 19:59:49+00,054,054,54.076899,54.076918,1371B,404,4.5,,,,,5.18805653400192
1249,4.434,054_1371AL_54.0,054_1351AL_53.3,Exact_naar_Exact,Volledig,2015/10/28 19:19:54+00,2014/02/04 13:02:38+00,054,054,54.028074,54.027992,1371A,s405-w1371BR,4.5,,,,,4.43367905130716
1250,4.612,054_1371AL_54.0,054_1369AL_54.0,Exact_naar_Exact,Volledig,2016/11/09 19:20:26+00,2019/12/14 13:15:21+00,054,054,54.02441,54.024887,1371A,w1369AL-w1369BL,4.5,,,,,4.61217066574948
1251,6.805,054_1371AL_54.0,054_1369AR_54.0,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,54.013131,54.013491,1371A,416,4.5,,,,,6.80545907709392
1252,6.451,054_1371AL_54.0,054_1369AR_54.0,Exact_naar_Exact,Onvolledig,2015/10/28 19:20:05+00,2015/10/28 19:21:10+00,054,054,54.003269,54.003238,1371A,416,4.5,,,,,6.45090756793182
1253,4.449,054_1371AL_54.0,054_1369BR_54.1,Exact_naar_Exact,Volledig,2016/11/09 19:22:53+00,2016/11/09 19:21:18+00,054,054,54.053299,54.053392,1371B,1369B,4.5,,,,,4.44880415617501
1254,5.68,054_1371AL_54.0,054_1369BV_54.1,Exact_naar_Exact,Volledig,2016/11/09 19:22:53+00,2015/10/28 19:19:54+00,054,054,54.066444,54.066767,1371B,1369B,4.5,,,,,5.67985114241562
1255,5.174,054_1371BV_54.1,054_1347AL_53.2,Exact_naar_Exact,Volledig,2015/10/28 19:19:54+00,2018/11/26 19:59:49+00,054,054,54.078787,54.078807,1371B,404,4.5,,,,,5.17363955547736
1256,6.016,054_1371BV_54.1,054_1369BV_54.1,Exact_naar_Exact,Volledig,2014/02/04 13:02:38+00,2015/10/28 19:19:54+00,054,054,54.081417,54.081384,1371B,415,4.5,,,,,6.01610679758928
1257,4.309,054_1373AL_54.1,054_1347AL_53.2,Exact_naar_Exact,Volledig,2020/05/14 20:38:47+00,2018/11/26 19:59:49+00,054,054,54.135953,54.135933,1373A,s404-w1373BR,4.5,,,,,4.30947961707675
1258,6.048,054_1373AL_54.1,054_1369BV_54.1,Exact_naar_Exact,Volledig,2020/05/14 20:38:47+00,2019/12/14 13:10:12+00,054,054,54.104571,54.104591,1373A,415,4.5,,,,,6.04833986230933
1259,5.072,054_1373AR_54.1,054_1347AL_53.2,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2018/11/26 19:59:42+00,054,054,54.209579,54.209587,414,1373B,4.5,,,,,5.07159761909401
1260,6.048,054_1373AR_54.1,054_1369BV_54.1,Exact_naar_Exact,Volledig,2020/05/14 20:38:47+00,2019/12/14 13:10:12+00,054,054,54.104571,54.104592,1373A,415,4.5,,,,,6.04805830742396
1261,4.241,054_1373AR_54.1,054_1373AL_54.1,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2020/05/14 20:38:47+00,054,054,54.190426,54.1904,414,1373B,4.5,,,,,4.24143600328945
1262,5.078,054_1373BV_54.2,054_1373AR_54.1,Exact_naar_Exact,Volledig,2018/11/26 19:59:49+00,2016/11/09 19:17:12+00,054,054,54.232721,54.232713,w1373BV-w1375AV,414,4.5,,,,,5.07789607810164
1263,4.465,054_1375AL_54.3,054_1001AV_57.2,Exact_naar_Exact,Volledig,2020/05/14 20:32:21+00,2020/05/14 20:32:21+00,054,054,54.376925,54.376934,w1375AL-w1375BL,w1375AR-sAA,4.5,,,,,4.4649948174662
1264,4.283,054_1375AL_54.3,054_1343AL_52.9,Exact_naar_Exact,Volledig,2020/05/14 20:32:21+00,2020/05/14 20:32:21+00,054,054,54.445443,54.445453,1375B,s402-w1377BR,4.5,,,,,4.28285732776613
1265,4.475,054_1375AL_54.3,054_1345AL_53.0,Exact_naar_Exact,Volledig,2018/11/26 19:59:49+00,2018/11/26 19:59:49+00,054,054,54.358257,54.358245,w1375AL-w1375BL,s403-w1375BR,4.5,,,,,4.47473994886854
1266,4.271,054_1375BV_54.4,054_1343AL_52.9,Exact_naar_Exact,Volledig,2020/05/14 20:32:21+00,2020/05/14 20:32:21+00,054,054,54.4682,54.468209,1377A,s402-w1377BR,4.5,,,,,4.27071975666866
1267,3.959,054_1377AL_54.5,054_1001BR_57.3,Exact_naar_Exact,Volledig,2020/05/14 20:32:21+00,2020/05/14 20:32:21+00,054,054,54.559296,54.559307,1377B,w1377AR-sBA,4.5,,,,,3.95861708302281
1268,3.97,054_1377AL_54.5,054_1343AL_52.9,Exact_naar_Exact,Onjuist,2020/05/14 20:32:21+00,2020/05/14 20:32:21+00,054,054,54.488634,54.488644,1377A,s402-w1377BR,4.5,,,,,3.96959877695467
1269,4.246,054_1377BV_54.6,054_1001BR_57.3,Exact_naar_Exact,Volledig,2018/11/26 19:59:49+00,2020/05/14 20:32:21+00,054,054,54.58681,54.586822,w1377BV-w1379AV,w1377AR-sBA,4.5,,,,,4.24565284732513
1270,4.248,054_1379AL_54.6,054_1001BR_57.3,Exact_naar_Exact,Volledig,2018/11/26 19:59:42+00,2020/05/14 20:32:21+00,054,054,54.60229,54.602287,1379A,w1377AR-sBA,4.5,,,,,4.24777801915307
1271,4.455,054_1379AL_54.6,054_1005AV_57.3,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/05/14 20:32:21+00,054,054,54.689481,54.689479,w1379AL-w1379BL,w1379AR-sCA,4.5,,,,,4.45521033061291
1272,4.459,054_1379AL_54.6,054_1341AL_52.7,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2018/08/07 17:18:51+00,054,054,54.671071,54.671073,w1379AL-w1379BL,s401-w1379BR,4.5,,,,,4.45945446551481
1273,6.456,054_9001L_54.0,054_1367AL_53.6,Exact_naar_Exact,Volledig,2016/11/09 19:34:15+00,2015/10/28 19:19:54+00,054,054,53.97371,53.973709,9001,406,4.5,,,,,6.45608426602379
1274,6.494,054_9003L_53.9,054_1351BV_53.4,Exact_naar_Exact,Volledig,2016/11/09 19:39:09+00,2016/11/09 19:17:12+00,054,054,53.594046,53.594058,9007,406,4.5,,,,,6.4940456419708
1275,4.555,054_9003L_53.9,054_1367BL_53.7,Exact_naar_Exact,Volledig,2019/12/14 13:05:01+00,2015/10/28 19:21:10+00,054,054,53.6445,53.644576,420,9005,4.5,,,,,4.55471167473859
1276,4.493,054_9003L_53.9,054_1367BV_53.7,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2019/12/14 13:16:51+00,054,054,53.924207,53.924097,9003,418,4.5,,,,,4.49269362854847
1277,6.485,054_9003R_53.9,054_1367AL_53.6,Exact_naar_Exact,Volledig,2016/11/09 19:38:21+00,2016/11/09 19:37:44+00,054,054,53.633252,53.633226,9005,406,4.5,,,,,6.48475054955856
1278,4.217,054_9003R_53.9,054_1367AR_53.6,Exact_naar_Exact,Volledig,2019/12/14 13:14:34+00,2015/10/28 19:21:10+00,054,054,53.683294,53.683518,419,1367B,4.5,,,,,4.21696107878648
1279,3.87,054_9003R_53.9,054_1367BL_53.7,Exact_naar_Exact,Onjuist,2019/12/14 13:14:34+00,2015/10/28 19:21:10+00,054,054,53.683596,53.683595,419,418,4.5,,,,,3.8702938518929
1280,4.16,054_9003R_53.9,054_1367BV_53.7,Exact_naar_Exact,Volledig,2016/11/09 19:35:35+00,2019/12/14 13:16:51+00,054,054,53.92414,53.924097,9003,418,4.5,,,,,4.16014375232395
1281,3.887,054_9003R_53.9,054_9003L_53.9,Exact_naar_Exact,Onjuist,2015/10/28 19:21:10+00,2019/12/14 13:05:01+00,054,054,53.885369,53.885392,419,420,4.5,,,,,3.88651913799482
1282,6.493,054_9005V_53.6,054_1351BV_53.4,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,53.614476,53.614443,9007,406,4.5,,,,,6.49310915509666
1283,6.476,054_9005V_53.6,054_1351BV_53.4,Exact_naar_Exact,Onvolledig,2015/10/28 19:21:10+00,2019/12/14 13:07:24+00,054,054,53.606054,53.606028,9007,406,4.5,,,,,6.47644092538487
1284,6.474,054_9005V_53.6,054_1367AL_53.6,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2016/11/09 19:37:44+00,054,054,53.618069,53.618043,9007,406,4.5,,,,,6.47452021774587
1285,5.681,054_9005V_53.6,054_1367AR_53.6,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2016/11/09 19:37:44+00,054,054,53.632889,53.633385,9005,1367A,4.5,,,,,5.68060660229169
1286,6.485,054_9007V_53.6,054_1351BV_53.4,Exact_naar_Exact,Volledig,2019/12/14 13:19:04+00,2016/11/09 19:17:12+00,054,054,53.565206,53.565214,SJ_9007V-w9007V,406,4.5,,,,,6.48518004761626
1287,4.509,054_K1305Q_47.2,054_1275AR_43.6,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2018/11/26 19:59:49+00,054,054,47.177104,47.177101,K1305,sBC-sBB,4.5,,,,,4.50882585270267
1288,6.193,054_K1305Q_47.2,054_1301AL_46.9,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/05/01 18:32:07+00,054,054,47.291311,47.291322,wK1305Q-ES_K1305Q,w1301AL-w1315BR,4.5,,,,,6.19285482794486
1289,1.913,054_K1305Q_47.2,054_1301BV_47.0,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2018/11/26 19:59:49+00,054,054,47.291311,47.291314,wK1305Q-ES_K1305Q,w1301BV-w1315AV,4.5,,,,,1.91276893533955
1290,6.022,054_K1305S_47.2,054_1273AR_43.1,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/05/01 18:32:07+00,054,054,47.218183,47.218173,wK1305S-ES_K1305S,sAC-sAB,4.5,,,,,6.02183248189453
1291,1.778,054_K1305S_47.2,054_1275AR_43.6,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2018/11/26 19:59:49+00,054,054,47.218183,47.218181,wK1305S-ES_K1305S,sBC-sBB,4.5,,,,,1.77785514033062
1292,4.455,054_K1305S_47.2,054_K1305Q_47.2,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/05/01 18:32:07+00,054,054,47.210575,47.210699,wK1305S-ES_K1305S,wK1305Q-ES_K1305Q,4.5,,,,,4.45529439655787
1293,6.028,054_K1305T_47.2,054_1273AR_43.1,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/05/01 18:32:07+00,054,054,47.136669,47.136665,ES_K1305T-wK1305T,sAC-sAB,4.5,,,,,6.0281459255728
1294,1.784,054_K1305T_47.2,054_1275AR_43.6,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2018/11/26 19:59:49+00,054,054,47.136669,47.136668,ES_K1305T-wK1305T,sBC-sBB,4.5,,,,,1.78428296242496
1295,2.321,054_K1305T_47.2,054_1305BL_47.2,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/05/01 18:32:07+00,054,054,47.159891,47.159737,K1305,1305B,4.5,,,,,2.320857156311
1296,2.315,054_K1305T_47.2,054_1305BR_47.2,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2018/11/26 20:09:02+00,054,054,47.159875,47.159721,K1305,1305B,4.5,,,,,2.31544887440859
1297,6.167,054_K1307S_47.1,054_1301AL_46.9,Exact_naar_Exact,Volledig,2020/06/09 19:04:45+00,2020/05/01 18:32:07+00,054,054,47.064407,47.064411,ES_K1307S-wK1307S,w1301AL-w1315BR,4.5,,,,,6.16719961489816
1298,1.923,054_K1307S_47.1,054_1301BV_47.0,Exact_naar_Exact,Volledig,2020/06/09 19:04:45+00,2018/11/26 19:59:49+00,054,054,47.064407,47.064408,ES_K1307S-wK1307S,w1301BV-w1315AV,4.5,,,,,1.92310158338035
1299,4.428,054_K1307S_47.1,054_1305BL_47.2,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/05/01 18:32:07+00,054,054,47.073353,47.073234,ES_K1307S-wK1307S,1307A,4.5,,,,,4.42845323448267
1300,4.303,054_K1307S_47.1,054_1307AL_47.0,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/05/01 18:32:07+00,054,054,47.06614,47.066025,ES_K1307S-wK1307S,1307A,4.5,,,,,4.30335900082714
1301,6.21,054_K1307T_47.1,054_1301AL_46.9,Exact_naar_Exact,Volledig,2020/06/09 20:08:19+00,2020/05/01 18:32:07+00,054,054,47.135425,47.135429,wK1307T-ES_K1307T,w1301AL-w1315BR,4.5,,,,,6.20965675863006
1302,1.961,054_K1307T_47.1,054_1301BV_47.0,Exact_naar_Exact,Volledig,2020/06/09 20:08:19+00,2020/05/01 18:32:07+00,054,054,47.135425,47.135427,wK1307T-ES_K1307T,w1301BV-w1315AV,4.5,,,,,1.96068582388918
1303,4.52,054_K1307T_47.1,054_1305BL_47.2,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/05/01 18:32:07+00,054,054,47.126992,47.126919,wK1307T-ES_K1307T,1305B,4.5,,,,,4.52034745788418
1304,4.59,054_K1307T_47.1,054_1305BR_47.2,Exact_naar_Exact,Volledig,2020/06/09 20:08:19+00,2020/05/01 18:32:07+00,054,054,47.134589,47.134466,wK1307T-ES_K1307T,1305B,4.5,,,,,4.59019468214585
1305,4.412,055_331R_7.0,055_331L_7.0,Exact_naar_Exact,Volledig,2021/06/24 15:30:40+00,2021/06/23 19:24:11+00,055,055,7.131983,7.131969,w331R-s223,w331L-s224,4.5,,,,,4.41177899378471
1306,4.862,055_339V_8.2,055_331R_7.0,Exact_naar_Exact,Volledig,2020/10/01 16:44:30+00,2021/06/23 19:24:11+00,055,055,8.288026,8.288118,341,s223-s221,4.5,,,,,4.86184706978737
1307,4.822,055_341L_8.3,055_331R_7.0,Exact_naar_Exact,Volledig,2021/06/23 19:24:11+00,2021/06/23 19:24:11+00,055,055,8.292062,8.292146,341,s223-s221,4.5,,,,,4.82234281755248
1308,3.971,055_341R_8.3,055_331R_7.0,Exact_naar_Exact,Volledig,2020/10/01 16:44:30+00,2020/10/01 16:44:30+00,055,055,9.610298,9.610289,369,s221-w373L,4.5,,,,,3.97114555260821
1309,4.453,055_341R_8.3,055_341L_8.3,Exact_naar_Exact,Volledig,2020/10/01 16:44:30+00,2021/06/23 19:24:11+00,055,055,8.338789,8.338594,w341R-s222,w341L-w343L,4.5,,,,,4.45291458373053
1310,4.476,055_343R_8.4,055_341L_8.3,Spoortak_naar_Spoortak,Volledig,,,055,055,8.32601,8.326217,s214-w343R,w341L-w343L,4.5,,,,,4.47580477232866
1311,5,055_345L_8.4,055_343V_8.4,Spoortakdeel_naar_Spoortak,Onvolledig,,,055,055,8.389451,8.389435,345,347,4.5,,,,,5.00034191730925
1312,6.341,055_345L_8.4,055_343V_8.4,Exact_naar_Exact,Onvolledig,2019/11/11 21:32:14+00,2019/12/14 13:27:40+00,055,055,8.389451,8.385551,345,w343V-w347V,4.5,,,,,6.34072636296505
1313,5,055_345V_8.4,055_341L_8.3,Spoortakdeel_naar_Spoortak,Onvolledig,,,055,055,8.376602,8.376586,215,343,4.5,,,,,5.00009936001276
1314,5.046,055_345V_8.4,055_341L_8.3,Exact_naar_Exact,Onvolledig,2019/12/14 13:23:47+00,2021/06/23 19:24:11+00,055,055,8.377274,8.376586,215,343,4.5,,,,,5.04626760388309
1315,5,055_345V_8.4,055_343R_8.4,Spoortakdeel_naar_Spoortak,Onvolledig,,,055,055,8.376602,8.376586,215,343,4.5,,,,,5.00009936001276
1316,5.045,055_345V_8.4,055_343R_8.4,Exact_naar_Exact,Onvolledig,2019/12/14 13:23:47+00,2021/06/23 19:24:11+00,055,055,8.377274,8.376586,215,343,4.5,,,,,5.04527767818581
1317,5,055_345V_8.4,055_343V_8.4,Spoortakdeel_naar_Spoortak,Onvolledig,,,055,055,8.376602,8.376586,215,343,4.5,,,,,5.00009936001276
1318,5,055_345V_8.4,055_343V_8.4,Exact_naar_Exact,Onvolledig,2019/12/14 13:23:47+00,2019/12/14 13:27:40+00,055,055,8.385567,8.385551,345,w343V-w347V,4.5,,,,,4.99995920483358
1319,4.371,055_347L_8.4,055_345L_8.4,Exact_naar_Exact,Volledig,2019/11/11 21:32:14+00,2019/11/11 21:32:14+00,055,055,8.404667,8.404443,347,345,4.5,,,,,4.37105836382906
1320,3.227,055_347L_8.4,055_345R_8.4,Exact_naar_Exact,Volledig,2019/11/11 21:32:14+00,2019/11/11 21:32:14+00,055,055,8.407574,8.407545,347,345,4.5,,,,,3.2268686694689
1321,5.007,055_347R_8.4,055_345L_8.4,Spoortakdeel_naar_Spoortak,Onvolledig,,,055,055,8.428102,8.428086,349,351,4.5,,,,,5.00664902804261
1322,5,055_347R_8.4,055_345L_8.4,Exact_naar_Exact,Onvolledig,2019/11/11 21:32:14+00,2019/11/11 21:32:14+00,055,055,8.455269,8.455252,349,351,4.5,,,,,5.00003872385005
1323,4.373,055_347R_8.4,055_345R_8.4,Exact_naar_Exact,Volledig,2019/11/11 21:32:14+00,2019/11/11 21:32:14+00,055,055,8.40446,8.404603,347,345,4.5,,,,,4.37301838550903
1324,4.373,055_349R_8.5,055_345L_8.4,Exact_naar_Exact,Volledig,2019/11/11 21:32:14+00,2019/11/11 21:32:14+00,055,055,8.440184,8.440326,349,351,4.5,,,,,4.37298268576495
1325,4.999,055_349V_8.5,055_345L_8.4,Spoortakdeel_naar_Spoortak,Onvolledig,,,055,055,8.455535,8.455519,349,351,4.5,,,,,4.99934194969698
1326,6.341,055_349V_8.5,055_345L_8.4,Exact_naar_Exact,Onvolledig,2019/12/14 13:20:52+00,2019/11/11 21:32:14+00,055,055,8.459459,8.455519,w349V-s211,351,4.5,,,,,6.34077543838291
1327,4.371,055_351L_8.5,055_347R_8.4,Exact_naar_Exact,Volledig,2019/11/11 21:32:14+00,2019/11/11 21:32:14+00,055,055,8.44012,8.440343,351,349,4.5,,,,,4.37113824192281
1328,3.628,055_351L_8.5,055_349R_8.5,Exact_naar_Exact,Volledig,2019/11/11 21:32:14+00,2019/11/11 21:32:14+00,055,055,8.439473,8.439504,351,349,4.5,,,,,3.62841577689217
1329,4.994,055_351V_8.5,055_349V_8.5,Spoortakdeel_naar_Spoortak,Onvolledig,,,055,055,8.468678,8.468698,353,w349V-s211,4.5,,,,,4.9939706246633
1330,5,055_351V_8.5,055_349V_8.5,Exact_naar_Exact,Onvolledig,2019/12/14 13:30:04+00,2019/12/14 13:20:52+00,055,055,8.459442,8.459459,w351V-w353V,w349V-s211,4.5,,,,,4.99989856897118
1331,4.482,055_353L_8.5,055_349V_8.5,Exact_naar_Exact,Volledig,2019/11/11 21:32:14+00,2019/11/11 21:32:14+00,055,055,9.391099,9.390936,355,s211-w357L,4.5,,,,,4.4816080562673
1332,4.458,055_353R_8.5,055_349V_8.5,Exact_naar_Exact,Volledig,2019/11/11 21:32:14+00,2019/11/11 21:32:14+00,055,055,9.391099,9.390936,355,s211-w357L,4.5,,,,,4.45846768520307
1333,4.349,055_353R_8.5,055_353L_8.5,Exact_naar_Exact,Volledig,2019/12/14 13:29:29+00,2019/12/14 13:31:35+00,055,055,8.519594,8.519378,w353R-s212,w353L-s213,4.5,,,,,4.34875373066813
1334,5.933,055_359R_9.5,055_331R_7.0,Spoortakdeel_naar_Spoortak,Onvolledig,,,055,055,9.564387,9.564384,369,s221-w373L,4.5,,,,,5.93268617491268
1335,3.993,055_359R_9.5,055_331R_7.0,Exact_naar_Exact,Onvolledig,2021/06/23 19:24:11+00,2021/06/23 19:24:11+00,055,055,9.61071,9.610703,369,s221-w373L,4.5,,,,,3.99246920714487
1336,4.928,055_359R_9.5,055_341R_8.3,Spoortakdeel_naar_Spoortak,Onvolledig,,,055,055,9.518024,9.518021,359,s222-w369L,4.5,,,,,4.92753307548514
1337,4.474,055_359R_9.5,055_341R_8.3,Exact_naar_Exact,Onvolledig,2019/12/14 13:32:30+00,2021/06/23 19:24:11+00,055,055,9.524492,9.524331,w359R-w369R,s222-w369L,4.5,,,,,4.47443577001615
1338,4.488,055_359R_9.5,055_359L_9.5,Spoortak_naar_Spoortak,Volledig,,,055,055,9.543678,9.543839,w359R-w369R,w359L-s216,4.5,,,,,4.4876275034811
1339,3.967,055_369V_9.6,055_331R_7.0,Exact_naar_Exact,Volledig,2020/10/01 16:44:30+00,2021/06/23 19:24:11+00,055,055,9.620292,9.620282,w369V-w371V,s221-w373L,4.5,,,,,3.96652865110035
1340,3.983,055_371L_9.7,055_331R_7.0,Exact_naar_Exact,Volledig,2020/10/01 16:44:30+00,2020/10/01 16:44:30+00,055,055,9.767462,9.767461,w371L-sGF,373,4.5,,,,,3.98287748367936
1341,3.862,055_371R_9.7,055_331R_7.0,Exact_naar_Exact,Volledig,2021/06/23 19:24:11+00,2021/06/24 15:30:40+00,055,055,9.704918,9.704848,371,s221-w373L,4.5,,,,,3.86157951620836
1342,3.863,055_371R_9.7,055_371L_9.7,Exact_naar_Exact,Volledig,2021/06/23 19:24:11+00,2020/10/01 16:44:30+00,055,055,9.793452,9.793522,373,w371L-sGF,4.5,,,,,3.8628601320783
1343,4.091,055_373V_9.8,055_371L_9.7,Spoortakdeel_naar_Spoortak,Onvolledig,,,055,055,9.808701,9.808703,373,w371L-sGF,4.5,,,,,4.0905304521541
1344,3.559,055_373V_9.8,055_371L_9.7,Exact_naar_Exact,Onvolledig,2020/10/01 16:44:30+00,2020/10/01 16:44:30+00,055,055,17.925183,17.92519,HE,GE,4.5,,,,,3.55902427639936
1345,3.912,055_399AL_19.6,055_371L_9.7,Exact_naar_Exact,Volledig,2021/06/23 15:58:59+00,2020/10/01 16:44:30+00,055,055,19.583376,19.583264,399A,sGE-w399BR,4.5,,,,,3.9124238471822
1346,4.143,055_399AR_19.6,055_371L_9.7,Exact_naar_Exact,Volledig,2020/10/01 16:44:30+00,2020/10/01 16:44:30+00,055,055,19.617845,19.617866,399A,399B,4.5,,,,,4.143362354417
1347,3.924,055_399AR_19.6,055_399AL_19.6,Exact_naar_Exact,Onjuist,2021/06/23 15:58:59+00,2021/06/23 15:58:59+00,055,055,19.655992,19.65591,w399AR-sHD,399B,4.5,,,,,3.92431879566378
1348,3.544,055_399BV_19.7,055_399AR_19.6,Exact_naar_Exact,Onjuist,2020/10/01 16:44:30+00,2020/10/01 16:44:30+00,055,055,28.163522,28.163491,GD,HD,4.5,,,,,3.54374029804668
1349,3.983,055_407R_29.5,055_399AR_19.6,Exact_naar_Exact,Volledig,2020/10/01 16:44:30+00,2020/10/01 16:44:30+00,055,055,29.459855,29.459843,407,411A,4.5,,,,,3.98272380287662
1350,4.439,055_407R_29.5,055_399BV_19.7,Exact_naar_Exact,Volledig,2020/10/01 16:44:30+00,2020/10/01 16:44:30+00,055,055,29.409259,29.409093,s93-w407R,sGD-w407L,4.5,,,,,4.43915874237451
1351,3.977,055_407V_29.5,055_399AR_19.6,Exact_naar_Exact,Onjuist,2016/10/10 22:44:38+00,2020/10/01 16:44:30+00,055,055,29.460324,29.460312,407,411A,4.5,,,,,3.97714540468412
1352,3.864,055_411AL_29.5,055_407V_29.5,Exact_naar_Exact,Onjuist,2021/06/23 15:40:56+00,2021/06/23 15:40:56+00,055,055,29.46885,29.468734,411A,w407V-w411BR,4.5,,,,,3.8635222401327
1353,3.993,055_411AR_29.5,055_407V_29.5,Exact_naar_Exact,Onjuist,2020/10/01 16:44:30+00,2021/06/23 15:40:56+00,055,055,29.474793,29.474801,411A,w407V-w411BR,4.5,,,,,3.99267091681746
1354,3.876,055_411AR_29.5,055_411AL_29.5,Exact_naar_Exact,Onjuist,2021/06/23 15:40:56+00,2021/06/23 15:40:56+00,055,055,29.512745,29.512621,w411AR-w413BL,411B,4.5,,,,,3.87625680908786
1355,3.997,055_411BV_29.5,055_411AR_29.5,Exact_naar_Exact,Onjuist,2020/10/01 16:44:30+00,2021/06/23 15:40:56+00,055,055,29.587498,29.587496,413A,w411AR-w413BL,4.5,,,,,3.99654786284363
