"businessname","dbas","city","statecode","zipcode","countyname","originaleffectivedate","expiredate","operationtypes"
"Roxy Dawg's Pet Grooming",",Polland, Roxanne","Evans","CO","80620","Weld","2016-06-09T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Calming Canine LLC",",Huron, Lisa","Golden","CO","80401","Jefferson","2018-08-13T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Animal Rescue of the Rockies",",Martiny, Karen","Fruita","CO","81521","Mesa","2018-02-14T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"MELANN, INC.","IT'S A DOG'S LIFE","Littleton","CO","80123","Jefferson","2007-02-14T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"NORTH FORK VETERINARY CLINIC, INC",",Norman Vincent","Paonia","CO","81428","Delta","2012-03-02T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Redstone Animal Hospital, PLLC","MY PET'S PLACE","Littleton","CO","80125","Douglas","2012-04-02T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"ALPINE VETERINARY SERVICES","ANIMAL MEDICAL CENTER","WOODLAND PARK","CO","80863","Teller","2014-06-06T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"LORI NOLAND",,"Craig","CO","81625","Moffat","2012-04-20T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"Petco Animal Supplies Store, Inc #0941",,"Colorado Springs","CO","80906","El Paso","2012-03-06T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner,Retail/Wholesale"
"COATS N TAILS PET GROOMING",,"PUEBLO WEST","CO","81007","Pueblo","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"D.A.S.K. , L.L.C.","GOLDENVIEW VETERINARY HOSPITAL","Golden","CO","80401","Jefferson","2012-03-13T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"HUNTER'S GOLDSTRIKE",,"Windsor","CO","80550","Weld","2007-02-23T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"FOR THE LOVE OF DOG, LLC",",Dana Hood","Denver","CO","80246","Arapahoe","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Mountain High Collie & Sheltie Rescue, Inc",,"Lakewood","CO","80232","Jefferson","2013-09-05T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"Petco Animal Supplies Store, Inc #1497",,"Denver","CO","80222","Denver","2012-03-06T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner,Retail/Wholesale"
"Two Rivers Veterinary Clinic, LLC",",Gretta Carmichael","Delta","CO","81416","Delta","2017-07-18T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"LUCKY DOG ENTERPRISES, INC.","Barlow, Neal,Evans, Becky,Lucky Dog - South","Colorado Springs","CO","80906","El Paso","2012-04-25T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Colorado Basenji Rescue",",Shifflet, Margaret A","Denver","CO","80212","Denver","2017-09-29T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"Thomas, Laura",",Laura Thomas,Laura's Groomingdale's","Grand Junction","CO","81504","Mesa","2017-01-18T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"CHOW DOWN PET SUPPLIES","CHOW DOWN VI","Pagosa Springs","CO","81147","Archuleta","2014-10-01T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"PetSmart, Inc.","PetSmart #230","Lakewood","CO","80226","Jefferson","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner,Retail/Wholesale"
"REDCLYFFE KENNELS",,"Montrose","CO","81403","Montrose","2012-04-02T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"National Brittany Rescue and Adoption Network",",Smith, Lora","Aurora","CO","80017","Arapahoe","2017-06-29T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"Colorado Maine Coons",",Evers, Katerina","Conifer","CO","80433","Jefferson","2018-07-05T00:00:00.000","2019-03-01T00:00:00.000","Breeder Cat"
"K9 ADVENTURE FITNESS LLC",",Bruner, Elizabeth","Fairplay","CO","80440","Park","2017-03-15T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"BROWN'S PREFERRED PET CARE",",Beverly Brown","Colorado Springs","CO","80905","El Paso","2012-02-28T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Peace Love Petcare LLC",",Schultheis, Monica","Steamboat Springs","CO","80487","Routt","2017-03-14T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Handler"
"CRAIG VETERINARY HOSPITAL, LLC",,"Craig","CO","81625","Moffat","2012-06-29T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"KAYA Enterprises LLC","Struttin' Pup,Wilcox, Troy","Lafayette","CO","80026","Boulder","2017-01-13T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"CASTLE PEAK VETERINARY SERVICE, P.C.",,"Eagle","CO","81631","Eagle","2011-02-16T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Donaldson LLC","Tajma Pawz Grooming","Colorado Springs","CO","80918","El Paso","2012-03-22T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"HOFFMAN RANCH LLC","GRIZZLE T DOG & SLED WORKS","Steamboat Springs","CO","80477","Routt","2012-03-02T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"Paradise Paws",",Cox, Rachel","Crested Butte","CO","81224","Gunnison","2018-08-13T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"STRUTT YOUR MUTT LLC",",Hall, Erika","Grand Junction","CO","81501","Mesa","2017-01-23T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"OH BE DOGFUL PET RANCH, INC",,"Crested Butte","CO","81224","Gunnison","2012-07-27T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Animal Sanctuary,Pet Grooming Facility - Owner"
"Nina E. Wink",",Wink, Nina E","Colorado Springs","CO","80916","El Paso","2018-03-23T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"DEJARNETTE ENTERPRISES INC.","DeJaBengals LLC,DeJarntte, Missy","Arvada","CO","80004","Jefferson","2017-04-10T00:00:00.000","2019-03-01T00:00:00.000","Breeder Cat"
"KATHY'S KRITTERS MOBILE PET GROOMING",",Kathleen Schwander","SILVERTHORNE","CO","80498","Summit","2012-04-20T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"Wynot Mobile Pet Grooming",",Wyatt, Holly","Sedalia","CO","80135","Douglas","2017-06-29T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"CREEKSIDE ANIMAL HOSPITAL, INC",,"ELIZABETH","CO","80107","Elbert","2012-02-27T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"TOWN OF MEEKER ANIMAL CONTROL FACILITY",",Stubblefield, Phillip","Meeker","CO","81641","Rio Blanco","2012-04-02T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"Beth Wales Grooming","Dog Grooming,Wales, Beth M","Broomfield","CO","80020","Broomfield","2018-04-16T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"ROCKY MOUNTAIN SOCIETY OF AVICULTURE",",NELSON, ERIC","Denver","CO","80216","Denver","2016-08-16T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue,Retail/Wholesale"
"URBAN DOGG LLC","URBAN DOGG - Uptown","Denver","CO","80203","Denver","2013-11-26T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"MOUNTAIN PET RESCUE",,"Granby","CO","80446","Grand","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"AS THE FUR FLY'S MOBILE PET GROOMING",,"Aurora","CO","80015","Arapahoe","2012-04-16T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"PAMPERED PAWS GROOMING BOUTIQUE",",Mills, Tracy","Palmer Lake","CO","80133","El Paso","2017-04-21T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Just Wash",",Jackson, Kai","Colorado Springs","CO","80911","El Paso","2018-03-28T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"WHO LET THE DOGS OUT PET GROOMING",,"Colorado Springs","CO","80909","El Paso","2014-09-25T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"A PAWSH PET ON BROADWAY",,"Grand Junction","CO","81507","Mesa","2015-02-12T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Rocky Mountain Roosters",,"Calhan","CO","80808","Elbert","2012-02-27T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Breeder Dog Small Scale"
"STILLROVEN FARM, INC",",James Dill","Berthoud","CO","80513","Weld","2007-02-21T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Petco Animal Supplies Store, Inc #1441",,"Pueblo","CO","81008","Pueblo","2012-03-06T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner,Retail/Wholesale"
"#10 Enterprises, L.L.C.","Stewart, Scott,The High Lonesome Ranch","De Beque","CO","81630","Garfield","2012-02-09T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Synde's Wacky Doggie Doo's",",Bird, Cynthia","Pueblo West","CO","81007","Pueblo","2018-04-09T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Wal-Mart Stores, Inc.","Walmart - 2125","Lakewood","CO","80214","Jefferson","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Retail Aquarium Only"
"Megan M Welch",",Megan Welch","Denver","CO","80224","Denver","2018-05-25T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Wal-Mart Stores, Inc.","Walmart - 1273","Fountain","CO","80817","El Paso","2017-02-24T00:00:00.000","2019-03-01T00:00:00.000","Retail Aquarium Only"
"GRACELAND ANIMAL RESCUE",",Blanda, Jetton Cielle","Grand Junction","CO","81507","Mesa","2014-12-02T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"Nelson Road Veterinary Clinic, Incorporated",",Benscheidt, Steven","Longmont","CO","80503","Boulder","2007-02-09T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"The Healthy Bone","A Lovin Touch,McCandless, Christopher","Erie","CO","80516","Weld","2018-02-06T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Handler"
"THE PUP TUB, LLC",,"LITTLETON","CO","80123","Jefferson","2013-12-02T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"AVALON AVIARY, LLC",,"Loveland","CO","80537","Larimer","2012-03-19T00:00:00.000","2019-03-01T00:00:00.000","Bird Breeder"
"Feeder Frenzy Reptiles",",Nelson, John","Arvada","CO","80003","Adams","2013-09-27T00:00:00.000","2019-03-01T00:00:00.000","Breeder Small Animal,Retail/Wholesale"
"Duncan's Place, a cat sanctuary, Inc.",",Catherine Campbell","Loveland","CO","80537","Larimer","2012-06-25T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"High Country Enterprise Ltd",",Mast, Reuben","La Jara","CO","81140","Conejos","2018-04-10T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale,Retail/Wholesale"
"Brian Dodson",",Dodson, Brian","Colorado Springs","CO","80911","El Paso","2017-06-16T00:00:00.000","2019-03-01T00:00:00.000","Breeder Small Animal,Retail/Wholesale"
"Petco Animal Supplies Store, Inc #5401",,"Westminster","CO","80260","Adams","2012-03-06T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner,Retail/Wholesale"
"TAM'S GERMAN SHEPHERDS",",Murphy Kinner, Tammi","Elbert","CO","80106","El Paso","2012-02-29T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"TABBY ROAD ANIMAL HOSPITAL LLC",",Chad Zadina","Wellington","CO","80549","Larimer","2016-09-14T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"BLACK CANYON DOODLES LLC","Rendon, Tammie,ROCKY MTN BERNEDOODLES","Montrose","CO","81403","Montrose","2015-04-13T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Large Scale"
"Woodland Kennels, LLC",",Decker, Diane","Woodland Park","CO","80863","Teller","2017-01-18T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Annie's Pet Salon",",Rewoldt, Shawna","Colorado Springs","CO","80917","El Paso","2017-06-23T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Karssen K9 Training",",Elizabeth M Karssen","Colorado Springs","CO","80907","El Paso","2018-10-03T00:00:00.000","2019-03-01T00:00:00.000","Pet Handler"
"Strishock, Renae L",",GRR' RUMOR HAS IT,Strishock, Renae","Akron","CO","80720","Washington","2016-04-07T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"PET PARTICULARS",,"FRUITA","CO","81521","Mesa","2012-12-14T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"DOGGIE PAUSE, LTD.","DOGGIE PAUSE DOG DAYCARE","Denver","CO","80222","Denver","2015-09-25T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"JO'S KENNEL",,"Yuma","CO","80759","Yuma","2012-04-04T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"Two Ponds Pet Lodge, Inc.",",Kramer, Mitch","Arvada","CO","80005","Jefferson","2012-10-15T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Canine Cottage",",Dee Jordan","Colorado Springs","CO","80907","El Paso","2012-03-28T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"KRISER'S FEEDING PETS FOR LIFE","KRISER'S NATURAL PET","Englewood","CO","80113","Arapahoe","2013-07-01T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"DOG GONE GORGEOUS",,"DURANGO","CO","81301","La Plata","2013-09-19T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Harris, Heather M",",Heather Harris","Aurora","CO","80017","Arapahoe","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"WOOF IN BOOTS",",Vincent Palazzotto","Denver","CO","80204","Denver","2013-10-09T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Kloer Veterinary LLC","Garden Valley Veterinary Hospital, LLC,Kloer, Mary","Windsor","CO","80550","Weld","2015-03-17T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers,Boarding/Training,Pet Grooming Facility - Owner"
