"socrata_entity_number","home_cost_center","home_cost_center_description","cost_center","employment_status","union_name","age_range","gender","ethnic_code_description","title","current_hire_date","date_terminated","longevity_range","total_wages","total_benefits","total_taxes","total_cost","date","regular_pay","premium_pay"
"5120","230000","PS - POLICE BUREAU","Police Deputy Chief","Full-time","Non Union","50-59 years old","Male","White","Deputy Chief (Police)","1988-04-04T00:00:00.000",,"31-35 years with the City","133429.10","19013.76",,"152442.86","2021","122804.10","10625.00"
"5124","230000","PS - POLICE BUREAU","Police Training Academy","Full-time","Police","50-59 years old","Male","White","Master Police Officer","1993-03-08T00:00:00.000","2017-02-01T00:00:00.000","21-25 years with the City","25260.68","2550.12","0.00","27810.80","2017",,
"5124","230000","PS - POLICE BUREAU","Police-Training Academy","Full-time","Police","50-59 years old","Male","White","Master Police Officer","1993-03-08T00:00:00.000","2017-02-01T23:59:00.000","26-30 years with the City","162.93","0.00",,"162.93","2020","162.93","0.00"
"5250","250000","PS - FIRE BUREAU","Fire Engine Co. 32","Full-time","Fire","50-59 years old","Male","White","Fire Captain","1995-04-24T00:00:00.000",,"21-25 years with the City","111640.45","5663.28","1714.97","119018.70","2017",,
"5250","250000","PS - FIRE BUREAU","Fire Engine Co. 32","Full-time","Fire","50-59 years old","Male","White","Fire Captain","1995-04-24T00:00:00.000",,"21-25 years with the City","119433.05","6048.20","1714.97","127196.22","2018",,
"5250","250000","PS - FIRE BUREAU","Fire Engine Co. 32","Full-time","Fire","50-59 years old","Male","White","Fire Captain","1995-04-24T00:00:00.000",,"21-25 years with the City","114155.17","3143.40","1644.90","118943.47","2019",,
"5250","250000","PS - FIRE BUREAU","Fire Engine Co. 32","Full-time","Fire","50-59 years old","Male","White","Fire Captain","1995-04-24T00:00:00.000",,"21-25 years with the City","122666.12","6112.98",,"128779.10","2020","108547.84","14118.28"
"5250","250000","PS - FIRE BUREAU","Fire Engine Co. 32","Full-time","Fire","50-59 years old","Male","White","Fire Captain","1995-04-24T00:00:00.000",,"26-30 years with the City","166159.38","5894.64",,"172054.02","2021","115779.27","50380.11"
"5278","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","40-49 years old","Male","White","Crew Chief","1999-07-19T00:00:00.000",,"16-20 years with the City","100934.63","19026.38","7385.90","127346.91","2017",,
"5278","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","40-49 years old","Male","White","Crew Chief","1999-07-19T00:00:00.000",,"16-20 years with the City","102758.89","20119.20","7385.90","130263.99","2018",,
"5278","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","40-49 years old","Male","White","Crew Chief","1999-07-19T00:00:00.000",,"16-20 years with the City","121221.15","20351.31","8799.23","150371.69","2019",,
"5278","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","40-49 years old","Male","White","Crew Chief","1999-07-19T00:00:00.000",,"21-25 years with the City","128392.24","22347.97",,"150740.21","2020","103149.56","25242.68"
"5278","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","40-49 years old","Male","White","Crew Chief","1999-07-19T00:00:00.000",,"21-25 years with the City","132695.42","25140.50",,"157835.92","2021","105254.58","27440.84"
"5292","107000","FINANCE","Finance/OBM","Full-time","AFSCME Local 2719","60-69 years old","Male","White","Imaging Specialist","1991-01-14T00:00:00.000","2018-03-16T00:00:00.000","26-30 years with the City","32104.94","12749.42","685.54","45539.90","2017",,
"5292","107000","FINANCE","Finance/OBM","Full-time","AFSCME Local 2719","60-69 years old","Male","White","Imaging Specialist","1991-01-14T00:00:00.000","2018-03-16T00:00:00.000","26-30 years with the City","9347.69","3800.88","685.54","13834.11","2018",,
"5314","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","60-69 years old","Male","White","Police Sergeant","1981-09-08T00:00:00.000",,"36-40 years with the City","115748.03","14178.28","0.00","129926.31","2017",,
"5314","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","60-69 years old","Male","White","Police Sergeant","1981-09-08T00:00:00.000",,"36-40 years with the City","121474.30","11056.02","0.00","132530.32","2018",,
"5314","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","60-69 years old","Male","White","Police Sergeant","1981-09-08T00:00:00.000",,"36-40 years with the City","116388.08","10597.28","0.00","126985.36","2019",,
"5314","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","60-69 years old","Male","White","Police Sergeant","1981-09-08T00:00:00.000",,"36-40 years with the City","120963.52","11527.50",,"132491.02","2020","105119.48","15844.04"
"5314","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","60-69 years old","Male","White","Police Sergeant","1981-09-08T00:00:00.000",,"36-40 years with the City","90004.41","12753.88",,"102758.29","2021","79671.69","10332.72"
"5316","230000","PS - POLICE BUREAU","Community Oriented Police","Full-time","Police","50-59 years old","Female","White","Police Officer/Detective","1989-11-27T00:00:00.000","2017-06-16T00:00:00.000","26-30 years with the City","72862.04","5108.80","0.00","77970.84","2017",,
"5316","230000","PS - POLICE BUREAU","Police Crime Analysis & Intel","Full-time","Police","50-59 years old","Female","White","Police Officer/Detective","1989-11-27T00:00:00.000","2017-06-16T23:59:00.000","31-35 years with the City","272.07","0.00",,"272.07","2020","272.07","0.00"
"5334","230000","PS - POLICE BUREAU","School Guards","Full-time","School Guards","70-79 years old","Female","White","School Crossing Guard","1983-10-03T00:00:00.000",,"31-35 years with the City","23171.76","7049.52","1680.64","31901.92","2017",,
"5334","230000","PS - POLICE BUREAU","School Guards","Full-time","School Guards","70-79 years old","Female","White","School Crossing Guard","1983-10-03T00:00:00.000",,"31-35 years with the City","23196.00","7536.96","1680.64","32413.60","2018",,
"5334","230000","PS - POLICE BUREAU","School Guards","Full-time","School Guards","70-79 years old","Female","White","School Crossing Guard","1983-10-03T00:00:00.000",,"36-40 years with the City","23195.25","7618.06","1685.69","32499.00","2019",,
"5334","210000","PS - ADMIN AND SUPPORT SERVICE","School Guards","Full-time","School Guards","70-79 years old","Female","White","School Crossing Guard","1983-10-03T00:00:00.000",,"36-40 years with the City","20891.50","7983.68",,"28875.18","2020","20891.50","0.00"
"5334","210000","PS - ADMIN AND SUPPORT SERVICE","School Guards","Full-time","School Guards","70-79 years old","Female","White","School Crossing Guard","1983-10-03T00:00:00.000",,"36-40 years with the City","21952.17","9067.19",,"31019.36","2021","21952.17","0.00"
"5352","250000","PS - FIRE BUREAU","Fire Engine Co. 30","Full-time","Fire","50-59 years old","Male","White","Fire Captain","1993-04-26T00:00:00.000","2018-06-01T00:00:00.000","21-25 years with the City","129211.72","18006.96","1442.81","148661.49","2017",,
"5352","250000","PS - FIRE BUREAU","Fire Engine Co. 30","Full-time","Fire","50-59 years old","Male","White","Fire Captain","1993-04-26T00:00:00.000","2018-06-01T00:00:00.000","21-25 years with the City","101374.30","8306.85","1442.81","111123.96","2018",,
"5404","250000","PS - FIRE BUREAU","Fire Engine Co. 15","Full-time","Fire","40-49 years old","Male","White","Master Fire Fighter","1997-07-07T00:00:00.000",,"21-25 years with the City","94789.75","18006.96","1494.09","114290.80","2017",,
"5404","250000","PS - FIRE BUREAU","Fire Engine Co. 15","Full-time","Fire","40-49 years old","Male","White","Master Fire Fighter","1997-07-07T00:00:00.000",,"21-25 years with the City","108604.82","18144.60","1494.09","128243.51","2018",,
"5404","250000","PS - FIRE BUREAU","Fire Engine Co. 15","Full-time","Fire","50-59 years old","Male","White","Master Fire Fighter","1997-07-07T00:00:00.000",,"21-25 years with the City","69031.48","18074.32","938.01","88043.81","2019",,
"5404","250000","PS - FIRE BUREAU","Fire Engine Co. 15","Full-time","Fire","50-59 years old","Male","White","Master Fire Fighter","1997-07-07T00:00:00.000",,"21-25 years with the City","13586.02","18336.79",,"31922.81","2020","5072.78","8513.24"
"5404","250000","PS - FIRE BUREAU","Fire Engine Co. 15","Full-time","Fire","50-59 years old","Male","White","Master Fire Fighter","1997-07-07T00:00:00.000","2021-04-22T23:59:00.000","21-25 years with the City","43136.48","6628.77",,"49765.25","2021","33518.16","9618.32"
"5410","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1993-07-12T00:00:00.000",,"21-25 years with the City","136274.74","15328.24","2051.54","153654.52","2017",,
"5410","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1993-07-12T00:00:00.000",,"21-25 years with the City","145772.50","16347.40","2051.54","164171.44","2018",,
"5410","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1993-07-12T00:00:00.000",,"26-30 years with the City","137400.39","15666.93","1932.75","155000.07","2019",,
"5410","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1993-07-12T00:00:00.000",,"26-30 years with the City","153315.48","11655.18",,"164970.66","2020","134724.64","18590.84"
"5410","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1993-07-12T00:00:00.000",,"26-30 years with the City","148898.58","17381.90",,"166280.48","2021","138896.98","10001.60"
"5412","230000","PS - POLICE BUREAU","Police Zone 1 - NorthSide","Full-time","Police","50-59 years old","Male","Black or African-American","Master Police Officer","1994-06-27T00:00:00.000",,"21-25 years with the City","82288.09","10217.88","1377.61","93883.58","2017",,
"5412","230000","PS - POLICE BUREAU","Police Zone 1 - NorthSide","Full-time","Police","50-59 years old","Male","Black or African-American","Master Police Officer","1994-06-27T00:00:00.000",,"21-25 years with the City","98139.73","10896.64","1377.61","110413.98","2018",,
"5412","230000","PS - POLICE BUREAU","Police Zone 1 - NorthSide","Full-time","Police","50-59 years old","Male","Black or African-American","Master Police Officer","1994-06-27T00:00:00.000",,"21-25 years with the City","90138.88","10481.53","1264.06","101884.47","2019",,
"5412","230000","PS - POLICE BUREAU","Police Zone 1 - NorthSide","Full-time","Police","50-59 years old","Male","Black or African-American","Master Police Officer","1994-06-27T00:00:00.000",,"26-30 years with the City","95008.02","11452.25",,"106460.27","2020","82437.57","12570.45"
"5412","230000","PS - POLICE BUREAU","Police Zone 1 - NorthSide","Full-time","Police","50-59 years old","Male","Black or African American","Master Police Officer","1994-06-27T00:00:00.000","2021-08-09T23:59:00.000","26-30 years with the City","84948.04","8423.52",,"93371.56","2021","73558.10","11389.94"
"5448","230000","PS - POLICE BUREAU","Police Zone 1 - NorthSide","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1993-02-15T00:00:00.000",,"21-25 years with the City","97026.98","15305.40","1408.21","113740.59","2017",,
"5448","230000","PS - POLICE BUREAU","Police Zone 1 - NorthSide","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1993-02-15T00:00:00.000",,"21-25 years with the City","99334.13","10936.44","1408.21","111678.78","2018",,
"5448","230000","PS - POLICE BUREAU","Police Zone 1 - NorthSide","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1993-02-15T00:00:00.000",,"26-30 years with the City","79259.81","10471.57","1123.90","90855.28","2019",,
"5448","230000","PS - POLICE BUREAU","Police-Compensation","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1993-02-15T00:00:00.000",,"26-30 years with the City","10054.16","7285.76",,"17339.92","2020","3779.16","6275.00"
"5448","230000","PS - POLICE BUREAU","Police-Compensation","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1993-02-15T00:00:00.000",,"26-30 years with the City","9343.07","6157.28",,"15500.35","2021","843.07","8500.00"
"5468","230000","PS - POLICE BUREAU","Police-Compensation","Full-time","Police","40-49 years old","Female","White","Master Police Officer","1995-02-20T00:00:00.000",,"21-25 years with the City","68862.32","15287.47","72.50","84222.29","2017",,
"5468","230000","PS - POLICE BUREAU","Police-Compensation","Full-time","Police","40-49 years old","Female","White","Master Police Officer","1995-02-20T00:00:00.000",,"21-25 years with the City","5000.00","15597.68","72.50","20670.18","2018",,
"5468","230000","PS - POLICE BUREAU","Police Zone 5 - East Liberty","Full-time","Police","40-49 years old","Female","White","Master Police Officer","1995-02-20T00:00:00.000",,"21-25 years with the City","52570.28","14939.24","716.88","68226.40","2019",,
"5468","230000","PS - POLICE BUREAU","Police Crime Analysis & Intel","Full-time","Police","40-49 years old","Female","White","Master Police Officer","1995-02-20T00:00:00.000",,"21-25 years with the City","109691.53","17280.45",,"126971.98","2020","86896.45","22795.08"
"5468","230000","PS - POLICE BUREAU","Police Crime Analysis & Intel","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1995-02-20T00:00:00.000",,"26-30 years with the City","98632.02","18910.16",,"117542.18","2021","84386.78","14245.24"
"5502","106000","CITY CONTROLLER","City Controller","Full-time","Non-Union","60-69 years old","Female","White","Administrative Mgr-CO","1972-10-12T00:00:00.000",,"46-50 years with the City","75726.63","6521.62","5927.44","88175.69","2017",,
"5502","106000","CITY CONTROLLER","City Controller","Full-time","Non-Union","60-69 years old","Female","White","Administrative Mgr-CO","1972-10-12T00:00:00.000",,"46-50 years with the City","80272.39","6918.69","5927.44","93118.52","2018",,
"5502","106000","CITY CONTROLLER","City Controller","Full-time","Non-Union","60-69 years old","Female","White","Administrative Mgr-CO","1972-10-12T00:00:00.000",,"46-50 years with the City","78997.56","7200.36","5847.85","92045.77","2019",,
"5502","106000","CITY CONTROLLER","City Controller","Full-time","Non Union","60-69 years old","Female","White","Administrative Mgr-CO","1972-10-12T00:00:00.000",,"46-50 years with the City","87600.65","7673.66",,"95274.31","2020","87600.65","0.00"
"5502","106000","CITY CONTROLLER","City Controller","Full-time","Non Union","60-69 years old","Female","White","Administrative Mgr-CO","1972-10-12T00:00:00.000",,"46-50 years with the City","86616.15","8813.44",,"95429.59","2021","86616.15","0.00"
"5514","250000","PS - FIRE BUREAU","Fire-Gen Office","Full-time","Fire","40-49 years old","Male","White","Battalion Chief-2010","1993-11-08T00:00:00.000",,"21-25 years with the City","147572.24","18006.96","2209.05","167788.25","2017",,
"5514","250000","PS - FIRE BUREAU","Fire-Gen Office","Full-time","Fire","40-49 years old","Male","White","Battalion Chief-2010","1993-11-08T00:00:00.000",,"21-25 years with the City","155842.60","18144.60","2209.05","176196.25","2018",,
