"noid","codigo_departamento","nombre_departamento","codigo_municipio","nombre_municipio","zona_postal","codigo_postal","limite_norte","limite_sur","limite_este","limite_oeste","tipo","barrios_contenidos_en_el","veredas_contenidas_en_el"
"195","5","ANTIOQUIA","5318","GUARNE","540","54.058","M. COPACABANA","MUNICIPIO RIONEGRO","VIA COPACA-MARINILLA","MUNICIPIO MEDELLIN","Rural","Sin Informacion de Barrios","Canoas"
"984","15","BOYACA","15572","PUERTO BOYACA","1.552","155.201","KR 0","KR 10","CL 35","CL 2S","Urbano","Sin Informacion de Barrios","Cabecera Municipal"
"730","15","BOYACA","15839","TUTAZA","1.506","150.66","CL 5","CL 1","KR 1","KR 5","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.243","76","VALLE DEL CAUCA","76001","CALI","7.6","760.001","CL 84 N- RIO CAUCA  Y  LIM URB","CL  70 N","KR 1- CL 84  Y  RIO CAUCA","RIO CALI","Urbano","Ciudadela Floralia- Los Guaduales- Paso del Comercio- Sector Puente del Comercio","Sin Informacion de Veredas"
"1.547","25","CUNDINAMARCA","25769","SUBACHOQUE","2.502","250.22","CL 9","DG 1","KR 5 E","KR 8","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.672","99","VICHADA","99524","LA PRIMAVERA","9.92","992.001","CL 1","CL 13","KR 13","KR 4","Urbano","Sin Informacion de Barrios","Cabecera Municipal"
"1.554","25","CUNDINAMARCA","25899","ZIPAQUIRA","2.502","250.251","LIMITE URBANO","CL 7- 8 Y LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Altamira- Banoy- Bolivar 83- Bosques de silencia- Camino de Barandillas- Cpr. Barandillas- Cpr. La Mariela- Cpr. La Paz - Terpel- Cpr. Loteo Pedroza- Cpr. Santa Isabel I- Cpr. Susagua- Cpr. Urb. San Gabriel- El Cedro- El Codito- El Prado- El Reposo- El Ro","Cabecera Municipal- La Granja-  Pasoancho-  San Antonio"
"130","5","ANTIOQUIA","5736","SEGOVIA","528","52.81","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","El Aporriado"
"3.093","73","TOLIMA","73001","IBAGUE","7.3","730.001","LIMITE URBANO","KR 3- CL 6 Y KR 5","CL 60","KR 3 LIMITE URBANO","Urbano","Sin Informacion de Barrios","Ambala Calambeo- La Coqueta-  La Victoria-  San Antonio-  Tesorito"
"1.023","17","CALDAS","17433","MANZANARES","1.73","173.02","LIMITE URBANO","CL 11","KR 7","KR 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"49","5","ANTIOQUIA","5308","GIRARDOTA","510","51.038","LIMITE URBANO","MUNICIPIO GUARNE","M. BARBOSA Y SAN VICENTE","MUNICIPIO COPACABANA","Rural","Sin Informacion de Barrios","Cabecera Municipal- El Barro-  El Cano-  El Molino-  El Palmar-  El Paraiso-  El Yarumo-  Filo Verde-  Guarne-  Jamundi-  La Calera-  La Enea-  La Mejia-  La Palma-  Las Cuchillas-  Portachuelo-  San Andres-  San Diego-  San Esteban"
"1.513","23","CORDOBA","23419","LOS CORDOBAS","2.35","235.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Arriba- Centro- El Oasis- Nuevo","Sin Informacion de Veredas"
"1.768","25","CUNDINAMARCA","25320","GUADUAS","2.534","253.44","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.65","25","CUNDINAMARCA","25845","UNE","2.518","251.81","CL 8","CL 5A S","KR 0","KR 7","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.571","25","CUNDINAMARCA","25224","CUCUNUBA","2.504","250.45","CL 4 S","CL 8","KR 1","KR 6","Urbano","Sin Informacion de Barrios","APOSENTOS- LA TOMA"
"969","15","BOYACA","15212","COPER","1.548","154.86","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.793","25","CUNDINAMARCA","25777","SUPATA","2.536","253.66","LIMITE URBANO","CL 1","LIMITE URBANO","KR 1","Urbano","Sin Informacion de Barrios","PARAISO- SAN MIGUEL"
"323","5","ANTIOQUIA","5044","ANZA","568","56.85","CL 11","CL 4","KR 7","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.298","76","VALLE DEL CAUCA","76869","VIJES","7.605","760.557","MUNICIPIO YOTOCO","MUNICIPIO YUMBO","MPIO. YOTOCO Y EL CERRITO","M. RESTREPO Y LA CUMBRE","Rural","Sin Informacion de Barrios","Alto del Oso- Ilama-  Santa Rosa-  Tres Puertas"
"2.878","68","SANTANDER","68524","PALMAS DEL SOCORRO","6.835","683.541","CL 10 A","CL 3","KR 1","KR 9","Urbano","Sin Informacion de Barrios","Guayabal- Guayabal-  La Chapa-  La Chapa"
"564","13","BOLIVAR","13222","CLEMENCIA","1.305","130.51","LIMITE URBANO","LIMITE URBANO","KR 6","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.489","85","CASANARE","85300","SABANALARGA","8.55","855.05","CL 11","CL 1","KR 7","KR 8A","Urbano","Sin Informacion de Barrios","Cabecera Municipal"
"412","8","ATLANTICO","8296","GALAPA","820","82.007","MUNICIPIO BARRANQUILLA","MUNICIPIO BARANOA","M. BARRANQUILLA Y SOLEDAD","MUNICIPIO TUBARA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.715","25","CUNDINAMARCA","25580","PULI","2.528","252.801","CL 10","CL 1","KR 1","KR 8","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.172","47","MAGDALENA","47551","PIVIJAY","4.77","477.05","CL 1 N","LIMITE URBANO","KR 27","KR 4","Urbano","Sin Informacion de Barrios","Pivijay"
"256","5","ANTIOQUIA","5129","CALDAS","554","55.44","CL  107  Y  M. LA ESTRELLA","LIMITE URBANO","LIMITE URBANO  Y  RIO MEDELLIN","LIMITE URBANO","Urbano","Sin Informacion de Barrios","La Corrala"
"2.95","68","SANTANDER","68179","CHIPATA","6.855","685.551","LIMITE URBANO","CL 1","KR 3","KR 7A","Urbano","Sin Informacion de Barrios","Centro- El Papayo-  Hatillo"
"2.782","68","SANTANDER","68152","CARCASI","6.815","681.521","CL 6","CL 1","KR 1","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Centro"
"455","8","ATLANTICO","8606","REPELON","850","85.04","CL 1A","CL 18","KR 1 E","KR 13","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"635","13","BOLIVAR","13300","HATILLO DE LOBA","1.33","133.04","CL 8","CL 1","LIMITE URBANO","KR 14","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.992","68","SANTANDER","68575","PUERTO WILCHES","6.87","687.061","CL 10A","CL 15 S","KR 16","KR 2 BIS","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"568","13","BOLIVAR","13683","SANTA ROSA","1.305","130.528","MUNICIPIO CLEMENCIA","ARROYO TABACAL","MUNICIPIO VILLANUEVA","MUNICIPIO CARTAGENA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.889","27","CHOCO","27615","RIOSUCIO","2.77","277.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"913","15","BOYACA","15776","SUTAMARCHAN","1.538","153.867","MUNICIPIO SANTA SOFIA","MPIO. TINJACA Y RAQUIRA","MPIO. VILLA DE LEYVA Y SACHICA","MPIO. SABOLLA Y TINJACA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.62","95","GUAVIARE","95200","MIRAFLORES","9.52","952.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.854","68","SANTANDER","68298","GAMBITA","6.83","683.031","C L 6","CL 2","LIMITE URBANO","KR 11","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.777","25","CUNDINAMARCA","25658","SAN FRANCISCO","2.536","253.601","CL 7","CL 5 S","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"372","5","ANTIOQUIA","5045","APARTADO","578","57.84","CL  116  Y  LIMITE URBANO","CL 94- KR 95 Y  CL 103","KR 48  Y  LIMITE URBANO","KR  100","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"111","5","ANTIOQUIA","5361","ITUANGO","520","52.079","M.TIERRAL.- MONTEL. Y PTO. LIBER.","M. DABEIBA Y PEQUE","SERRANIA DE AYAPEL","MUNICIPIO MUTATA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"414","8","ATLANTICO","8078","BARANOA","820","82.027","MUNICIPIO GALAPA","MUNICIPIO USIACURI","VIA GALAPA-USIACURI","M. JUAN DE ACOSTA Y TUBARA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.665","25","CUNDINAMARCA","25524","PANDI","2.52","252.01","CL 5","CL 1","LIMITE URBANO","KR 7","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.019","17","CALDAS","17388","LA MERCED","1.72","172.06","CL 22","LIMITE URBANO","KR 3","KR 8","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.143","73","TOLIMA","73270","FALAN","7.32","732.001","CL 9","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"172","5","ANTIOQUIA","5021","ALEJANDRIA","538","53.82","CL 23 A","LIMITE URBANO","LIMITE URBANO","KR 22","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"726","15","BOYACA","15162","CERINZA","1.506","150.62","CL 9","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.811","68","SANTANDER","68051","ARATOCA","6.82","682.051","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.968","41","HUILA","41797","TESALIA","4.15","415.001","LIMITE URBANO","CL 3 S","KR 1","KR 15","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"866","15","BOYACA","15842","UMBITA","1.532","153.24","LIMITE URBANO","LIMITE URBANO","CL 9","CL 2","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.929","41","HUILA","41206","COLOMBIA","4.11","411.08","CL 12","CL 1","KR 1","KR 9","Urbano","Sin Informacion de Barrios","COLOMBIA"
"2.189","50","META","50001","VILLAVICENCIO","5","500.001","LIMITE URBANO","CL 32-31-KR 33 Y DG 16","AK CIRC-KR 19-KR 22C-CL 36A","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"638","13","BOLIVAR","13300","HATILLO DE LOBA","1.33","133.049","MPIO. SAN FERNANDO","MUNICIPIO PILNILLOS","MUNICIPIO MARGARITA","MUNICIPIO PINILLOS","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.415","23","CORDOBA","23162","CERETE","2.305","230.55","LIMITE URBANO","CL 6 S","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"805","15","BOYACA","15362","IZA","1.522","152.24","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.068","17","CALDAS","17442","MARMATO","1.78","178.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.473","23","CORDOBA","23570","PUEBLO NUEVO","2.33","233.001","CL 25","CL 3","KR 5","KR 17","Urbano","Cementerio- El Carmen- El Centro- El Mango- El Pozo- El Prado- J.E. Gaitan- Juan XXIII- La Balsa- La Bomba- La Cruz- La Floresta- Lara Bonilla- Las Flores- Pueblecito- Ricardo Barrera","Sin Informacion de Veredas"
"1.719","25","CUNDINAMARCA","25324","GUATAQUI","2.528","252.82","CL 13","CL 0","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","SANTA ISABEL"
"1.451","23","CORDOBA","23182","CHINU","2.32","232.05","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","KR 22","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.905","68","SANTANDER","68079","BARICHARA","6.84","684.041","KR 12C","KR 1 S","TV 4A","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"480","11","BOGOTA D.C.","11001","LOCALIDAD USME","1.105","110.561","RIO TUNJUELITO","VEREDA ARRAYAN","MUNICIPIO DE CHIPAQUE","VEREDA LOS ARRAYANES","Rural","Sin Informacion de Barrios","Curubital"
"2.143","47","MAGDALENA","47555","PLATO","4.75","475.03","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"145","5","ANTIOQUIA","5890","YOLOMBO","530","53.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Altavista- El Bosque"
"1.366","20","CESAR","20517","PAILITAS","2.04","204.001","CL 13","LIMITE URBANO","KR 1","KR 18","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.14","47","MAGDALENA","47460","NUEVA GRANADA","4.75","475.02","CL 11A","CL 1","KR 17","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"920","15","BOYACA","15762","SORA","1.54","154.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.89","68","SANTANDER","68522","PALMAR","6.835","683.581","CL 10","CL 1","KR 1","KR 5B","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.565","91","AMAZONAS","91405","LA CHORRERA","9.14","914.05","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.867","27","CHOCO","27430","MEDIO BAUDO","2.75","275.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.197","73","TOLIMA","73873","VILLARRICA","7.34","734.06","KR 10","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.999","68","SANTANDER","68255","EL PLAYON","6.875","687.509","MUNICIPIO CACHIRA","MUNICIPIO RIONEGRO","VIA B/MANGA-LA ESPERANZA","MUNICIPIO RIONEGRO","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.81","25","CUNDINAMARCA","25518","PAIME","2.54","254.04","CL 5","CL 1 S","KR 0","KR 5","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"407","8","ATLANTICO","8372","JUAN DE ACOSTA","810","81.047","MUNICIPIO TUBARA","M. PIOJO Y USIACURI","MUNICIPIO BARANOA","VIA TUBARA-PIOJO","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.67","25","CUNDINAMARCA","25506","VENECIA","2.52","252.03","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"973","15","BOYACA","15401","LA VICTORIA","1.55","155.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"549","13","BOLIVAR","13001","CARTAGENA","1.3","130.008","RIO","LIMITE URBANO","M. SANTA ROSA","LIMITE URBANO Y MAR CARIBE","Rural","La Carolina","Sin Informacion de Veredas"
"3.574","91","AMAZONAS","91407","LA PEDRERA","9.17","917.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.561","25","CUNDINAMARCA","25793","TAUSA","2.504","250.41","LIMITE URBANO","CL 1","LIMITE URBANO","KR 9","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Tausa"
"349","5","ANTIOQUIA","5480","MUTATA","574","57.42","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Aguas Claras- Cabecera Municipal"
"1.671","25","CUNDINAMARCA","25506","VENECIA","2.52","252.037","M. PANDI Y SAN BERNARDO","MUNICIPIO CABRERA","MUNICIPIO SAN BERNARDO","MUNICIPIO ICONONZO","Rural","Sin Informacion de Barrios","AGUADULCE- LA REFORMA-  PALMAR ALTO-  Q. GRANDE ALTA-  Q. GRANDE BAJA-  REBOL-  SAN CRISTOBAL-  SANTA MARTA"
"2.85","68","SANTANDER","68500","OIBA","6.83","683.021","CL 15","CL 2","KR 3","KR 10B","Urbano","Sin Informacion de Barrios","Palo Blanco- San Bartolome"
"749","15","BOYACA","15218","COVARACHIA","1.51","151.047","M. MOLAGAVITA Y SAN JOSE DE MIRANDA","MUNICIPIO TIPACOQUE","MUNICIPIO CAPITANEJO","MUNICIPIO ONZAGA","Rural","Sin Informacion de Barrios","Cabecera Municipal- Centro-  Cucharito-  El Naranjo-  Galvan-  Nogontoba-  Potreritos-  Potrero Grande-  Satova Arriba"
"3.611","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","9.5","950.001","B. PIRAQUIBE Y LIMITE URBANO","B. EL TRIUNFO Y L. U.","B. REMANSO- SAN JORGE Y LIM. U.","RIO GUAVIARE  Y  LIM URB","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"315","5","ANTIOQUIA","5873","VIGIA DEL FUERTE","568","56.82","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.743","25","CUNDINAMARCA","25019","ALBAN","2.532","253.201","DG 9","CL 2A S","KR 1 W","KR 6","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"417","8","ATLANTICO","8558","POLONUEVO","820","82.047","MUNICIPIO MALAMBO","MUNICIPIO PONEDERA","M. SABANAG. Y STO. TOMAS","MUNICIPIO BARANOA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"670","13","BOLIVAR","13490","NOROSI","1.345","134.517","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"847","15","BOYACA","15299","GARAGOA","1.528","152.867","MUNICIPIO CHINAVITA","M. ALMEIDA Y MACANAL","MUNICIPIO MIRAFLORES","M. PACHAVITA- TENZA Y SUTATENZA","Rural","Sin Informacion de Barrios","Boya II"
"2.258","50","META","50223","CUBARRAL","5.06","506.001","LIMITE URBANO","CL 1","LIMITE URBANO","KR 12A","Urbano","Sin Informacion de Barrios","El Vergel- San Miguel"
"3.593","94","GUAINIA","94883","SAN FELIPE","9.42","942.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.209","73","TOLIMA","73024","ALPUJARRA","7.345","734.56","CL 10A","CL 1A","A LA ARADITA","CL MARIA AUXILIADORA","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Guasimal"
"1.148","19","CAUCA","19130","CAJIBIO","1.905","190.501","CL 8","LIMITE URBANO","KR 0","KR 7","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"883","15","BOYACA","15740","SIACHOQUE","1.534","153.46","CL 7","LIMITE URBANO","KR 1","KR 12","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.555","25","CUNDINAMARCA","25899","ZIPAQUIRA","2.502","250.252","CL 7. 8 Y LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Algarra I- Algarra II- Algarra III- Casa Blanca- Cementerio- Contiguo La Concepcion- Cpr. El Rudal- Cpr. Pasoancho- Cpr. Portachuelo- El Centro- Julio Caro- La Concepcion- La Fraguita- San Pablo- Santiago Perez Pueblo Viejo- Terraplen- Urb. Asprovitez- Ur","Sin Informacion de Veredas"
"1.756","25","CUNDINAMARCA","25086","BELTRAN","2.532","253.26","CL 6","CL 0","KR 1","LIMITE URBANO","Urbano","Sin Informacion de Barrios","HONDURAS"
"1.98","41","HUILA","41378","LA ARGENTINA","4.15","415.08","CL 15","CL 3","KR 5A","KR 9","Urbano","Sin Informacion de Barrios","AGUA BLANCA- BELLAVISTA-  LA ARGENTINA-  LA ARGENTINA-  LA PEDREGOSA-  LAS AGUILAS-  PESCADOR-  SANTA HELENA"
"3.222","73","TOLIMA","73555","PLANADAS","7.35","735.07","LIMITE URBANO","CL 2","LIMITE URBANO","KR 9","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"218","5","ANTIOQUIA","5055","ARGELIA","548","54.838","MUNICIPIO SONSON","MUNICIPIO SAMANA","M. SONSON Y SAMANA","CUCHILLA EL TIGRE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"184","5","ANTIOQUIA","5440","MARINILLA","540","54.02","CL 33","LIMITE URBANO","KR 23","KR 47","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.292","19","CAUCA","19290","FLORENCIA","1.95","195.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.127","73","TOLIMA","73461","MURILLO","7.31","731.06","LIMITE URBANO","CL 0","KR 1","KR 14","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.136","47","MAGDALENA","47058","ARIGUANI","4.75","475.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.199","50","META","50110","BARRANCA DE UPIA","5.01","501.007","M. SAN LUIS DE G. Y  SABANALARGA","MUNICIPIO CABUYARO","MUNICIPIO VILLANUEVA","MUNICIPIO PARATEBUENO","Rural","Sin Informacion de Barrios","AGUACALIENTE- Alianza-  GUAICARAMO-  VIRGINIAS"
"406","8","ATLANTICO","8372","JUAN DE ACOSTA","810","81.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"783","15","BOYACA","15533","PAYA","1.518","151.827","M. PISBA Y TAMARA","MUNICIPIO YOPAL","M TAMARA Y NUNCHIA","M. PISBA Y LABRANZAGRANDE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"667","13","BOLIVAR","13600","RIO VIEJO","1.345","134.501","CL 10","CL 1","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.567","25","CUNDINAMARCA","25843","VILLA DE SAN DIEGO DE UBATE","2.504","250.43","CL 16","LIMITE URBANO","KR 1","KR 12","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"904","15","BOYACA","15600","RAQUIRA","1.538","153.801","LIMITE URBANO","CL 1","KR 5 E","KR 10","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"332","5","ANTIOQUIA","5628","SABANALARGA","570","57.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
