"the_geom","objectid","masterneedssegmentid","need_segment_id","st_nm","vdot_rm","vdot_common_nm","from_measure","to_measure","direction","aadt_final","vdot_district","mpo","area_type","coss_name","coss_congestion_priority","coss_reliability_priority","coss_rail_reliability_priority","coss_capacity_preservation_prio","coss_tdm_priority","rn_name","rn_congestion_priority","rn_reliability_priority","rn_capacity_preservation_priori","rn_tdm_priority","rn_transit_equity_priority","rn_ac_transit_access_priority","rn_ac_bicycle_access_priority","rn_ac_pedestrian_access_priorit","ieda_priority","safety_segments_district_priori","safety_segments_statewide_prior","safety_pedestrian_priority","statewide_vulnerability_influen","district_vulnerability_influenc","statewide_bridge_influencing_fa","district_bridge_influencing_fac","statewide_pavement_influencing","district_pavement_influencing_f","statewide_distressed_area_influ","district_distressed_area_influe","statewide_priority_score","statewide_adjusted_priority_sco","statewide_priority","district_priority_score","district_adjusted_priority_scor","district_priority","shape_length"
"MULTILINESTRING ((-77.388140314611 38.479403629663, -77.388114232605 38.47943361167, -77.388085776598 38.479466291678, -77.388028832584 38.479534399694, -77.388000356578 38.479568453702, -77.387950371566 38.479638006718, -77.38792187456 38.479673433726, -77.387896882554 38.479708894734, -77.387864661547 38.479759396745))","37261","04359135114","135114","Jefferson Davis Hwy","R-VA   US00001SB","US-1S","161.242325","161.27","Southbound","26000","Fredericksburg","YES","B","Washington to North Carolina Corridor","No Need","No Need","No Need","Very High","Low","Fredericksburg Region","No Need","No Need","High","Low","No Need","High","High","No Need","No Need","Very High","High","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","2.35","2.35","Priority 2","2.4375","2.4375","Priority 2","59.2333862133964"
"MULTILINESTRING ((-77.495863478246 37.355513571414, -77.495817828229 37.355455611404, -77.495777249214 37.355403074394, -77.495736649198 37.355351231385, -77.495692618182 37.355299347376, -77.495652006166 37.355247513367, -77.49560796715 37.355196320357, -77.495563908133 37.355145826348, -77.495519865117 37.355094634339, -77.495475793101 37.355044814331, -77.495384224067 37.354945172313, -77.495340144051 37.354896040304, -77.495245107016 37.354798408288, -77.495194132997 37.354750600279, -77.49514661498 37.354702817271, -77.495099070963 37.354655033263, -77.495048084944 37.354607904255, -77.494997098926 37.354561465247, -77.494946104908 37.354515031239, -77.494844111871 37.354423519224, -77.494789674852 37.354378426216, -77.494743308836 37.354345078211))","9824","00000108813","108813","Iron Bridge Rd","R-VA   SR00010WB","VA-10W","12.092224999999999","12.194325","Westbound","25000","Richmond","YES","B",,"No Need","No Need","No Need","No Need","No Need","Richmond Region, Tri-Cities Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","Low","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.3375","0.3375","Priority 4","206.245025474067"
"MULTILINESTRING ((-75.991466956132 36.837830144918, -75.991440334123 36.837828904919, -75.990228731749 36.837826847959, -75.987550255918 36.83778407904))","148794","00000266167","266167","Norfolk Ave","R-VA134UR08724EB","City Rt. 8724E (City of Virginia Beach)","0.408474999999996","0.585274999999996","Eastbound","11000","Hampton Roads","YES","A",,"No Need","No Need","No Need","No Need","No Need","Hampton Roads Region","No Need","No Need","No Need","Low","Low","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.25","0.25","Priority 4","436.069727869694"
"MULTILINESTRING ((-78.991249412522 38.452999670073, -78.991245306521 38.453002730073, -78.991217504513 38.453022070078, -78.991212944512 38.453025694079))","124811","00000243739","243739","Hinton Rd","R-VA082SC00752SB","Rt. 752S (Rockingham County)","5.71662499999999","5.719475","Southbound","560","Staunton","YES","C",,"No Need","No Need","No Need","No Need","No Need","Harrisonburg Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Low",,,"No Priority","0.225","0.2295","Priority 4","5.49379995181925"
"MULTILINESTRING ((-77.397052819395 38.479763104404, -77.397267471456 38.479678010379, -77.397428084498 38.479549523347, -77.397517316522 38.47948527533, -77.397581559539 38.479438878318, -77.397638669555 38.47941032331, -77.397717188577 38.4793710593, -77.398017286663 38.479257214265))","7497","00000106646","106646",,"R-VA   IS00095RV      RMP145.00A","I-95R Ramp 145A","0","0.0654499999999985",,"5300","Fredericksburg","YES","B",,"No Need","No Need","No Need","No Need","No Need","Fredericksburg Region","No Need","Low","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.1","0.1","Priority 4","130.611784233749"
"MULTILINESTRING ((-77.691395341934 37.330315581103, -77.691355053918 37.330267044094, -77.691249961878 37.330124194068, -77.691209261862 37.330070353059, -77.691140188836 37.329979624042))","83841","00000178780","178780","River Rd","R-VA020SC00602EB","Rt. 602E (Chesterfield County)","6.645","6.66992500000001","Eastbound","650","Richmond","YES","C",,"No Need","No Need","No Need","No Need","No Need","Richmond Region, Tri-Cities Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","High","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","1.225","1.225","Priority 3","54.9530860043326"
"MULTILINESTRING ((-77.415386511052 39.017534469302, -77.414099058611 39.016876741219, -77.412748955148 39.016186976132))","108506","00000216074","216074","Woodland Rd","R-VA053SC00679EB","Rt. 679E (Loudoun County)","0.540000000000006","0.70335","Eastbound","8100","Northern Virginia","YES","A",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.2","0.2","Priority 4","351.398501072393"
"MULTILINESTRING ((-77.365540868071 37.189743345624, -77.36686199027 37.18943403629, -77.368031171956 37.189160283075, -77.368055282378 37.189155024116), (-77.369969031679 37.18871367602, -77.368055282378 37.189155024116, -77.369997303608 37.188707156008))","143034","00000258815","258815","Wagner Rd","R-VA123UR09010WB","City Rt. 9010W (City of Petersburg)","0.0283749999999969","0.269999999999996","Westbound","15000","Richmond","YES","C",,"No Need","No Need","No Need","No Need","No Need","Tri-Cities Region","No Need","No Need","No Need","Low","No Need","Low","High","Low","No Need","High","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Medium",,,"No Priority","1.8625","1.9276875","Priority 2","738.572633962251"
"MULTILINESTRING ((-78.916131070001 38.429977196372, -78.916119385002 38.43006383339, -78.916104257002 38.430130944404, -78.916069958998 38.430236789427, -78.916052740995 38.430276665435, -78.91601834799 38.430366033455, -78.915970050982 38.430467811477, -78.915911385971 38.430584724503, -78.915797384949 38.430792450549, -78.915579657907 38.431176293635, -78.915386149869 38.431521593712, -78.915189231831 38.431880655792, -78.914878229771 38.432436449916, -78.914677827732 38.432799636997, -78.914539550705 38.433036278051, -78.914488609694 38.433119876069))","126498","00000243162","243162",,"R-VA082SC00910SB","Rt. 910S (Rockingham County)","0.07","0.299899999999994","Southbound","3000","Staunton","YES","C",,"No Need","No Need","No Need","No Need","No Need","Harrisonburg Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","High",,,"No Priority","0.35","0.3675","Priority 4","483.666547423399"
"MULTILINESTRING ((-79.052964175656 37.51517590285, -79.052964632656 37.515180447851, -79.052965162656 37.515183191851))","70587","00000165135","165135","Partridge Creek Rd","R-VA005SC00670NB","Rt. 670N (Amherst County)","4.624325","4.62485","Northbound","780","Lynchburg","NO","C",,"No Need","No Need","No Need","No Need","No Need","Central VA MPO Region (Lynchburg)","No Need","No Need","No Need","No Need","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Medium",,,"No Priority","0.125","0.129375","Priority 4","1.02948405462513"
"MULTILINESTRING ((-80.067669974928 37.18069087115, -80.067649640921 37.18068302415, -80.067610130908 37.180667331148))","18744","00000115966","115966","Blue Ridge Pky","R-VA   SR00048NB","VA-48N","87.60065","87.604575","Northbound","506","Salem","NO","D",,"No Need","No Need","No Need","No Need","No Need","Roanoke Region","No Need","No Need","No Need","No Need","No Need","No Need","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.0375","0.0375","Priority 4","7.42959066240238"
"MULTILINESTRING ((-79.038046912314 38.205557453291, -79.038035049311 38.205563885292, -79.037989993299 38.205588811299, -79.037823595253 38.205676081323, -79.037539337176 38.205827057365, -79.037463098155 38.205869970377, -79.037386854134 38.205912888388, -79.037323086117 38.205948431398))","72827","00000167167","167167","Berry Farm Rd","R-VA007SC00626NB","Rt. 626N (Augusta County)","1.41540000000001","1.46565","Northbound","860","Staunton","YES","C",,"No Need","No Need","No Need","No Need","No Need","Staunton/Augusta/Waynesboro","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Medium",,,"No Priority","0.2875","0.2975625","Priority 4","97.7853024740955"
"MULTILINESTRING ((-76.484797035763 37.197673264119, -76.484690015724 37.197562984099, -76.484633219703 37.197506052089, -76.484575766682 37.197449492079, -76.484517721661 37.19739336707, -76.48445904364 37.19733767206, -76.484399731619 37.19728236605, -76.484332823595 37.197224776041, -76.484213890553 37.197122444023, -76.484027308486 37.196963072996, -76.48383995742 37.196804275969, -76.483341149243 37.196385517898, -76.482771018042 37.195931853823, -76.482745430033 37.19591270782, -76.482719382024 37.195894021817, -76.482692847015 37.195875736814, -76.482665818006 37.195857910811, -76.482638355996 37.195840544808, -76.482610445987 37.195823616806, -76.482582106977 37.195807173803, -76.482553344967 37.195791180801, -76.482524193957 37.195775680799, -76.482494620948 37.195760676796, -76.482464679937 37.195746148794, -76.482434353927 37.195732138792, -76.482403704917 37.195718628791, -76.482341335896 37.195693106788, -76.482309685886 37.195681135786, -76.482277712876 37.195669715785, -76.482245450865 37.195658803784, -76.482212935854 37.195648413783, -76.48213765283 37.195626822781))","133359","00000250606","250606","Old York-hampton Hwy","R-VA099SC00718WB","Rt. 718W (York County)","0.38","0.569999999999993","Westbound","4600","Hampton Roads","YES","A",,"No Need","No Need","No Need","No Need","No Need","Hampton Roads Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.2","0.2","Priority 4","415.102724995428"
"MULTILINESTRING ((-78.269237829166 39.036718540292, -78.269107169133 39.036844582323, -78.268994145106 39.03695830535, -78.268881121078 39.037072024377, -78.268764584049 39.037184366404, -78.26864803902 39.037298081431, -78.268531493991 39.037410418458, -78.268429086966 39.037510433482, -78.268353658948 39.0375850955))","36628","00000133126","133126",,"R-VA   US00011SB","US-11S","317.99","318.067","Southbound","5500","Staunton","NO","D","Crescent Corridor","No Need","No Need","No Need","No Need","Low","Winchester Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","0.15","0.15","Priority 4","0.175","0.175","Priority 4","158.470661775712"
"MULTILINESTRING ((-77.240309964204 38.865447067322, -77.240278955198 38.865512641336, -77.240272107197 38.865525491339))","94735","00000195505","195505","Prosperity Ave","R-VA029SC00699SB","Rt. 699S (Fairfax County)","2.01000000000001","2.015975","Southbound","19000","Northern Virginia","YES","A",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","Low","No Need","High","Low","Low","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.5","0.5","Priority 4","11.9794649584309"
"MULTILINESTRING ((-77.137753546214 38.847131280441, -77.137563953111 38.846873324411, -77.137488388108 38.846784572403))","94122","116499265702","9265702","Tyler St","R-VA029SC00795NB","Rt. 795N (Fairfax County)","0.340000000000003","0.360900000000001","Northbound","1800","Northern Virginia","YES","A",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","Low","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Low",,,"No Priority","0.3","0.306","Priority 4","57.7048098209184"
"MULTILINESTRING ((-77.13357755298 38.848671540936, -77.133317163906 38.848787393969, -77.132548594689 38.849140910069))","29740","00000127918","127918","Columbia Pike","R-VA   SR00244WB","VA-244W","3.828425","3.89559998549521","Westbound","34000","Northern Virginia","YES","A",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","Low","High","No Need","Very High","Very High","Very High","No Need","No Need","No Need","High","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Low",,,"No Priority","1.925","1.9635","Priority 2","132.747480797544"
"MULTILINESTRING ((-76.23201805252 36.55158607882, -76.231871404482 36.551728150855, -76.231787237461 36.551810310876, -76.231710133441 36.551883677894, -76.23170976944 36.551884050894, -76.231653988426 36.551939600908, -76.231653102426 36.551940494908, -76.231566179404 36.55202924993, -76.231503065387 36.552090526945, -76.231464365378 36.552132363955, -76.231443229372 36.552155990961, -76.231397469361 36.552205929973, -76.23135519735 36.552253191985, -76.231316372341 36.552299146996, -76.231259974327 36.552363299012, -76.231217545316 36.552416052024, -76.231178513307 36.552468867037, -76.23111137329 36.552550671057, -76.231051126276 36.552629869075, -76.231004915265 36.552694907091, -76.230951741252 36.552765307108, -76.23089844224 36.552839825125, -76.230841617226 36.552918394144, -76.230841116226 36.552919076144, -76.230781263212 36.553001022164, -76.230713656196 36.553098620187, -76.230624829175 36.553222588216, -76.230550390157 36.55332073724, -76.230493400144 36.55340480126, -76.23043291013 36.55349222828, -76.230372531116 36.5535755473, -76.230301808099 36.553675301324, -76.230301444099 36.553675810324, -76.230227211081 36.553779590349, -76.230226822081 36.553780141349, -76.230169940068 36.553860083368, -76.230084714048 36.553977940396, -76.230006472029 36.554089061422, -76.229956703018 36.554159532439, -76.229864280996 36.55428961247, -76.229800351981 36.554378351491, -76.229725763963 36.554481304516, -76.229661883948 36.554567974536, -76.229594296932 36.554664881559, -76.229523441915 36.554756919581, -76.229377658881 36.55496358163, -76.229318855867 36.55504699165, -76.229249646851 36.555145168673, -76.229182200835 36.555237272695, -76.229129021822 36.555307672712, -76.229054313804 36.555414746738, -76.228915866772 36.555603687783, -76.228855413757 36.555689740803, -76.228791410742 36.555780532825, -76.228702881721 36.555894210852, -76.228546187684 36.556124007906, -76.228482506669 36.556203813925, -76.228432588657 36.556279083943, -76.228379218645 36.556355662961, -76.228308114628 36.556455937985, -76.228254691616 36.556534573004, -76.228204975604 36.55660297902, -76.228162414594 36.556659849034, -76.228080800574 36.55677021706, -76.228045161566 36.556823102072, -76.228009737558 36.556869123083, -76.227974227549 36.556917883095, -76.227942039542 36.556969456107, -76.227913579535 36.557010118117, -76.22788854953 36.557050151126, -76.227874241526 36.557073228132, -76.227859891523 36.557097678137, -76.227848955521 36.557121500143, -76.227844825521 36.557146149148, -76.227840741521 36.557168737153, -76.227843572523 36.557188023157, -76.227849600526 36.557214236162, -76.227855894529 36.557231532166, -76.227865589533 36.557248890169, -76.227875288537 36.557266248173, -76.227895054544 36.557288613177, -76.227918246552 36.557310357181, -76.227938273559 36.557323797183, -76.227964871568 36.557345607187, -76.228021770588 36.557378995192, -76.228098733614 36.557424449199, -76.22814554863 36.557453517204, -76.228198918648 36.55749095221, -76.22823216966 36.557517702214, -76.228285195679 36.557566806223, -76.228321302692 36.557612152232, -76.228353945705 36.557659493241, -76.228366329711 36.557700945249, -76.228372027714 36.557738144257, -76.228374083717 36.557783519266, -76.228372916719 36.557822642275, -76.228368584719 36.557853473282, -76.228361070718 36.557877360287, -76.228346575715 36.557906614294, -76.228332122712 36.5579344953, -76.228310758707 36.557965673307, -76.2282786707 36.558013817319, -76.228225267687 36.558091765337, -76.228182681677 36.558149326351, -76.228125886664 36.558226516369, -76.228058704647 36.558309703389, -76.227970341626 36.558417877415, -76.227913765612 36.558487521432, -76.227878358603 36.558532854443, -76.227828787591 36.558596456458, -76.227743743571 36.558707445485, -76.227701095561 36.558767058499, -76.227640877546 36.558844882518, -76.227583987533 36.558925511537, -76.227537875522 36.558987115552, -76.227498549513 36.559049546566, -76.227434132498 36.559154067591))","145971","00000259715","259715","Backwoods Rd","R-VA131UR00002NB","City Rt. 2N (City of Chesapeake)","0.13","0.73","Northbound","1600","Hampton Roads","YES","A",,"No Need","No Need","No Need","No Need","No Need","Hampton Roads Region","No Need","No Need","No Need","Low","No Need","No Need","No Need","No Need","No Need","Low","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.25","0.25","Priority 4","1231.44877804632"
