"the_geom","miles","stateab","cntyfips","stcntyfips","rrowner1","rrowner2","rrowner3","trkrghts1","trkrghts2","trkrghts3","trkrghts4","trkrghts5","trkrghts6","trkrghts7","trkrghts8","trkrghts9","stracnet","subdiv","net","passngr","shape_leng","shape_stlength","frfranode","tofranode","fraregion","fraarcid","country","objectid","stfips","yardname","tracks"
"MULTILINESTRING ((-97.716767000497 30.297440000456, -97.716766999597 30.297210597791, -97.716766999597 30.297015323498, -97.716767000497 30.29699999995, -97.716767000497 30.296984000112, -97.716722947206 30.296592910135, -97.716676999944 30.296185000138, -97.716500999921 30.29543100044, -97.716492401503 30.29540554513, -97.716320371088 30.294896231176, -97.716297999553 30.294830000604, -97.715451670058 30.292608587017, -97.714731000135 30.29071699979, -97.714603999675 30.290436000321, -97.714584305421 30.290403666996, -97.714547935938 30.29034395381, -97.714514522527 30.290289097864, -97.714469999791 30.290216000068, -97.714266000276 30.289945000162, -97.714130500322 30.289809500208, -97.714002999839 30.289681999725, -97.713434739821 30.289241006367, -97.712173188842 30.288261989999, -97.712082999431 30.288192000261, -97.711904375187 30.288068152823, -97.711579237891 30.287842725162, -97.711332999918 30.287672000562, -97.710469233468 30.287117677339, -97.710328563312 30.287027402493, -97.709848000685 30.286718999782, -97.709628999579 30.286563000682, -97.709556314572 30.28649885204, -97.709331000225 30.286300000245, -97.709182817133 30.286115594259, -97.709123873768 30.286042242855, -97.709079354628 30.285986842819, -97.709061000365 30.285964000039, -97.708995551304 30.285836847593, -97.708827513879 30.285510396388, -97.708798999974 30.285454999948, -97.708687000205 30.285138999765, -97.708670997668 30.285068434461, -97.70862600009 30.284869999951, -97.708586666441 30.284573802839, -97.708560000644 30.284372999514, -97.708557800002 30.283909631025, -97.708556999606 30.283741000047, -97.708589144973 30.282355625012, -97.708593464417 30.282169434772, -97.708594828688 30.282110634398, -97.708596612943 30.282033766645, -97.708600677879 30.281858575113, -97.708601457591 30.281824992629, -97.708602868627 30.281764152594, -97.708608000159 30.28154299941, -97.708622106025 30.281427839423, -97.708675000551 30.280995999366, -97.708728544387 30.280778254613, -97.708771353015 30.280604163851, -97.708794999789 30.280508000244, -97.708907361985 30.280202514934))","1.36292415","TX","453","48453","AWRR",,,"CMRX",,,,,,,,,,"CENTRAL","M","C","2193.41819572","0.020446654366367986","355433","355489","5","441416","US","2771","48",,"1"
"MULTILINESTRING ((-87.602205648672 41.669142456959, -87.594620127117 41.6603650594, -87.594190032644 41.659978020869, -87.593810536727 41.659655487111, -87.593253944514 41.659272237424, -87.592636632774 41.658919342554, -87.592105337591 41.658687874146, -87.591634763733 41.658509527793, -87.591138890148 41.658357742916, -87.590602536278 41.658224931935, -87.589919446325 41.658118682431, -87.589317313343 41.658054174061, -87.588664580906 41.658035200164, -87.585380666884 41.658046447985))","1.25263632","IL","031","17031","NICD",,,"CN","CSS",,,,,,,,,,"M","C","2015.92678468","0.021452191311423136","415150","415344","4","493458","US","3123","17",,"2"
"MULTILINESTRING ((-106.738884675987 34.791864293702, -106.739039405244 34.791149762552, -106.739906741103 34.787144452854, -106.74134218949 34.780515631891, -106.743165531664 34.772095528686, -106.744232767029 34.767167096384, -106.744461567148 34.766110510791, -106.745760834795 34.760110560554, -106.746098861173 34.758549569507, -106.746297404502 34.757632708882, -106.747068497613 34.754071839644, -106.747181418288 34.753550383044, -106.747933406202 34.750077745392, -106.748317043497 34.748306127726, -106.748578581636 34.747098355305, -106.748773702145 34.746197297567, -106.749823941222 34.74134735, -106.749981989877 34.740617496201))","3.61653268","NM","061","35061","BNSF",,,"NMRX",,,,,,,,,,"EL PASO","M","C","5820.25681275","0.052434574755171576","338447","338444","5","436296","US","2742","35",,"1"
"MULTILINESTRING ((-75.039575594938 39.956361203707, -75.039486192434 39.956248852303, -75.039460976343 39.956217163791, -75.039271067406 39.955978505304, -75.039059000073 39.955712000209, -75.038965064986 39.955562497811, -75.038903907489 39.955465161488, -75.038850541719 39.955380227715, -75.038846000143 39.955372999864, -75.038666254444 39.955023737356, -75.03859999959 39.954895000304, -75.038432000836 39.954512000628, -75.038412643828 39.954458245452, -75.03827203033 39.954067730142, -75.038252311795 39.954012965926, -75.03823900003 39.953976000192, -75.03811163984 39.953527256478, -75.038110999523 39.953525000079, -75.038103446117 39.953488285256, -75.038078334348 39.953366227469, -75.038025000054 39.953106999688, -75.037978887316 39.952766092781, -75.03796899927 39.952692999482, -75.037941000677 39.952205000361, -75.037940168804 39.951933348445, -75.037939927785 39.951855052569, -75.037939905302 39.951847893066, -75.037971000261 39.951457000041, -75.03797888192 39.951409041894, -75.038004330036 39.951254181335, -75.038112000468 39.950599000044, -75.038144774462 39.950441603397, -75.038239261732 39.949987840566, -75.038267272916 39.949853321773, -75.038326233369 39.949570172925, -75.038981271668 39.946424428944, -75.040078336646 39.941155900025, -75.040713000804 39.938108001383, -75.0408894343 39.937098811861, -75.040957784574 39.936707863977, -75.040971651221 39.936628540175, -75.041010832884 39.936404431819, -75.041044999927 39.936209001045, -75.04117840356 39.935241157853, -75.041194000503 39.935128001556, -75.041271151542 39.93448972572, -75.04127497546 39.934430975709, -75.041296051971 39.934107108257, -75.041304719637 39.933973914165, -75.041393999833 39.932602001082, -75.04145607194 39.931292837295, -75.041460000179 39.93121000164, -75.041468373766 39.931096012571, -75.041540754802 39.930110789981, -75.041579364496 39.929585221681, -75.041611999994 39.929140998858, -75.041842140103 39.925633421645, -75.041910283533 39.924594856667, -75.041983446079 39.923479767477, -75.042032060731 39.922738823238, -75.042046476863 39.922519113466, -75.042140741102 39.921082432109, -75.042202139617 39.920146651547, -75.042249946678 39.91941802802, -75.042286554481 39.918860067938, -75.042316000083 39.918411296344, -75.04233129935 39.918178116527, -75.042337222285 39.918087848875, -75.042346410658 39.917947795654, -75.042454636872 39.9162983356, -75.042540048185 39.914996567837, -75.04254335679 39.914946141052, -75.042552108993 39.914812741915, -75.042562774053 39.91465018226, -75.04260924562 39.913941919384, -75.042786000174 39.911247999296, -75.042793821578 39.910985387366, -75.042805000151 39.910610000451, -75.042844321208 39.910287565619, -75.042844999297 39.910281999715, -75.042847346528 39.910245768727, -75.043001880632 39.907858826823, -75.043029618422 39.907430402391, -75.043067000542 39.906853000765, -75.043071999873 39.906566000121, -75.04306809052 39.906518510521, -75.043044999527 39.906238000284, -75.043044646993 39.906236024473, -75.04302987383 39.906153295838, -75.043016266188 39.906077094482, -75.042984999458 39.905902000077, -75.04293328934 39.90572901728, -75.042901000081 39.905620999709, -75.042858158177 39.905514474114, -75.042790000358 39.905345000471, -75.042614999483 39.905009000265, -75.042580630991 39.904955107492, -75.042401999553 39.904675000151, -75.04233413851 39.904586943932, -75.042294909183 39.904536042305, -75.042206054366 39.90442074742, -75.042112999715 39.904299999945, -75.041832423827 39.904030259089, -75.041479224986 39.903690158874))","3.72064023","NJ","007","34007","NJT",,,"CSAO","CSXT","NS",,,,,,,,"ATLANTIC CITY LINE","M","C","5987.80200202","0.053969697020326834","485205","485202","1","422688","US","2706","34",,"2"
"MULTILINESTRING ((-86.448172864286 41.700402953334, -86.447237269884 41.700295469061))","0.04860851","IN","141","18141","NICD",,,"CSS",,,,,,,,,,,"M","C","78.22797784","0.00094174824359340983","423299","423302","4","498757","US","3190","18",,"1"
"MULTILINESTRING ((-117.549017327588 34.092234326553, -117.548938763713 34.09223635992, -117.547323306126 34.092278985986, -117.545898235015 34.092316571353, -117.54556533747 34.092325349635, -117.545331600973 34.09233151179, -117.544019470322 34.092366097018, -117.54370978248 34.092374258365, -117.542547354777 34.092404882979, -117.542314985248 34.092411003765, -117.541334273658 34.092436831395, -117.53944954556 34.092486517139, -117.539297266955 34.092490533511))","0.5534383","CA","071","06071","SCAX",,,"BNSF",,,,,,,,,,"SAN GABRIEL","M","C","890.67438524","0.0097234366815316456","324447","324471","7","338197","US","564","06",,"1"
"MULTILINESTRING ((-71.099423026352 42.347605059526, -71.097288176108 42.347637042116, -71.09163338837 42.347662026182, -71.090434139724 42.347662026182, -71.08991779577 42.347653698459, -71.089518046221 42.347645370737, -71.089134953016 42.347587073984, -71.088626938582 42.34752044861, -71.088310470752 42.347462151857, -71.088068954219 42.347453824135, -71.08762756516 42.347420510548, -71.086977972256 42.347420510548, -71.085503896188 42.347445495513, -71.085179999957 42.347380000587, -71.084460000029 42.347370000125, -71.083680000032 42.347359999664, -71.083020000173 42.347350000102, -71.080867668908 42.347350021686, -71.078570000905 42.347350000102, -71.077119999688 42.347510000286, -71.07687000075 42.347559999894, -71.075565520632 42.347560001693, -71.075149999673 42.347559999894))","1.23807527","MA","025","25025","MBTA",,,"AMTK","CSXT",,,,,,,,,,"M","B","1992.49299911","0.024309687734328414","494816","494911","1","374684","US","898","25",,"2"
"MULTILINESTRING ((-117.690405326744 34.093903276715, -117.695656948409 34.093919654269))","0.2988571","CA","071","06071","SCAX",,,"BNSF",,,,,,,,,,"SAN GABRIEL","M","C","480.9648365","0.0052516472022427763","324238","324222","7","340440","US","619","06",,"2"
"MULTILINESTRING ((-74.944659244129 40.05216381211, -74.944473999975 40.052249999538, -74.943654999079 40.05259999949, -74.942620999959 40.053000999996, -74.941735996019 40.05328761753, -74.940759999574 40.05360000064, -74.937309621042 40.054613696665))","0.42281781","NJ","005","34005","NJT",,,"CSAO","CSXT","NS",,,,,,,,"RIVER LINE","M","C","680.4606605","0.0077552325418271031","485464","485473","1","394687","US","2330","34",,"2"
"MULTILINESTRING ((-88.20759446791 41.778127747897, -88.205570608397 41.77818249053, -88.199505679444 41.778346535864))","0.41507177","IL","043","17043","BNSF",,,"AMTK","NIRC","UP","CN",,,,,,,"CHICAGO (BNSF)","M","B","667.99459117","0.0080917468469495456","409547","409599","4","493024","US","3100","17",,"3"
"MULTILINESTRING ((-117.532316058339 34.092675010543, -117.528403198049 34.092779397551, -117.527111840839 34.0928138218, -117.523810629257 34.092901760208, -117.52346343429 34.09291100344, -117.522593065917 34.092934170875))","0.55360854","CA","071","06071","SCAX",,,"BNSF",,,,,,,,,,"SAN GABRIEL","M","C","890.94835979","0.0097264456901344932","324497","324523","7","344815","US","783","06",,"1"
"MULTILINESTRING ((-77.960471192991 39.457339056452, -77.960506365476 39.457593242634, -77.960510586894 39.457623745839, -77.96054299936 39.457858000347, -77.960611942287 39.458411095096))","0.07502622","WV","003","54003","CSXT",,,"AMTK","MARC",,,,,,,,"S","CUMBERLAND","M","B","120.74324096","0.0010812633050483324","472285","472283","2","410795","US","2559","54",,"2"
"MULTILINESTRING ((-87.823933627735 41.558231588917, -87.818442867344 41.560612470289, -87.812418031967 41.56321057301, -87.811799413512 41.563477340707, -87.809578108743 41.564439272654))","0.85535678","IL","031","17031","NIRC",,,"CRL","CSXT","IAIS","CN",,,,,,,"ROCK ISLAND DISTRICT","M","C","1376.5660603","0.015640220007430348","413024","413117","4","490362","US","2936","17",,"2"
"MULTILINESTRING ((-77.250875909296 39.160076212048, -77.250932330063 39.160096273224, -77.250939999481 39.160098999969, -77.251089788763 39.160140841826, -77.251203437888 39.160172588794, -77.251475516082 39.160248591399, -77.251876294455 39.160360544404, -77.251943468416 39.160379308758, -77.251971000261 39.16038699976, -77.252039501622 39.160401717166, -77.252594841079 39.160521025725, -77.252873999635 39.160580999713, -77.255190000318 39.161010999758, -77.255564531978 39.161104925852, -77.255680163209 39.161133923592, -77.255857949285 39.161178509281, -77.256785000128 39.161410999318, -77.257465478449 39.161630533722, -77.257717999986 39.161712000608, -77.257858337392 39.161764324064, -77.258646000512 39.162058000376, -77.259224064939 39.162309073105, -77.259224665686 39.162309333909, -77.259440308723 39.162402994703, -77.25961300014 39.16247799996, -77.259932415948 39.162637304968, -77.26040500069 39.162873000189, -77.260828310678 39.163117283936, -77.261391000294 39.163441999449, -77.261593464667 39.163581270259, -77.262224000038 39.164015000692, -77.262273269396 39.164056341627, -77.263007000173 39.164672000413, -77.263201621558 39.164868991511, -77.263616771996 39.16528919614, -77.263663999894 39.165336999603, -77.263866479554 39.165580416403, -77.264123999523 39.165889999924, -77.264269812901 39.166095938377, -77.264332894048 39.166185031514, -77.264387705029 39.166262441559, -77.264528999314 39.166462000221, -77.26489600005 39.167073999665, -77.265225356065 39.167672913075, -77.265611999794 39.168376000352, -77.265658956096 39.16844939942, -77.265778541646 39.168636323508, -77.266127000161 39.169180999703, -77.266378695221 39.169508597544, -77.266830000204 39.170095999631, -77.26721014813 39.170523170408, -77.267306999718 39.170632000067, -77.26773500057 39.171064000204, -77.26781676783 39.171136964, -77.268643015463 39.171874244401, -77.268673000658 39.171901000131, -77.269331752258 39.17239267748, -77.269777000308 39.172724999459, -77.270038506072 39.172887050997, -77.270783758963 39.173348871753))","1.47479121","MD","031","24031","CSXT",,,"AMTK","MARC",,,,,,,,"S","METROPOLITAN","M","B","2373.45113949","0.024952472289596343","475294","475218","2","394387","US","2296","24",,"2"
"MULTILINESTRING ((-118.22750913294 34.061106751775, -118.227509599688 34.06054894188))","0.0387391","CA","037","06037","SCAX",,,"AMTK","BNSF",,,,,,,,"S","RIVER","M","B","62.3446566","0.00055781009031829337","321633","321632","7","325300","US","186","06",,"1"
"MULTILINESTRING ((-73.028373465463 41.228279964649, -73.024494999744 41.230184999438, -73.024322551145 41.230275364217, -73.024012752686 41.230437701739, -73.023876695153 41.230508998192, -73.023307999864 41.230807000243, -73.022661490735 41.231191017052, -73.021445999433 41.231912999985, -73.021435345165 41.231919459815, -73.019404256901 41.233150656877, -73.017541809507 41.2342796307, -73.015436371591 41.235555896388, -73.013340587898 41.236826312884, -73.012122949914 41.237564417964, -73.01076099952 41.238390000098, -73.00958680149 41.239075561388, -73.006666999582 41.240780300071, -73.005322999657 41.241564999925, -73.005028000442 41.241806000247, -73.004125000169 41.242371000222, -73.003801667813 41.24258004853, -73.002882133504 41.243174569651, -73.002634000659 41.24333500061, -73.001987455557 41.243792748337, -73.001690374411 41.244003079079, -73.001409843489 41.244201692554, -73.000705897359 41.244700080644, -73.000681999674 41.24471699959, -72.998618945008 41.246340640108, -72.991773543914 41.251728027027, -72.988700970573 41.254146165513, -72.988695625003 41.254150372542, -72.988684757595 41.254158925994, -72.988663187356 41.254175903395, -72.988652572658 41.2541842545, -72.986612902164 41.255789493091, -72.985050826534 41.257018859133, -72.979917838937 41.261058560704, -72.976234767121 41.263957168289, -72.974788999912 41.265094998635, -72.974577878666 41.265255251529, -72.973298999549 41.266225998631, -72.972859157324 41.266536407729, -72.97254799999 41.26675599879, -72.972270999807 41.267004998582, -72.971749403812 41.267334100988, -72.971347000364 41.267587999387, -72.970712999905 41.267944998763, -72.970697304937 41.267953154714, -72.96972200007 41.26845999913, -72.969636845964 41.268498851641, -72.969035999911 41.268772999175, -72.968192892688 41.269115946644, -72.967647000609 41.269337999149, -72.965868000408 41.269958999009, -72.965718212925 41.270014986303, -72.96325536914 41.270935566523, -72.961743361467 41.271500737369, -72.960817000404 41.27184699884, -72.960498430858 41.271991216821, -72.959781000293 41.272316000683, -72.959543996558 41.272444189148, -72.959206000756 41.272627000636, -72.959014933492 41.272744442202, -72.958674000505 41.272954001326, -72.958104856454 41.273369886511, -72.957883 41.273532001001, -72.956954469773 41.274314922895, -72.956614000835 41.274602000882, -72.955605000171 41.275599000993, -72.953923578211 41.277081536983, -72.95378302047 41.277205468957, -72.951229671612 41.279456796694, -72.94923899978 41.281212000833, -72.947794867539 41.282452983419, -72.946623000551 41.283460001078, -72.946558332101 41.283521936488, -72.946126000115 41.283936000546, -72.94582643774 41.284164943657, -72.94560000014 41.284338001098, -72.945278897203 41.284555027293, -72.944129277644 41.285332027151, -72.944116000053 41.285341001486, -72.942629002526 41.286259233577, -72.941832127651 41.286751311124, -72.94177892106 41.286784166956, -72.940600591544 41.287511795833, -72.940499715489 41.28757429152, -72.940270210302 41.287716479732, -72.939984537956 41.28789346631, -72.939983732163 41.287893964535, -72.939933247821 41.287925242056, -72.939634961584 41.288110043744, -72.939022018751 41.288490491143, -72.938799235996 41.288628769102, -72.938390537293 41.28888244357, -72.937741823926 41.289285094332, -72.936831818833 41.289849924335, -72.936798111344 41.28987084976, -72.936034244285 41.290345063174, -72.936028305162 41.290348748596, -72.936006618011 41.290362213246))","6.47734271","CT","009","09009","MNCW",,,"AMTK","CSXT","PW",,,,,,,,"NEW HAVEN LINE","M","B","10424.2934698","0.11190078788194667","492015","492133","1","374375","US","849","09",,"4"
