"artwork_city","artwork_site","artist","title","artwork_type","materials","measurements","date_made","location","address","zip_code","see_more_at","id_number","geocoordinates","credit_info"
"Tumwater","Department of Labor and Industries","Ladda, Justen","""Salon""","Sculpture","Latex paint, mounted posters, and wicker furniture","9 ft x 31 ft","1993","Temporary Storage - Workspace","7273 Linderson Way SW","98501","http://www.arts.wa.gov/artwork/?request=record;id=2960;type=101","WSAC1992.190.004","POINT (-122.920953 46.982917)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Labor and Industries"
"Kennewick","Ridge View Elementary","Hoy, Harold","""Erector Dog 2""","Sculpture","Galvanized steel","12 in x 28 in x 6 in","1996","Library","7001 W 13th Ave","99336","http://www.arts.wa.gov/artwork/?request=record;id=1743;type=101","WSAC1996.215.000","POINT (-119.217409 46.196468)","Part of Washington's State Art Collection, acquired by ArtsWA and Kennewick School District"
"Vancouver","Glenwood Heights Elementary","Jaffe, Amanda","""Animal Prints""","Print","Woodblock print on paper","31 3/4 in x 24 in","1989","Library, next to entrance","9716 NE 134th St.","98662","http://www.arts.wa.gov/artwork/?request=record;id=2942;type=101","WSAC1992.175.000","POINT (-122.572133 45.719031)","Part of Washington's State Art Collection, acquired by ArtsWA and Battle Ground School District"
"Aberdeen","McDermoth Elementary","Anderson, Denise","""Anchor""","Painting","Oil paint, wax, and canvas","5 ft 1/8 in x 4 ft 1/8 in","1998","Entrance","409 N K St","98520","http://www.arts.wa.gov/artwork/?request=record;id=4065;type=101","WSAC1999.062.000","POINT (-123.823254 46.977139)","Part of Washington's State Art Collection, acquired by ArtsWA and Aberdeen School District"
"Marysville","Washington State Patrol - District VII Headquarters, Marysville","Hoover, John","""Loon Song""","Sculpture","Red cedar wood","5 ft x 2 ft","1992","Hallway near Commander's Office","2700 116th NE","98271","http://www.arts.wa.gov/artwork/?request=record;id=3003;type=101","WSAC1993.024.000","POINT (-122.193597 48.099389)","Part of Washington's State Art Collection, acquired by ArtsWA and Washington State Patrol"
"Spokane","Northwest Museum of Arts & Culture","Otterness, Tom","""The Return of the Four-Leggeds""","Sculpture","Bronze","Seven sculptures, 18 to 30 inches high approximately, dimensions vary for each","2003","Museum grounds","2316 W First Avenue","99201","http://www.arts.wa.gov/artwork/?request=record;id=11186;type=101","WSAC2001.045.001-007","POINT (-117.445692 47.657054)","Part of Washington's State Art Collection, acquired by ArtsWA and Northwest Museum of Arts and Culture"
"Olympia","Washington State Arts Commission","Semon, Christine","""Burdened""","Painting","Gouache paint on paper","23 in x 31 in","1984","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=6058;type=101","WSAC1985.041.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Oak Harbor School District"
"Olympia","Washington State Arts Commission","Cresci, Katherine","""You Are Here""","Painting","Wood, nails, paper, seed pods, string, bamboo, and beads","33 3/4 in x 38 in x 4 in (overall)","1983","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=5052;type=101","WSAC1984.043.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Snohomish School District"
"Port Orchard","Sunnyslope Elementary","Fridstein, Kathy","""Home""","Drawing","Pastel on paper","22 in x 27 in","1988","Hallway between rooms 6 and 7","4183 Sunnyslope RD SW","98366","http://www.arts.wa.gov/artwork/?request=record;id=5366;type=101","WSAC1990.259.000","POINT (-122.730338 47.511244)","Part of Washington's State Art Collection, acquired by ArtsWA and South Kitsap School District"
"Vancouver","Covington Middle School","Caron, Sidonie","""Luri I""","Painting","Watercolor painting","24 1/2 in x 16 in","1995","Media center","11200 NE Rosewood Road","98662","http://www.arts.wa.gov/artwork/?request=record;id=2566;type=101","WSAC1995.421.000","POINT (-122.559778 45.668471)","Part of Washington's State Art Collection, acquired by ArtsWA and Evergreen School District"
"Spokane","Garfield Elementary School","Schwab, Phil","""Untitled""","Sculpture","Wood","Dimensions not confirmed (irregular dimensions)","1982","Stairway","West 222 Knox Ave.","99207","http://www.arts.wa.gov/artwork/?request=record;id=5296;type=101","WSAC1982.013.000","POINT (-117.414886 47.676982)","Part of Washington's State Art Collection, acquired by ArtsWA and Spokane School District"
"Renton","McKnight Middle School","Newcomb, Gerry","""Industrial Light""","Sculpture","Glass and steel","49 in x 18 in x 7 in","1995","Stairway by Commons area, across from Library entrance","1200 Edmonds Ave NE","98056","http://www.arts.wa.gov/artwork/?request=record;id=1781;type=101","WSAC1996.260.000","POINT (-122.183607 47.505641)","Part of Washington's State Art Collection, acquired by ArtsWA and Renton School District"
"Puyallup","Aylen Junior High","Wehrle, John","""As Time Floats By""","Painting","Acrylic paint on polyester","8 ft x 6 ft","2010","Main entrance, hallway (back to back with Panel #4)","101 15th St. SW","98371","http://www.arts.wa.gov/artwork/?request=record;id=12320;type=101","WSAC2009.021.003","POINT (-122.312548 47.193432)","Part of Washington's State Art Collection, acquired by ArtsWA and Puyallup School District"
"Tacoma","University of Washington - Tacoma","Fels, Donald","""Black Gold""","Painting","Enamel on aluminum on plywood","6 ft x 16 ft","2003","Cherry Parkes Building, 1st floor lobby","1900 Commerce St.","98402","http://www.arts.wa.gov/artwork/?request=record;id=11734;type=101","WSAC2004.028.001","POINT (-122.436835 47.244363)","Part of Washington's State Art Collection, acquired by ArtsWA and University of Washington"
"Camas","Hayes Freedom High School","de Lory, Peter","""A Pathway""","Photograph","Dye sublimation photographs on aluminum","36 in x 36 in x 1 in","2015","South wall of interior hallway, above library windows","1919 NE Ione Street","98607","http://www.arts.wa.gov/artwork/?request=record;id=12733;type=101","WSAC2014.001.013","POINT (-122.401648 45.592701)","Part of Washington's State Art Collection, acquired by ArtsWA and Camas School District"
"Wenatchee","Department of Transportation - North Central Region, Wenatchee","Yates, Stephen","""Oak Bay Web""","Painting","Oil-modified alkyd paint on canvas","3 ft x 2 ft","1992","Office Lobby","2830 Euclid Ave.","98801","http://www.arts.wa.gov/artwork/?request=record;id=3010;type=101","WSAC1993.031.000","POINT (-120.327179 47.445628)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Transportation"
"Seattle","South Seattle College","Emmerson, Thomas","""Dancing Forms""","Sculpture","Terra cotta (glazed)","14 in x 36 in x 2 1/2 in","1982","Jerry Brockey Student Center (JMB), room 128","6000 16th Ave. SW","98106","http://www.arts.wa.gov/artwork/?request=record;id=5908;type=101","WSAC1983.176.000","POINT (-122.351794 47.547211)","Part of Washington's State Art Collection, acquired by ArtsWA and South Seattle Community College"
"Yakima","Martin Luther King Jr. Elementary","Aurand, Susan","""Each Morning In April""","Drawing","Charcoal on paper","34 7/8 in x 47 3/16 in (sheet)","1986","Second floor, adjacent to room 202","2000 South 18th St.","98901","http://www.arts.wa.gov/artwork/?request=record;id=4300;type=101","WSAC1988.029.000","POINT (-120.478692 46.572905)","Part of Washington's State Art Collection, acquired by ArtsWA and Yakima School District"
"Monroe","Monroe School District","ibach, dick","""Zone Defense""","Painting","Acrylic paint and Prismacolor on rag paper","20 in x 24 in","1982","Administration Office Room 211","200 E Fremont St.","98272","http://www.arts.wa.gov/artwork/?request=record;id=5215;type=101","WSAC1982.092.000","POINT (-121.968972 47.854607)","Part of Washington's State Art Collection, acquired by ArtsWA and Monroe School District"
"Lacey","Horizons Elementary","Newcomb, Gerry","""Maple Leaf House""","Sculpture","Cast glass and stone","21 in x 12 in x 2 1/2 in","1994","Library","4601 67th Ave SE","98513","http://www.arts.wa.gov/artwork/?request=record;id=2492;type=101","WSAC1995.316.000","POINT (-122.822571 46.986227)","Part of Washington's State Art Collection, acquired by ArtsWA and North Thurston Public Schools"
"Sequim","Helen Haller Elementary School","Vickers, Elizabeth","""Untitled""","Painting","Stained glass","20-44 in x 12 ft (overall, irregular dimensions)","1979","Library","350 West Fir St.","98382","http://www.arts.wa.gov/artwork/?request=record;id=4499;type=101","WSAC1979.049.00A-L","POINT (-123.109729 48.083597)","Part of Washington's State Art Collection, acquired by ArtsWA and Sequim School District"
"Othello","Othello High School","Hussey, Aaron","""Undercurrent""","Sculpture","Stainless steel and epoxy-coated stainless steel","16 ft x 25 ft x 5 ft (overall)","2018","East lawn, near main entrance","340 South 7th Ave.","99344","http://www.arts.wa.gov/artwork/?request=record;id=13158;type=101","WSAC2015.009.000","POINT (-119.165625 46.823621)","Part of Washington's State Art Collection, acquired by ArtsWA and Othello School District"
"Port Angeles","Peninsula College","DiPietro, Nathan","""Lakeside""","Painting","Egg tempera paint on panel","35 in diameter","2009","Maier Hall, north stairwell","1502 East Lauridsen Blvd.","98362","http://www.arts.wa.gov/artwork/?request=record;id=12491;type=101","WSAC2013.022.000","POINT (-123.411272 48.100425)","Part of Washington's State Art Collection, acquired by ArtsWA and Peninsula College"
"Vancouver","Harney Elementary","Law, Carolyn","""Relationships I""","Drawing","Pastel, watercolor pencil, graphite pencil on paper","22 1/2 in x 30 1/8 in","1996","Near PE exit","3212 E. Evergreen Blvd","98661","http://www.arts.wa.gov/artwork/?request=record;id=2624;type=101","WSAC1996.217.000","POINT (-122.635235 45.626582)","Part of Washington's State Art Collection, acquired by ArtsWA and Vancouver School District"
"Oak Harbor","Skagit Valley College - Whidbey Island","Stabler-Holland, Jennifer","""Negative Birch""","Painting","Watercolor paint on paper","42 in x 34 in","1990","Oak Hall, second floor, main lobby","1900 SE Pioneer Dr.","98277","http://www.arts.wa.gov/artwork/?request=record;id=2415;type=101","WSAC1995.229.000","POINT (-122.635055 48.289547)","Part of Washington's State Art Collection, acquired by ArtsWA and Oak Harbor School District"
"Trout Lake","Trout Lake School","Poxson Fawkes, Judith","""Stairs & Arcade""","Textile","Linen tapestry","45 in x 51 1/2 in","1992","Front north hall","2310 HWY 141","98650","http://www.arts.wa.gov/artwork/?request=record;id=2152;type=101","WSAC1994.099.000","POINT (-121.516233 45.98898)","Part of Washington's State Art Collection, acquired by ArtsWA and Trout Lake School District"
"Olympia","Garfield Elementary School","Schoppert, Robert James","""Shaman Frog Mask""","Sculpture","Alder, acrylic paint, and horsehair","16 in x 12 in x 5 in (irregular dimensions)","1991","Library","325 Plymouth St. NW","98502","http://www.arts.wa.gov/artwork/?request=record;id=1900;type=101","WSAC1992.024.000","POINT (-122.356445 47.035702)","Part of Washington's State Art Collection, acquired by ArtsWA and Olympia School District"
"Rochester","Rochester Middle School","Hopper, Janette","""Place of the Falls""","Painting","Oil paint on linen","4 ft x 3 ft x 3 in","2001","Main hallway","9937 US-12","98579","http://www.arts.wa.gov/artwork/?request=record;id=11468;type=101","WSAC2002.236.000","POINT (-123.09183 46.820955)","Part of Washington's State Art Collection, acquired by ArtsWA and Rochester School District"
"Belfair","North Mason School District","Soteriou, Alexandra","""Fading Universe""","Painting","Handmade paper with acrylic paint","3 ft 10 in x 3 ft 8 in","1984","Main lobby, waiting area","71 E. Campus Dr.","98528","http://www.arts.wa.gov/artwork/?request=record;id=5697;type=101","WSAC1984.167.000","POINT (-122.84114 47.414428)","Part of Washington's State Art Collection, acquired by ArtsWA and North Mason School District"
"Olympia","Washington State Arts Commission","Zarins, Valdis","""Untitled #5""","Sculpture","Embossed aluminum","49 in x 39 1/2 in (overall)","1978-81","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=5273;type=101","WSAC1982.036.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Centralia School District"
"Medical Lake","Hallett Elementary","Steinfeld, Ellen","""Spring""","Print","Handmade paper","23 1/2 in x 3 ft 1 in","1994","Hallway","524 S Hallett St.","99022","http://www.arts.wa.gov/artwork/?request=record;id=2604;type=101","WSAC1996.057.000","POINT (-117.67822 47.568312)","Part of Washington's State Art Collection, acquired by ArtsWA and Medical Lake School District"
"Reardan","Reardan High School","Morrison, Ivan","""Coal Creek Series""","Sculpture","Aluminum","42 in x 22 1/2 in x 6 in","1978","Art Room","215 East Spokane Ave.","99029","http://www.arts.wa.gov/artwork/?request=record;id=5285;type=101","WSAC1982.024.000","POINT (-117.876407 47.66739)","Part of Washington's State Art Collection, acquired by ArtsWA and Reardan-Edwall School District"
"Yakima","Washington Middle School","Ritchie, Connie","""Experience the World Through Your Senses: Faces""","Photograph","Hand-painted gelatin silver print","28 1/2 in x 31 1/8 in","1997","Commons","510 South 9th St.","98901","http://www.arts.wa.gov/artwork/?request=record;id=3095;type=101","WSAC1996.012.010","POINT (-120.49123 46.597959)","Part of Washington's State Art Collection, acquired by ArtsWA and Yakima School District"
"Maple Valley","Glacier Park Elementary School","Elliott, Richard C.","""New Millennium Series #15-2-20""","Sculpture","Reflectors","24 in x 24 in","1998","Library","23700 SE 280th","98038","http://www.arts.wa.gov/artwork/?request=record;id=3462;type=101","WSAC1998.146.000","POINT (-122.025533 47.3516)","Part of Washington's State Art Collection, acquired by ArtsWA and Tahoma School District"
