"rowid","schoolyear","organizationlevel","organizationid","organizationname","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","totalteachercount","totalstudentcount","teachertostudentratio","studenttoteacherratio","teachertostudentpercent","averageclasssize","program","programformalname","programteachercount","programteacherpercent","programfte","certificatetype","certificatetypecount","certificatetypepercent","limitedcertificatetype","limitedcertificatetypecount","limitedcertificatetypepercent","iseevalidated","dataasof"
"419","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","Other","Other","61","0.328","43.591","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"420","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","4","0.022","3.800","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"421","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional Certificate","2","0.011","1","2022-03-06T13:16:14.820"
"422","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","5","0.027","1","2022-03-06T13:16:14.820"
"423","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","4","0.022","1","2022-03-06T13:16:14.820"
"424","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","5","0.027","1","2022-03-06T13:16:14.820"
"425","2017-2018","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","186","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","27","0.145","1","2022-03-06T13:16:14.820"
"426","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional Certificate","1","0.003","1","2022-03-06T13:16:14.820"
"427","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","7","0.023","1","2022-03-06T13:16:14.820"
"428","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","4","0.013","1","2022-03-06T13:16:14.820"
"429","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","4","0.013","1","2022-03-06T13:16:14.820"
"430","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","49","0.158","1","2022-03-06T13:16:14.820"
"431","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","Other","Other","71","0.228","33.167","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"432","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","272","0.875","332.725","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"433","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","22","0.071","40.836","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"434","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","41","0.132","62.049","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"435","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","1","0.003","3.938","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"436","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","6","0.019","5.989","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"437","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","4802","0.06476","15.44051","0.06476","16.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"438","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","296","0.952","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"439","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","63","0.203","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"440","2017-2018","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","311","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","27","0.087","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"441","2017-2018","District","100043","Chewelah School District","Stevens","Educational Service District 101","100001","33036","Chewelah School District","100043","NULL","NULL","NULL","NULL","46","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","45","0.978","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"442","2017-2018","District","100043","Chewelah School District","Stevens","Educational Service District 101","100001","33036","Chewelah School District","100043","NULL","NULL","NULL","NULL","46","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","9","0.196","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"443","2017-2018","District","100043","Chewelah School District","Stevens","Educational Service District 101","100001","33036","Chewelah School District","100043","NULL","NULL","NULL","NULL","46","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","5","0.109","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"444","2017-2018","District","100043","Chewelah School District","Stevens","Educational Service District 101","100001","33036","Chewelah School District","100043","NULL","NULL","NULL","NULL","46","761","0.06045","16.54348","0.06045","11.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"445","2017-2018","District","100043","Chewelah School District","Stevens","Educational Service District 101","100001","33036","Chewelah School District","100043","NULL","NULL","NULL","NULL","46","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","7","0.152","22.482","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"447","2017-2018","District","100043","Chewelah School District","Stevens","Educational Service District 101","100001","33036","Chewelah School District","100043","NULL","NULL","NULL","NULL","46","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","4","0.087","5.278","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"448","2017-2018","District","100043","Chewelah School District","Stevens","Educational Service District 101","100001","33036","Chewelah School District","100043","NULL","NULL","NULL","NULL","46","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","41","0.891","98.438","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"449","2017-2018","District","100043","Chewelah School District","Stevens","Educational Service District 101","100001","33036","Chewelah School District","100043","NULL","NULL","NULL","NULL","46","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","8","0.174","15.880","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"450","2017-2018","District","100043","Chewelah School District","Stevens","Educational Service District 101","100001","33036","Chewelah School District","100043","NULL","NULL","NULL","NULL","46","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","3","0.065","1","2022-03-06T13:16:14.820"
"451","2017-2018","District","100043","Chewelah School District","Stevens","Educational Service District 101","100001","33036","Chewelah School District","100043","NULL","NULL","NULL","NULL","46","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","2","0.043","1","2022-03-06T13:16:14.820"
"452","2017-2018","District","100043","Chewelah School District","Stevens","Educational Service District 101","100001","33036","Chewelah School District","100043","NULL","NULL","NULL","NULL","46","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","5","0.109","1","2022-03-06T13:16:14.820"
"453","2017-2018","District","100044","Chimacum School District","Jefferson","Olympic Educational Service District 114","100005","16049","Chimacum School District","100044","NULL","NULL","NULL","NULL","63","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional Certificate","1","0.016","1","2022-03-06T13:16:14.820"
"454","2017-2018","District","100044","Chimacum School District","Jefferson","Olympic Educational Service District 114","100005","16049","Chimacum School District","100044","NULL","NULL","NULL","NULL","63","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","2","0.032","1","2022-03-06T13:16:14.820"
"455","2017-2018","District","100044","Chimacum School District","Jefferson","Olympic Educational Service District 114","100005","16049","Chimacum School District","100044","NULL","NULL","NULL","NULL","63","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","5","0.079","1","2022-03-06T13:16:14.820"
"456","2017-2018","District","100044","Chimacum School District","Jefferson","Olympic Educational Service District 114","100005","16049","Chimacum School District","100044","NULL","NULL","NULL","NULL","63","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","3","0.048","1","2022-03-06T13:16:14.820"
"457","2017-2018","District","100044","Chimacum School District","Jefferson","Olympic Educational Service District 114","100005","16049","Chimacum School District","100044","NULL","NULL","NULL","NULL","63","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","15","0.238","1","2022-03-06T13:16:14.820"
"458","2017-2018","District","100044","Chimacum School District","Jefferson","Olympic Educational Service District 114","100005","16049","Chimacum School District","100044","NULL","NULL","NULL","NULL","63","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","6","0.095","15.679","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
