"as_of_date","fiscal_year","project_name","procurement_category","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1561065","Aquisi&#231;&#227;o de Eletrodom&#233;sticos","2018-01-16T00:00:00.000","SANDU COMERCIO E DISTRIBUIDORA DE PRODUTOS","Federative Republic of Brazil","2156.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1572341","AQUISI&#199;&#195;O DE CAMINH&#195;O LEVE 0KM - TRA&#199;&#195;O 4X2, COM CARGA M&#205;NIMA PARA 2000KG - PARA ATENDIMENTO AO PROJETO EXTRATIVISMO DO POVO XACRIAB&#193;.","2018-03-23T00:00:00.000","DEVA VEÍCULOS LTDA","Federative Republic of Brazil","26980.0"
"2022-09-12T00:00:00.000","2018","Rio de Janeiro Strengthening Public Sector Management Technical Assistance Project","Goods","1560967","Aquisi&#231;&#227;o de quarenta e oito licen&#231;as perp&#233;tuas do software Windows Server Datacenter 2016 e Dez licen&#231;as perp&#233;tuas do software SQL Server Enterprise 2016 com 03 (tr&#234;s) anos de Software Assurance","2018-04-10T00:00:00.000","WELTSOLUTIONS SUPORTE EM TECNOLOGIA DA INFORMAÇAO EIRELI","Federative Republic of Brazil","119557.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1593376","Contrata&#231;&#227;o de empresa para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Municipio de Dois C&#243;rregos.","2018-06-18T00:00:00.000","TOTAL BRASIL TERCEIRIZAÇÕES E SERVIÇOS EIRELI ME","Federative Republic of Brazil","26154.0"
"2022-09-12T00:00:00.000","2018","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","1593741","Presta&#231;&#227;o de servi&#231;os de consultoria, consultor individual, para assessoramento da diretoria de Constru&#231;&#227;o e Manuten&#231;&#227;o no Gerenciamento das obras CREMA. Consultor Eduardo Souza Costa.","2017-11-13T00:00:00.000","Individual Consultant","Federative Republic of Brazil","229482.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1572342","AQUISI&#199;&#195;O DE VE&#205;CULO O KM - TIPO PICK UP - PARA O PROJETO PRESERVA&#199;&#195;O DE RECURSOS NATURAIS (RECURSOS H&#205;DRICOS), PROTE&#199;&#195;O E RESTAURA&#199;&#195;O DE &#193;REAS DEGRADADAS NAS NASCENTES E VEREDAS DO QUILOMBO DO CEDRO.","2018-06-08T00:00:00.000","CICAL VEÍCULOS LTDA","Federative Republic of Brazil","9999.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1571941","Aquisi&#231;&#227;o de cadeiras.","2018-06-14T00:00:00.000","ELETROZEMA S/A","Federative Republic of Brazil","321.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1572382","Aquisi&#231;&#227;o de Ve&#237;culo pick-up para coleta de mat&#233;ria prima, escoamento da produ&#231;&#227;o e apoio &#224;s atividades de campo, capacita&#231;&#227;o e monitoramento.","2018-02-15T00:00:00.000","CANADÁ VEÍCULOS LTDA","Federative Republic of Brazil","10257.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1593869","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Cajobi.","2018-06-11T00:00:00.000","ALLAN VETEV","Federative Republic of Brazil","45980.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1572348","AQUISI&#199;&#195;O DE ARAMES E DISTANCIADORES PARA O PROJETO PRESERVA&#199;&#195;O DOS RECURSOS NATURAIS DO QUILOMBO DO CEDRO.","2018-04-13T00:00:00.000","REBANHO COMERCIO E REPRESENTAÇÕES LTDA","Federative Republic of Brazil","1932.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1593872","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Campos Novos Paulista.","2018-06-18T00:00:00.000","MSC CONSTRUÇÕES E PINTURAS EIRELI ME","Federative Republic of Brazil","49033.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1710410","Aquisi&#231;&#227;o de equipamentos de informatica como computador, impressora e suprimentos","2018-06-20T00:00:00.000","MAGAZINE LUIZA S/A (MAGALU)","Federative Republic of Brazil","536.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1593375","Contrata&#231;&#227;o de empresa para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Guai&#231;ara (parte 2)","2018-06-18T00:00:00.000","MENOSSI CONSTRUÇÕES E COMÉRCIO LTDA","Federative Republic of Brazil","26952.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1572345","AQUISI&#199;&#195;O DE CARROCERIA PARA CAMINH&#195;O LEVE PARA USO NO SUBPROJETO ASSOCIA&#199;&#195;O IND&#205;GENA XACRIAB&#193; ALDEIA SUMAR&#201; PERUA&#199;U.","2018-05-04T00:00:00.000","CARROCERIAS PATENSE LTDA","Federative Republic of Brazil","3854.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1571934","AQUISI&#199;&#195;O DE G&#202;NEROS ALIMENT&#205;CIOS PARA OFICINA.","2018-04-10T00:00:00.000","LEANDRO DOS ANJOS SALES ME","Federative Republic of Brazil","510.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1613839","Aquisi&#231;&#227;o de kit de ferramentas","2018-04-13T00:00:00.000","CASA NOVA MATERIAIS PARA CONSTRUÇÃO LTDA","Federative Republic of Brazil","202.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1570563","CAMISA SEM MANGA (tipo mach&#227;o)","2018-02-27T00:00:00.000","NADIA CORREIA DE ALMEIDA ME","Federative Republic of Brazil","184955.0"
"2022-09-12T00:00:00.000","2018","Second Bolsa Fam&#237;lia","Non-consulting Services","1567046","Contrata&#231;&#227;o de empresa especializada em organiza&#231;&#227;o de eventos para realiza&#231;&#227;o do evento ""Capacita&#231;&#227;o de
Multiplicadores para uso do Prontu&#225;rio SUAS"", nos dias 26 de fevereiro a 02 de mar&#231;o de 2018","2018-02-26T00:00:00.000","ESFERA - JB PROPAGANDA E MARKETING EIRELI","Federative Republic of Brazil","6204.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Civil Works","1594095","LOTE 05 - CENTRAL DO CIDAD&#195;O DE NOVA CRUZ","2017-10-10T00:00:00.000","CLN LOCAÇÕES E SERVIÇOS EIRELI - ME","Federative Republic of Brazil","550398.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Civil Works","1594096","LOTE 01 - APODI","2017-12-04T00:00:00.000","AZEVEDO E COELHO ENGENHARIA LTDA","Federative Republic of Brazil","620926.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1572724","Aquisi&#231;&#227;o de Cavadeira articulada em a&#231;o para constru&#231;&#227;o de um viveiro para produ&#231;&#227;o de 10.000 mudas/ano.","2018-06-18T00:00:00.000","HILTON GANDRA DE ARRUDA E FILHOS LTDA","Federative Republic of Brazil","48.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Civil Works","1594097","LOTE 2 - CARA&#218;BAS","2017-12-04T00:00:00.000","AZEVEDO E COELHO ENGENHARIA LTDA","Federative Republic of Brazil","648603.0"
"2022-09-12T00:00:00.000","2018","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","1616713","Assessoramento &#224; Equipe do Projeto Bahia Produtiva para o fortalecimento e qualifica&#231;&#227;o do Componente 1.","2018-04-13T00:00:00.000","Individual Consultant","Federative Republic of Brazil","72252.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1594091","Contrata&#231;&#227;o de empresa especializada para reparos no telhado do CIAGRO do pr&#233;dio do Escrit&#243;rio de Desenvolvimento Rural de Campinas","2018-06-15T00:00:00.000","ALEXANDRE ROBERTO DA SILVEIRA ME","Federative Republic of Brazil","36598.0"
"2022-09-12T00:00:00.000","2018","Brazil Investment Plan Coordination Project","Non-consulting Services","1613604","agenciamento de viagem","2018-06-01T00:00:00.000","MUNDO JOVEM TURISMO E EVENTOS LTDA","Federative Republic of Brazil","54684.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Consultant Services","1581906","Estudo Ecol&#243;gico envolvendo diagn&#243;stico da densidade e produtividade das esp&#233;cies de Cagaita (Eugenia dysenterica) e Araticum (Annona crassiflora) no territ&#243;rio da comunidade Quilombola de Pontinha.","2018-04-10T00:00:00.000","Individual Consultant","Federative Republic of Brazil","2637.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","1581732","Confec&#231;&#227;o de Cat&#225;logos Gr&#225;ficos","2018-01-29T00:00:00.000","GRÁFICA E EDITORA FORMATO LTDA","Federative Republic of Brazil","559.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Non-consulting Services","1572723","EXECU&#199;&#195;O DE SERVI&#199;OS DE ADEQUA&#199;&#195;O DA REDE DE L&#211;GICA, TELEFONIA, EL&#201;TRICA E PINTURA DA UNIDADE REGIONAL DE APOIO T&#201;CNICO - FRANCA - DA SECRETARIA DO MEIO AMBIENTE - S&#195;O PAULO","2017-10-04T00:00:00.000","ENGETECH CONSTRUÇÕES E COMÉRCIO LTDA-ME","Federative Republic of Brazil","1043.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Civil Works","1594103","LOTE 04 - JO&#195;O C&#194;MARA","2017-10-10T00:00:00.000","EJF EMPREENDIMENTOS LTDA","Federative Republic of Brazil","530184.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Civil Works","1594102","LOTE 03 - CEAR&#193;-MIRIM","2017-10-10T00:00:00.000","R&R CONSTRUÇÕES LTDA","Federative Republic of Brazil","547479.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1581474","Aquisi&#231;&#227;o de moinho de pedras para o projeto ""Fortalecendo o Agroextrativismo no Cerrado"".","2018-06-18T00:00:00.000","PITÁGORAS DINIZ CAETANO","Federative Republic of Brazil","9379.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1581347","Aquisi&#231;&#227;o de c&#226;mera digital e cart&#245;es de mem&#243;ria para o projeto ""Me hi te Tradi&#231;&#227;o que sustenta o Cerrado"".","2018-05-08T00:00:00.000","CNOVA COMÉRCIO ELETRÔNICO SA","Federative Republic of Brazil","598.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Civil Works","1594098","LOTE 06 - S&#195;O PAULO DO POTENGI","2017-10-10T00:00:00.000","EJF EMPREENDIMENTOS LTDA","Federative Republic of Brazil","457349.0"
"2022-09-12T00:00:00.000","2018","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","1674706","Controle e Auditoria dos Processos de Levantamento, Analise e Codifica&#231;&#227;o de Seguran&#231;a Vi&#225;ria.","2018-06-25T00:00:00.000","INTERNATIONAL ROAD ASSESSMENT PROGRAMM","United Kingdom of Great Britain and Nort","52000.0"
"2022-09-12T00:00:00.000","2018","Recife Swap Education and Public Management","Goods","1560150","Licen&#231;a de Software - COREL DRAW X8","2018-01-08T00:00:00.000","KAMYLLA DE JESUS MENDES","Federative Republic of Brazil","2803.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1572742","Aquisi&#231;&#227;o de kit EPI - Equipamento de Prote&#231;&#227;o Individual para os viveiristas e ajudantes para a constru&#231;&#227;o de um viveiro para a produ&#231;&#227;o de 10.000 mudas/ano","2018-06-18T00:00:00.000","FERPAM COMERCIO DE FERRAMENTAS, PARAFUSOS E MÁQUINAS LTDA","Federative Republic of Brazil","39.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1572729","AQUISI&#199;&#195;O DE FERRAMENTAS EL&#201;TRICA PARA A CONSTRU&#199;&#195;O DE UM VIVEIRO PARA PRODU&#199;&#195;O DE 10.000 MUDAS ANO.","2018-06-18T00:00:00.000","FERPAM COMERCIO DE FERRAMENTAS, PARAFUSOS E MÁQUINAS LTDA","Federative Republic of Brazil","132.0"
"2022-09-12T00:00:00.000","2018","BR Municipal APL: Teresina Enhancing Municipal Governance and Quality of Life Project","Consultant Services","1611855","Diagn&#243;stico sobre a Situa&#231;&#227;o da Viol&#234;ncia contra a Mulher em Teresina e Assist. para o Fortalecimento da Gest&#227;o de Pol&#237;ticas P&#250;b. para as Mulheres com foco no Enfrentamento &#192; Viol&#234;ncia Contra A Mulher","2017-08-07T00:00:00.000","XARAES CONSULTORIA E PROJETOS","Federative Republic of Brazil","63453.0"
"2022-09-12T00:00:00.000","2018","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Non-consulting Services","1559946","LOTE II - TESTE DE BOMBEAMENTO","2018-04-17T00:00:00.000","AGUACENTER POCOS ARTESIANOS","Federative Republic of Brazil","75421.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1605381","Aquisi&#231;&#227;o de g&#234;neros aliment&#237;cios","2018-05-28T00:00:00.000","MERCADINHO SILVA SANTINA QUIRINO DA SILVA AZEVEDO","Federative Republic of Brazil","1785.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1581201","Aquisi&#231;&#227;o de carne bovina para o subprojeto ""Me hi te tradi&#231;&#227;o que sustenta o cerrado""","2018-06-15T00:00:00.000","SANTINA QUIRINO DA SILVA AZEVEDO","Federative Republic of Brazil","2141.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1581187","Aquisi&#231;&#227;o de c&#226;mera fotogr&#225;fica profissional com o kit: c&#226;mera, case, cart&#227;o de mem&#243;ria, trip&#233; e gravador de voz digital com cart&#227;o de mem&#243;ria para","2018-05-08T00:00:00.000","MAGAZINE LUIZA S/A","Federative Republic of Brazil","744.0"
"2022-09-12T00:00:00.000","2018","Rio de Janeiro Strengthening Public Sector Management Technical Assistance Project","Goods","1559442","Aquisi&#231;&#227;o e instala&#231;&#227;o de solu&#231;&#227;o de videoconfer&#234;ncia em 14 (quatorze) locais, incluindo o fornecimento de equipamentos, softwares e demais acess&#243;rios, com garantia t&#233;cnica e servi&#231;os de treinamento","2018-04-25T00:00:00.000","SEAL TELECOM COMERCIO E SERVIÇOS DE TELECOMUNICAÇOES LTDA","Federative Republic of Brazil","551731.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Non-consulting Services","1572720","Servi&#231;o para fornecimento e instala&#231;&#227;o de cobertura para ve&#237;culos para N&#250;cleo Regional de Programas e Projetos (NRPP) III - Registro","2017-10-31T00:00:00.000","4M COMÉRCIO DE TOLDOS LTDA - ME","Federative Republic of Brazil","3441.0"
"2022-09-12T00:00:00.000","2018","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","1594266","Assessoramento &#224; Superintend&#234;ncia de Infraestrutura de Transportes em A&#231;&#245;es de Levantamento Diagn&#243;stico e Supervis&#227;o da Execu&#231;&#227;o das Obras de Interven&#231;&#245;es em Estradas Vicinais. Daniel Te&#243;filo Anvar","2017-11-30T00:00:00.000","Individual Consultant","Federative Republic of Brazil","115903.0"
"2022-09-12T00:00:00.000","2018","Pernambuco Rural Economic Inclusion","Consultant Services","1558813","Contracao de um engenheiro civil com consultor individual especializado para suporte a analise e acompanhamento de subprojetos de infraestrutura rural oriundos das OPFs","2018-02-15T00:00:00.000","Individual Consultant","Federative Republic of Brazil","18484.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Non-consulting Services","1558804","Capacita&#231;&#227;o da Assist&#234;ncia T&#233;cnica para Apoio &#224; Restaura&#231;&#227;o da Reserva Legal","2017-09-18T00:00:00.000","IPEF - INSTITUTO DE PESQUISAS E ESTUDOS FLORESTAIS","Federative Republic of Brazil","10702.0"
"2022-09-12T00:00:00.000","2018","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","1594270","Assessoramento &#224; Superintend&#234;ncia de Infraestrutura de Transportes em A&#231;&#245;es de Levantamento Diagn&#243;stico e Supervis&#227;o da Execu&#231;&#227;o das Obras de Interven&#231;&#245;es em Estradas Vicinais. Cristiano Dias Pereira","2017-11-30T00:00:00.000","Individual Consultant","Federative Republic of Brazil","89237.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1572762","Aquisi&#231;&#227;o de um implemento agr&#237;cola perfurador de solo acopl&#225;vel a tomada de for&#231;a de trator.","2018-02-07T00:00:00.000","TRATORNAN MÁQUINAS, IMPLEMENTOS E EQUIPAMENTOS LTDA","Federative Republic of Brazil","1027.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1594278","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Vera Cruz.","2018-05-11T00:00:00.000","A.G.E. CONSTRUÇÕES EIRELI ME","Federative Republic of Brazil","48561.0"
