"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2020","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 9 - Natal - Escola Estadual Zila Mamede","2019-11-26T00:00:00.000","CONSTRUTORA GURGEL SOARES LTDA","Federative Republic of Brazil","BR","509433.0","ID4 6 CW - CT 169/2019"
"2021","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","CAIXA C&#202;NICA","2021-04-26T00:00:00.000","CONSÓRCIO CRM/EDCON","Federative Republic of Brazil","BR","505828.0","CT 15/2021 - ID142 CW"
"2019","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","LOTE 01 - NATAL (Reforma e Ampliac&#807;a&#771;o da Escola Estadual Djalma Aranha Marinho em Natal/RN).","2018-09-17T00:00:00.000","ARKO CONSTRUÇÕES LTDA","Federative Republic of Brazil","BR","505302.0","ID4 3 CW"
"2021","Brazil","BR Espirito Santo Integrated Sustainable Water Management Project","Goods","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Aquisi&#231;&#227;o de Plataforma de Coleta de Dados para monitoramento meteorol&#243;gico do Estado do Esp&#237;rito Santo.","2020-07-24T00:00:00.000","HOBECO SUDAMERICANA LTDA","Federative Republic of Brazil","BR","505293.0","SEAMA 1H10-CT 002/2020"
"2021","Brazil","Tocantins Integrated Sustainable Regional Development","Goods","Request for Bids","Education;Transportation;Public Administration","Grupos 2,3,4,7 e 8 - AQUISI&#199;&#195;O DE EQUIPAMENTOS PARA 5 (CINCO) ABATEDOUROS DE BOVINOS e KIT B&#193;SICO PARA 05 MATADOUROS","2020-08-07T00:00:00.000","LGA MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS EIRELI EPP","Federative Republic of Brazil","BR","502684.0","638"
"2018","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Civil Works","Request for Bids","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Lote 03- 70 po&#231;os tubulares nos territ&#243;rios 2, 12, 13 e 20","2018-03-23T00:00:00.000","PROSOLO IMPLEMENTOS AGRICOLAS LTDA","Federative Republic of Brazil","BR","501856.0","BR-CERB-BA-55632-CW-RFB"
"2019","Brazil","Second Bolsa Fam&#237;lia","Non-consulting Services","Request for Bids","Social Protection","Realiza&#231;&#227;o servi&#231;os gr&#225;ficos, impress&#227;o, e montagem de Kits de Educa&#231;&#227;o financeira, que
incluem material gr&#225;fico e outros","2018-09-21T00:00:00.000","ATHALAIA GRÁFICA E EDITORA LTDA","Federative Republic of Brazil","BR","498177.0","NCB 03/2018"
"2020","Brazil","BR Municipal APL: Teresina Enhancing Municipal Governance and Quality of Life Project","Consultant Services","Quality And Cost-Based Selection","Transportation;Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","PROJETOS B&#193;SICO E EXECUTIVOS - OBRAS DE ADEQUA&#199;&#195;O &#192;S RECOMENDA&#199;&#213;ES DO PAINEL DE SEGURAN&#199;A","2019-07-30T00:00:00.000","TPF - ENGENHARIA LTDA","Federative Republic of Brazil","BR","497679.0","BR-PREFEITURA TEREZINA-65311-CS-"
"2022","Brazil","Paraiba Sustainable Rural Development","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrata&#231;&#227;o de empresa para constru&#231;&#227;o de 3.500 cisternas de placas.","2022-05-03T00:00:00.000","JMR CONSTRUÇÕES EIRELI","Federative Republic of Brazil","BR","496758.0","191280-CW-RFP"
"2019","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","ARM&#193;RIO ALTO","2018-11-21T00:00:00.000","ACOPLAST INDUSTRIA E COMERCIO LTDA - ME","Federative Republic of Brazil","BR","495629.0","067/2018 SEDUC"
"2021","Brazil","Tocantins Integrated Sustainable Regional Development","Civil Works","Request for Bids","Education;Transportation;Public Administration","Elimina&#231;&#227;o de Pontos Cr&#237;ticos em Rodovias Estaduais N&#227;o Pavimentadas atrav&#233;s da constru&#231;&#227;o de Pontes, Bueiros e Galerias &#8211; Lote 4","2021-02-02T00:00:00.000","ENGICOM – ENGENHARIA IND. E COMÉRCIO EIRELI","Federative Republic of Brazil","BR","492290.0","660D"
"2018","Brazil","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","Least Cost Selection","Transportation","Contrato de presta&#231;&#227;o de servi&#231;os de elabora&#231;&#227;o de projeto de engenharia (4 meses)","2017-11-27T00:00:00.000","PAVESYS ENGENHARIA","Federative Republic of Brazil","BR","490313.0","BR-SEINFRA-BA-24802-CS-LCS"
"2020","Brazil","BR Espirito Santo Integrated Sustainable Water Management Project","Goods","E-Auctions","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Fornecimento de 410 Minicomputadores e 520 Monitores.","2019-10-14T00:00:00.000","PRINT SOLUÇÃO EM TECNOLOGIA","Federative Republic of Brazil","BR","489979.0","017/2019"
"2021","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Reforma e Amplia&#231;&#227;o de Escola Estadual no munic&#237;pio de Marcelino Vieira","2021-02-17T00:00:00.000","ARKO CONSTRUÇÕES LTDA","Federative Republic of Brazil","BR","482681.0","CT 12/2021 - ID4 7 1 CW"
"2019","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","LOTE 01 - ALMINO AFONSO Obra e servi&#231;os de Engenharia a serem prestados conforme projeto arquitet&#244;nico, estrutural, el&#233;trico, sanit&#225;rio e demais a reforma e amplia&#231;&#227;o da E.E. Pedro Gurgel.","2019-04-11T00:00:00.000","CONSTRUTORA GURGEL SOARES LTDA","Federative Republic of Brazil","BR","479619.0","ID4 5 CW CONTRATO 29/2019"
"2018","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","CAMISA COM MANGA CURTA","2018-02-27T00:00:00.000","NADIA CORREIA DE ALMEIDA ME","Federative Republic of Brazil","BR","479597.0","001/2018 SEDUC"
"2017","Brazil","Energy and Mineral Sector Strengthening","Goods","Request for Bids","Energy and Extractives","TDR n&#186; 32.3 - Aquisi&#231;&#227;o de Equipamentos para Estudos Geof&#237;sicos: 03 (tr&#234;s) Condutiv&#237;metros Eletromagn&#233;ticos.","2017-06-13T00:00:00.000","HASAGEO COMERCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA  EPP","Federative Republic of Brazil","BR","476288.0","BR-CPRM-32-3"
"2022","Brazil","SABESP - IMPROVING WATER SERVICE ACCESS AND SECURITY IN THE METROPOLITAN REGION OF S&#195;O PAULO PROJECT","Goods","Request for Bids","Water, Sanitation and Waste Management","Fornecimento de Conex&#245;es de Polietileno para execu&#231;&#227;o de obras e substitui&#231;&#227;o de redes e ramais de &#225;gua no Munic&#237;pio de S&#227;o Paulo - Diretoria Metropolitana &#8211; M &#8211; Financiamento BIRD
Lote 9","2022-02-15T00:00:00.000","AGRU TECNOLOGIA EM PLÁSTICO BRASIL","Federative Republic of Brazil","BR","475041.0","BR-SABESP-233539-GO-RFB - LOTE 9"
"2019","Brazil","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Non-consulting Services","E-Auctions","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Contrata&#231;&#227;o de apoio t&#233;cnico e operacional para produ&#231;&#227;o de mudas florestais e frut&#237;feras, a fim de promover a recomposi&#231;&#227;o ambiental das comunidade e Terras Ind&#237;genas beneficiadas com os PDCs e PGTIs","2018-12-03T00:00:00.000","F. O. NASCIMENTO","Federative Republic of Brazil","BR","471551.0","BR-SEPLAN - AC-57050-NC-EA"
"2020","Brazil","Brazil Pernambuco Sustainable Water","Goods","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Aquisicao de Eletrocentro tensao nominal de 13.8kv/2.3kv e 13.8kv/0,38kv com modulo de entrada, com 1 transformador a seco de 75kva e modulo CCM (centro de controle de motores) de media tensao","2019-11-25T00:00:00.000","WEG DRIVES & CONTROLS - AUTOMACAO LTDA","Federative Republic of Brazil","BR","469206.0","BR-SEPLAG-PE-85853-GO-RFB-COMPES"
"2019","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","Aquisi&#231;&#227;o de Resma de Papel A3 e A4","2018-12-26T00:00:00.000","PORT DISTRIBUIDORA DE INFORMATICA E PAPELARIA LTDA","Federative Republic of Brazil","BR","468651.0","068/2018 SEDUC"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 10 - Ventilador Pulmonar","2021-12-17T00:00:00.000","INTERMED EQUIPAMENTOS MÉDICO HOSPITALAR LTDA","Federative Republic of Brazil","BR","466320.0","127/2021"
"2020","Brazil","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","Quality And Cost-Based Selection","Transportation","Sobre a proposta do Cons&#243;rcio PRODEC/Leggio","2020-06-15T00:00:00.000","LEGGIO CONSULTORIA E SISTEMAS","Federative Republic of Brazil","BR","462640.0","BR-SEINFRA-BA-24812-CS-QCBS"
"2020","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 10 - N&#237;sia Floresta - Escola Estadual N&#237;sia Floresta","2019-11-26T00:00:00.000","RVV CONSTRUÇÕES E EMPREENDIMENTOS","Federative Republic of Brazil","BR","461887.0","ID4 6 CW - CT 170/2019"
"2018","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","Kit do Professor","2017-12-01T00:00:00.000","FERGBRAS COMERCIO E SERVICOS LTDA","Federative Republic of Brazil","BR","460909.0","004/2018"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","LOTE 06 - S&#195;O PAULO DO POTENGI","2017-10-10T00:00:00.000","EJF EMPREENDIMENTOS LTDA","Federative Republic of Brazil","BR","457349.0","CT 140/2017"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Reforma Escola Lygia Portela","2022-01-26T00:00:00.000","CONSTRUTORA AZEVEDO COELHO","Federative Republic of Brazil","BR","456116.0","ID143 CW-2"
"2018","Brazil","Piaui: Pillars of Growth and Social Inclusion Project","Goods","Request for Bids","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Aquisi&#231;&#227;o de Ve&#237;culos para suprir as necessidades das ag&#234;ncias implementadoras do Projeto Piau&#237;","2017-12-07T00:00:00.000","HPE AUTOMOTORES DO BRASIL","Federative Republic of Brazil","BR","454444.0","BR-SEPLAN-PI-30415-GO-RFB"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 06 - Central do Cidad&#227;o de S&#227;o Paulo do Potengi","2017-10-10T00:00:00.000","EJF EMPREENDIMENTOS LTDA","Federative Republic of Brazil","BR","454349.0","CT 140/2017"
"2018","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Goods","Request for Bids","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Lote I - FILTRO DE FLUXO ASCENDENTE (Russo).","2018-04-26T00:00:00.000","ACETECNO DO BRASIL INDUSTRIA E COMERCIO DE MAQUINAS E EQUIPAMENTOS","Federative Republic of Brazil","BR","453884.0","BR-CERB-BA-24488-GO-RFB"
"2019","Brazil","Brazil Pernambuco Sustainable Water","Civil Works","Direct Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Obras de abastecimento de agua e esgotamento sanitario na comunidade do Engenho Gameleira, municipio de Catende","2019-05-28T00:00:00.000","ABL ENGENHARIA COMÉRCIO E REPRESENTAÇÃO LTDA","Federative Republic of Brazil","BR","452992.0","BR-SEPLAG-PE-87689-CW-DIR-COMPES"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Reforma da Central do Cidada&#771;o do Munici&#769;pio de Assu&#769;IRN.","2017-12-04T00:00:00.000","F DOIS ENGENHARIA LTDA","Federative Republic of Brazil","BR","451791.0","ID46 4 CW"
"2022","Brazil","Paraiba Sustainable Rural Development","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrata&#231;&#227;o de empresa para constru&#231;&#227;o de 268 cisternas de placas.","2022-05-03T00:00:00.000","IMPERTEC CONSTRUÇÕES E SERVIÇOS LTDA.","Federative Republic of Brazil","BR","450988.0","BR-COOPERAR -191280-CW-RFP"
"2019","Brazil","FIP: Environmental regularization of rural lands in the Cerrado of Brazil","Non-consulting Services","Request for Bids","Agriculture, Fishing and Forestry","Contrato 03/2018 - Assinado em 28/12/2018 - Execu&#231;&#227;o de 5 sublotes de 4.000 CAR em Minas Gerais. Contrato 02/2019 - Assinado em 18/01/2019 - Execu&#231;&#227;o de 1 sublote de 4.000 CAR em Minas Gerais.","2018-12-28T00:00:00.000","HOMINUS GESTÃO E TECNOLOGIA LTDA","Federative Republic of Brazil","BR","450678.0","BR-SFB-59208-NC-RFB"
"2018","Brazil","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Non-consulting Services","Request for Bids","Transportation","030-CT189/2017: Levantamento de Condi&#231;&#245;es de Superf&#237;cie, Medi&#231;&#245;es de Deflex&#245;es Recuper&#225;veis e Irregularidade Longitudinal da Superf&#237;cie dos pavimentos da malha rodovi&#225;ria estadual pavimentada da Bahia","2017-12-15T00:00:00.000","ROADRUNNER ENGENHARIA","Federative Republic of Brazil","BR","448311.0","BR-SEINFRA-BA-206115-NC-RFB"
"2017","Brazil","Recife Swap Education and Public Management","Consultant Services","Quality And Cost-Based Selection","Education;Transportation;Public Administration","Plano de Reestrutra&#231;&#227;o Urbana e Dinamiza&#231;&#227;o Econ&#244;mica Territorial de centralidades do Recife.","2017-04-10T00:00:00.000","CONSÓRCIO DIAGONAL - FACCTA","Federative Republic of Brazil","BR","444750.0","002/2016 ICPS"
"2021","Brazil","Amazon Sustainable Landscapes Project","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","CONTRATA&#199;&#195;O DE SERVI&#199;OS PESSOA JUR&#205;DICA PARA EXECU&#199;&#195;O DE SERVI&#199;OS DE RECOMPOSI&#199;&#195;O FLORESTAL NO &#194;MBITO DO PRA ACRE - SEMA AC","2021-06-02T00:00:00.000","TECMAN - TECNOLOGIA E MANEJO FLORESTAL","Federative Republic of Brazil","BR","443481.0","BR-CI-127254-NC-RFQ"
"2022","Brazil","Amazon Sustainable Landscapes Project","Non-consulting Services","Direct Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","SERVI&#199;OS DE SENSORIAMENTO REMOTO POR RADAR DE ABERTURA SINT&#201;TICA INTERFEROM&#201;TRICO AEROTRANSPORTADO","2021-11-18T00:00:00.000","VISIONA TECNOLOGIA ESPACIAL S.A.,","Federative Republic of Brazil","BR","442984.0","BR-CI-247093-NC-DIR"
"2020","Brazil","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","Quality And Cost-Based Selection","Transportation","Contrato celebrado com o Cons&#243;rcio PRODEC/LEGGIO","2020-06-15T00:00:00.000","LEGGIO CONSULTORIA E SISTEMAS","Federative Republic of Brazil","BR","441892.0","005-CT045/2020"
