"year","month","month_code","district_code","district","total_temporary_assistance_cases","total_temporary_assistance_recipients","total_temporary_assistance_children","total_temporary_assistance_adults","total_temporary_assistance_expenditures","family_assistance_federally_participating_cases","family_assistance_federally_participating_recipients","family_assistance_federally_participating_children","family_assistance_federally_participating_adults","family_assistance_federally_participating_expenditures","safety_net_assistance_cases","safety_net_assistance_recipients","safety_net_assistance_children","safety_net_assistance_adults","safety_net_assistance_expenditures","federally_participating_temporary_assistance_for_needy_families_cases","federally_participating_temporary_assistance_for_needy_families_recipients","federally_participating_temporary_assistance_for_needy_families_expenditures","federally_non_participating_cases","federally_non_participating_recipients","federally_non_participating_expenditures","safety_net_assistance_federally_participating_cases","safety_net_assistance_federally_participating_recipients","safety_net_assistance_federally_participating_children","safety_net_assistance_federally_participating_adults","safety_net_assistance_federally_participating_expenditures","safety_net_federally_non_participating_cases","safety_net_federally_non_participating_recipients","safety_net_federally_non_participating_children","safety_net_federally_non_participating_adults","safety_net_federally_non_participating_expenditures","maintenance_of_effort_cases","maintenance_of_effort_recipients","maintenance_of_effort_children","maintenance_of_effort_adults","maintenance_of_effort_expenditures","non_maintenance_of_effort_cases","non_maintenance_of_effort_recipients","non_maintenance_of_effort_children","non_maintenance_of_effort_adults","non_maintenance_of_effort_expenditures"
"2021","August","8","36","Otsego","171","260","125","135","140349","63","118","98","20","66293","108","142","27","115","74056","66","128","69575","105","132","70774","3","10","5","5","3282","105","132","22","110","70774","5","23","18","5","4194","100","109","4","105","66580"
"2021","August","8","37","Putnam","62","80","53","27","40410","31","47","46","1","15654","31","33","7","26","24756","32","48","15837","30","32","24573","1","1","0","1","183","30","32","7","25","24573","0","0","0","0","0","30","32","7","25","24573"
"2021","August","8","38","Rensselaer","679","1404","970","434","472806","389","818","669","149","228947","290","586","301","285","243859","393","830","232375","286","574","240431","4","12","6","6","3428","286","574","295","279","240431","86","317","232","85","68963","200","257","63","194","171468"
"2021","August","8","39","Rockland","575","954","512","442","431547","215","454","380","74","150563","360","500","132","368","280984","218","464","155685","357","490","275862","3","10","6","4","5122","357","490","126","364","275862","20","63","43","20","11182","337","427","83","344","264680"
"2021","August","8","4","Cattaraugus","704","1039","495","544","402786","253","495","402","93","132563","451","544","93","451","270223","271","540","143600","433","499","259186","18","45","25","20","11037","433","499","68","431","259186","18","57","38","19","10817","415","442","30","412","248369"
"2021","August","8","40","St. Lawrence","643","1060","568","492","329346","266","493","393","100","135518","377","567","175","392","193828","269","499","136848","374","561","192498","3","6","3","3","1330","374","561","172","389","192498","53","180","125","55","36595","321","381","47","334","155903"
"2021","August","8","41","Saratoga","307","426","261","165","174988","146","251","227","24","71700","161","175","34","141","103288","148","255","72492","159","171","102496","2","4","2","2","792","159","171","32","139","102496","2","11","8","3","906","157","160","24","136","101590"
"2021","August","8","42","Schenectady","1025","1848","1163","685","640311","465","969","838","131","314754","560","879","325","554","325557","470","979","316622","555","869","323689","5","10","4","6","1868","555","869","321","548","323689","83","315","230","85","49862","472","554","91","463","273827"
"2021","August","8","43","Schoharie","103","164","105","59","80320","63","111","93","18","42415","40","53","12","41","37905","63","111","42415","40","53","37905","0","0","0","0","0","40","53","12","41","37905","2","8","6","2","1698","38","45","6","39","36207"
"2021","August","8","44","Schuyler","113","160","86","74","63217","39","67","64","3","19659","74","93","22","71","43558","40","69","20052","73","91","43165","1","2","1","1","393","73","91","21","70","43165","4","15","10","5","2727","69","76","11","65","40438"
"2021","August","8","45","Seneca","179","274","136","138","103649","65","122","98","24","35046","114","152","38","114","68603","66","123","35621","113","151","68028","1","1","0","1","575","113","151","38","113","68028","12","38","24","14","7621","101","113","14","99","60407"
"2021","August","8","46","Steuben","706","1024","506","518","359832","273","519","437","82","132866","433","505","69","436","226966","273","519","132866","433","505","226966","0","0","0","0","0","433","505","69","436","226966","21","76","51","25","12991","412","429","18","411","213975"
"2021","August","8","47","Suffolk","4811","7886","3892","3994","7152388","1536","3187","2577","610","2541851","3275","4699","1315","3384","4610537","1554","3240","2584991","3257","4646","4567397","18","53","33","20","43140","3257","4646","1282","3364","4567397","374","1379","978","401","955318","2883","3267","304","2963","3612079"
"2021","August","8","48","Sullivan","511","828","465","363","351438","204","410","352","58","112593","307","418","113","305","238845","207","418","114915","304","410","236523","3","8","5","3","2322","304","410","108","302","236523","28","101","71","30","21290","276","309","37","272","215233"
"2021","August","8","49","Tioga","256","389","284","105","138228","149","245","232","13","78034","107","144","52","92","60194","153","256","80945","103","133","57283","4","11","6","5","2911","103","133","46","87","57283","6","25","19","6","5191","97","108","27","81","52092"
"2021","August","8","5","Cayuga","623","1042","578","464","436171","247","541","443","98","159694","376","501","135","366","276477","256","565","170677","367","477","265494","9","24","14","10","10983","367","477","121","356","265494","29","100","69","31","16968","338","377","52","325","248526"
"2021","August","8","50","Tompkins","558","764","305","459","507399","163","312","243","69","112046","395","452","62","390","395353","168","319","120877","390","445","386522","5","7","2","5","8831","390","445","60","385","386522","17","47","30","17","9555","373","398","30","368","376967"
"2021","August","8","51","Ulster","729","1161","619","542","734903","290","561","460","101","255328","439","600","159","441","479575","292","566","269028","437","595","465875","2","5","3","2","13700","437","595","156","439","465875","56","163","103","60","80139","381","432","53","379","385736"
"2021","August","8","52","Warren","192","270","141","129","153370","80","137","122","15","41686","112","133","19","114","111684","83","148","48095","109","122","105275","3","11","6","5","6409","109","122","13","109","105275","3","10","7","3","3265","106","112","6","106","102010"
"2021","August","8","53","Washington","282","443","263","180","173525","148","278","231","47","83739","134","165","32","133","89786","149","280","84030","133","163","89495","1","2","1","1","291","133","163","31","132","89495","5","15","11","4","3550","128","148","20","128","85945"
"2021","August","8","54","Wayne","366","574","345","229","196727","182","347","295","52","92231","184","227","50","177","104496","191","378","100023","175","196","96704","9","31","20","11","7792","175","196","30","166","96704","11","29","19","10","5595","164","167","11","156","91109"
"2021","August","8","55","Westchester","3337","6029","3375","2654","3598073","1256","2780","2278","502","1618223","2081","3249","1097","2152","1979850","1261","2796","1622729","2076","3233","1975344","5","16","9","7","4506","2076","3233","1088","2145","1975344","441","1425","973","452","751767","1635","1808","115","1693","1223577"
"2021","August","8","56","Wyoming","130","192","103","89","68352","59","112","93","19","29484","71","80","10","70","38868","64","122","33090","66","70","35262","5","10","5","5","3606","66","70","5","65","35262","1","3","2","1","668","65","67","3","64","34594"
"2021","August","8","57","Yates","145","210","119","91","83861","71","128","107","21","35412","74","82","12","70","48449","71","128","35412","74","82","48449","0","0","0","0","0","74","82","12","70","48449","2","5","4","1","1161","72","77","8","69","47288"
"2021","August","8","6","Chautauqua","1582","3042","1782","1260","793460","725","1709","1317","392","395238","857","1333","465","868","398222","732","1729","397734","850","1313","395726","7","20","13","7","2496","850","1313","452","861","395726","123","435","303","132","74627","727","878","149","729","321099"
"2021","August","8","66","New York City","191483","355625","152279","203346","112117092","44868","106118","73079","33039","25549367","146615","249507","79200","170307","86567725","44904","106189","25564674","146579","249436","86552418","36","71","43","28","15307","146579","249436","79157","170279","86552418","28242","93372","57373","35999","19469354","118337","156064","21784","134280","67083064"
"2021","August","8","7","Chemung","642","978","638","340","359608","328","610","540","70","169972","314","368","98","270","189636","331","617","171149","311","361","188459","3","7","3","4","1177","311","361","95","266","188459","10","42","32","10","7487","301","319","63","256","180972"
"2021","August","8","8","Chenango","280","418","261","157","129121","152","272","238","34","79007","128","146","23","123","50114","153","274","79256","127","144","49865","1","2","1","1","249","127","144","22","122","49865","5","19","15","4","2015","122","125","7","118","47850"
"2021","August","8","9","Clinton","562","836","482","354","311073","268","486","415","71","133183","294","350","67","283","177890","271","492","135654","291","344","175419","3","6","3","3","2471","291","344","64","280","175419","17","53","35","18","11615","274","291","29","262","163804"
"2021","July","7","1","Albany","1176","2047","1322","725","669785","605","1183","1026","157","350399","571","864","296","568","319386","609","1192","354543","567","855","315242","4","9","5","4","4144","567","855","291","564","315242","75","265","187","78","44495","492","590","104","486","270747"
"2021","July","7","10","Columbia","291","442","240","202","301376","121","233","195","38","94865","170","209","45","164","206511","124","238","98332","167","204","203044","3","5","2","3","3467","167","204","43","161","203044","13","43","30","13","9163","154","161","13","148","193881"
"2021","July","7","11","Cortland","322","492","253","239","179005","127","250","206","44","67188","195","242","47","195","111817","133","270","72563","189","222","106442","6","20","13","7","5375","189","222","34","188","106442","9","32","22","10","5834","180","190","12","178","100608"
"2021","July","7","12","Delaware","155","242","144","98","72192","92","167","129","38","41953","63","75","15","60","30239","92","167","41953","63","75","30239","0","0","0","0","0","63","75","15","60","30239","4","14","10","4","2941","59","61","5","56","27298"
"2021","July","7","13","Dutchess","927","1448","787","661","986273","394","814","663","151","391664","533","634","124","510","594609","402","834","420145","525","614","566128","8","20","12","8","28481","525","614","112","502","566128","30","94","64","30","31968","495","520","48","472","534160"
"2021","July","7","14","Erie","8025","15393","8785","6608","3772967","3196","7238","5631","1607","1733631","4829","8155","3154","5001","2039336","3231","7315","1757091","4794","8078","2015876","35","77","41","36","23460","4794","8078","3113","4965","2015876","813","3132","2292","840","475665","3981","4946","821","4125","1540211"
"2021","July","7","15","Essex","86","122","81","41","49799","50","81","74","7","24512","36","41","7","34","25287","50","81","24512","36","41","25287","0","0","0","0","0","36","41","7","34","25287","3","7","4","3","1469","33","34","3","31","23818"
