"nopd_item","type","typetext","priority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","block_address","zip","policedistrict","location"
"A0010111","21","COMPLAINT OTHER","2H","3666765.00000000","521832.00000000","2011-01-01T00:23:30.000","2011-01-01T00:27:37.000","2011-01-01T00:34:22.000","2011-01-01T00:37:48.000","GOA","GONE ON ARRIVAL","Joseph St & St Charles Ave","70115","2","(29.929295967851, -90.114923607402)"
"A0010211","94","DISCHARGING FIREARMS","2B","3683302.00000000","556822.00000000","2011-01-01T00:25:30.000","2011-01-01T00:28:41.000","2011-01-01T00:39:33.000","2011-01-01T00:43:11.000","UNF","UNFOUNDED","Elysian Fields Ave & Leon C Simo","70122","3","(30.025012375128, -90.061493462315)"
"A0010311","21","COMPLAINT OTHER","1H","3680964.00000000","530937.00000000","2011-01-01T00:26:49.000","2011-01-01T00:26:52.000",,"2011-01-01T00:30:03.000","NAT","NECESSARY ACTION TAKEN","001XX Bourbon St","70112","8","(29.953908893405, -90.069783115791)"
"A0010411","94","DISCHARGING FIREARMS","2A","3688249.00000000","530316.00000000","2011-01-01T00:27:06.000","2011-01-01T00:27:37.000",,"2011-01-01T00:39:57.000","UNF","UNFOUNDED","004XX Elmira Ave","70114","4","(29.951978455628, -90.046802154551)"
"A0010511","21","COMPLAINT OTHER","1H","3681624.00000000","531805.00000000","2011-01-01T00:27:49.000","2011-01-01T00:27:51.000","2011-01-01T00:51:49.000","2011-01-01T00:52:02.000","NAT","NECESSARY ACTION TAKEN","004XX Bourbon St","70112","8","(29.956275570569, -90.067668834132)"
"A0010611","21","COMPLAINT OTHER","1H","3680592.00000000","531669.00000000","2011-01-01T00:28:39.000","2011-01-01T00:28:42.000","2011-01-01T02:40:56.000","2011-01-01T03:08:05.000","NAT","NECESSARY ACTION TAKEN","Burgundy St & Iberville St","70112","8","(29.955932920193, -90.070932273881)"
"A0010711","94","DISCHARGING FIREARMS","2B","3684513.00000000","537011.00000000","2011-01-01T00:27:59.000","2011-01-01T00:30:12.000","2011-01-01T00:31:54.000","2011-01-01T00:39:55.000","UNF","UNFOUNDED","013XX Frenchmen St","70116","5","(29.970502215321, -90.058363442593)"
"A0010811","94F","FIREWORKS","1H","3707948.00000000","563873.00000000","2011-01-01T00:29:22.000","2011-01-01T00:39:25.000",,"2011-01-01T00:39:27.000","UNF","UNFOUNDED","074XX Hansbrough Ave","70127","7","(30.043624621092, -89.98335422603)"
"A0010911","94F","FIREWORKS","1H","3699594.00000000","521128.00000000","2011-01-01T00:29:46.000","2011-01-01T01:20:11.000",,"2011-01-01T01:20:15.000","NAT","NECESSARY ACTION TAKEN","027XX Prancer St","70131","4","(29.92635952906, -90.011314936508)"
"A0011011","94F","FIREWORKS","1H","3683506.00000000","545428.00000000","2011-01-01T00:31:00.000","2011-01-01T00:35:59.000","2011-01-01T00:42:17.000","2011-01-01T00:42:51.000","UNF","UNFOUNDED","021XX Lafreniere St","70122","3","(29.993676779599, -90.061248554681)"
"A0011111","21","COMPLAINT OTHER","1H","3693137.00000000","543903.00000000","2011-01-01T00:30:30.000","2011-01-01T04:25:40.000","2011-01-01T04:25:42.000","2011-01-01T04:30:24.000","NAT","NECESSARY ACTION TAKEN","032XX Edith Weston Pl","70126","5","(29.989186072974, -90.030880571745)"
"A0011311","94","DISCHARGING FIREARMS","2B","3677980.00000000","527305.00000000","2011-01-01T00:31:54.000","2011-01-01T00:37:15.000",,"2011-01-01T00:37:19.000","NAT","NECESSARY ACTION TAKEN","012XX S Saratoga St","70113","6","(29.944012246765, -90.079330876324)"
"A0011411","20","AUTO ACCIDENT","1C","3679852.00000000","543818.00000000","2011-01-01T00:31:13.000","2011-01-01T00:49:39.000",,"2011-01-01T01:51:22.000","RTF","REPORT TO FOLLOW","Gentilly Blvd & Paris Ave","70119","3","(29.989360882133, -90.07284693072)"
"A0011511","94F","FIREWORKS","1H","3663429.00000000","537672.00000000","2011-01-01T00:32:24.000","2011-01-01T00:58:28.000","2011-01-01T01:05:38.000","2011-01-01T01:13:13.000","UNF","UNFOUNDED","034XX Camphor St","70118","3","(29.972947973118, -90.124927435172)"
"A0011611","17F","FUGITIVE ATTTACHMENT","1G","3681838.00000000","532083.00000000","2011-01-01T00:33:20.000","2011-01-01T00:33:23.000",,"2011-01-01T01:08:10.000","RTF","REPORT TO FOLLOW","005XX Bourbon St","70112","8","(29.957033474755, -90.066983392922)"
"A0011711","94","DISCHARGING FIREARMS","2B","3684936.00000000","537976.00000000","2011-01-01T00:33:25.000","2011-01-01T00:33:28.000",,"2011-01-01T00:36:31.000","UNF","UNFOUNDED","N Claiborne Ave & Elysian Fields","70117","5","(29.973142680604, -90.056993615708)"
"A0011811","94F","FIREWORKS","1H","3679477.00000000","539887.00000000","2011-01-01T00:32:58.000","2011-01-01T00:39:09.000","2011-01-01T00:45:02.000","2011-01-01T01:04:37.000","UNF","UNFOUNDED","025XX Lapeyrouse St","70119","1","(29.978563340202, -90.074167896981)"
"A0011911","21","COMPLAINT OTHER","1H","3681624.00000000","531805.00000000","2011-01-01T00:34:33.000","2011-01-01T00:34:35.000",,"2011-01-01T01:15:01.000","RTF","REPORT TO FOLLOW","004XX Bourbon St","70112","8","(29.956275570569, -90.067668834132)"
"A0012011","94","DISCHARGING FIREARMS","2B","3676878.00000000","543988.00000000","2011-01-01T00:33:39.000","2011-01-01T00:35:39.000","2011-01-01T00:37:56.000","2011-01-01T00:42:41.000","UNF","UNFOUNDED","033XX Roger Williams St","70119","3","(29.98991794408, -90.082235083132)"
"A0012111","103","DISTURBANCE (OTHER)","1C","3681239.00000000","531297.00000000","2011-01-01T00:35:07.000","2011-01-01T00:35:18.000",,"2011-01-01T00:35:52.000","NAT","NECESSARY ACTION TAKEN","002XX Bourbon St","70112","8","(29.954890430343, -90.068902235361)"
"A0012211","62A","BURGLAR ALARM, SILEN","2C","3680250.00000000","543771.00000000","2011-01-01T00:34:05.000","2011-01-01T00:37:04.000","2011-01-01T00:43:04.000","2011-01-01T00:51:55.000","NAT","NECESSARY ACTION TAKEN","031XX Bruxelles St","70119","3","(29.989219604094, -90.071591398583)"
"A0012311","103","DISTURBANCE (OTHER)","1C","3681469.00000000","531012.00000000","2011-01-01T00:35:14.000","2011-01-01T00:35:20.000",,"2011-01-01T01:25:22.000","NAT","NECESSARY ACTION TAKEN","002XX Royal St","70130","8","(29.954099796101, -90.068185919318)"
"A0012411","94","DISCHARGING FIREARMS","2B","3696047.00000000","558842.00000000","2011-01-01T00:33:55.000","2011-01-01T00:37:21.000",,"2011-01-01T00:38:38.000","NAT","NECESSARY ACTION TAKEN","062XX Craigie Rd","70126","7","(30.030171470899, -90.021148402818)"
"A0012511","21","COMPLAINT OTHER","1H","3681339.00000000","532020.00000000","2011-01-01T00:36:31.000","2011-01-01T00:36:35.000",,"2011-01-01T00:59:39.000","NAT","NECESSARY ACTION TAKEN","004XX Dauphine St","70112","8","(29.956875400556, -90.068561274319)"
"A0012611","107","SUSPICIOUS PERSON","2B","3683789.00000000","534711.00000000","2011-01-01T00:36:38.000","2011-01-01T00:36:41.000","2011-01-01T00:36:52.000","2011-01-01T01:17:28.000","NAT","NECESSARY ACTION TAKEN","014XX Pauger St","70116","8","(29.964200141329, -90.060730586798)"
"A0012711","103","DISTURBANCE (OTHER)","2C","3691807.00000000","537764.00000000","2011-01-01T00:35:13.000","2011-01-01T00:39:02.000","2011-01-01T00:46:25.000","2011-01-01T00:51:31.000","NAT","NECESSARY ACTION TAKEN","017XX Pauline St","70117","5","(29.972347521106, -90.035301303284)"
"A0012811","103","DISTURBANCE (OTHER)","1A","3669549.00000000","522901.00000000","2011-01-01T00:36:20.000",,,"2011-01-01T01:40:14.000","VOI","VOID","022XX Valence St","70115","2","(29.932153683061, -90.106098876386)"
"A0013011","21","COMPLAINT OTHER","1H","3681143.00000000","530630.00000000","2011-01-01T00:38:40.000","2011-01-01T00:38:43.000",,"2011-01-01T01:05:44.000","NAT","NECESSARY ACTION TAKEN","007XX Canal St","70130","8","(29.953059318448, -90.06922860188)"
"A0013111","20","AUTO ACCIDENT","1C","3666615.00000000","550383.00000000","2011-01-01T00:37:36.000","2011-01-01T00:44:21.000","2011-01-01T01:06:27.000","2011-01-01T02:06:45.000","RTF","REPORT TO FOLLOW","Bragg St & West End Blvd","70124","3","(30.007806119624, -90.114438364923)"
"A0013211","94","DISCHARGING FIREARMS","2B","3683624.00000000","543963.00000000","2011-01-01T00:38:24.000","2011-01-01T00:41:15.000","2011-01-01T00:41:17.000","2011-01-01T00:45:42.000","UNF","UNFOUNDED","021XX Treasure St","70122","3","(29.989644947491, -90.060927199786)"
"A0013311","35","SIMPLE BATTERY","1D","3681184.00000000","531226.00000000","2011-01-01T00:39:40.000","2011-01-01T00:39:43.000",,"2011-01-01T02:41:25.000","RTF","REPORT TO FOLLOW","002XX Bourbon St","70112","8","(29.9546968731, -90.069078377994)"
"A0013411","21","COMPLAINT OTHER","1H","3672248.00000000","534848.00000000","2011-01-01T00:39:40.000","2011-01-01T00:40:01.000",,"2011-01-01T00:40:33.000","NAT","NECESSARY ACTION TAKEN","033XX Tulane Ave","70119","1","(29.964924243463, -90.097171497061)"
"A0013511","100","HIT & RUN","1E","3699421.00000000","515794.00000000","2011-01-01T00:40:13.000","2011-01-01T00:40:15.000","2011-01-01T00:43:12.000","2011-01-01T01:56:41.000","RTF","REPORT TO FOLLOW","XX Kings Canyon Dr","70131","4","(29.911698335111, -90.012055204572)"
"A0013611","67A","AUTO THEFT","1A","3679777.00000000","530544.00000000","2011-01-01T00:38:29.000","2011-01-01T02:37:53.000","2011-01-01T02:56:20.000","2011-01-01T02:56:36.000","UNF","UNFOUNDED","Gravier St & O'Keefe Ave","70112","8","(29.952864213788, -90.073544817486)"
"A0013711","65P","SIMPLE ROBBERY - PUR","1A","3681142.00000000","531221.00000000","2011-01-01T00:36:14.000","2011-01-01T02:52:07.000",,"2011-01-01T02:53:43.000","VOI","VOID","008XX Iberville St","70112","8","(29.95468439893, -90.069211171909)"
"A0013811","95G","ILLEGAL CARRYING OF","2B","3681602.00000000","531810.00000000","2011-01-01T00:40:46.000","2011-01-01T00:40:52.000","2011-01-01T01:03:33.000","2011-01-01T02:43:11.000","RTF","REPORT TO FOLLOW","Bourbon St & Conti St","70112","8","(29.956289987038, -90.067738128318)"
"A0013911","18","TRAFFIC  INCIDENT","1H","3686733.00000000","537930.00000000","2011-01-01T00:40:50.000","2011-01-01T00:40:54.000","2011-01-01T00:53:37.000","2011-01-01T01:37:29.000","NAT","NECESSARY ACTION TAKEN","Music St & N Robertson St","70117","5","(29.97296103564, -90.051319971703)"
"A0014011","24","AMBULANCE REQUEST","2B","3679876.00000000","530885.00000000","2011-01-01T00:41:18.000","2011-01-01T00:41:24.000","2011-01-01T00:41:41.000","2011-01-01T02:38:26.000","NAT","NECESSARY ACTION TAKEN","Common St & O'Keefe Ave","70112","8","(29.953798855662, -90.073220378376)"
"A0014111","21","COMPLAINT OTHER","1H","3673761.00000000","541141.00000000","2011-01-01T00:41:41.000","2011-01-01T00:41:43.000","2011-01-01T00:41:46.000","2011-01-01T00:48:58.000","NAT","NECESSARY ACTION TAKEN","010XX N Carrollton Ave","70119","1","(29.982182887142, -90.092178268675)"
"A0014211","21","COMPLAINT OTHER","1H","3681365.00000000","530623.00000000","2011-01-01T00:40:28.000","2011-01-01T00:42:41.000","2011-01-01T00:44:30.000","2011-01-01T00:56:08.000","NAT","NECESSARY ACTION TAKEN","006XX Canal St","70130","8","(29.953033334664, -90.068527867372)"
"A0014311","911","SILENT E-911 CALL","2D","3663351.00000000","528716.00000000","2011-01-01T00:41:06.000","2011-01-01T00:44:17.000","2011-01-01T00:53:37.000","2011-01-01T00:59:30.000","NAT","NECESSARY ACTION TAKEN","015XX Fern St","70118","2","(29.948324156535, -90.125471933201)"
"A0014411","103","DISTURBANCE (OTHER)","2C","3708480.00000000","554754.00000000","2011-01-01T00:39:28.000","2011-01-01T00:42:46.000","2011-01-01T00:50:43.000","2011-01-01T01:10:24.000","NAT","NECESSARY ACTION TAKEN","046XX Camelot Dr","70127","7","(30.018533717777, -89.982012772862)"
"A0014511","18","TRAFFIC  INCIDENT","1H","3694469.00000000","526921.00000000","2011-01-01T00:42:01.000","2011-01-01T00:42:04.000","2011-01-01T00:42:09.000","2011-01-01T00:52:15.000","NAT","NECESSARY ACTION TAKEN","Gen Meyer Ave & Pace Blvd","70114","4","(29.942449889244, -90.027284604705)"
"A0014611","18","TRAFFIC  INCIDENT","1H","3680226.00000000","541564.00000000","2011-01-01T00:43:03.000","2011-01-01T00:43:07.000",,"2011-01-01T00:54:56.000","NAT","NECESSARY ACTION TAKEN","N Broad St & St Bernard Ave","70119","1","(29.983151853576, -90.071743962337)"
"A0014711","103","DISTURBANCE (OTHER)","1C","3676288.00000000","527306.00000000","2011-01-01T00:42:14.000","2011-01-01T01:02:40.000","2011-01-01T01:07:40.000","2011-01-01T01:09:16.000","UNF","UNFOUNDED","025XX Mlk Blvd","70113","6","(29.944065804043, -90.084672958615)"
"A0014811","94","DISCHARGING FIREARMS","2B","3677012.00000000","524498.00000000","2011-01-01T00:43:12.000","2011-01-01T00:46:24.000","2011-01-01T00:49:12.000","2011-01-01T01:05:29.000","NAT","NECESSARY ACTION TAKEN","Baronne St & Jackson Ave","70113","6","(29.936323015681, -90.082483868788)"
"A0014911","107","SUSPICIOUS PERSON","2B","3677112.00000000","527194.00000000","2011-01-01T00:44:00.000","2011-01-01T00:44:03.000","2011-01-01T00:59:04.000","2011-01-01T01:07:09.000","NAT","NECESSARY ACTION TAKEN","023XX Thalia St","70113","6","(29.943733125027, -90.08207522114)"
"A0015011","103","DISTURBANCE (OTHER)","1C","3677896.00000000","546107.00000000","2011-01-01T00:43:52.000","2011-01-01T00:48:53.000","2011-01-01T00:49:33.000","2011-01-01T00:53:10.000","NAT","NECESSARY ACTION TAKEN","Milton St & St Bernard Ave","70122","3","(29.995713848369, -90.078946221148)"
"A0015111","94F","FIREWORKS","1H","3705854.00000000","513350.00000000","2011-01-01T00:45:13.000","2011-01-01T00:55:49.000","2011-01-01T01:03:49.000","2011-01-01T01:06:19.000","UNF","UNFOUNDED","059XX Tullis Dr","70131","4","(29.904772636677, -89.991841496744)"
"A0015211","103","DISTURBANCE (OTHER)","1C","3680052.00000000","521155.00000000","2011-01-01T00:45:16.000","2011-01-01T00:50:29.000",,"2011-01-01T00:55:03.000","UNF","UNFOUNDED","Chippewa St & Josephine St","70130","6","(29.927039264899, -90.073002574614)"
"A0015311","21L","LOST OR STOLEN","0E","37369000","3513814","2011-01-01T00:45:56.000","2011-01-01T00:45:56.000","2011-01-01T00:45:56.000","2011-01-01T01:05:17.000","RTF","REPORT TO FOLLOW","008XX Block Of Chartres",,"0","(9.235500543E-7, -0.0000022929847665)"
"A0015411","21","COMPLAINT OTHER","1H","3680964.00000000","530937.00000000","2011-01-01T00:45:53.000","2011-01-01T00:45:57.000",,"2011-01-01T01:15:19.000","NAT","NECESSARY ACTION TAKEN","001XX Bourbon St","70112","8","(29.953908893405, -90.069783115791)"
"A0015511","62A","BURGLAR ALARM, SILEN","2C","3681643.00000000","526410.00000000","2011-01-01T00:46:30.000","2011-01-01T00:49:36.000","2011-01-01T00:53:35.000","2011-01-01T01:05:23.000","NAT","NECESSARY ACTION TAKEN","010XX Annunciation St","70130","8","(29.941440559894, -90.0677969901)"
"A0015611","94F","FIREWORKS","1H","3672427.00000000","526742.00000000","2011-01-01T00:46:30.000","2011-01-01T00:51:05.000","2011-01-01T00:54:13.000","2011-01-01T00:56:00.000","UNF","UNFOUNDED","030XX Toledano St","70125","6","(29.94263011494, -90.096882450117)"
"A0015711","94","DISCHARGING FIREARMS","2B","3689900.00000000","530671.00000000","2011-01-01T00:46:42.000","2011-01-01T00:47:59.000","2011-01-01T00:50:58.000","2011-01-01T02:08:58.000","UNF","UNFOUNDED","003XX Le Boeuf St","70114","4","(29.952903508966, -90.04157645526)"
"A0015811","62A","BURGLAR ALARM, SILEN","2C","3700329.00000000","521490.00000000","2011-01-01T00:47:40.000","2011-01-01T00:50:36.000",,"2011-01-01T01:12:51.000","NAT","NECESSARY ACTION TAKEN","026XX Cupid St","70131","4","(29.927331566427, -90.008981556233)"
"A0015911","21","COMPLAINT OTHER","1H","3682244.00000000","528528.00000000","2011-01-01T00:48:39.000","2011-01-01T00:48:42.000",,"2011-01-01T00:54:57.000","NAT","NECESSARY ACTION TAKEN","006XX S Peters St","70130","8","(29.947246083889, -90.065825547843)"
"A0016011","21","COMPLAINT OTHER","1H","3681162.00000000","531231.00000000","2011-01-01T00:50:21.000","2011-01-01T00:50:24.000",,"2011-01-01T00:51:39.000","NAT","NECESSARY ACTION TAKEN","Bourbon St & Iberville St","70112","8","(29.954711288829, -90.069147671288)"
"A0016111","100","HIT & RUN","1E","3683608.00000000","539544.00000000","2011-01-01T00:49:40.000","2011-01-01T01:30:16.000",,"2011-01-01T01:31:07.000","DUP","DUPLICATE","I-10 E & Pauger St","70116","5","(29.977494741273, -90.061132715986)"
"A0016211","21","COMPLAINT OTHER","1H","3684769.00000000","534461.00000000","2011-01-01T00:50:35.000","2011-01-01T00:50:40.000","2011-01-01T01:02:59.000","2011-01-01T03:07:23.000","NAT","NECESSARY ACTION TAKEN","021XX Chartres St","70116","8","(29.963482763493, -90.057644624437)"
"A0016311","62A","BURGLAR ALARM, SILEN","2C","3684375.00000000","543084.00000000","2011-01-01T00:49:25.000","2011-01-01T00:51:45.000","2011-01-01T00:55:11.000","2011-01-01T00:57:30.000","VOI","VOID","028XX Elysian Fields Ave","70122","3","(29.987205057012, -90.058585892918)"
"A0016411","100I","HIT & RUN  WITH INJU","2B","3683738.00000000","537930.00000000","2011-01-01T00:48:45.000","2011-01-01T00:53:58.000","2011-01-01T00:58:26.000","2011-01-01T03:19:27.000","RTF","REPORT TO FOLLOW","N Claiborne Exit & Pauger St","70116","5","(29.973052834701, -90.060778745564)"
"A0016511","21","COMPLAINT OTHER","1H","3681403.00000000","531510.00000000","2011-01-01T00:51:19.000","2011-01-01T00:51:27.000",,"2011-01-01T02:21:14.000","NAT","NECESSARY ACTION TAKEN","003XX Bourbon St","70112","8","(29.955471130984, -90.068376961)"
"A0016611","94","DISCHARGING FIREARMS","2B","3698126.00000000","553060.00000000","2011-01-01T00:51:01.000","2011-01-01T00:52:42.000",,"2011-01-01T00:52:45.000","NAT","NECESSARY ACTION TAKEN","045XX Lynhuber Dr","70126","7","(30.014207544899, -90.014789041636)"
"A0016711","100","HIT & RUN","2E","3684698.00000000","539617.00000000","2011-01-01T00:49:24.000","2011-01-01T00:55:03.000","2011-01-01T01:03:26.000","2011-01-01T01:05:52.000","UNF","UNFOUNDED","Elysian Fields Ave & N Johnson S","70116","5","(29.977662144309, -90.057687568598)"
"A0016811","21","COMPLAINT OTHER","2H","3703565.00000000","561735.00000000","2011-01-01T00:51:30.000","2011-01-01T00:54:38.000","2011-01-01T01:01:33.000","2011-01-01T01:28:55.000","NAT","NECESSARY ACTION TAKEN","084XX Aberdeen Rd","70127","7","(30.037887221103, -89.997285075658)"
"A0016911","103","DISTURBANCE (OTHER)","1C","3682258.00000000","527566.00000000","2011-01-01T00:53:09.000","2011-01-01T00:53:13.000",,"2011-01-01T02:47:55.000","NAT","NECESSARY ACTION TAKEN","Julia St & S Peters St","70130","8","(29.944600481368, -90.065814943997)"
"A0017011","21","COMPLAINT OTHER","1H","3686993.00000000","534719.00000000","2011-01-01T00:53:22.000","2011-01-01T00:53:24.000","2011-01-01T00:53:34.000","2011-01-01T01:24:34.000","NAT","NECESSARY ACTION TAKEN","Architect St & Port St","70117","5","(29.964123904315, -90.050612367288)"
"A0017111","94","DISCHARGING FIREARMS","2B","3692145.00000000","543583.00000000","2011-01-01T00:53:14.000","2011-01-01T00:55:15.000",,"2011-01-01T01:10:30.000","NAT","NECESSARY ACTION TAKEN","Oliver White Ave & Treasure St","70126","5","(29.988337155914, -90.034025457523)"
"A0017211","94F","FIREWORKS","1H","3695933.00000000","554548.00000000","2011-01-01T00:53:46.000","2011-01-01T00:53:51.000","2011-01-01T00:53:53.000","2011-01-01T00:59:22.000","NAT","NECESSARY ACTION TAKEN","Downman Rd & Dwyer Rd","70126","7","(30.018368190666, -90.02166396929)"
"A0017311","21","COMPLAINT OTHER","2H","3707222.00000000","553283.00000000","2011-01-01T00:52:47.000","2011-01-01T00:55:34.000","2011-01-01T00:57:26.000","2011-01-01T01:04:01.000","UNF","UNFOUNDED","Chef Menteur Hwy & Gawain Dr","70127","7","(30.014529769328, -89.986042209195)"
"A0017511","103","DISTURBANCE (OTHER)","1C","3677572.00000000","521166.00000000","2011-01-01T00:54:31.000","2011-01-01T00:59:39.000","2011-01-01T00:59:42.000","2011-01-01T01:28:16.000","NAT","NECESSARY ACTION TAKEN","3rd St & Magazine St","70130","6","(29.927144283878, -90.080830913535)"
