"census_year","county_fips_code","economic_development_region","workforce_development_area","county_name","county_code","age_range","gender","total_population","no_high_school_diploma","high_school_diploma_or","some_college_no_degree","associate_s_degree","bachelor_s_degree","graduate_or_professional","total_post_secondary","geocoded_column"
"2010-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","25 to 34 Years","Male","29570","4876","10358","4739","2506","5796","1295","9597","(40.0459079619, -76.2513876838)"
"2012-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","45 to 64 Years","Male","14432","1776","6452","2392","935","1696","1181","3812","(39.8720956503, -77.2222427076)"
"2015-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","45 to 64 Years","Female","49704","4582","15861","9292","5528","8382","6059","19969","(40.6146479416, -75.6009948118)"
"2013-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","45 to 64 Years","Male","29445","2445","10641","4773","3260","5350","2976","11586","(41.4391006428, -75.6121834524)"
"2014-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","25 to 34 Years","Female","128","2","30","14","39","23","20","82","(41.5135787577, -79.2378099483)"
"2016-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","35 to 44 Years","Female","2886","197","1181","625","409","346","128","883","(40.0073753643, -78.4911647381)"
"2012-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","45 to 64 Years","Male","16425","1722","6917","2838","1651","1984","1313","4948","(41.3445979226, -77.069424568)"
"2010-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","25 to 34 Years","Male","4463","527","1646","903","453","791","143","1387","(40.9932503514, -80.3375411446)"
"2014-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","45 to 64 Years","Male","38118","3675","16602","5886","2548","5910","3497","11955","(41.9941378702, -80.0407591036)"
"2011-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","45 to 64 Years","Male","26638","1453","10582","4516","2189","5248","2650","10087","(40.9108318483, -79.9171177889)"
"2011-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","45 to 64 Years","Female","180745","8165","61089","33670","20205","33561","24055","77821","(40.4673554298, -79.9861984282)"
"2013-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","35 to 44 Years","Female","9663","681","3191","1959","1371","1605","856","3832","(39.9278619704, -77.7239884483)"
"2013-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","45 to 64 Years","Male","6305","422","3206","1040","465","764","408","1637","(41.810370736, -78.5712201998)"
"2010-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","35 to 44 Years","Female","45993","1580","12331","8701","4348","12036","6997","23381","(40.335011331, -75.1129124111)"
"2016-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","45 to 64 Years","Male","7387","714","4521","880","384","521","367","1272","(40.0073753643, -78.4911647381)"
"2012-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","45 to 64 Years","Male","70028","4350","16015","10412","3557","19295","16399","39251","(39.9748705566, -75.7562649818)"
"2015-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","35 to 44 Years","Female","9697","296","2596","1917","1824","1957","1107","4888","(40.6834924548, -80.3510735648)"
"2016-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","45 to 64 Years","Male","36779","3744","12741","6385","2987","6256","4666","13909","(40.4197463597, -76.7796056802)"
"2014-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","35 to 44 Years","Male","32585","2137","6207","3880","1732","11262","7367","20361","(39.9748705566, -75.7562649818)"
"2014-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","45 to 64 Years","Female","16768","1292","7650","2620","1861","2221","1124","5206","(41.302377765, -80.2600941079)"
"2011-01-01T00:00:00.000","42037","Northeast","Central WDA","Columbia","19","25 to 34 Years","Male","3546","398","1572","688","190","519","179","888","(41.0491208559, -76.4100217975)"
"2010-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","45 to 64 Years","Male","21151","1837","10874","2812","1509","2437","1682","5628","(40.4912749067, -78.7189417385)"
"2015-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","35 to 44 Years","Male","1163","276","767","59","36","25","0","61","(41.5135787577, -79.2378099483)"
"2014-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","25 to 34 Years","Male","221","21","96","41","19","44","0","63","(41.4388026531, -78.2091693241)"
"2011-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","35 to 44 Years","Male","2316","230","846","468","288","448","36","772","(41.4281941606, -78.6494771322)"
"2014-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","25 to 34 Years","Female","14299","778","2688","3163","1692","4121","1857","7670","(40.167598388, -77.268662705)"
"2015-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","35 to 44 Years","Female","1443","223","666","222","136","128","68","332","(40.5343300836, -77.405775001)"
"2015-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","35 to 44 Years","Male","4059","259","1754","803","526","528","189","1243","(40.8150952555, -79.4731689893)"
"2016-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","35 to 44 Years","Male","3375","372","1653","460","324","413","153","890","(41.7911781401, -76.5182562384)"
"2011-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","25 to 34 Years","Female","7438","796","2150","1708","772","1428","584","2784","(40.3675970024, -76.4618257486)"
"2013-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","25 to 34 Years","Female","222","13","39","73","43","32","22","97","(41.4388026531, -78.2091693241)"
"2014-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","45 to 64 Years","Male","17663","1347","9229","2683","1249","1870","1285","4404","(40.4855502384, -78.349076871)"
"2015-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","25 to 34 Years","Male","32685","5662","11419","4672","2706","6439","1787","10932","(40.0459079619, -76.2513876838)"
"2015-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","25 to 34 Years","Female","7246","727","1972","1384","894","1599","670","3163","(41.3445979226, -77.069424568)"
"2013-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","25 to 34 Years","Female","18158","1295","4104","3560","2006","4852","2341","9199","(40.4197463597, -76.7796056802)"
"2010-01-01T00:00:00.000","42063","Southwest","Tri-County WDA","Indiana","32","25 to 34 Years","Male","4558","683","1487","940","441","782","225","1448","(40.6529549748, -79.0933349286)"
"2011-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","25 to 34 Years","Male","8465","1393","3477","1477","782","1012","324","2118","(39.9278619704, -77.7239884483)"
"2014-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","35 to 44 Years","Male","16300","1554","6766","2758","1443","2596","1183","5222","(41.9941378702, -80.0407591036)"
"2012-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","45 to 64 Years","Male","1308","242","650","216","91","45","64","200","(41.5135787577, -79.2378099483)"
"2013-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","35 to 44 Years","Female","255","30","122","24","39","33","7","79","(41.4388026531, -78.2091693241)"
"2015-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","35 to 44 Years","Male","2584","121","1400","401","320","253","89","662","(41.1313909115, -79.0010181419)"
"2012-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","25 to 34 Years","Male","3698","275","1757","718","377","482","89","948","(40.8150952555, -79.4731689893)"
"2015-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","35 to 44 Years","Female","25516","2901","6958","4520","3175","5415","2547","11137","(40.4193963513, -75.9307732705)"
"2010-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","35 to 44 Years","Male","22209","2140","8895","4472","2341","3012","1349","6702","(41.1783643884, -75.991996098)"
"2011-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","45 to 64 Years","Male","93273","4840","29040","17388","6409","20319","15277","42005","(40.335011331, -75.1129124111)"
"2013-01-01T00:00:00.000","42063","Southwest","Tri-County WDA","Indiana","32","45 to 64 Years","Male","12066","1210","5751","1600","903","1433","1169","3505","(40.6529549748, -79.0933349286)"
"2014-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","35 to 44 Years","Male","32500","2609","9286","5208","2603","6950","5844","15397","(39.9165786652, -75.4062771212)"
"2010-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","35 to 44 Years","Male","75396","3268","20940","11954","7054","19581","12599","39234","(40.4673554298, -79.9861984282)"
"2014-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","45 to 64 Years","Female","16856","1027","5795","2454","1518","3119","2943","7580","(40.9193135008, -77.8250011212)"
"2013-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","35 to 44 Years","Male","2124","164","951","409","250","278","72","600","(41.2328627374, -77.6428376046)"
"2012-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","25 to 34 Years","Female","780","60","324","159","121","61","55","237","(39.9248751086, -78.1148504535)"
"2015-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","25 to 34 Years","Female","2159","203","793","478","171","375","139","685","(41.810370736, -78.5712201998)"
"2012-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","25 to 34 Years","Female","2470","115","953","600","327","369","106","802","(40.0073753643, -78.4911647381)"
"2015-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","45 to 64 Years","Female","71081","8034","29976","10584","5446","10749","6292","22487","(40.0459079619, -76.2513876838)"
"2016-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","25 to 34 Years","Male","3491","418","1505","626","390","379","173","942","(40.9193670081, -75.7110703866)"
"2013-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","25 to 34 Years","Male","2027","250","792","352","193","352","88","633","(41.1927912877, -79.4248360769)"
"2012-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","35 to 44 Years","Female","17503","1118","5359","3504","2034","3665","1823","7522","(40.4197463597, -76.7796056802)"
"2010-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","45 to 64 Years","Female","11446","922","6328","1704","1054","1076","362","2492","(41.0004290024, -78.4755834299)"
"2011-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","25 to 34 Years","Male","7795","1124","3563","1350","447","1057","254","1758","(39.919447803, -79.6518963464)"
"2016-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","45 to 64 Years","Male","781","51","418","118","91","88","15","194","(41.4388026531, -78.2091693241)"
"2011-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","45 to 64 Years","Male","29156","2794","10534","4618","3158","5007","3045","11210","(41.4391006428, -75.6121834524)"
"2013-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","45 to 64 Years","Male","5364","455","2947","678","498","426","360","1284","(41.1927912877, -79.4248360769)"
"2011-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","25 to 34 Years","Male","1383","232","705","106","115","214","11","340","(40.5343300836, -77.405775001)"
"2015-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","25 to 34 Years","Female","3406","153","1125","663","549","615","301","1465","(40.9193670081, -75.7110703866)"
"2012-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","45 to 64 Years","Male","5351","438","2969","691","429","426","398","1253","(41.1927912877, -79.4248360769)"
"2012-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","45 to 64 Years","Male","46653","5047","16034","7515","4012","7618","6427","18057","(40.6146479416, -75.6009948118)"
"2013-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","35 to 44 Years","Male","6593","511","2924","1182","843","755","378","1976","(41.3445979226, -77.069424568)"
"2013-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","45 to 64 Years","Male","846","100","482","67","86","105","6","197","(41.4388026531, -78.2091693241)"
"2014-01-01T00:00:00.000","42087","Central","Central WDA","Mifflin","44","35 to 44 Years","Female","2820","392","1115","463","310","385","155","850","(40.6127492804, -77.6200308901)"
"2012-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","25 to 34 Years","Male","5713","615","2218","871","540","1189","280","2009","(41.302377765, -80.2600941079)"
"2012-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","45 to 64 Years","Male","5877","631","3076","833","436","596","305","1337","(39.8548039342, -80.2294381655)"
"2014-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","35 to 44 Years","Male","12492","1045","4397","2167","1207","2508","1168","4883","(41.4391006428, -75.6121834524)"
"2012-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","35 to 44 Years","Female","16984","1060","5569","3329","2033","3226","1767","7026","(41.9941378702, -80.0407591036)"
"2011-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","45 to 64 Years","Female","5371","578","2666","715","416","568","428","1412","(39.8548039342, -80.2294381655)"
"2013-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","45 to 64 Years","Male","71109","4155","16712","10057","3822","19735","16628","40185","(39.9748705566, -75.7562649818)"
"2015-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","35 to 44 Years","Female","18890","1388","5626","3859","2352","3565","2100","8017","(41.1783643884, -75.991996098)"
"2015-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","35 to 44 Years","Female","22534","2074","5948","4433","2677","4662","2740","10079","(40.6146479416, -75.6009948118)"
"2012-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","45 to 64 Years","Female","11625","767","6572","1681","1067","1008","530","2605","(41.0004290024, -78.4755834299)"
"2010-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","45 to 64 Years","Male","20078","2931","10507","2435","1306","1805","1094","4205","(39.919447803, -79.6518963464)"
"2013-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","35 to 44 Years","Female","2026","82","803","358","345","318","120","783","(41.4281941606, -78.6494771322)"
"2015-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","35 to 44 Years","Male","9556","1143","4727","1583","684","1000","419","2103","(39.9278619704, -77.7239884483)"
