"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","endwall","invert","sump","depth_to_creek","dissipator","globalid","edit_status","support_material","outfall","header_type","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","conduit_material","width","height","struc_shape","dryweatherflow","gps_pdop","gps_satqual","gps_date","gps_time","unit","dem_calculated_sump","dem_calculated_invert","dry_weather_screen_outfall","maximo_asset_number","maximo_site_id"
"POINT (-97.747883479348 30.23669733862)","5782473","0","1","86419",,,,,,,,"DLEWIS","2008-10-24T00:00:00.000Z","WPDR_ADMIN","2021-06-14T15:57:28.000Z","J.T. STEWART","BLU","J19","615S","371582","CITY","CITY","PHYS_INSP","DEM","GPS","3112975.9168","10059322.389","DIG07","SUB-M",,"540.65002441","N","1","536.65002441","534.65002441","24","NOTPRESENT","f5575496-3d62-4401-86c8-6aa8598806f8","ENTERED","NOTPRES","T","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","REMOVED","2","N",,,,"07232007_3_035.jpg","CONCRETE",,"48","CIRCULAR",,,,,,,,,,"1108879","WPD"
"POINT (-97.757696073796 30.269551483791)","5807491","0","1","801617",,,,,,"NO_SOURCE",,"GDELANO","2014-08-28T11:13:21.000Z","PCAMPMAN","2014-09-04T08:58:39.000Z",,"LBL","H22","584V","466749","OTHER","OTHER","PHYS_INSP","DEM","GPS","3109608.1","10071182.074","FIELD","SUB-M",,"452.67999268","N","1","450.67999268","450.67999268","0","NOTPRESENT","e02c7821-e7e4-4e25-bb7d-c690b7e7f33e","ENTERED","NOTPRES","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","3","N",,,"DDAVIS","08282014_5_774.jpg","CGMP","24","24","CIRCULAR","F","5.5","1","2014-08-28T11:13:22.000Z","11:13:22 AM","5",,,,"401349419","WPD"
"POINT (-97.838216989514 30.188509579139)","5760742","0","1","148417","1510610","317",,"1995-08-03T00:00:00.000Z","1995","ASBLTEL",,"VVINCENT","2016-10-10T12:09:22.000Z","VVINCENT","2016-10-10T12:12:23.000Z","SJOHNSON","SLA","D15","672D","158719","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3084850.6775","10041136.21","DIG08","SUB-M",,"781.14001465","N","4","776.40002441",,"0","NONNATURAL","7c27be53-98e1-46ce-8ebe-44f6cb3ed700","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:45.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,"01152009_3_060.jpg","RCP","36","36","CIRCULAR","F",,,,,,,,,"1112449","WPD"
"POINT (-97.702591490904 30.426117071588)","5807912","0","1","1076127","2188404","14","likely removed since construction of hwy",,,"NO_SOURCE","2008","DREYESLARRIVA","2016-03-10T15:46:48.000Z","GDELANO","2020-10-22T13:50:48.000Z","DWARDEN","WLN","L36","466E","505496","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","fc6fbdc5-92a3-42d5-9d57-e11813cf6347","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:47.000Z","REMOVED","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.841490255349 30.197132340641)","5792451","0","1","148562","1437652","214","rip rap, Located in pond splitter box","2003-07-08T00:00:00.000Z","2003","APPLANEL",,"DREYESLARRIVA","2016-05-12T16:26:22.000Z","DREYESLARRIVA","2016-07-13T12:07:51.000Z","DWARDEN","WMS","D16","642Z","202513","OTHER","OTHER","PHYS_INSP","DEM","GPS","3083746.5081","10044248.2725","DIG08","SUB-M",,"791.91998291","N","3","790.41998291","790.41998291","0","NOTPRESENT","7f62c4d5-5d8b-4d65-93fc-4a34a6b9e637","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","2",,"GEETHA GANESAN",,,"01232009_4_023.jpg","CONCRETE","18","18","CIRCULAR","F",,,,,,,,,"1111958","WPD"
"POINT (-97.677897256853 30.38580906227)","5754508","0","1","1706757","1806002","214",,,,"NO_SOURCE",,"SSTONE","2017-10-13T14:55:23.000Z","SSTONE","2017-10-13T15:12:14.000Z",,"WLN","M32","496L","344546","CITY","CITY","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"674.88000488","N","0",,,,"NODATA","12a32ee8-39fd-4b2e-9c71-c007868880e1","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CGMP","20","20","CIRCULAR",,,,,,,,,,,
"POINT (-97.914422104122 30.247418050876)","5779021","0","1","1711013","1824546","205",,,,"NO_SOURCE",,"MMARKOWSKI","2017-11-07T13:40:53.000Z","MMARKOWSKI","2017-11-08T15:04:43.000Z",,"WMS","A20","611J","874418","OTHER","OTHER","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"1012.5300293","N","0",,,,"NODATA","8cd5caed-68e6-49c7-b886-54e031738b61","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CONCRETE","20","20","CIRCULAR",,,,,,,,,,,
"POINT (-97.744297831582 30.349320966466)","5765651","0","1","403387","297317","161",,"1978-04-19T00:00:00.000Z","1978","APPLANEL",,"SBURZYNSKI","2012-02-10T11:36:11.000Z","SBURZYNSKI","2012-02-10T13:24:00.000Z","DDAVIS","SHL","J29","525N","561032","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"678.60998535","N","0","673.90997314",,,"NODATA","cc122c34-eb5f-4117-acd5-436590e10823","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:42.000Z","ACTIVE","0","N",,,,,"RCP","60","60","BOX",,,,,,,,,,,
"POINT (-97.744453384471 30.161176295347)","5762013","0","1","481348","564374","297",,,,"NO_SOURCE","1981","APRUITT","2013-04-04T09:33:37.000Z","APRUITT","2013-04-04T15:34:42.000Z","SBURZYNSKI","ONI","J13","675W","724293","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"562.2800293","N","0",,,,"NODATA","a2b0ab04-80d1-4fdf-a81a-cb4b54c1825f","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:43.000Z","REMOVED","0","N",,,,,"CGMP","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.682060966965 30.310618470603)","5754314","0","1","48141","396117","42",,"1960-04-01T00:00:00.000Z","1960","APPLANEL","2006","JHOLDER","2010-09-13T00:00:00.000Z","CGORE","2012-07-11T12:36:49.000Z","RODAVILA","LWA","M26","556Q","408518","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"616.41998291","N","0","614.54998779",,,"NODATA","c5c3d9fa-86ae-42a3-af51-f3d7f2e84cc6","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:41.000Z","REMOVED","0","N",,,,,,,,,,,,,,,,,,,
"POINT (-97.663605658862 30.41153063053)","5766715","0","1","456933","499449","86",,"1999-04-12T00:00:00.000Z","1999","APPLANEL",,"CGORE","2012-12-20T08:21:49.000Z","CGORE","2012-12-20T10:37:27.000Z","DDAVIS","WLN","N34","467S","1110589","CITY","CITY","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"719.91998291","N","0","716.5",,,"NODATA","bbc831d1-590f-401a-9910-b20abbee1ffc","ENTERED","CONCRETE","F","CULVERT_UP","2022-02-08T14:52:42.000Z","ACTIVE","0","N",,,,,"RCP","72","36","BOX",,,,,,,,,,,
"POINT (-97.569713513832 30.317137652166)","5802705","0","1","1217260","1556052","257",,"2004-03-12T00:00:00.000Z","2004","APPLANEL",,"MAMARAL","2016-10-24T14:50:29.000Z","MAMARAL","2016-10-24T15:11:38.000Z","CGORE","GIL","S26","559K","3105842","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","7a10a101-65c3-424c-ae3b-535c0226087a","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","30","30","CIRCULAR",,,,,,,,,,,
"POINT (-97.824174933966 30.455512372836)","5806255","0","1","1232034","1582613","216",,"2001-08-02T00:00:00.000Z","2001","APPLANEL",,"MMCDONALD","2016-11-25T13:41:38.000Z","MMCDONALD","2016-11-25T14:01:38.000Z",,"LKC","E38","433J","3254263","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","97369408-52d4-4564-a87a-db58a831bf7f","ENTERED","NODATA","F","DRAINPIPE_UP","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.697949145654 30.195816551098)","5778148","0","1","582434","1849492","160","Splitter box","2009-05-06T00:00:00.000Z","2009","ASBLTEL",,"PWOODWORTH","2014-01-06T12:43:10.000Z","ACORTEZ","2018-01-18T08:07:59.000Z","SJOHNSON","ONI","L16","646X","3307420","CITY","CITY","NO_SOURCE","ASBLTEL","ASBLTEL",,,"NOGPS","NOGPS",,"529.34997559","N","0","525.20001221",,,"NODATA","b81d237b-f143-47a5-b7df-70f337c5ed1f","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:43.000Z","ACTIVE","0","N",,,,,"RCP","36","36","CIRCULAR",,,,,,,,,,,
"POINT (-97.663225833358 30.285873338199)","5809429","0","1","1138384","2263589","315",,"2014-08-18T00:00:00.000Z","2014","APPLANEL",,"SBURZYNSKI","2016-07-27T12:49:23.000Z","KGALLUSCIO","2022-02-23T14:23:30.000Z","DWARDEN","WLN","N24","587E","5662488","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"532.08001709","N","0",,,,"NODATA","d1bda3fe-2bf7-45cb-b633-cb449dc0158d","ENTERED","NODATA","F","DRAINPIPE_UP","2022-03-30T21:07:54.000Z","ACTIVE","0","N",,,,,"NODATA","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.769801588934 30.19358070118)","5794589","0","1","509772","648217","295",,"1997-10-17T00:00:00.000Z","1997","APPLANEL",,"APRUITT","2013-06-18T08:38:43.000Z","APRUITT","2013-06-18T08:47:36.000Z","SBURZYNSKI","WMS","H16","644Y","3225341","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","c936ce39-eb52-4876-a76e-cab795336d0a","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.641510715801 30.283524857324)","5759094","0","1","277168","129624","298","No field evidence","1987-02-04T00:00:00.000Z","1987","PLANNOEL",,"JHOLDER","2010-11-08T00:00:00.000Z","PCAMPMAN","2015-05-08T11:46:23.000Z","DDAVIS","WLN","P23","587L","250012","CITY","CITY","NO_SOURCE","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,"553.97998047","N","0",,,,"NODATA","023df9c3-4245-4650-9913-74d070b1916f","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","REMOVED","0","N",,,,,"CGMP",,,"NODATA",,,,,,,,,,,
"POINT (-97.682656897017 30.365967605163)","5797574","0","1","1125186","1524050","162","rip rap","1952-06-17T00:00:00.000Z","1952","APPLANEL",,"ACABANA","2016-07-05T18:18:38.000Z","CGORE","2017-03-02T14:45:44.000Z","CGORE","LWA","M30","526C","254426","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","79cc95a9-88ab-447b-b90f-8a49fdbca8f4","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA","15","15","CIRCULAR",,,,,,,,,,,
"POINT (-97.88197158393 30.211366935678)","5766157","0","1","498089","1858770","344",,"1995-03-27T00:00:00.000Z","1995","APPLANEL",,"APRUITT","2013-05-21T09:27:29.000Z","GDELANO","2018-02-28T17:33:42.000Z","SBURZYNSKI","WMS","B17","641M","158484","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"863.5","N","0","864.70001221",,,"NODATA","7af77231-86c3-4e7e-9e45-f75d319ce1d2","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:43.000Z","ACTIVE","0","N",,,,,"RCP","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.663560136537 30.286228043641)","5800537","0","1","1138511","2263589","5",,"2014-08-18T00:00:00.000Z","2014","APPLANEL",,"SBURZYNSKI","2016-07-27T16:26:43.000Z","KGALLUSCIO","2022-02-23T13:45:54.000Z","DWARDEN","WLN","N24","587E","393724","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","55d435f2-9308-4630-abe3-c79026bd70f8","ENTERED","NODATA","F","DRAINPIPE_DN","2022-03-30T21:07:54.000Z","ACTIVE","0","N",,,,,"NODATA","6","6","CIRCULAR",,,,,,,,,,,
"POINT (-97.780720342316 30.290474281649)","5786497","0","1","469560","531134","38",,,,"NO_SOURCE",,"APRUITT","2013-02-14T09:23:46.000Z","APRUITT","2013-02-14T09:28:39.000Z",,"LBL","G24","584F","227629","OTHER","OTHER","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","22fdcce6-8d1d-462a-9f15-7fc84baaa69c","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","36","36","CIRCULAR",,,,,,,,,,,
"POINT (-97.664403086471 30.216486356387)","5786223","0","1","764698","913170","24",,"1989-06-17T00:00:00.000Z","1989","APPLANEL",,"AJURADO","2014-07-23T11:55:59.000Z","AJURADO","2014-08-27T08:30:34.000Z","TBARRINGTON","CAR","N18","647E","3046760","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","c61f00c2-a4d5-4593-a9d3-2d5e6a4e3a23","ENTERED","CONCRETE","F","CULVERT_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA","60","48","BOX",,,,,,,,,,,
"POINT (-97.743534984901 30.186085302917)","5778530","0","1","1600165","1736530","189",,,,"NO_SOURCE",,"JAMARTINEZ","2017-07-13T17:42:18.000Z","JAMARTINEZ","2017-07-13T17:44:26.000Z","SJOHNSON","WMS","J15","675A","211812","CITY","CITY","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"539.55999756","N","0",,,,"NODATA","775829f5-d6cb-475e-8d2a-9e2f20db7f0c","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.69159615799 30.258813367978)","5757989","0","1","10424","522167","208","This culvert appears to be abandoned and replaced.","1960-05-03T00:00:00.000Z","1960","PLANNOEL","1991","CPHELAN","2007-09-07T00:00:00.000Z","TBARRINGTON","2013-01-30T14:46:30.000Z","RODAVILA","BOG","L21","616B","214880","CITY","CITY","NO_SOURCE","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,"434.6499939","N","0",,,,"NODATA","5a125969-fb04-4d57-825b-2c516ab2e107","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:41.000Z","REMOVED","0","N",,,,,"RCP","100","104","BOX",,,,,,,,,,,
"POINT (-97.693357218058 30.277897155796)","5760557","0","1","52262","1839250","151",,"1957-02-01T00:00:00.000Z","1957","PLANNOEL",,"RODAVILA","2008-01-16T00:00:00.000Z","PSTARKEL","2018-01-02T09:50:39.000Z","DDAVIS","TAN","L23","586P","256538","CITY","CITY","ESM","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,"490.29998779","N","0",,,,"NODATA","8deee001-9572-4344-9550-4748d2d725de","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","ACTIVE","0","N",,,,,"RCP","135","84","BOX",,,,,,,,,,,
"POINT (-97.670072706432 30.227877782504)","5756293","0","1","1712262","1833170","137",,,,"NO_SOURCE",,"ACORTEZ","2017-11-16T13:58:51.000Z","JAMARTINEZ","2018-02-01T13:18:11.000Z",,"CAR","M19","616Z","115800","CITY","CITY","NO_SOURCE","NO_SOURCE","FLD_INVSTG",,,"NOGPS","NOGPS",,"438.54000854","N","1",,,,"NOTPRESENT","c3499ec4-ebbc-4c14-a845-2ba5740eae06","ENTERED","NOTPRES","F","CULVERT_DN","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CONCRETE","30","30","CIRCULAR",,,,,,,,,,,
"POINT (-97.674360142255 30.318980691797)","5781068","0","1","87113","2059748","235",,"1995-07-25T00:00:00.000Z","1995","APPLANEL",,"CGORE","2012-07-06T11:56:04.000Z","JAMARTINEZ","2019-02-01T13:22:11.000Z",,"LWA","M26","556M","404258","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3135455.5551","10089741.897","DIG07","SUB-M",,"500.23999023","N","2","498.73999023",,"48","NOTPRESENT","6595b8fb-6bd6-4a25-a3f2-1be638a2a823","ENTERED","NODATA","T","DRAINPIPE_DN","2022-02-08T14:52:42.000Z","ACTIVE","2","N","DLEWIS","2008-10-24T00:00:00.000Z",,"09302010_6_006.jpg","RCP","24","24","CIRCULAR",,,,,,,,,,"1109717","WPD"
"POINT (-97.736369264057 30.251651594405)","5790450","0","1","63458","837995","171",,"1955-04-08T00:00:00.000Z","1955","ASBLTEL",,"DDAVIS","2007-12-10T00:00:00.000Z","GDELANO","2014-03-27T17:10:51.000Z","GDELANO","TWN","J21","615F","950277","OTHER","TXDOT","ASBLTEL","NO_SOURCE","ASBLTEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","150a0cec-1c4d-4cc1-a23c-79d9cc0da826","ENTERED","NODATA","T","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","60","60","CIRCULAR",,,,,,,,,,,
"POINT (-97.813024712379 30.225080389481)","5785107","0","1","149229",,,,,,"NO_SOURCE",,"MARCUS ALLEN",,"PCAMPMAN","2009-08-03T00:00:00.000Z","PAULO DESAREGO","WMS","E18","643B","1120007","OTHER","OTHER","PHYS_INSP","DEM","GPS","3092506.8294","10054612.7044","DIG08","SUB-M",,"682.95001221","N","2","681.45001221","681.45001221","0","NOTPRESENT","cbc868a0-ad0d-42a9-8359-fa8c068deb64","ENTERED","CONCRETE","T","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","2","N",,,,"01092009_1_129.jpg","CONCRETE",,"18","CIRCULAR","F",,,,,,,,,"1111476","WPD"
"POINT (-97.692617224237 30.378736947772)","5770339","0","1","526575","692398","22",,,,"NO_SOURCE",,"ARESOVSKY","2013-08-07T12:26:56.000Z","ARESOVSKY","2013-08-07T12:31:26.000Z","RODAVILA","LWA","L31","496T","378890","CITY","CITY","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"739.91998291","N","0",,,,"NODATA","e2b26157-d837-4583-82e9-99a9e47d6a51","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:43.000Z","ACTIVE","0","N",,,,,"RCP","12","12","CIRCULAR",,,,,,,,,,,
"POINT (-97.756933621507 30.387524564444)","5790865","0","1","359868","1092690","176",,"1976-03-01T00:00:00.000Z","1976","APPLANEL",,"APRUITT","2013-10-30T10:28:24.000Z","JSEVIER","2015-04-15T14:57:01.000Z","SJOHNSON","BUL","H32","494M","1012316","OTHER","TXDOT","PHYS_INSP","DEM","GPS","3108849.1094","10114082.3138","DIG10","SUB-M",,"687.88000488","N","4","683.88000488","681.88000488","24","NOTPRESENT","7c2afdad-afb5-4676-a2bd-376defdfd381","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","2","N","BILL BUTLER","2010-10-26T00:00:00.000Z","DANIEL WHEAT","10262010_4_008.jpg","HDPE","48","48","CIRCULAR","F","5.7","1","2010-10-26T00:00:00.000Z","11:04","4",,,,"401192309","WPD"
"POINT (-97.725188615042 30.306160663582)","5782631","0","1","87837",,,,,,,,"MICHAEL CHISUM","2007-10-22T00:00:00.000Z","MICHAEL CHISUM","2007-10-22T00:00:00.000Z","J.T. STEWART","WLR","K25","555U","241036","CITY","CITY","PHYS_INSP","DEM","GPS","3119468.0461","10084888.974","DIG07","SUB-M",,"599.65997314","N","3","598.15997314","598.15997314","0","NOTPRESENT","8cb53ea1-11de-49d2-88ad-7034ecb8801b","ENTERED","CONCRETE","T","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","2","N",,,,"10222007_3_014.jpg","CONCRETE",,"18","CIRCULAR",,,,,,,,,,"1111646","WPD"
"POINT (-97.71910604185 30.239369787752)","5761746","0","1","38369","420070","129",,"1960-12-31T00:00:00.000Z","1960","PLANNOEL",,"CPHELAN","2007-10-12T00:00:00.000Z","NPULLIAS","2012-08-13T16:30:36.000Z","DDAVIS","CCW","K20","615Q","425476","CITY","CITY","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"462.58999634","N","0",,,,"NODATA","e9d1e429-1de9-4990-bd51-bbe4f13a032c","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","REMOVED","0","N",,,,,"CGMP","22","36","PIPEARCH",,,,,,,,,,,
"POINT (-97.668542658178 30.232242319402)","5796217","0","1","748324","902931","40",,,,"NO_SOURCE",,"AJURADO","2014-07-31T10:24:23.000Z","AJURADO","2014-07-31T11:04:08.000Z","RODAVILA","CAR","M19","616Z","429748","OTHER","OTHER","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","c3770111-eec9-4f7f-a6e6-7df324de3e4e","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.837518132845 30.364864694964)","5754331","0","1","1730564","1902308","145",,,,"NO_SOURCE",,"MMARKOWSKI","2018-03-14T11:19:12.000Z","MMARKOWSKI","2018-03-19T12:46:56.000Z","ACOLEMAN","TRK","D30","522D","200561","OTHER","OTHER","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"798.2800293","N","0",,,,"NODATA","856d51a1-d87a-452a-a4d8-db5dbae7735e","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CGMP","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.640806062118 30.199314288733)","5783703","0","1","2097472","2208869","205",,"2019-02-27T00:00:00.000Z","2019","APPLANEL",,"JAMARTINEZ","2021-01-05T14:36:59.000Z","JAMARTINEZ","2021-01-05T15:43:00.000Z",,"COL","P16","647U","5939976","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","466","462.82998657","N","0","463.25",,,"NODATA","d7be7027-29ae-45eb-9639-cb1b8688d1e1","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.926787440429 30.327377703897)","5807288","0","1","928813","1098771","275",,"1998-01-22T00:00:00.000Z","1998","APPLANEL",,"DWARDEN","2015-04-09T13:34:16.000Z","DWARDEN","2015-04-09T14:24:30.000Z",,"LKA","WZ27","550D","725674","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","59355bdd-c959-45bb-96c2-5a1736eed1cf","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","10","10","CIRCULAR",,,,,,,,,,,
"POINT (-97.729965170389 30.214934931411)","5786614","0","1","485721","590610","95",,,,"NO_SOURCE","2009","CGORE","2013-04-17T08:17:34.000Z","CGORE","2013-05-06T08:55:46.000Z","DDAVIS","CCW","J17","645K","796016","OTHER","TXDOT","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","8e84c5e5-eb98-47a3-b389-2cef53d537f3","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","REMOVED","0","N",,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.707482174275 30.440883006466)","5753628","0","1","1754371","1932706","310",,,,"NO_SOURCE",,"MMARKOWSKI","2018-04-30T08:34:50.000Z","MMARKOWSKI","2018-04-30T09:02:49.000Z","ACOLEMAN","WLN","L37","436W","3111895","OTHER","OTHER","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"795.52001953","N","0",,,,"NODATA","d9a2e722-5706-4b9c-a766-37b7f9775443","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CONCRETE","12","168","BOX",,,,,,,,,,,
"POINT (-97.739071116217 30.32948834956)","5784091","0","1","422937","403443","167",,"1986-12-16T00:00:00.000Z","1986","APPLANEL",,"SBURZYNSKI","2012-07-19T15:37:13.000Z","SBURZYNSKI","2012-07-19T15:41:30.000Z",,"SHL","J27","555B","880946","OTHER","OTHER","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","9a6e5fb1-2d7d-4872-9903-c945f230336a","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.775623188995 30.229818217638)","5791473","0","1","396789","380462","198","rip rap","1984-01-01T00:00:00.000Z","1984","ASBLTEL",,"NPULLIAS","2011-12-27T08:58:16.000Z","CARMIJO","2012-06-08T16:25:02.000Z","RODAVILA","WBO","G19","614X","697311","OTHER","OTHER","ASBLTEL","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","0301f0b1-c0c1-4e26-a600-5d0cb0f413b0","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","96","48","BOX",,,,,,,,,,,
"POINT (-97.709187749202 30.380656024783)","5762791","0","1","543597","1939106","211",,"1977-03-29T00:00:00.000Z","1977","APPLANEL","1986","PWOODWORTH","2013-09-26T14:36:03.000Z","MMCDONALD","2018-05-08T07:07:40.000Z","ACOLEMAN","LWA","K32","495R","120201","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"710.61999512","N","0","710.7800293",,,"NODATA","9c0e7471-5487-4787-9f5f-65311337af50","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:43.000Z","REMOVED","0","N",,,,,"RCP","24","24","CIRCULAR",,,,,,,,,,,
